data,pair,diff,ci90_lo,ci90_hi,ci95_lo,ci95_hi,delta,verdict
new,adam - adamw,-0.000799172848486962,-0.005198619936007489,0.004344229777231774,-0.006249245723066593,0.005596572782670192,0.024,equivalent
new,adam - sgd,0.002923648703199777,-0.004023339797845263,0.008641840013705061,-0.005956949935912728,0.010927694126773788,0.024,equivalent
new,adamw - sgd,0.003722821551686739,-0.0038418065517303725,0.009218792098411853,-0.005732371503249812,0.011493649838668168,0.024,equivalent
