R50,R25,R75,k,rms,n_bins,ci_lo,ci_hi,W,materiality,R50_restricted,shift
0.36822959043410847,0.3457956904338216,0.39066349043439536,48.97107897664071,0.013366036250454825,40,0.36033823119252034,0.37299763073453,0.044867800000573776,0.022433900000286888,0.3669290039987626,0.001300586435345863
