a,eps,krawczyk_ok,s_lo,s_hi,w1,b1,hess_lambda_min_lo,active_set_unique,competitor_ball_radius,competitor_lower,branch_loss,competitor_margin,competitor_converged,certified
1.01,0.010000000000000009,True,689.9759260462771,689.9759260636612,0.16623836461918423,3.278094534701072,0.15250757017843364,True,0.025000000000000012,0.3654994410149831,0.35235511490945,0.013144326105533122,True,True
1.02,0.020000000000000018,True,245.53951937727655,245.53951938165613,0.23429996310783593,3.3340463043956787,0.15273735225817237,True,0.03535533905932739,0.36544650120320066,0.3522119596670336,0.013234541536167044,True,True
1.03,0.030000000000000027,True,134.520584579088,134.52058458125055,0.2859935164417412,3.3765856976621706,0.15271806948723346,True,0.04330127018922195,0.3653960048282806,0.35207160745840954,0.013324397369871066,True,True
1.04,0.040000000000000036,True,87.93406091523019,87.934060916585,0.32913650114131354,3.4121243254984464,0.15266029679064955,True,0.050000000000000024,0.36534791673836814,0.351934027397664,0.013413889340704144,True,True
