optimizer,budget,seed,w2,solved,gstar,R
adamw,16000,27,21.69170379638672,True,0.06624635170956061,0.7184981194375228
adamw,16000,28,22.185504913330078,True,0.06624635170956061,0.7348543806713247
adamw,16000,29,20.064464569091797,True,0.06624635170956061,0.6645987883540364
adamw,40000,0,30.408292770385742,True,0.06624635170956061,1.0072192288771316
adamw,40000,1,30.555871963500977,True,0.06624635170956061,1.012107520443194
adamw,40000,2,30.665245056152344,True,0.06624635170956061,1.0157303046248665
adamw,40000,3,30.519458770751953,True,0.06624635170956061,1.010901399856334
adamw,40000,4,28.903539657592773,True,0.06624635170956061,0.957377026904062
adamw,40000,5,30.600433349609375,True,0.06624635170956061,1.0135835350715954
adamw,40000,6,30.498397827148438,True,0.06624635170956061,1.0102037945176874
adamw,40000,7,30.66898536682129,True,0.06624635170956061,1.0158541955929055
adamw,40000,8,28.90509796142578,True,0.06624635170956061,0.9574286428759579
adamw,40000,9,30.559865951538086,True,0.06624635170956061,1.0122398140113091
adamw,40000,10,30.650354385375977,True,0.06624635170956061,1.0152370783181452
adamw,40000,11,30.553464889526367,True,0.06624635170956061,1.0120277905086377
adamw,40000,12,30.669641494750977,True,0.06624635170956061,1.0158759286337038
adamw,40000,13,30.44280433654785,True,0.06624635170956061,1.008362361552143
adamw,40000,14,30.24627685546875,True,0.06624635170956061,1.001852747236063
adamw,40000,15,30.54239845275879,True,0.06624635170956061,1.0116612349774994
adamw,40000,16,30.591609954833984,True,0.06624635170956061,1.0132912762148139
adamw,40000,17,28.988920211791992,True,0.06624635170956061,0.9602051020153813
adamw,40000,18,30.573589324951172,True,0.06624635170956061,1.0126943757221916
adamw,40000,19,30.66307830810547,True,0.06624635170956061,1.0156585350482767
adamw,40000,20,30.498180389404297,True,0.06624635170956061,1.0101965922890506
adamw,40000,21,30.11517906188965,True,0.06624635170956061,0.9975103719651687
adamw,40000,22,30.41093635559082,True,0.06624635170956061,1.0073067928147665
adamw,40000,23,30.621566772460938,True,0.06624635170956061,1.014283541153121
adamw,40000,24,30.624469757080078,True,0.06624635170956061,1.0143796972231647
adamw,40000,25,30.382476806640625,True,0.06624635170956061,1.0063641221701414
adamw,40000,26,30.627225875854492,True,0.06624635170956061,1.014470988630006
adamw,40000,27,30.503150939941406,True,0.06624635170956061,1.0103612327085865
adamw,40000,28,30.55276870727539,True,0.06624635170956061,1.0120047307415116
adamw,40000,29,30.219661712646484,True,0.06624635170956061,1.000971169179961
