width,all_init_baseline_mean,all_init_baseline_std,all_init_seed_count,trained_collision_mean,trained_collision_std,trained_collision_seed_count,matched_init_baseline_mean,matched_init_baseline_std,matched_init_baseline_seed_count,matched_excess_mean,matched_excess_std,matched_excess_seed_count
5,0.5604,0.08414860367231293,5,0.8075833333333333,0.022480315463385563,4,0.5558541666666666,0.09639313851503009,4,0.25172916666666667,0.11108029346928386,4
15,0.12199999999999997,0.08641031296957558,5,0.6016250000000001,0.03566204214567639,5,0.12199999999999997,0.08641031296957558,5,0.4796250000000001,0.11940788159707047,5
30,0.0006999999999999895,0.0007267220926874289,5,0.506625,0.032947164142001675,5,0.0006999999999999895,0.0007267220926874289,5,0.5059250000000001,0.03297923115386411,5
50,5.000000000000004e-05,0.00011180339887498958,5,0.43422499999999997,0.0282518528153465,5,5.000000000000004e-05,0.00011180339887498958,5,0.43417500000000003,0.02824842362858504,5
