a,eps,s_lo,s_hi,s_rel_width,stopped_unresolved,Ghat_lo,Ghat_hi,Ghat_rel_width,Ghat_seconds,R_lo,R_hi,all_converged,evaluations,eval_seconds,wall_seconds
1.08,0.08000000000000007,31.837918,31.91751275,0.0024999985865910524,True,0.012734845677215494,0.012734852770316477,5.56983662235918e-07,0.601952075958252,0.20272548620692066,0.2032324128329745,True,10,68.1323869228363,69.14937376976013
1.09,0.09000000000000008,26.865283375,26.8819595,0.000620731401460605,True,0.01514250221717477,0.01514251070024542,5.602159094172574e-07,0.6137521266937256,0.20340380653548298,0.20353017968615703,True,12,59.75936579704285,60.38940095901489
1.1,0.10000000000000009,23.08107775,23.0954585,0.0006230536613482372,True,0.017673444221607732,0.01767345417936697,5.634305975589132e-07,0.6023998260498047,0.20396107009460815,0.2040882637756107,True,13,64.10336327552795,64.72094583511353
1.11,0.1100000000000001,20.118496,20.143426,0.0012391582352876292,True,0.020319333860477,0.02031934537406022,5.666319229669532e-07,0.6029350757598877,0.20439721849733555,0.2046506149554122,True,12,60.78475856781006,61.40177822113037
1.12,0.1200000000000001,17.7671015,17.778150688,0.000621890295386741,True,0.023072958648299145,0.02307297179573319,5.698200323869305e-07,0.6320772171020508,0.20496979910481683,0.2050973847022593,True,14,60.3925666809082,61.04080295562744
