group,sweep,configuration,activation,parameter,depth,width,seed,dense_seed,dense_n,dense_errors,dense_min_margin,regionally_separating,duration_seconds
w4_sample,parametrization_sweep,thick_tube,leaky_relu,,3,4,0,943157,100000,7,-0.8420875668525696,False,0.5848017919342965
w4_sample,parametrization_sweep,thin_tube,leaky_relu,,5,4,7,918742,100000,68,-12.992136001586914,False,0.874974416103214
w4_sample,parametrization_sweep,unequal_major,gelu,,3,4,8,904028,100000,0,5.275392532348633,True,0.6551705000456423
w4_sample,parametrization_sweep,asymmetric_both,gelu,,3,4,0,915709,100000,10,-1.0642449855804443,False,0.6990007080603391
w4_sample,parametrization_sweep,asymmetric_both,gelu,,3,4,1,917339,100000,0,5.434228897094727,True,0.6965875420719385
w4_sample,parametrization_sweep,unequal_major,tanh,,3,4,9,945374,100000,0,5.728619575500488,True,0.6966167918872088
w4_sample,parametrization_sweep,thick_tube,tanh,,3,4,3,915148,100000,0,2.099552869796753,True,0.6968073330353945
w4_sample,corrugation_sweep,B_a0.05,tanh,,5,4,2,904738,100000,0,5.734642028808594,True,0.9520640829578042
w4_sample,corrugation_sweep,A_a0.05,gelu,,12,4,2,917757,100000,0,7.664609909057617,True,1.8888254999183118
w4_sample,corrugation_sweep,A_a0.5,gelu,,5,4,5,941561,100000,7,-0.7814819812774658,False,0.9645479589235038
w4_sample,corrugation_sweep,A_n0.02,tanh,,3,4,1,907039,100000,1,-1.268333077430725,False,0.6627989169210196
w4_sample,corrugation_sweep,B_a0.05,tanh,,5,4,3,915140,100000,0,7.363133430480957,True,0.9454922080039978
w4_sample,corrugation_sweep,B_a0.15,tanh,,3,4,6,929822,100000,0,5.376476764678955,True,0.6668165409937501
w4_sample,corrugation_sweep,B_f200,gelu,,3,4,8,913405,100000,0,6.62441873550415,True,0.6562138330191374
w4_sample,corrugation_sweep,A_embedded_f0.5,tanh,,5,4,3,928746,100000,0,0.8544279336929321,True,0.9463526660110801
w4_sample,corrugation_sweep,flat,gelu,,3,4,0,942468,100000,14,-1.2636033296585083,False,0.646801375085488
w4_sample,corrugation_sweep,B_a0.15,relu,,3,4,5,932716,100000,0,2.683650493621826,True,0.5791520408820361
w4_sample,corrugation_sweep,B_a0.05,gelu,,3,4,5,926821,100000,0,3.2511868476867676,True,0.7347763751167804
w4_sample,corrugation_sweep,B_a0.15,relu,,12,4,5,947448,100000,31,-11.115784645080566,False,1.6275942081119865
w4_sample,corrugation_sweep,A_paper,gelu,,5,4,3,900727,100000,2,-0.5630649924278259,False,1.0051980840507895
w4_sample,corrugation_sweep,A_embedded_a0.001,tanh,,3,4,0,904244,100000,0,3.3851544857025146,True,0.6689908329863101
w4_sample,corrugation_sweep,B_paper,tanh,,3,4,4,933250,100000,0,4.590149879455566,True,0.6656404999084771
w4_sample,corrugation_sweep,B_a0.05,gelu,,5,4,6,921663,100000,0,7.27089786529541,True,0.928801666945219
w4_sample,corrugation_sweep,A_embedded_f0.5,relu,,12,4,5,924046,100000,5,-1.9239240884780884,False,1.5055034579709172
w4_sample,corrugation_sweep,B_paper,tanh,,12,4,3,938657,100000,0,7.263835906982422,True,1.9446060839109123
w4_sample,corrugation_sweep,A_f50,gelu,,5,4,3,916159,100000,6,-1.584421157836914,False,0.9246178751345724
w4_sample,corrugation_sweep,A_a0.05,gelu,,5,4,3,910242,100000,0,2.7344202995300293,True,0.9280327088199556
w4_sample,corrugation_sweep,B_f50,tanh,,12,4,5,911925,100000,17,-0.7171916365623474,False,1.9445635420270264
w4_sample,corrugation_sweep,A_embedded_f0.5,gelu,,3,4,7,941575,100000,0,5.803215980529785,True,0.6595388751011342
w4_sample,corrugation_sweep,A_a0.05,gelu,,3,4,5,926567,100000,0,2.590503692626953,True,0.6546500839758664
w4_sample,corrugation_sweep,A_f10,tanh,,3,4,5,938312,100000,0,2.2629623413085938,True,0.6643359158188105
w4_sample,corrugation_sweep,B_a0.05,tanh,,3,4,6,934075,100000,0,5.378684043884277,True,0.6647759999614209
w4_sample,corrugation_sweep,B_a0.05,tanh,,3,4,4,945671,100000,0,4.559081077575684,True,0.7641702920664102
w4_sample,corrugation_sweep,A_embedded_a0.001,gelu,,12,4,0,932386,100000,5,-1.702977180480957,False,1.887428916990757
w4_sample,corrugation_sweep,B_paper,gelu,,5,4,0,913423,100000,0,2.349405527114868,True,0.9211278748698533
w4_sample,corrugation_sweep,A_a0.15,gelu,,12,4,0,918615,100000,79,-7.650408744812012,False,1.86225541587919
w4_sample,corrugation_sweep,flat,gelu,,5,4,8,924918,100000,0,0.9611917734146118,True,0.9325429170858115
w4_sample,corrugation_sweep,A_paper,gelu,,12,4,4,907623,100000,1,-0.3100683093070984,False,1.914464500034228
w4_sample,corrugation_sweep,B_f50,gelu,,3,4,2,949787,100000,0,5.7223052978515625,True,0.8288989160209894
w4_sample,corrugation_sweep,A_n0.005,gelu,,12,4,2,939928,100000,0,0.20198766887187958,True,1.982762958155945
w4_sample,corrugation_sweep,A_f50,gelu,,12,4,9,937846,100000,0,4.964323043823242,True,1.9150764590594918
w4_sample,corrugation_sweep,B_a0.05,gelu,,3,4,0,902282,100000,0,1.9283448457717896,True,0.6669370839372277
w4_sample,corrugation_sweep,B_a0.5,leaky_relu,,5,4,1,940698,100000,2,-1.0772114992141724,False,0.9143341248854995
w4_sample,corrugation_sweep,B_f200,tanh,,3,4,3,915169,100000,0,5.71783447265625,True,0.7224838749971241
w4_sample,corrugation_sweep,flat,tanh,,5,4,8,914130,100000,0,4.720366477966309,True,1.1701341250445694
w4_sample,corrugation_sweep,A_f200,tanh,,5,4,8,920461,100000,0,4.712540626525879,True,1.0442462919745594
w4_sample,corrugation_sweep,B_a0.05,gelu,,3,4,9,928638,100000,0,4.363317489624023,True,0.6581224999390543
w4_sample,corrugation_sweep,B_f10,tanh,,3,4,8,915239,100000,0,2.0223660469055176,True,0.7311316670384258
w4_sample,corrugation_sweep,A_paper,tanh,,3,4,1,937311,100000,0,2.2210240364074707,True,0.733692874899134
w4_sample,corrugation_sweep,B_n0.02,gelu,,12,4,7,903590,100000,7,-10.760061264038086,False,1.9966093339025974
w4_sample,corrugation_sweep,B_f10,gelu,,5,4,3,912955,100000,0,6.771627426147461,True,1.0610742920543998
w4_sample,corrugation_sweep,B_a0.15,tanh,,5,4,5,942340,100000,0,4.073644161224365,True,1.004405166953802
w4_sample,corrugation_sweep,A_f10,gelu,,5,4,2,941343,100000,0,2.530742645263672,True,1.0428475828375667
w4_sample,corrugation_sweep,A_n0.005,tanh,,3,4,4,938947,100000,0,0.8939247131347656,True,0.6648585831280798
w4_sample,corrugation_sweep,B_a0.15,gelu,,5,4,3,941253,100000,0,5.957559585571289,True,0.9244426670484245
w4_sample,corrugation_sweep,A_f10,gelu,,12,4,5,920006,100000,0,1.3310383558273315,True,2.062493958044797
w4_sample,corrugation_sweep,A_a0.05,gelu,,12,4,0,932225,100000,37,-8.22549057006836,False,2.2303238750901073
w4_sample,corrugation_sweep,A_f50,tanh,,5,4,1,940375,100000,8,-4.150357723236084,False,1.4640194999519736
w4_sample,corrugation_sweep,B_a0.5,gelu,,3,4,8,922032,100000,0,6.513866424560547,True,0.8752460000105202
w4_sample,corrugation_sweep,B_n0.02,gelu,,5,4,6,904554,100000,0,2.35193133354187,True,1.089275874895975
w4_sample,corrugation_sweep,flat,gelu,,12,4,6,904279,100000,0,6.214282035827637,True,2.435805083019659
w4_sample,corrugation_sweep,A_a0.15,gelu,,3,4,4,907588,100000,0,5.139347553253174,True,0.7650407920591533
w4_sample,corrugation_sweep,A_a0.15,tanh,,3,4,3,929283,100000,0,4.59669303894043,True,0.6937022919300944
w4_sample,corrugation_sweep,B_a0.5,tanh,,3,4,1,941584,100000,0,6.239694595336914,True,0.733282458037138
w4_sample,corrugation_sweep,B_f200,tanh,,12,4,5,949960,100000,0,8.083492279052734,True,2.1263602911494672
w4_sample,corrugation_sweep,B_paper,tanh,,12,4,8,916377,100000,0,8.081941604614258,True,2.0335525409318507
w4_sample,corrugation_sweep,B_f10,gelu,,5,4,2,916829,100000,0,7.422207355499268,True,1.0432089159730822
w4_sample,corrugation_sweep,B_a0.15,tanh,,3,4,1,927437,100000,0,6.304317474365234,True,0.6686449160333723
w4_sample,corrugation_sweep,B_a0.15,tanh,,5,4,1,907565,100000,0,4.176239490509033,True,1.0305764169897884
w4_sample,corrugation_sweep,B_f200,tanh,,5,4,8,933929,100000,0,6.2944746017456055,True,0.994369207881391
w4_sample,corrugation_sweep,A_f50,gelu,,3,4,8,939559,100000,0,2.8621881008148193,True,0.6517382918391377
w4_sample,corrugation_sweep,B_a0.15,gelu,,12,4,9,920314,100000,0,0.9199484586715698,True,1.860001124907285
w4_sample,corrugation_sweep,A_embedded_a0.001,gelu,,5,4,6,900533,100000,0,7.409416198730469,True,0.9781002500094473
w4_sample,protocol_sweep,baseline,tanh,,5,4,5,915767,100000,0,6.775850296020508,True,3.0892397090792656
w4_sample,protocol_sweep,baseline,gelu,,12,4,5,944045,100000,0,9.924301147460938,True,5.627485499950126
w4_sample,protocol_sweep,baseline,tanh,,12,4,0,925806,100000,7,-3.1536130905151367,False,5.292475042166188
w4_sample,protocol_sweep,baseline,gelu,,12,4,1,943460,100000,0,9.592836380004883,True,6.0266531659290195
w4_sample,protocol_sweep,baseline,relu,,5,4,24,946525,100000,13,-2.4279212951660156,False,3.2583509581163526
w4_sample,protocol_sweep,baseline,gelu,,5,4,11,903496,100000,0,7.545985221862793,True,2.8832085840404034
w4_sample,protocol_sweep,baseline,gelu,,8,4,22,913199,100000,0,5.937970161437988,True,4.567151915980503
