switch_krawczyk_ok,active_set_unique,p_star,q_star,b_star,A_star_lo,A_star_hi,dA_deps_lo,dA_deps_hi,A1_over_A_lo,A1_over_A_hi,dG_margin_inner,dG_margin_outer,vertex_krawczyk_ok,vertex_u,vertex_v,K_vertex_lo,K_vertex_hi,K_bnb_lo,K_bnb_hi,vertex_in_bnb_enclosure,bnb_argmax_dist_to_vertex,other_pieces_dominated,strict_local_max,max_angular_gap,k1_lo,k1_hi,c1_lo,c1_hi,R_glob_inf_lo,R_glob_inf_hi
True,True,1.6680839047342548,1.369231910031416,-0.6141196078105814,0.6854452375756535,0.6854452375756538,0.4538707927556041,0.45387100629612637,0.662154709395519,0.6621550228630584,0.6250601980684436,0.10834112077541858,True,1.6055756769971896,1.2041817577478922,0.5794558834174091,0.5794558834377055,0.5794558833081719,0.5794559217445248,True,3.023526307582156e-09,True,True,3.079774827116006,-0.37692472327534127,-0.3769247231118399,0.28522998612017775,0.2852302997512185,0.19859263779939,0.19859265097239762
