eps_lo,eps_hi,krawczyk_ok,u_mid,v_mid,box_width_u,box_width_v,shape_ok,inner_decreasing_on_negative_part,outer_minus_window_negative_sigma,outer_plus_increasing,outer_plus_dominated,other_orientation_negative,strict_max_barycentric_min,strict_max,all_ok
0.0002500000000000002,0.0005000000000000004,True,1.6053538360033626,1.2040299230688933,0.0002792119566870088,0.00027610653849707845,True,True,True,True,True,True,0.004507713174573647,True,True
0.0005000000000000004,0.0007500000000000007,True,1.6052059978492064,1.2039287362758213,0.0002791556503669579,0.00027604590211605107,True,True,True,True,True,True,0.004506793941775798,True,True
0.0007500000000000007,0.0010000000000000009,True,1.6050582043407118,1.2038275785261976,0.0002790993732413316,0.0002759852963987175,True,True,True,True,True,True,0.004505875468255597,True,True
0.0010000000000000009,0.0012500000000000011,True,1.604910455454137,1.2037264498049827,0.0002790431252892578,0.0002759247213224292,True,True,True,True,True,True,0.004504957753553379,True,True
0.0012500000000000011,0.0015000000000000013,True,1.6047627511657596,1.203625350097149,0.0002789869064891981,0.0002758641768647596,True,True,True,True,True,True,0.004504040797209792,True,True
0.0015000000000000013,0.0017500000000000016,True,1.6046150914518755,1.2035242793876801,0.0002789307168200583,0.00027580366300217207,True,True,True,True,True,True,0.004503124598765756,True,True
0.0017500000000000016,0.0020000000000000018,True,1.6044674762887983,1.2034232376615712,0.00027887455626096624,0.0002757431797124621,True,True,True,True,True,True,0.004502209157762596,True,True
0.0020000000000000018,0.002249999999999995,True,1.60431990565286,1.2033222249038287,0.00027881842479082763,0.0002756827269732032,True,True,True,True,True,True,0.00450129447374189,True,True
0.002249999999999995,0.0024999999999999953,True,1.6041723795204115,1.2032212410994703,0.00027876232238810417,0.00027562230476108063,True,True,True,True,True,True,0.004500380546245572,True,True
0.0024999999999999953,0.0027499999999999955,True,1.6040248978678209,1.2031202862335257,0.00027870624903192365,0.00027556191305411204,True,True,True,True,True,True,0.0044994673748159,True,True
0.0027499999999999955,0.0029999999999999957,True,1.6038774606714752,1.203019360291035,0.00027865020470163593,0.00027550155182920477,True,True,True,True,True,True,0.0044985549589954274,True,True
0.0029999999999999957,0.003249999999999996,True,1.6037300679077786,1.2029184632570502,0.00027859418937592473,0.0002754412210637103,True,True,True,True,True,True,0.004497643298327106,True,True
0.003249999999999996,0.003499999999999996,True,1.6035827195531551,1.2028175951166353,0.00027853820303347376,0.0002753809207354241,True,True,True,True,True,True,0.004496732392354115,True,True
0.003499999999999996,0.0037499999999999964,True,1.6034354155840456,1.2027167558548642,0.0002784822456536329,0.00027532065082125357,True,True,True,True,True,True,0.004495822240620027,True,True
0.0037499999999999964,0.003999999999999997,True,1.6032881559769088,1.2026159454568226,0.0002784263172155299,0.00027526041129943835,True,True,True,True,True,True,0.004494912842668697,True,True
0.003999999999999997,0.004249999999999997,True,1.6031409407082229,1.2025151639076088,0.00027837041769784854,0.0002752002021468858,True,True,True,True,True,True,0.004494004198044314,True,True
0.004249999999999997,0.004499999999999997,True,1.602993769754483,1.20241441119233,0.0002783145470801607,0.0002751400233411694,True,True,True,True,True,True,0.004493096306291417,True,True
0.004499999999999997,0.004749999999999997,True,1.6028466430922026,1.2023136872961069,0.0002782587053413721,0.00027507987486008467,True,True,True,True,True,True,0.004492189166954803,True,True
0.004749999999999997,0.0049999999999999975,True,1.6026995606979137,1.2022129922040707,0.0002782028924601665,0.00027501975668076106,True,True,True,True,True,True,0.00449128277957967,True,True
0.0049999999999999975,0.005249999999999998,True,1.6025525225481656,1.2021123259013633,0.0002781471084165599,0.00027495966878121614,True,True,True,True,True,True,0.004490377143711466,True,True
0.005249999999999998,0.005499999999999998,True,1.602405528619526,1.2020116883731384,0.00027809135318879186,0.0002748996111385793,True,True,True,True,True,True,0.004489472258895993,True,True
0.005499999999999998,0.005749999999999998,True,1.6022585788885801,1.201911079604561,0.00027803562675643434,0.0002748395837310902,True,True,True,True,True,True,0.004488568124679369,True,True
0.005749999999999998,0.005999999999999998,True,1.602111673331932,1.2018104995808063,0.0002779799290990592,0.00027477958653610024,True,True,True,True,True,True,0.004487664740608057,True,True
0.005999999999999998,0.006249999999999999,True,1.6019648119262033,1.2017099482870628,0.0002779242601953502,0.0002747196195309609,True,True,True,True,True,True,0.004486762106228785,True,True
0.006249999999999999,0.006499999999999999,True,1.601817994648033,1.2016094257085286,0.0002778686200246572,0.0002746596826936898,True,True,True,True,True,True,0.004485860221088678,True,True
0.006499999999999999,0.006749999999999999,True,1.601671221474079,1.2015089318304129,0.00027781300856632996,0.0002745997760020824,True,True,True,True,True,True,0.004484959084735094,True,True
0.006749999999999999,0.006999999999999999,True,1.601524492381016,1.2014084666379368,0.0002777574257997184,0.0002745398994334902,True,True,True,True,True,True,0.004484058696715765,True,True
0.006999999999999999,0.0072499999999999995,True,1.6013778073455376,1.2013080301163324,0.00027770187170395033,0.00027448005296615285,True,True,True,True,True,True,0.0044831590565787135,True,True
0.0072499999999999995,0.0075,True,1.6012311663443544,1.2012076222508428,0.0002776463462583756,0.00027442023657742176,True,True,True,True,True,True,0.004482260163872322,True,True
0.0075,0.00775,True,1.6010845693541955,1.2011072430267222,0.000277590849442344,0.00027436045024553657,True,True,True,True,True,True,0.004481362018145251,True,True
0.00775,0.008,True,1.6009380163518077,1.2010068924292359,0.00027753538123542754,0.00027430069394784873,True,True,True,True,True,True,0.004480464618946487,True,True
0.008,0.00825,True,1.6007915073139554,1.2009065704436612,0.00027747994161675393,0.00027424096766259787,True,True,True,True,True,True,0.004479567965825356,True,True
0.00825,0.0085,True,1.6006450422174205,1.2008062770552852,0.0002774245305658951,0.0002741812713673575,True,True,True,True,True,True,0.0044786720583314685,True,True
