activation,width,depth,seed,layer,family,value,proj_dist
tanh,15,3,0,3,rand,0,2.3495020056487586
tanh,15,3,0,3,rand,0,2.317066318033665
tanh,15,3,0,3,rand,0,0.5691552082973167
tanh,15,3,0,3,rand,0,2.007216280651535
tanh,15,3,0,3,rand,0,1.5198239563006581
tanh,15,3,0,3,rand,0,1.8871090701076794
tanh,15,3,0,3,rand,0,2.6045401488255626
tanh,15,3,0,3,rand,0,3.166468161202084
tanh,15,3,0,3,rand,0,2.7738891024477366
tanh,15,3,0,3,rand,0,1.9226655841877984
tanh,15,3,0,3,rand,0,2.4042285021847047
tanh,15,3,0,3,rand,0,1.0703926344554764
tanh,15,3,0,3,rand,0,2.117780288906967
tanh,15,3,0,3,rand,0,3.3201397220465934
tanh,15,3,0,3,rand,0,2.400443981825322
tanh,15,3,0,3,rand,0,1.3323281460524037
tanh,15,3,0,3,rand,0,2.736958919050206
tanh,15,3,0,3,rand,0,2.3035950756687775
tanh,15,3,0,3,rand,0,2.294239724289654
tanh,15,3,0,3,rand,0,2.5400235667814646
tanh,15,3,0,3,rand,0,2.359416499372961
tanh,15,3,1,3,pca,0,4.663021891465787
tanh,15,3,1,3,pca,0,4.635225164300122
tanh,15,3,1,3,pca,0,4.635698864143296
tanh,15,3,1,3,pca,0,4.635457000171355
tanh,15,3,1,3,pca,0,4.661110299883308
tanh,15,3,1,3,pca,0,4.661581369335584
tanh,15,3,1,3,pca,0,4.661340848334821
tanh,15,3,1,3,pca,0,4.63377600088832
tanh,15,3,1,3,pca,0,4.633534036545617
tanh,15,3,1,3,pca,0,4.634007909260091
tanh,15,3,1,3,pca,1,0.028457695499828534
tanh,15,3,1,3,pca,1,0.008723456913389546
tanh,15,3,1,3,pca,0,0.06444518346681433
tanh,15,3,1,3,pca,0,0.001140709028195242
tanh,15,3,1,3,pca,0,0.02696761526720603
tanh,15,3,1,3,pca,0,0.03921125456775702
tanh,15,3,1,3,pca,0,0.004050109751819228
tanh,15,3,1,3,pca,-1,0.00861640086641569
tanh,15,3,1,3,pca,-1,0.0060432099452259235
tanh,15,3,1,3,pca,0,0.0025873655651160936
tanh,15,3,1,3,rand,0,0.9747576574710727
tanh,15,3,1,3,rand,0,1.7595017913868536
tanh,15,3,1,3,rand,0,1.8069750268957676
tanh,15,3,1,3,rand,0,0.9479612899618596
tanh,15,3,1,3,rand,0,1.9161290229405163
tanh,15,3,1,3,rand,0,1.8892463255043739
tanh,15,3,1,3,rand,0,2.6497731905910773
tanh,15,3,1,3,rand,0,2.8322107101914176
tanh,15,3,1,3,rand,0,1.6499862549093964
tanh,15,3,1,3,rand,0,3.0011307779921155
tanh,15,3,1,3,rand,0,2.7813475012043063
tanh,15,3,1,3,rand,0,1.8836888429523568
tanh,15,3,1,3,rand,0,0.9477576449771454
tanh,15,3,1,3,rand,0,0.779307150925603
tanh,15,3,1,3,rand,0,2.126884119025549
tanh,15,3,1,3,rand,0,0.5995851572658355
tanh,15,3,1,3,rand,0,1.8763913322390509
tanh,15,3,1,3,rand,0,2.5196801778182456
tanh,15,3,1,3,rand,0,2.1738627725756836
tanh,15,3,1,3,rand,0,2.653122873705003
tanh,15,3,1,3,rand,0,3.780449828879016
tanh,15,3,1,3,rand,0,1.4670233370843386
tanh,15,3,1,3,rand,0,1.4598584670351575
tanh,15,3,1,3,rand,0,0.7636029296034001
tanh,15,3,1,3,rand,0,3.554887852302572
tanh,15,3,1,3,rand,0,1.5456647930498684
tanh,15,3,1,3,rand,0,2.440925672807735
tanh,15,3,1,3,rand,0,2.783591200948354
tanh,15,3,1,3,rand,0,2.2705366509850426
tanh,15,3,1,3,rand,0,2.4153265849397116
tanh,15,3,1,3,rand,0,1.647553768315861
tanh,15,3,1,3,rand,0,1.8310867979096133
tanh,15,3,1,3,rand,0,1.569779703297852
tanh,15,3,1,3,rand,0,0.13472205738876347
tanh,15,3,1,3,rand,0,2.362827591975131
tanh,15,3,1,3,rand,0,0.826400050827247
tanh,15,3,1,3,rand,0,0.7802449200873721
tanh,15,3,1,3,rand,0,1.763978378804041
tanh,15,3,1,3,rand,0,1.0749396880194109
tanh,15,3,1,3,rand,0,2.4464024625755214
tanh,15,3,1,3,rand,0,3.2334317520135247
tanh,15,3,1,3,rand,0,2.597992570449549
tanh,15,3,1,3,rand,0,2.0461873655920857
tanh,15,3,1,3,rand,0,2.5803179402109904
tanh,15,3,1,3,rand,0,0.9880279324063014
tanh,15,3,1,3,rand,0,1.2920299407401432
tanh,15,3,1,3,rand,0,1.6588608695320637
tanh,15,3,1,3,rand,0,1.6518647441628236
tanh,15,3,2,3,pca,0,4.812332035779153
tanh,15,3,2,3,pca,0,4.816687583346271
tanh,15,3,2,3,pca,0,4.813447863038142
tanh,15,3,2,3,pca,0,4.810115219851459
tanh,15,3,2,3,pca,0,4.813484251556191
tanh,15,3,2,3,pca,0,4.8102423737898885
tanh,15,3,2,3,pca,0,4.806907508228546
tanh,15,3,2,3,pca,0,4.814599811778711
tanh,15,3,2,3,pca,0,4.811267966517745
tanh,15,3,2,3,pca,0,4.808024594390519
tanh,15,3,2,3,pca,-1,0.016739288723964598
tanh,15,3,2,3,pca,0,0.07857125853893493
tanh,15,3,2,3,pca,1,0.0038350339201192714
tanh,15,3,2,3,pca,1,0.04791616867114186
tanh,15,3,2,3,pca,0,0.03443865674036297
tanh,15,3,2,3,pca,0,0.0022204262615139396
tanh,15,3,2,3,pca,0,0.04080155545114655
tanh,15,3,2,3,pca,0,0.0276133446947167
tanh,15,3,2,3,pca,0,0.039197477701932916
tanh,15,3,2,3,pca,-1,0.015600580940257572
tanh,15,3,2,3,rand,0,2.8535435609364312
tanh,15,3,2,3,rand,0,2.2763310647473216
tanh,15,3,2,3,rand,0,2.223370559664879
tanh,15,3,2,3,rand,0,1.1206495053627028
tanh,15,3,2,3,rand,0,1.308930935364186
tanh,15,3,2,3,rand,0,1.6056914925317871
tanh,15,3,2,3,rand,0,1.7006697103972144
tanh,15,3,2,3,rand,0,1.68347172467058
tanh,15,3,2,3,rand,-1,0.0042159738787174335
tanh,15,3,2,3,rand,0,2.878001446971701
tanh,15,3,2,3,rand,0,1.6245722463905383
tanh,15,3,2,3,rand,0,1.3731129428915434
tanh,15,3,2,3,rand,0,3.1009503793267603
tanh,15,3,2,3,rand,0,0.4816850214198304
tanh,15,3,2,3,rand,0,2.622680007573826
tanh,15,3,2,3,rand,0,2.5310788666588007
tanh,15,3,2,3,rand,0,1.535576444228069
tanh,15,3,2,3,rand,0,1.6021026389524575
tanh,15,3,2,3,rand,0,1.5203084292111801
tanh,15,3,2,3,rand,0,0.1440814414209471
tanh,15,3,2,3,rand,0,2.3079790589142415
tanh,15,3,2,3,rand,0,2.376020590461971
tanh,15,3,2,3,rand,0,2.3398138978398184
tanh,15,3,2,3,rand,0,1.9333308991569973
tanh,15,3,2,3,rand,0,1.4604983388133226
tanh,15,3,2,3,rand,0,2.300275497722515
tanh,15,3,2,3,rand,0,1.6858129008096026
tanh,15,3,2,3,rand,0,1.2576404972874784
tanh,15,3,2,3,rand,0,3.3807493986674957
tanh,15,3,2,3,rand,0,0.17656651298248252
tanh,15,3,2,3,rand,0,2.0041522240809466
tanh,15,3,2,3,rand,0,0.9411980793108996
tanh,15,3,2,3,rand,0,2.2102799950739738
tanh,15,3,2,3,rand,0,1.7319659885852627
tanh,15,3,2,3,rand,0,1.3134546633372581
tanh,15,3,2,3,rand,0,2.637691474263029
tanh,15,3,2,3,rand,0,1.2647875978329326
tanh,15,3,2,3,rand,0,2.138740317720669
tanh,15,3,2,3,rand,0,2.0219664932710635
tanh,15,3,2,3,rand,0,1.8087833159807039
tanh,15,3,2,3,rand,0,2.3380137451506715
tanh,15,3,2,3,rand,0,1.6199955295579527
tanh,15,3,2,3,rand,0,2.7556675589046926
tanh,15,3,2,3,rand,0,3.7233314920235
tanh,15,3,2,3,rand,0,2.4949346285839415
tanh,15,3,2,3,rand,0,2.0170118785342788
tanh,15,3,2,3,rand,0,3.2257762583458747
tanh,15,3,2,3,rand,0,1.9389993220248016
