family,a,seed,window,source,stored_cross_step,reproduced,cross_step_check,first_positive_step,R_check,R_step,R_interp_step,R_ref,check_interval,R_interp_check,growth_over_interval_rel,growth_one_step_rel,residual_check,residual_interp_step,residual_interp_check,R_ref_kind
phase 2b (S3),1.5,22,base,stored,1843,True,1843,1843,0.23816116389995587,0.23816116389995587,0.23808120278607825,0.2219177321819523,1,0.23808120278607825,0.0006937942889606827,0.0006937942889606827,0.07319573590759942,0.0728354171845691,0.0728354171845691,R_own (n = 400)
phase 2b (S3),1.5,23,base,stored,1798,True,1798,1798,0.2601713339109754,0.2601713339109754,0.2598957816197498,0.244355776619585,1,0.2598957816197498,0.0014350963338465395,0.0014350963338465395,0.06472348438077735,0.06359581596615005,0.06359581596615005,R_own (n = 400)
phase 2b (S3),1.5,24,base,stored,1785,True,1785,1785,0.2634416173600551,0.2634416173600551,0.26340018116461394,0.2476393928787507,1,0.26340018116461394,0.0012015581358289487,0.0012015581358289487,0.06381143281610901,0.06364410808251364,0.06364410808251364,R_own (n = 400)
phase 2b (S3),1.5,25,base,stored,2575,True,2575,2575,0.27367537421535754,0.27367537421535754,0.2735378552141428,0.2591320497858309,1,0.2735378552141428,0.0006664868502447098,0.0006664868502447098,0.0561232176473212,0.05559252682259164,0.05559252682259164,R_own (n = 400)
phase 2b (S3),1.5,26,base,stored,2709,True,2709,2709,0.25934806915195613,0.25934806915195613,0.2591979944142848,0.2465448541256955,1,0.2591979944142848,0.0018033906261462342,0.0018033906261462342,0.05193057089617126,0.05132185919458854,0.05132185919458854,R_own (n = 400)
phase 2b (S3),1.5,27,base,stored,1547,True,1547,1547,0.2465864691769801,0.2465864691769801,0.24657235026485744,0.2312213115829219,1,0.24657235026485744,0.000654060422418952,0.000654060422418952,0.06645216865551706,0.06639110632512035,0.06639110632512035,R_own (n = 400)
phase 2b (S3),1.5,28,base,stored,1585,True,1585,1585,0.27068668470223156,0.27068668470223156,0.2705321085734579,0.2569429722797204,1,0.2705321085734579,0.0007240099411643655,0.0007240099411643655,0.053489349409210796,0.05288775238010279,0.05288775238010279,R_own (n = 400)
phase 2b (S3),1.5,29,base,stored,6220,True,6220,6220,0.2453357120050394,0.2453357120050394,0.2450049448803885,0.2301267728298667,1,0.2450049448803885,0.0017609439942059119,0.0017609439942059119,0.06608939493718391,0.06465206923803368,0.06465206923803368,R_own (n = 400)
phase 2b (S3),1.5,30,base,stored,1279,True,1279,1279,0.2601116783026094,0.2601116783026094,0.25996901691329855,0.244355776619585,1,0.25996901691329855,0.0007524179292552386,0.0007524179292552386,0.06447935015489037,0.06389552360785955,0.06389552360785955,R_own (n = 400)
phase 2b (S3),1.5,31,base,stored,950,True,950,950,0.2562408571214933,0.2562408571214933,0.2561054153364821,0.2399776216073639,1,0.2561054153364821,0.0009411339376509165,0.0009411339376509165,0.0677698003888807,0.06720540699209643,0.06720540699209643,R_own (n = 400)
phase 2b (S3),1.5,32,base,stored,1432,True,1432,1432,0.26578262423047,0.26578262423047,0.2657066943093807,0.2044051121330682,1,0.2657066943093807,0.0008741451562771161,0.0008741451562771161,0.3002738603594459,0.2999023925409705,0.2999023925409705,R_own (n = 400)
phase 2b (S3),1.5,33,base,stored,1409,True,1409,1409,0.25638682398594514,0.25638682398594514,0.25616993938377935,0.2410721603604192,1,0.25616993938377935,0.001080193897177206,0.001080193897177206,0.06352730071622315,0.06262763398638804,0.06262763398638804,R_own (n = 400)
phase 2b (S3),1.5,34,base,stored,1179,True,1179,1179,0.22201868851290535,0.22201868851290535,0.22194291043735237,0.2082359977687616,1,0.22194291043735237,0.0008301963788165831,0.0008301963788165831,0.06618783923925076,0.06582393445638446,0.06582393445638446,R_own (n = 400)
phase 2b (S3),1.5,35,base,stored,1862,True,1862,1862,0.249438888180434,0.249438888180434,0.24930954178059664,0.2345049278420877,1,0.24930954178059664,0.0006295716376545895,0.0006295716376545895,0.06368292758607863,0.06313135538234049,0.06313135538234049,R_own (n = 400)
phase 2b (S3),1.5,36,base,stored,1238,True,1238,1238,0.28561300467554085,0.28561300467554085,0.2854832282839154,0.2700774373163834,1,0.2854832282839154,0.0009153441566996739,0.0009153441566996739,0.05752264059347634,0.05704212510534479,0.05704212510534479,R_own (n = 400)
phase 2b (S3),1.5,37,base,stored,2581,True,2581,2581,0.23290620896789518,0.23290620896789518,0.23284949966467888,0.2180868465462589,1,0.23284949966467888,0.0019867284882860168,0.0019867284882860168,0.06795165621551091,0.06769162538781837,0.06769162538781837,R_own (n = 400)
phase 2b (S3),1.5,38,base,stored,839,True,839,839,0.27505680720614556,0.27505680720614556,0.2749917963620413,0.257490241656248,1,0.2749917963620413,0.0008741781392456542,0.0008741781392456542,0.06822225742189136,0.06796977855633868,0.06796977855633868,R_own (n = 400)
phase 2b (S3),1.5,39,base,stored,967,True,967,967,0.24983773891589603,0.24983773891589603,0.24983673093005548,0.2388830828543087,1,0.24983673093005548,0.000950442430476725,0.000950442430476725,0.045857814336180525,0.04585359475801498,0.04585359475801498,R_own (n = 400)
phase 2b (S3),1.6,0,base,stored,2730,True,2730,2730,0.23737751669163062,0.23737751669163062,0.237332117038277,,1,0.237332117038277,0.001446520171271804,0.001446520171271804,,,,none (growth relative to R_check)
phase 2b (S3),1.6,1,base,stored,940,True,940,940,0.25316909780887403,0.25316909780887403,0.25301570928573386,,1,0.25301570928573386,0.0009587486730214047,0.0009587486730214047,,,,none (growth relative to R_check)
phase 2b (S3),1.6,2,base,stored,653,True,653,653,0.24162313138164873,0.24162313138164873,0.2414249347448505,,1,0.2414249347448505,0.001329382601637813,0.001329382601637813,,,,none (growth relative to R_check)
phase 2b (S3),1.6,3,base,stored,1166,True,1166,1166,0.2800260576847572,0.2800260576847572,0.27990030788877707,,1,0.27990030788877707,0.000794750240223955,0.000794750240223955,,,,none (growth relative to R_check)
phase 2b (S3),1.6,4,base,stored,27650,True,27650,27650,0.21865642960807172,0.21865642960807172,0.21838841507962267,,1,0.21838841507962267,0.004435533096556147,0.004435533096556147,,,,none (growth relative to R_check)
phase 2b (S3),1.6,5,base,stored,871,True,871,871,0.2560252183021677,0.2560252183021677,0.25597121569000786,,1,0.25597121569000786,0.0009610244016838095,0.0009610244016838095,,,,none (growth relative to R_check)
phase 2b (S3),1.6,6,base,stored,4108,True,4108,4108,0.2352127950686444,0.2352127950686444,0.23458085565570333,,1,0.23458085565570333,0.003542662078735883,0.003542662078735883,,,,none (growth relative to R_check)
phase 2b (S3),1.6,7,base,stored,634,True,634,634,0.24839621173245716,0.24839621173245716,0.24823716388193232,,1,0.24823716388193232,0.0011624629312915265,0.0011624629312915265,,,,none (growth relative to R_check)
phase 2b (S3),1.6,9,base,stored,995,True,995,995,0.2812938078014198,0.2812938078014198,0.28127991225918814,,1,0.28127991225918814,0.0008636489204222171,0.0008636489204222171,,,,none (growth relative to R_check)
phase 2b (S3),1.6,10,base,stored,704,True,704,704,0.25795349957260194,0.25795349957260194,0.2578057504256426,,1,0.2578057504256426,0.001115529922875414,0.001115529922875414,,,,none (growth relative to R_check)
phase 2b (S3),1.6,11,base,stored,2717,True,2717,2717,0.26097977886393897,0.26097977886393897,0.2609466969877776,,1,0.2609466969877776,0.002666769255408529,0.002666769255408529,,,,none (growth relative to R_check)
phase 2b (S3),1.6,12,base,stored,653,True,653,653,0.23641372447091297,0.23641372447091297,0.23618669436542852,,1,0.23618669436542852,0.001200615609192942,0.001200615609192942,,,,none (growth relative to R_check)
phase 2b (S3),1.6,13,base,stored,2773,True,2773,2773,0.27436659593008356,0.27436659593008356,0.273957698843001,,1,0.273957698843001,0.001512856768407415,0.001512856768407415,,,,none (growth relative to R_check)
phase 2b (S3),1.6,14,base,stored,2555,True,2555,2555,0.236233884723046,0.236233884723046,0.2358163949896581,,1,0.2358163949896581,0.0017709817544021371,0.0017709817544021371,,,,none (growth relative to R_check)
phase 2b (S3),1.6,15,base,stored,1589,True,1589,1589,0.2458493154397964,0.2458493154397964,0.2457533297993929,,1,0.2457533297993929,0.0014954585339019741,0.0014954585339019741,,,,none (growth relative to R_check)
phase 2b (S3),1.6,16,base,stored,4256,True,4256,4256,0.2470600160098424,0.2470600160098424,0.24651930756319837,,1,0.24651930756319837,0.0031715804807746833,0.0031715804807746833,,,,none (growth relative to R_check)
phase 2b (S3),1.6,18,base,stored,925,True,925,925,0.2607121370618785,0.2607121370618785,0.26049358947987794,,1,0.26049358947987794,0.0009699150636546576,0.0009699150636546576,,,,none (growth relative to R_check)
phase 2b (S3),1.6,19,base,stored,758,True,758,758,0.24245105705828443,0.24245105705828443,0.24222369418334058,,1,0.24222369418334058,0.0011010551486760182,0.0011010551486760182,,,,none (growth relative to R_check)
phase 2b (S3),1.6,20,base,stored,1311,True,1311,1311,0.2719358778059031,0.2719358778059031,0.2717972754584342,,1,0.2717972754584342,0.0007761746933196287,0.0007761746933196287,,,,none (growth relative to R_check)
phase 2b (S3),1.6,21,base,stored,7883,True,7883,7883,0.26814602812388455,0.26814602812388455,0.2675015748910731,,1,0.2675015748910731,0.002679161001518456,0.002679161001518456,,,,none (growth relative to R_check)
phase 2b (S3),1.6,22,base,stored,1474,True,1474,1474,0.24725163985455198,0.24725163985455198,0.24710156018558568,,1,0.24710156018558568,0.0008168539843059864,0.0008168539843059864,,,,none (growth relative to R_check)
phase 2b (S3),1.6,23,base,stored,1607,True,1607,1607,0.2693363654713345,0.2693363654713345,0.2692629872474598,,1,0.2692629872474598,0.001997775791799298,0.001997775791799298,,,,none (growth relative to R_check)
phase 2b (S3),1.6,24,base,stored,1652,True,1652,1652,0.2722241087718931,0.2722241087718931,0.2719760611088533,,1,0.2719760611088533,0.0016683862794390017,0.0016683862794390017,,,,none (growth relative to R_check)
phase 2b (S3),1.6,25,base,stored,2231,True,2231,2231,0.2828348819485597,0.2828348819485597,0.28262403750656406,,1,0.28262403750656406,0.0008334944242541261,0.0008334944242541261,,,,none (growth relative to R_check)
phase 2b (S3),1.6,26,base,stored,2723,True,2723,2723,0.2677952335727119,0.2677952335727119,0.2675202899417018,,1,0.2675202899417018,0.0026777551407298913,0.0026777551407298913,,,,none (growth relative to R_check)
phase 2b (S3),1.6,27,base,stored,1178,True,1178,1178,0.25594097669490395,0.25594097669490395,0.2558592115672983,,1,0.2558592115672983,0.0007504570568764026,0.0007504570568764026,,,,none (growth relative to R_check)
phase 2b (S3),1.6,28,base,stored,1257,True,1257,1257,0.27942715329862483,0.27942715329862483,0.2792893876314209,,1,0.2792893876314209,0.0008881856777884547,0.0008881856777884547,,,,none (growth relative to R_check)
phase 2b (S3),1.6,29,base,stored,6189,True,6189,6189,0.25404449766541365,0.25404449766541365,0.2535833732314471,,1,0.2535833732314471,0.0025282212554082937,0.0025282212554082937,,,,none (growth relative to R_check)
phase 2b (S3),1.6,30,base,stored,957,True,957,957,0.2688446376525926,0.2688446376525926,0.26871458950062577,,1,0.26871458950062577,0.0008904371921143162,0.0008904371921143162,,,,none (growth relative to R_check)
phase 2b (S3),1.6,31,base,stored,724,True,724,724,0.26541202013606724,0.26541202013606724,0.26511008664086505,,1,0.26511008664086505,0.0011554443469792416,0.0011554443469792416,,,,none (growth relative to R_check)
phase 2b (S3),1.6,32,base,stored,1087,True,1087,1087,0.2742640124592333,0.2742640124592333,0.2740880193119142,,1,0.2740880193119142,0.0008426830629754702,0.0008426830629754702,,,,none (growth relative to R_check)
phase 2b (S3),1.6,33,base,stored,1228,True,1228,1228,0.26548033795995435,0.26548033795995435,0.26525029209718665,,1,0.26525029209718665,0.0014592686927174157,0.0014592686927174157,,,,none (growth relative to R_check)
phase 2b (S3),1.6,34,base,stored,892,True,892,892,0.2300702908127322,0.2300702908127322,0.22985613903915486,,1,0.22985613903915486,0.0009701426038803045,0.0009701426038803045,,,,none (growth relative to R_check)
phase 2b (S3),1.6,35,base,stored,1446,True,1446,1446,0.257478499290098,0.257478499290098,0.257464159870744,,1,0.257464159870744,0.0007266418248911362,0.0007266418248911362,,,,none (growth relative to R_check)
phase 2b (S3),1.6,36,base,stored,1032,True,1032,1032,0.29504334331563425,0.29504334331563425,0.29483875075939525,,1,0.29483875075939525,0.00120543255304035,0.00120543255304035,,,,none (growth relative to R_check)
phase 2b (S3),1.6,37,base,stored,2308,True,2308,2308,0.24207936797664303,0.24207936797664303,0.24150847918497695,,1,0.24150847918497695,0.0028734175024562416,0.0028734175024562416,,,,none (growth relative to R_check)
phase 2b (S3),1.6,38,base,stored,612,True,612,612,0.28498442343930086,0.28498442343930086,0.2849795490421828,,1,0.2849795490421828,0.0010556521870659578,0.0010556521870659578,,,,none (growth relative to R_check)
phase 2b (S3),1.6,39,base,stored,730,True,730,730,0.25794132492971183,0.25794132492971183,0.2577118540175382,,1,0.2577118540175382,0.001185979241127276,0.001185979241127276,,,,none (growth relative to R_check)
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300000,base,rerun,1799,True,1799,1799,0.21372428460225418,0.21372428460225418,0.2136691597025332,0.22023224465300711,1,0.2136691597025332,0.0004888385591918288,0.0004888385591918288,-0.029550441448783937,-0.029800744940027157,-0.029800744940027157,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300001,base,rerun,3931,True,3931,3931,0.2270559486759059,0.2270559486759059,0.22705321393205044,0.20650977125373607,1,0.22705321393205044,0.0003954784344083251,0.0003954784344083251,0.0994925193971814,0.09947927671215573,0.09947927671215573,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300002,base,rerun,1527,True,1527,1527,0.22393467911588272,0.22393467911588272,0.22391457931953512,0.21861783601779877,1,0.22391457931953512,0.0005856947559893675,0.0005856947559893675,0.024320262220741462,0.02422832188909374,0.02422832188909374,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300003,base,rerun,3224,True,3224,3224,0.224522525440503,0.224522525440503,0.22447871044733742,0.20839324799481249,1,0.22447871044733742,0.00043528786252915744,0.00043528786252915744,0.07739827274102473,0.0771880212401379,0.0771880212401379,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300004,base,rerun,2596,True,2596,2596,0.20420473090396724,0.20420473090396724,0.2041497946779406,0.23072590078186148,1,0.2041497946779406,0.0003907693864526971,0.0003907693864526971,-0.11494665223116207,-0.11518475391736416,-0.11518475391736416,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300005,base,rerun,2924,True,2924,2924,0.22941846586883344,0.22941846586883344,0.2293263558988246,0.22265385760581966,1,0.2293263558988246,0.00044562969127941285,0.00044562969127941285,0.030381724959778866,0.029968033631906588,0.029968033631906588,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300007,base,rerun,18753,True,18753,18753,0.2140814725972103,0.2140814725972103,0.21404981578415994,0.2070479074654722,1,0.21404981578415994,0.0007200362968314967,0.0007200362968314967,0.033970713434575694,0.03381781735637879,0.03381781735637879,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300008,base,rerun,3371,True,3371,3371,0.2229189234434996,0.2229189234434996,0.22289289718393385,0.2164652911708543,1,0.22289289718393385,0.0003917888252478237,0.0003917888252478237,0.02981370471791478,0.029693471772369584,0.029693471772369584,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300009,base,rerun,3355,True,3355,3355,0.23067839486594952,0.23067839486594952,0.23064540564791888,0.22426826624102802,1,0.23064540564791888,0.000390703855100201,0.000390703855100201,0.028582414856823002,0.02843531772808716,0.02843531772808716,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300010,base,rerun,11044,True,11044,11044,0.22107947434031208,0.22107947434031208,0.22100223326333443,0.21404367821804174,1,0.22100223326333443,0.0006904926517788983,0.0006904926517788983,0.03287084290853537,0.03250997695061164,0.03250997695061164,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300011,base,rerun,2955,True,2955,2955,0.2162858495199635,0.2162858495199635,0.2162799661499694,0.21000765663002083,1,0.2162799661499694,0.00046293502870880545,0.00046293502870880545,0.029895066640371226,0.029867051614212103,0.029867051614212103,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300012,base,rerun,4142,True,4142,4142,0.22377132169455338,0.22377132169455338,0.2236596353361742,0.21673435927672233,1,0.2236596353361742,0.0006161445969082432,0.0006161445969082432,0.03246814414343224,0.031952829641606506,0.031952829641606506,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300013,base,rerun,6379,True,6379,6379,0.22274072213847784,0.22274072213847784,0.22263658082285434,0.21592715495911816,1,0.22263658082285434,0.0005769275805571187,0.0005769275805571187,0.03155493425849887,0.03107263588503484,0.03107263588503484,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300014,base,rerun,6343,True,6343,6343,0.23229334047745676,0.23229334047745676,0.23220831939615397,0.22534453866450027,1,0.23220831939615397,0.0005892897451977615,0.0005892897451977615,0.030836344444548747,0.030459050715547553,0.030459050715547553,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300015,base,rerun,5332,True,5332,5332,0.2214093638609221,0.2214093638609221,0.22128264477493648,0.21458181442977786,1,0.22128264477493648,0.0006038799338718777,0.0006038799338718777,0.03181793130646948,0.031227391580060715,0.031227391580060715,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300016,base,rerun,7794,True,7794,7794,0.22471894248144872,0.22471894248144872,0.22463378020155272,0.2175415635943265,1,0.22463378020155272,0.0005981725043567921,0.0005981725043567921,0.03299313826992001,0.0326016623676193,0.0326016623676193,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300017,base,rerun,2475,True,2475,2475,0.22218997759636716,0.22218997759636716,0.22209557194833926,0.21538901874738203,1,0.22209557194833926,0.00044539710826907214,0.00044539710826907214,0.031575234840368616,0.03113693186384303,0.03113693186384303,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300018,base,rerun,25298,True,25298,25298,0.21941491237256755,0.21941491237256755,0.21939689703242998,0.2124292695828334,1,0.21939689703242998,0.0006936740890991602,0.0006936740890991602,0.03288455872136864,0.03279975242243949,0.03279975242243949,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300019,base,rerun,9176,True,9176,9176,0.21887552521872777,0.21887552521872777,0.2187386123290722,0.21189113337109727,1,0.2187386123290722,0.0006966216530372473,0.0006966216530372473,0.03296217135899848,0.032316024030994095,0.032316024030994095,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.3,300020,base,rerun,8221,True,8221,8221,0.22483318356945034,0.22483318356945034,0.22479678152809845,0.21807969980606265,1,0.22479678152809845,0.0006480363579593409,0.0006480363579593409,0.030967961572734737,0.03080104075716017,0.03080104075716017,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300000,base,rerun,792,True,792,792,0.22914885389715575,0.22914885389715575,0.22903682904869696,0.22848496470028384,1,0.22903682904869696,0.0009982318380718407,0.0009982318380718407,0.002905614370480647,0.002415320190267245,0.002415320190267245,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300001,base,rerun,2028,True,2028,2028,0.24235755781065427,0.24235755781065427,0.24232787143776716,0.2142559609105656,1,0.24232787143776716,0.0006231830526980658,0.0006231830526980658,0.1311589968403204,0.1310204411951894,0.1310204411951894,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300002,base,rerun,717,True,717,717,0.23838748418040842,0.23838748418040842,0.2383853198148464,0.22684315657070098,1,0.2383853198148464,0.0012743079404665236,0.0012743079404665236,0.05089123156382014,0.050881690321338935,0.050881690321338935,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300003,base,rerun,1683,True,1683,1683,0.23978913836875462,0.23978913836875462,0.23973072051928546,0.21589776904014846,1,0.23973072051928546,0.000818939568100245,0.000818939568100245,0.11066056603930585,0.1103899849687886,0.1103899849687886,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300004,base,rerun,1223,True,1223,1223,0.2185106123353886,0.2185106123353886,0.2183718910001534,0.23943035223083636,1,0.2183718910001534,0.0007129091475243455,0.0007129091475243455,-0.0873729654596127,-0.08795234620204029,-0.08795234620204029,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300005,base,rerun,1626,True,1626,1626,0.24547341670128037,0.24547341670128037,0.24546828434854165,0.23067404220639437,1,0.24546828434854165,0.0009696524082286453,0.0009696524082286453,0.06415708656825947,0.06413483719555324,0.06413483719555324,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300007,base,rerun,18824,True,18824,18824,0.23061331219173556,0.23061331219173556,0.2303782082985347,0.2142559609105656,1,0.2303782082985347,0.0025290140863096374,0.0025290140863096374,0.07634490639911684,0.07524760253787677,0.07524760253787677,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300008,base,rerun,1671,True,1671,1671,0.23877217388336117,0.23877217388336117,0.23864050391347222,0.22410680968806285,1,0.23864050391347222,0.0006781661959122726,0.0006781661959122726,0.0654391725789647,0.06485164036576574,0.06485164036576574,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300009,base,rerun,1719,True,1719,1719,0.2465317950140599,0.2465317950140599,0.24648483420365191,0.23286311971250484,1,0.24648483420365191,0.0006761049739444728,0.0006761049739444728,0.05869832594543323,0.05849665892978062,0.05849665892978062,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300010,base,rerun,10723,True,10723,10723,0.23778231553097093,0.23778231553097093,0.23743014039225535,0.22191773218195232,1,0.23743014039225535,0.0023469494798469674,0.0023469494798469674,0.07148857909205342,0.06990161650347204,0.06990161650347204,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300011,base,rerun,1730,True,1730,1730,0.23183066968858745,0.23183066968858745,0.23175726066179,0.21808684654625893,1,0.23175726066179,0.001019702818288178,0.001019702818288178,0.06301995448135966,0.06268334992239621,0.06268334992239621,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300012,base,rerun,3643,True,3643,3643,0.24012807666892164,0.24012807666892164,0.23993350113324835,0.22465407906459045,1,0.23993350113324835,0.0019134987094118839,0.0019134987094118839,0.06887921941485087,0.06801310767326374,0.06801310767326374,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300013,base,rerun,5465,True,5465,5465,0.23874432499144943,0.23874432499144943,0.23859385813475553,0.22410680968806285,1,0.23859385813475553,0.0016978784333432672,0.0016978784333432672,0.06531490642234705,0.06464349952978843,0.06464349952978843,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300014,base,rerun,5880,True,5880,5880,0.2491858362531434,0.2491858362531434,0.24887936216636436,0.2339576584655601,1,0.24887936216636436,0.001877044925993591,0.001877044925993591,0.06508946057786336,0.0637795052261596,0.0637795052261596,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300015,base,rerun,4668,True,4668,4668,0.23793670285070295,0.23793670285070295,0.23756413710170016,0.22246500155847998,1,0.23756413710170016,0.0018678458119380443,0.0018678458119380443,0.06954667558418559,0.06787195935290091,0.06787195935290091,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300016,base,rerun,7168,True,7168,7168,0.24127602623887037,0.24127602623887037,0.24117288306153262,0.2257486178176457,1,0.24117288306153262,0.0018381889413466607,0.0018381889413466607,0.06878185377758239,0.06832495982919484,0.06832495982919484,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300017,base,rerun,1166,True,1166,1166,0.23839128537574586,0.23839128537574586,0.23829440657405096,0.2235595403115352,1,0.23829440657405096,0.000865665008500769,0.000865665008500769,0.06634360154588936,0.06591025478931667,0.06591025478931667,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300018,base,rerun,25476,True,25476,25476,0.23625063188540238,0.23625063188540238,0.23588475058559427,0.22027592405236945,1,0.23588475058559427,0.002401377474638134,0.002401377474638134,0.07252135203498233,0.07086033846129225,0.07086033846129225,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300019,base,rerun,8649,True,8649,8649,0.23581909388445874,0.23581909388445874,0.23538012072850426,0.21972865467584185,1,0.23538012072850426,0.0024038843200363817,0.0024038843200363817,0.07322867940166722,0.0712308828165924,0.0712308828165924,"R_own (n = 6,400)"
"size test n = 6,400 (lag tests phi = 1, 4b control)",1.5,300020,base,rerun,7796,True,7796,7796,0.24150924537402926,0.24150924537402926,0.24122392506099352,0.22629588719417332,1,0.24122392506099352,0.0020989990407789347,0.0020989990407789347,0.06722772724014248,0.06596689870024552,0.06596689870024552,"R_own (n = 6,400)"
Block G base window (lambda calibration),1.3,0,base,rerun,4050,True,4050,4015,0.2150153348190957,0.21172802038274116,0.21166453595400334,0.2131249999999998,50,0.21168766029312944,0.022025359293652007,0.0004402431317560649,0.008869606189306323,-0.00685261722461683,-0.006744115926664351,R_glob (base)
Block G base window (lambda calibration),1.3,1,base,rerun,2650,True,2650,2622,0.22951922882938872,0.2268644068770285,0.22683657856345474,0.2131249999999998,50,0.2268622822192639,0.022224822115441675,0.00044437621928667754,0.07692306782117986,0.06433585249714935,0.06445645616077011,R_glob (base)
Block G base window (lambda calibration),1.3,2,base,rerun,1900,True,1900,1859,0.2213101815084771,0.21693244812440124,0.21691514136422943,0.2131249999999998,50,0.2169357001466947,0.025050501624685025,0.0005010746544865665,0.03840554373479099,0.017783654494919254,0.01788011799035738,R_glob (base)
Block G base window (lambda calibration),1.3,3,base,rerun,3250,True,3250,3218,0.25862948041258227,0.2556267445824749,0.2555412534110718,0.2131249999999998,50,0.2555622175487001,0.021996208214552608,0.00043962631517584797,0.2135107585341116,0.19902054386426782,0.19911890931941523,R_glob (base)
Block G base window (lambda calibration),1.3,5,base,rerun,2450,True,2450,2443,0.2343389108953548,0.23363498048662953,0.23362197768582105,0.2131249999999998,50,0.23363597203394085,0.02356044931201149,0.0004717260595566922,0.09953741182571285,0.09617350233816446,0.09623916496863849,R_glob (base)
Block G base window (lambda calibration),1.3,6,base,rerun,4400,True,4400,4374,0.2129472524006828,0.20924364896387904,0.20923793970378526,0.2131249999999998,50,0.20930407783515412,0.03357081175954955,0.0006717418214303053,-0.0008340063311060852,-0.018238406081945047,-0.0179280805388653,R_glob (base)
Block G base window (lambda calibration),1.3,7,base,rerun,1900,True,1900,1889,0.22460582710012145,0.2234437327168231,0.2234029483403297,0.2131249999999998,50,0.22342649657249986,0.024783122317402147,0.0004956849141842783,0.053868983460981346,0.048224977549935044,0.04833546778885678,R_glob (base)
Block G base window (lambda calibration),1.3,9,base,rerun,2850,True,2850,2827,0.2577901491226293,0.2555513550566659,0.25548761664177516,0.2131249999999998,50,0.25551241925770435,0.02281803093231549,0.0004564024862684897,0.20957254720295393,0.19876887573853574,0.1988852516490538,R_glob (base)
