a,seed,step,w1,w2,loss
1.3,0,2000,-0.32914456034454087,-0.16203258191575043,0.6913725313360578
1.3,0,2050,-1.1602507373104418,-0.1661835266311199,0.675270239553694
1.3,0,2100,-1.519337999826826,-0.4469876291044904,0.5727052938102273
1.3,0,2150,-1.3158105416631771,-0.7012548170373946,0.53319662458182
1.3,0,2200,-1.2298117161439948,-0.8869732818820832,0.5158313345238716
1.3,0,2250,-1.1751374735898745,-1.0428865058463916,0.5038955631495147
1.3,0,2300,-1.1352996686627195,-1.1834418325156206,0.49435150323288496
1.3,0,2350,-1.1040572349905666,-1.3144614479980536,0.48617296961718376
1.3,0,2400,-1.0784222593617707,-1.4390067741733001,0.4788841627955789
1.3,0,2450,-1.0567339895683094,-1.5589019209839508,0.47222401863796465
1.3,0,2500,-1.037974084904991,-1.6753326346695177,0.4660332298887828
1.3,0,2550,-1.0214730909148468,-1.78911772164616,0.46020714852661515
1.3,0,2600,-1.0067674158860058,-1.9008486452420628,0.45467320483593093
1.3,0,2650,-0.9935227991167085,-2.0109677490937004,0.4493789429989265
1.3,0,2700,-0.9814903216957729,-2.1198150876149504,0.4442851849932824
1.3,0,2750,-0.9704796526059555,-2.227657963954108,0.43936188656815456
1.3,0,2800,-0.9603420145831055,-2.3347103674316925,0.43458550232873366
1.3,0,2850,-0.9509589191125793,-2.4411462220295,0.4299372430871986
1.3,0,2900,-0.942234474678029,-2.5471086884077505,0.42540188459217343
1.3,0,2950,-0.934089989399921,-2.652716862983233,0.42096692991175927
1.3,0,3000,-0.9264600931511292,-2.758070709749228,0.4166220059891548
1.3,0,3050,-0.9192898933070612,-2.863254761677181,0.412358419588224
1.3,0,3100,-0.9125328503477608,-2.9683409463902035,0.4081688243728136
1.3,0,3150,-0.9061491653010738,-3.0733907763091546,0.40404696713675103
1.3,0,3200,-0.90010453791177,-3.17845706953522,0.3999874914798076
1.3,0,3250,-0.894369197810739,-3.283585318822173,0.3959857838867586
1.3,0,3300,-0.8889171397428569,-3.3888147929326675,0.39203785158521837
1.3,0,3350,-0.8837255133989746,-3.494179431891393,0.3881402245499045
1.3,0,3400,-0.878774131834218,-3.599708581671375,0.3842898760852414
1.3,0,3450,-0.8740450718756058,-3.7054276024655284,0.38048415786678497
1.3,0,3500,-0.869522346628466,-3.8113583764647267,0.37672074635435865
1.3,0,3550,-0.865191635032476,-3.9175197350329154,0.3729975982360898
1.3,0,3600,-0.8610400569582625,-4.023927820696336,0.3693129131091025
1.3,0,3650,-0.857055984954981,-4.130596396007986,0.3656651020077464
1.3,0,3700,-0.853228885719009,-4.237537108804095,0.3620527606938846
1.3,0,3750,-0.8495491858350576,-4.344759721421692,0.35847464685370556
1.3,0,3800,-0.8460081574711282,-4.452272309941719,0.35492966052132274
1.3,0,3850,-0.8425978205788,-4.560081438349881,0.351416827185051
1.3,0,3900,-0.8393108588256643,-4.668192311587178,0.34793528313773747
1.3,0,3950,-0.8361405470150768,-4.776608910733902,0.3444842627152318
1.3,0,4000,-0.8330806881648035,-4.885334112991219,0.34106308713239275
1.3,0,4050,-0.8301255587465138,-4.994369798659602,0.337671154677956
1.3,1,0,0.505263202214305,-0.18386148492983562,0.7592137832930582
1.3,1,50,0.3270789185193373,0.1126284255177116,0.6925785544692638
1.3,1,100,0.5057529462294226,0.10784249641613208,0.6905290817815108
1.3,1,150,1.2088713300959346,0.22714443798561354,0.6526564591392598
1.3,1,200,1.5503818373192007,0.4360971370897339,0.5727639984225923
1.3,1,250,1.422540383325718,0.5815338653277847,0.5511432688274113
1.3,1,300,1.348822081153321,0.6954439538057816,0.5382314438778516
1.3,1,350,1.2953769372270503,0.7991402410020849,0.5285334844559769
1.3,1,400,1.2534617043588572,0.896912286093111,0.5204731504162957
1.3,1,450,1.2189792484062512,0.9911918053913295,0.5134002998400408
1.3,1,500,1.189689934049951,1.0833228557254224,0.5069853290506426
1.3,1,550,1.164251970228665,1.174130784101941,0.50103862469461
1.3,1,600,1.141793921240769,1.2641556641427463,0.4954413553789238
1.3,1,650,1.1217157941594689,1.3537679283082495,0.4901142930732946
1.3,1,700,1.1035857458360243,1.4432308457596046,0.48500208467718786
1.3,1,750,1.0870818863949396,1.5327366878294313,0.4800646199970214
1.3,1,800,1.071957398932837,1.6224288543845315,0.475271974075582
1.3,1,850,1.0580185654530048,1.7124160302437799,0.47060128453716255
1.3,1,900,1.0451103437028633,1.8027815828699858,0.4660347391429045
1.3,1,950,1.033106569183437,1.8935899972014871,0.46155823155765546
1.3,1,1000,1.0219031018147857,1.9848913995128643,0.45716043577467574
1.3,1,1050,1.0114129102253393,2.076724811021827,0.45283215196365334
1.3,1,1100,1.0015624679033501,2.1691205348519964,0.44856583354723456
1.3,1,1150,0.9922890599316089,2.2621019381281258,0.44435523842742586
1.3,1,1200,0.9835387357858053,2.3556868033867384,0.44019516719954765
1.3,1,1250,0.9752647295282096,2.4498883678493324,0.43608126354495225
1.3,1,1300,0.9674262240714733,2.5447161328776935,0.43200985986831314
1.3,1,1350,0.9599873727183705,2.6401765018113013,0.427977856388333
1.3,1,1400,0.9529165158148303,2.736273288005149,0.4239826253236966
1.3,1,1450,0.9461855472834951,2.8330081235578115,0.4200219341530477
1.3,1,1500,0.9397693976458517,2.9303807912565665,0.41609388354717725
1.3,1,1550,0.9336456085549889,3.0283894965848335,0.412196856712104
1.3,1,1600,0.9277939799275565,3.1270310925279436,0.40832947769693306
1.3,1,1650,0.9221962751962645,3.22630126690369,0.40449057681102585
1.3,1,1700,0.9168359734834122,3.326194699714278,0.40067916172836815
1.3,1,1750,0.9116980599494809,3.4267051963467217,0.39689439317863984
1.3,1,1800,0.9067688474261817,3.527825801185975,0.39313556436577474
1.3,1,1850,0.9020358238601204,3.629548895241429,0.38940208343760235
1.3,1,1900,0.8974875211852333,3.7318662806457783,0.3856934584699496
1.3,1,1950,0.8931134020908726,3.8347692543097844,0.3820092845364098
1.3,1,2000,0.8889037618175454,3.938248672566847,0.37834923251881286
1.3,1,2050,0.8848496426373832,4.042295008287533,0.3747130393791119
1.3,1,2100,0.8809427590939658,4.146898401664075,0.3711004996652083
1.3,1,2150,0.8771754324103044,4.2520487056418546,0.3675114580643896
1.3,1,2200,0.8735405327430111,4.3577355267962785,0.3639458028509274
1.3,1,2250,0.8700314281788316,4.463948262309821,0.3604034601008098
1.3,1,2300,0.8666419395474523,4.5706761335879,0.3568843885679358
1.3,1,2350,0.8633663002701881,4.677908216958154,0.3533885751334425
1.3,1,2400,0.8601991205840225,4.78563347182094,0.3499160307539906
1.3,1,2450,0.857135355579727,4.893840766556336,0.34646678684643945
1.3,1,2500,0.8541702765752778,5.0025189024416505,0.3430408920558993
1.3,1,2550,0.851299445414607,5.111656635791469,0.33963840936204404
1.3,1,2600,0.8485186913394784,5.221242698497538,0.3362594134851291
1.3,1,2650,0.8458240901308591,5.331265817117603,0.332903988558613
1.3,2,0,0.2193901492047952,0.2642286940618041,0.701074526775605
1.3,2,50,-0.049694427303279644,0.10912582219491976,0.6931027748356297
1.3,2,100,-0.12767920929420254,0.10709145677759259,0.6930112373543966
1.3,2,150,-0.24826571217708804,0.08862641333709463,0.6926957225879105
1.3,2,200,-1.0426190320204356,0.28344098947007473,0.6528488316733387
1.3,2,250,-1.323344290401431,0.6658319174640129,0.5455517819921479
1.3,2,300,-1.2300865291209524,0.9119898542212307,0.5236028307946217
1.3,2,350,-1.1662142621749159,1.1002765671457149,0.5101780605645573
1.3,2,400,-1.1231207881560699,1.2665594604684185,0.49966240096677816
1.3,2,450,-1.090201964597738,1.4209135931667343,0.4906637795013717
1.3,2,500,-1.0636336984041679,1.5677945705775107,0.48261154335994283
1.3,2,550,-1.0413985475429761,1.7095983821952903,0.47521352339486583
1.3,2,600,-1.022321272174771,1.8477627181798346,0.4682993431505716
1.3,2,650,-1.0056536228251296,1.9832171788421986,0.4617606556840591
1.3,2,700,-0.9908880439231569,2.116596009283416,0.45552413906013955
1.3,2,750,-0.9776635079266963,2.24834990567103,0.4495377899541067
1.3,2,800,-0.9657135420515979,2.378809477802247,0.443763345786096
1.3,2,850,-0.9548355503176603,2.5082235003312063,0.43817181002136835
1.3,2,900,-0.9448717203410653,2.6367831011965466,0.43274066774997316
1.3,2,950,-0.9356966143314149,2.764637669855641,0.42745207737629853
1.3,2,1000,-0.9272088085340784,2.891905668407698,0.42229165368832283
1.3,2,1050,-0.919325086245795,3.0186821858256416,0.41724762387847697
1.3,2,1100,-0.9119762979895752,3.1450443440128804,0.41231022691670577
1.3,2,1150,-0.9051043428861469,3.271055247650541,0.40747127643649494
1.3,2,1200,-0.898659923740657,3.3967669230723168,0.40272383632752734
1.3,2,1250,-0.8926008482687491,3.522222540385992,0.39806197577573593
1.3,2,1300,-0.886890723613739,3.6474581178881174,0.3934805814288248
1.3,2,1350,-0.8814979391763917,3.7725038462730276,0.3889752113707404
1.3,2,1400,-0.8763948642027377,3.897385129413539,0.3845419801855162
1.3,2,1450,-0.8715572076600794,4.022123410983531,0.38017746747352194
1.3,2,1500,-0.8669635023604326,4.146736837264724,0.3758786442910521
1.3,2,1550,-0.8625946853429213,4.271240793234425,0.37164281345130445
1.3,2,1600,-0.8584337536444151,4.395648339618881,0.36746756066250535
1.3,2,1650,-0.8544654797029538,4.5199705718139676,0.3633507142237991
1.3,2,1700,-0.8506761743650375,4.644216916623867,0.3592903115414567
1.3,2,1750,-0.8470534882168602,4.768395379110759,0.35528457112718903
1.3,2,1800,-0.8435862440111295,4.892512749117094,0.3513318690378592
1.3,2,1850,-0.8402642945085738,5.01657477496103,0.3474307189399745
1.3,2,1900,-0.8370784012322596,5.140586310235811,0.3435797551527982
1.3,3,0,-0.9814729598644142,-0.41831504364935096,0.9129435848547606
1.3,3,50,-0.6004694124888776,-0.07700445178897995,0.7166583864092574
1.3,3,100,-0.4993268136484722,0.009911312785881648,0.6944531734320388
1.3,3,150,-0.5872897148887561,0.12456814124336671,0.6790275551690663
1.3,3,200,-0.9984414534598448,0.34067703178044656,0.6136160925491286
1.3,3,250,-1.4614430777865888,0.5678143135993614,0.5361485646119215
1.3,3,300,-1.3972126345251286,0.6570319633165566,0.5244663811738015
1.3,3,350,-1.3414383579823344,0.7423202492046834,0.5154646972692383
1.3,3,400,-1.297962053372429,0.8240091197405401,0.5079352443429829
1.3,3,450,-1.2621285594372276,0.9032595865268895,0.5013407226502347
1.3,3,500,-1.231543352036415,0.9809558798351281,0.49538566729695616
1.3,3,550,-1.2048718231657967,1.0576956011234142,0.48989235894956706
1.3,3,600,-1.1812319444361867,1.1338909505502166,0.4847460802481963
1.3,3,650,-1.1600158976590356,1.2098380991153963,0.4798687455656788
1.3,3,700,-1.1407860860982564,1.2857562061182206,0.4752049575613267
1.3,3,750,-1.1232163204739865,1.3618113601240285,0.4707140935586863
1.3,3,800,-1.1070565298803485,1.4381319144272906,0.4663655521707858
1.3,3,850,-1.0921104954637402,1.51481866398268,0.46213576248455907
1.3,3,900,-1.0782212194998382,1.591951808465715,0.45800622800026747
1.3,3,950,-1.0652609799854427,1.6695958431544577,0.4539622047390175
1.3,3,1000,-1.0531243723552346,1.7478030732821397,0.4499917824867728
1.3,3,1050,-1.0417233186183028,1.8266161898827462,0.4460852305044899
1.3,3,1100,-1.0309834093143457,1.906070191003905,0.44223452154892423
1.3,3,1150,-1.0208411708712166,1.9861938370058707,0.4384329790387109
1.3,3,1200,-1.0112419895708502,2.0670107682784766,0.43467501109344764
1.3,3,1250,-1.0021385104661125,2.148540374428209,0.4309559070278413
1.3,3,1300,-0.9934893858192914,2.2307984778654637,0.42727167951366934
1.3,3,1350,-0.9852582847767433,2.313797876999836,0.4236189406481401
1.3,3,1400,-0.977413101052713,2.397548782008195,0.41999480354645746
1.3,3,1450,-0.9699253126247139,2.4820591675419013,0.4163968033914114
1.3,3,1500,-0.9627694594953524,2.567335060609135,0.4128228334859614
1.3,3,1550,-0.9559227141400753,2.6533807774365528,0.40927109299649045
1.3,3,1600,-0.949364525434792,2.740199119869668,0.40574004389406154
1.3,3,1650,-0.9430763213679056,2.827791539467264,0.40222837519723526
1.3,3,1700,-0.9370412591769479,2.9161582756443756,0.39873497305901323
1.3,3,1750,-0.9312440140447861,3.005298472855667,0.3952588955673616
1.3,3,1800,-0.9256705993759636,3.0952102807698005,0.39179935137475114
1.3,3,1850,-0.9203082131128624,3.185890940582782,0.38835568145903565
1.3,3,1900,-0.9151451056598262,3.2773368599941617,0.3849273434613064
1.3,3,1950,-0.9101704658444562,3.3695436788809885,0.3815138981571697
1.3,3,2000,-0.9053743220195252,3.4625063273180965,0.3781149977042864
1.3,3,2050,-0.9007474559409449,3.5562190772862694,0.37473037537685217
1.3,3,2100,-0.8962813274798562,3.650675589163802,0.3713598365513508
1.3,3,2150,-0.8919680085650119,3.745868953898785,0.3680032507506344
1.3,3,2200,-0.8878001250237186,3.841791731598713,0.3646605445876
1.3,3,2250,-0.8837708052099611,3.938435987142928,0.361331695477305
1.3,3,2300,-0.8798736344877411,4.035793323315976,0.35801672600870027
1.3,3,2350,-0.8761026147845511,4.1338549118714125,0.35471569888534643
1.3,3,2400,-0.8724521285507602,4.2326115228622525,0.3514287123593587
1.3,3,2450,-0.8689169065606299,4.332053552513472,0.34815589609505065
1.3,3,2500,-0.86549199907367,4.432171049861088,0.3448974074088336
1.3,3,2550,-0.8621727499443099,4.532953742339969,0.34165342784027913
1.3,3,2600,-0.8589547733258692,4.63439106046685,0.33842416001619013
1.3,3,2650,-0.8558339326636295,4.736472161735302,0.33520982477530714
1.3,3,2700,-0.8528063217130096,4.839185953814197,0.33201065852610256
1.3,3,2750,-0.8498682473537882,4.9425211171202985,0.3288269108141602
1.3,3,2800,-0.8470162140010117,5.046466126817934,0.3256588420790253
1.3,3,2850,-0.8442469094385919,5.15100927428401,0.322506721583261
1.3,3,2900,-0.8415571919233159,5.256138688064499,0.3193708254988357
1.3,3,2950,-0.8389440784256142,5.361842354338313,0.3162514351379858
1.3,3,3000,-0.8364047338895095,5.468108136896398,0.3131488353173884
1.3,3,3050,-0.8339364614080806,5.574923796637199,0.31006331284590727
1.3,3,3100,-0.8315366932227507,5.682277010574404,0.3069951551273768
1.3,3,3150,-0.8292029824652116,5.790155390348793,0.3039446488708926
1.3,3,3200,-0.8269329955698741,5.8985465002331035,0.30091207890193095
1.3,3,3250,-0.8247245052927007,6.007437874616698,0.2978977270683213
1.3,4,0,0.10927723955522689,-0.8070863403568128,0.7816270569751123
1.3,4,50,0.010275649461955388,-0.7120243624098374,0.6934456225802993
1.3,4,100,-0.001263008248575036,-0.6735244842937937,0.6931474478900934
1.3,4,150,-0.0013481645904968597,-0.6745906234273905,0.6931463972788144
1.3,4,200,-0.001293805529821619,-0.6747612194462983,0.6931463818969477
1.3,4,250,-0.0012936438966990344,-0.6747821615408722,0.6931463818118547
1.3,4,300,-0.0012937873526016994,-0.6747920602281632,0.6931463818089884
1.3,4,350,-0.001293760566843831,-0.6748020070526523,0.6931463818062679
1.3,4,400,-0.0012937431315885246,-0.6748128034645884,0.6931463818033076
1.3,4,450,-0.0012937253837168225,-0.6748244533672844,0.6931463818001142
1.3,4,500,-0.0012937064570361003,-0.6748369341094456,0.6931463817966929
1.3,4,550,-0.0012936863030629784,-0.6748502320351102,0.6931463817930472
1.3,4,600,-0.0012936649253627195,-0.674864338010366,0.6931463817891799
1.3,4,650,-0.0012936423325648652,-0.6748792462076701,0.6931463817850926
1.3,4,700,-0.0012936185295002237,-0.6748949535346881,0.6931463817807861
1.3,4,750,-0.0012935935175100771,-0.6749114591893157,0.6931463817762606
1.3,4,800,-0.0012935672949751784,-0.6749287643253089,0.6931463817715162
1.3,4,850,-0.0012935398577076488,-0.6749468717961129,0.693146381766552
1.3,4,900,-0.0012935111992533382,-0.6749657859555617,0.6931463817613662
1.3,4,950,-0.001293481311130048,-0.6749855125008728,0.6931463817559583
1.3,4,1000,-0.001293450183017581,-0.6750060583476784,0.6931463817503257
1.3,4,1050,-0.0012934178029103272,-0.6750274315297322,0.6931463817444669
1.3,4,1100,-0.001293384157240314,-0.6750496411178958,0.6931463817383786
1.3,4,1150,-0.001293349230977701,-0.6750726971544069,0.6931463817320589
1.3,4,1200,-0.0012933130077121852,-0.6750966105994004,0.6931463817255045
1.3,4,1250,-0.0012932754697196629,-0.6751213932873673,0.6931463817187122
1.3,4,1300,-0.0012932365980165526,-0.6751470578917618,0.6931463817116787
1.3,4,1350,-0.0012931963724038761,-0.6751736178963561,0.6931463817044
1.3,4,1400,-0.0012931547715026746,-0.6752010875722307,0.6931463816968727
1.3,4,1450,-0.0012931117727826608,-0.6752294819595186,0.6931463816890927
1.3,4,1500,-0.0012930673525843946,-0.6752588168531914,0.6931463816810554
1.3,4,1550,-0.0012930214861363095,-0.6752891087923086,0.6931463816727566
1.3,4,1600,-0.0012929741475675648,-0.6753203750522666,0.6931463816641917
1.3,4,1650,-0.0012929253099164158,-0.6753526336396484,0.6931463816553554
1.3,4,1700,-0.0012928749451357666,-0.6753859032893688,0.6931463816462434
1.3,4,1750,-0.0012928230240952918,-0.6754202034638404,0.6931463816368497
1.3,4,1800,-0.001292769516580973,-0.6754555543539418,0.6931463816271695
1.3,4,1850,-0.0012927143912924292,-0.6754919768816048,0.6931463816171967
1.3,4,1900,-0.0012926576158376888,-0.6755294927038601,0.6931463816069255
1.3,4,1950,-0.0012925991567265432,-0.6755681242182177,0.69314638159635
1.3,4,2000,-0.0012925389793615235,-0.6756078945692581,0.6931463815854642
1.3,4,2050,-0.0012924770480277725,-0.675648827656354,0.6931463815742611
1.3,4,2100,-0.0012924133258810178,-0.675690948142434,0.6931463815627344
1.3,4,2150,-0.0012923477749343275,-0.6757342814637199,0.6931463815508775
1.3,4,2200,-0.0012922803560435282,-0.6757788538403817,0.6931463815386829
1.3,4,2250,-0.0012922110288914304,-0.6758246922880591,0.6931463815261438
1.3,4,2300,-0.0012921397519706224,-0.6758718246302131,0.6931463815132523
1.3,4,2350,-0.0012920664825656159,-0.67592027951126,0.693146381500001
1.3,4,2400,-0.0012919911767333954,-0.6759700864104692,0.6931463814863819
1.3,4,2450,-0.0012919137892835315,-0.6760212756565931,0.6931463814723867
1.3,4,2500,-0.0012918342737568069,-0.6760738784432062,0.6931463814580073
1.3,4,2550,-0.0012917525824030494,-0.6761279268447421,0.6931463814432348
1.3,4,2600,-0.0012916686661584018,-0.6761834538332058,0.6931463814280611
1.3,4,2650,-0.0012915824746210728,-0.676240493295552,0.6931463814124763
1.3,4,2700,-0.001291493956026754,-0.6762990800517239,0.6931463813964714
1.3,4,2750,-0.0012914030572227918,-0.676359249873335,0.6931463813800371
1.3,4,2800,-0.0012913097236419676,-0.6764210395029981,0.6931463813631632
1.3,4,2850,-0.0012912138992748408,-0.6764844866742916,0.6931463813458398
1.3,4,2900,-0.0012911155266418799,-0.6765496301323607,0.693146381328057
1.3,4,2950,-0.0012910145467643869,-0.6766165096551537,0.6931463813098035
1.3,4,3000,-0.0012909108991348032,-0.6766851660752949,0.6931463812910689
1.3,4,3050,-0.0012908045216862812,-0.6767556413025864,0.6931463812718418
1.3,4,3100,-0.0012906953507610189,-0.676827978347154,0.6931463812521109
1.3,4,3150,-0.0012905833210787299,-0.676902221343227,0.6931463812318646
1.3,4,3200,-0.0012904683657031057,-0.6769784155735619,0.6931463812110908
1.3,4,3250,-0.0012903504160088242,-0.6770566074945112,0.6931463811897771
1.3,4,3300,-0.0012902294016465434,-0.67713684476175,0.6931463811679108
1.3,4,3350,-0.0012901052505082046,-0.6772191762566474,0.6931463811454797
1.3,4,3400,-0.0012899778886907157,-0.6773036521133098,0.6931463811224695
1.3,4,3450,-0.0012898472404593957,-0.6773903237462819,0.6931463810988674
1.3,4,3500,-0.0012897132282105978,-0.6774792438789344,0.6931463810746592
1.3,4,3550,-0.0012895757724332496,-0.6775704665725206,0.6931463810498306
1.3,4,3600,-0.0012894347916700669,-0.6776640472559252,0.6931463810243673
1.3,4,3650,-0.0012892902024777132,-0.6777600427561083,0.6931463809982543
1.3,4,3700,-0.001289141919386213,-0.6778585113292536,0.6931463809714761
1.3,4,3750,-0.001288989854858025,-0.6779595126926207,0.6931463809440175
1.3,4,3800,-0.0012888339192456166,-0.6780631080571201,0.6931463809158618
1.3,4,3850,-0.0012886740207492299,-0.6781693601606101,0.693146380886993
1.3,4,3900,-0.0012885100653730417,-0.6782783333019329,0.6931463808573943
1.3,4,3950,-0.00128834195688113,-0.6783900933756843,0.6931463808270487
1.3,4,4000,-0.0012881695967526426,-0.6785047079077372,0.6931463807959384
1.3,4,4050,-0.0012879928841360432,-0.6786222460915212,0.6931463807640453
1.3,4,4100,-0.001287811715802908,-0.6787427788250652,0.6931463807313512
1.3,4,4150,-0.001287625986100824,-0.678866378748818,0.6931463806978371
1.3,4,4200,-0.0012874355869057481,-0.6789931202842413,0.6931463806634841
1.3,4,4250,-0.0012872404075736446,-0.6791230796731998,0.693146380628272
1.3,4,4300,-0.001287040334891287,-0.6792563350181324,0.6931463805921808
1.3,4,4350,-0.001286835253026793,-0.6793929663230422,0.6931463805551903
1.3,4,4400,-0.0012866250434792228,-0.679533055535283,0.6931463805172788
1.3,4,4450,-0.0012864095850276787,-0.6796766865881603,0.6931463804784253
1.3,4,4500,-0.0012861887536795692,-0.679823945444361,0.6931463804386072
1.3,4,4550,-0.0012859624226188833,-0.6799749201402034,0.6931463803978026
1.3,4,4600,-0.001285730462153335,-0.6801297008307168,0.6931463803559881
1.3,4,4650,-0.0012854927396611095,-0.6802883798355661,0.6931463803131401
1.3,4,4700,-0.00128524911953753,-0.6804510516858047,0.6931463802692349
1.3,4,4750,-0.0012849994631403852,-0.6806178131714825,0.6931463802242476
1.3,4,4800,-0.0012847436287359813,-0.6807887633900872,0.6931463801781534
1.3,4,4850,-0.0012844814714435722,-0.6809640037958485,0.6931463801309263
1.3,4,4900,-0.0012842128431804626,-0.6811436382498826,0.6931463800825404
1.3,4,4950,-0.0012839375926061653,-0.681327773071182,0.6931463800329689
1.3,4,5000,-0.0012836555650663148,-0.6815165170884696,0.6931463799821844
1.3,4,5050,-0.0012833666025366972,-0.6817099816928942,0.693146379930159
1.3,4,5100,-0.0012830705435667312,-0.6819082808915633,0.6931463798768641
1.3,4,5150,-0.001282767223222976,-0.6821115313619339,0.6931463798222708
1.3,4,5200,-0.0012824564730324747,-0.68231985250703,0.6931463797663497
1.3,4,5250,-0.0012821381209261085,-0.6825333665114969,0.6931463797090697
1.3,4,5300,-0.0012818119911821662,-0.6827521983984786,0.6931463796504008
1.3,4,5350,-0.0012814779043694787,-0.6829764760873069,0.6931463795903108
1.3,4,5400,-0.001281135677291705,-0.6832063304520014,0.6931463795287677
1.3,4,5450,-0.0012807851229304865,-0.6834418953805692,0.6931463794657386
1.3,4,5500,-0.0012804260503902526,-0.683683307835072,0.6931463794011904
1.3,4,5550,-0.00128005826484301,-0.6839307079124604,0.6931463793350886
1.3,4,5600,-0.0012796815674728983,-0.6841842389061692,0.6931463792673986
1.3,4,5650,-0.0012792957554225387,-0.6844440473684206,0.6931463791980849
1.3,4,5700,-0.001278900621739154,-0.6847102831732544,0.6931463791271111
1.3,4,5750,-0.0012784959553221687,-0.6849830995802226,0.6931463790544404
1.3,4,5800,-0.0012780815408710484,-0.685262653298758,0.6931463789800355
1.3,4,5850,-0.0012776571588350462,-0.685549104553165,0.693146378903858
1.3,4,5900,-0.001277222585362818,-0.6858426171481962,0.693146378825869
1.3,4,5950,-0.0012767775922547966,-0.686143358535211,0.6931463787460287
1.3,4,6000,-0.0012763219469160657,-0.6864514998788467,0.693146378664297
1.3,4,6050,-0.0012758554123105197,-0.6867672161241778,0.6931463785806323
1.3,4,6100,-0.0012753777469180548,-0.6870906860643302,0.6931463784949932
1.3,4,6150,-0.0012748887046922996,-0.6874220924084672,0.693146378407337
1.3,4,6200,-0.0012743880350206825,-0.6877616218501454,0.6931463783176202
1.3,4,6250,-0.001273875482687392,-0.6881094651359335,0.6931463782257988
1.3,4,6300,-0.0012733507878378851,-0.6884658171343009,0.6931463781318282
1.3,4,6350,-0.001272813685946097,-0.6888308769046487,0.6931463780356628
1.3,4,6400,-0.0012722639077853129,-0.6892048477664465,0.6931463779372564
1.3,4,6450,-0.0012717011794003922,-0.689587937368418,0.6931463778365616
1.3,4,6500,-0.0012711252220847615,-0.6899803577576722,0.6931463777335309
1.3,4,6550,-0.0012705357523597476,-0.6903823254487055,0.6931463776281158
1.3,4,6600,-0.0012699324819580749,-0.6907940614922137,0.693146377520267
1.3,4,6650,-0.001269315117810769,-0.6912157915435819,0.6931463774099345
1.3,4,6700,-0.0012686833620390507,-0.6916477459310033,0.6931463772970676
1.3,4,6750,-0.0012680369119491056,-0.6920901597230636,0.6931463771816146
