plateau,a,n_cross,defined,ever_on_plateau,match_rate,lead_steps_median,lead_steps_min,lead_R_median,abs_err_unfitted_median,abs_err_unfitted_p10,abs_err_unfitted_p90,abs_err_fitted_median,abs_err_fitted_p10,abs_err_fitted_p90
w1,1.3,37,37,0.43243243243243246,0.8108108108108109,2450.0,900.0,0.2205013766106337,0.040726064293424354,0.026667415203842117,0.06520102154233351,0.011866856733595148,0.0036007602961093043,0.03780903891871522
w1,1.5,37,37,0.43243243243243246,0.8108108108108109,1200.0,250.0,0.21797956473735744,0.07966803398127908,0.06502238406666644,0.13678483666684968,0.019989439294462223,0.0055310062035286945,0.07568973730703886
w1w2,1.3,37,37,0.5135135135135135,0.8648648648648649,2450.0,900.0,0.2205013766106337,0.040726064293424354,0.02856556302013109,0.05305090401226237,0.011332230368487618,0.0036007602961093043,0.02349210177071794
w1w2,1.5,37,37,0.5405405405405406,0.8918918918918919,1200.0,250.0,0.21797956473735744,0.07966803398127908,0.06502238406666644,0.12442087134407832,0.018572934621468258,0.00514535845361085,0.06332577198426749
