q,a,budget,seed,w2,solved,gstar,R
2.0,1.4,8000,9,40.76276397705078,True,0.08497761934995651,1.7319613204469704
2.0,1.4,8000,10,42.4654655456543,True,0.08497761934995651,1.804307083328652
2.0,1.4,8000,11,42.696163177490234,True,0.08497761934995651,1.8141091511001974
2.0,1.4,8000,12,42.21340560913086,True,0.08497761934995651,1.7935973566590206
2.0,1.4,8000,13,42.247947692871094,True,0.08497761934995651,1.7950650086808366
2.0,1.4,8000,14,0.9296997785568237,False,0.08497761934995651,0.039501836945970314
2.0,1.4,8000,15,43.34296798706055,True,0.08497761934995651,1.841591117550891
2.0,1.4,8000,16,41.83388900756836,True,0.08497761934995651,1.777472148006737
2.0,1.4,8000,17,1.1979565620422363,False,0.08497761934995651,0.05089974836350386
2.0,1.4,8000,18,43.00395965576172,True,0.08497761934995651,1.8271870570841031
2.0,1.4,8000,19,40.3850212097168,True,0.08497761934995651,1.7159114798996171
2.0,1.4,32000,0,184.0395965576172,True,0.08497761934995651,7.81962339079638
2.0,1.4,32000,1,177.27671813964844,True,0.08497761934995651,7.532276736840288
2.0,1.4,32000,2,177.31700134277344,True,0.08497761934995651,7.5339883221909645
2.0,1.4,32000,3,175.7580108642578,True,0.08497761934995651,7.467748672464211
2.0,1.4,32000,4,117.29622650146484,True,0.08497761934995651,4.98377704341388
2.0,1.4,32000,5,0.3032653331756592,False,0.08497761934995651,0.012885383022319452
2.0,1.4,32000,6,177.5191650390625,True,0.08497761934995651,7.542578017005781
2.0,1.4,32000,7,0.14978113770484924,False,0.08497761934995651,0.006364022252843049
2.0,1.4,32000,8,176.22756958007812,True,0.08497761934995651,7.487699663371927
2.0,1.4,32000,9,174.40921020507812,True,0.08497761934995651,7.41043973796684
2.0,1.4,32000,10,177.33824157714844,True,0.08497761934995651,7.534890794466776
2.0,1.4,32000,11,177.4151153564453,True,0.08497761934995651,7.538157069844317
2.0,1.4,32000,12,179.64154052734375,True,0.08497761934995651,7.632755225186202
2.0,1.4,32000,13,179.65066528320312,True,0.08497761934995651,7.633142925201241
2.0,1.4,32000,14,0.6388188600540161,False,0.08497761934995651,0.02714265296162166
2.0,1.4,32000,15,181.52125549316406,True,0.08497761934995651,7.712622076612149
2.0,1.4,32000,16,178.27078247070312,True,0.08497761934995651,7.574513347007155
2.0,1.4,32000,17,134.19329833984375,True,0.08497761934995651,5.701713512819197
2.0,1.4,32000,18,177.45335388183594,True,0.08497761934995651,7.539781779271891
2.0,1.4,32000,19,173.16229248046875,True,0.08497761934995651,7.357459688085555
2.0,1.6,2000,0,1.4916205406188965,False,0.14640861749649048,0.10919305059069018
2.0,1.6,2000,1,11.77103042602539,True,0.14640861749649048,0.8616901455917514
2.0,1.6,2000,2,13.077786445617676,True,0.14640861749649048,0.957350316708613
2.0,1.6,2000,3,11.450115203857422,True,0.14640861749649048,0.8381977685861557
2.0,1.6,2000,4,1.1853727102279663,False,0.14640861749649048,0.08677438986127228
2.0,1.6,2000,5,0.3931177258491516,False,0.14640861749649048,0.028777911377469323
2.0,1.6,2000,6,13.310859680175781,True,0.14640861749649048,0.9744122817321568
2.0,1.6,2000,7,6.190167427062988,True,0.14640861749649048,0.45314692753404984
2.0,1.6,2000,8,12.983168601989746,True,0.14640861749649048,0.9504238828705809
2.0,1.6,2000,9,11.755635261535645,True,0.14640861749649048,0.860563153217214
2.0,1.6,2000,10,12.834443092346191,True,0.14640861749649048,0.939536534743894
2.0,1.6,2000,11,13.130255699157715,True,0.14640861749649048,0.961191292144548
2.0,1.6,2000,12,12.401090621948242,True,0.14640861749649048,0.9078132667040677
2.0,1.6,2000,13,12.460683822631836,True,0.14640861749649048,0.9121757457662056
2.0,1.6,2000,14,0.7848981618881226,False,0.14640861749649048,0.0574579273787883
2.0,1.6,2000,15,12.939690589904785,True,0.14640861749649048,0.9472411050501535
2.0,1.6,2000,16,12.546850204467773,True,0.14640861749649048,0.9184834961858428
2.0,1.6,2000,17,1.0596587657928467,False,0.14640861749649048,0.07757158745888404
2.0,1.6,2000,18,12.691943168640137,True,0.14640861749649048,0.9291049263323146
2.0,1.6,2000,19,11.862752914428711,True,0.14640861749649048,0.8684046269519854
2.0,1.6,8000,0,1.4752180576324463,False,0.14640861749649048,0.10799231816191224
2.0,1.6,8000,1,32.168975830078125,True,0.14640861749649048,2.3549076387798777
2.0,1.6,8000,2,33.8936653137207,True,0.14640861749649048,2.4811623402353007
2.0,1.6,8000,3,31.107378005981445,True,0.14640861749649048,2.277194103898239
2.0,1.6,8000,4,1.2274549007415771,False,0.14640861749649048,0.08985498752843313
2.0,1.6,8000,5,0.39312294125556946,False,0.14640861749649048,0.028778293167690983
2.0,1.6,8000,6,33.7462158203125,True,0.14640861749649048,2.4703684019950742
2.0,1.6,8000,7,31.46354103088379,True,0.14640861749649048,2.303266771937899
2.0,1.6,8000,8,33.32182312011719,True,0.14640861749649048,2.439301027739475
2.0,1.6,8000,9,31.79285430908203,True,0.14640861749649048,2.32737392283002
2.0,1.6,8000,10,33.178955078125,True,0.14640861749649048,2.4288424714832217
2.0,1.6,8000,11,33.44684982299805,True,0.14640861749649048,2.4484535210989407
2.0,1.6,8000,12,33.15137481689453,True,0.14640861749649048,2.4268234775247493
2.0,1.6,8000,13,33.47030258178711,True,0.14640861749649048,2.4501703640943333
2.0,1.6,8000,14,0.7848823070526123,False,0.14640861749649048,0.05745676673651445
2.0,1.6,8000,15,34.20952224731445,True,0.14640861749649048,2.5042844287223716
2.0,1.6,8000,16,32.88546371459961,True,0.14640861749649048,2.4073576390927656
