a,budget,seed,init_distance_step0,distance_step1_recomputed,logged_first_distance,step1_reproduced,min_distance_logged,min_including_step0,min_at_step0
1.45,8000,29,4.588660135890771,4.586795362954003,4.586795362954003,True,4.5666860656358,4.5666860656358,False
1.3,8000,36,5.3630860089541,5.346429996476367,5.346429996476367,True,4.851336683641406,4.851336683641406,False
1.5,4000,3,5.432519005630747,5.440374320215302,5.440374320215302,True,5.440374320215302,5.432519005630747,True
1.5,32000,33,4.900628629582267,4.910074238352101,4.910074238352101,True,4.910074238352101,4.900628629582267,True
1.45,32000,31,5.283018274690403,5.26589007458642,5.26589007458642,True,4.783720288574993,4.783720288574993,False
1.3,4000,20,5.225932727699516,5.22336472553029,5.22336472553029,True,5.191403284332842,5.191403284332842,False
1.6,32000,21,4.681261208193547,4.689360520047775,4.689360520047775,True,4.689360520047775,4.681261208193547,True
1.6,2000,24,5.490207792997454,5.473077903746857,5.473077903746857,True,5.025790966199847,5.025790966199847,False
1.5,8000,8,4.113123595908522,4.11510286303715,4.11510286303715,True,4.11510286303715,4.113123595908522,True
1.35,4000,28,4.901627185959548,4.902519969656838,4.902519969656838,True,4.862359596331289,4.862359596331289,False
1.35,16000,19,5.624194362658314,5.637273659722107,5.637273659722107,True,5.637273659722107,5.624194362658314,True
1.5,32000,20,5.285345130966248,5.282274086910238,5.282274086910238,True,5.238048754603555,5.238048754603555,False
1.6,4000,11,4.642875660339162,4.637246278290337,4.637246278290337,True,4.5529931530938335,4.5529931530938335,False
1.4,2000,9,5.652392083527807,5.636322642231429,5.636322642231429,True,5.525395194914892,5.525395194914892,False
1.45,2000,8,4.110279580079087,4.112099230712436,4.112099230712436,True,4.112099230712436,4.110279580079087,True
1.35,8000,38,5.35811704208195,5.34823886502125,5.34823886502125,True,5.24361444108455,5.24361444108455,False
1.6,2000,2,5.132007630065108,5.13011631083921,5.13011631083921,True,5.118996978129274,5.118996978129274,False
1.3,4000,1,5.6544697796492915,5.637974509871039,5.637974509871039,True,5.225987821305943,5.225987821305943,False
1.6,8000,27,5.496412710719749,5.491312858081938,5.491312858081938,True,5.48304906072272,5.48304906072272,False
1.45,4000,6,4.950620729583156,4.951952695190006,4.951952695190006,True,4.951952695190006,4.950620729583156,True
