a,budget,seed,init_distance_step0,distance_step1_recomputed,logged_first_distance,step1_reproduced,min_distance_logged,min_including_step0,min_at_step0
1.6,4000,31,5.288853612237656,5.271795958914013,5.271795958914013,True,4.7243485635867675,4.7243485635867675,False
1.4,4000,12,5.540801311632287,5.52503051438905,5.52503051438905,True,5.287559846131992,5.287559846131992,False
1.35,16000,6,4.938822836744412,4.93987480827862,4.93987480827862,True,4.93987480827862,4.938822836744412,True
1.35,8000,7,5.597846019649344,5.596874828993011,5.59687482899301,True,5.593230100714968,5.593230100714968,False
1.4,16000,13,4.514390726914075,4.509008973746849,4.509008973746849,True,4.309684304195019,4.309684304195019,False
1.5,16000,1,5.685348186265022,5.668884670618583,5.668884670618583,True,5.263289855231704,5.263289855231704,False
1.4,2000,11,4.6093007659054095,4.604214928071613,4.604214928071613,True,4.515772714677656,4.515772714677656,False
1.45,8000,1,5.682546845964618,5.666073673920876,5.666073673920876,True,5.2580179102296425,5.2580179102296425,False
1.45,4000,15,5.181381841933973,5.178055625009995,5.178055625009995,True,5.1172451871028075,5.1172451871028075,False
1.3,4000,13,4.472747991369044,4.46764982216127,4.46764982216127,True,4.288492019621599,4.288492019621599,False
1.5,8000,32,5.7731623824299305,5.756446089224883,5.756446089224883,True,5.382824973398852,5.382824973398852,False
1.45,2000,5,5.9161916738361064,5.929587319218599,5.929587319218599,True,5.929587319218599,5.9161916738361064,True
1.35,16000,13,4.495776777495672,4.4905349770817375,4.490534977081737,True,4.301165288437471,4.301165288437471,False
1.35,32000,27,5.429884440307394,5.425246783573651,5.425246783573651,True,5.407932346938974,5.407932346938974,False
1.6,8000,23,5.2451533384262,5.260333617052228,5.260333617052228,True,4.596378269554512,4.596378269554512,False
1.4,4000,2,5.1143343545057895,5.112978801167967,5.112978801167967,True,5.106731660038899,5.106731660038899,False
1.5,4000,13,4.54160175093149,4.535947593194653,4.535947593194653,True,4.317203861046878,4.317203861046878,False
1.5,8000,18,5.416279640401204,5.400284700612519,5.400284700612519,True,4.619439132351411,4.619439132351411,False
1.45,32000,25,6.199581899577284,6.182536547940251,6.182536547940251,True,4.750875514384156,4.750875514384156,False
1.4,32000,33,4.886965944384854,4.896461239984817,4.896461239984817,True,4.881272633273102,4.881272633273102,False
1.5,32000,35,5.222483961395048,5.219032623127191,5.219032623127191,True,5.168882907772258,5.168882907772258,False
1.45,16000,26,4.844773456228508,4.845843243416589,4.845843243416589,True,4.845843243416589,4.844773456228508,True
1.45,32000,0,4.4357721560071415,4.44434193109745,4.44434193109745,True,4.44434193109745,4.4357721560071415,True
1.3,8000,25,6.176556597414344,6.159500122342157,6.159500122342157,True,4.7413102637245546,4.7413102637245546,False
1.6,32000,23,5.2451533384262,5.260333617052228,5.260333617052228,True,4.596378269554512,4.596378269554512,False
1.4,8000,33,4.886965944384854,4.896461239984817,4.896461239984817,True,4.748038543925756,4.748038543925756,False
1.35,8000,28,4.901627185959548,4.902519969656838,4.902519969656838,True,4.862234710621156,4.862234710621156,False
1.35,8000,32,5.756647902180555,5.739922473125474,5.739922473125474,True,5.361774765513829,5.361774765513829,False
1.3,32000,4,4.7958860758423265,4.804764867955381,4.804764867955381,True,4.701053009446291,4.701053009446291,False
1.35,2000,29,4.5910665018982755,4.58889098107261,4.58889098107261,True,4.560526137735256,4.560526137735256,False
1.5,16000,8,4.113123595908522,4.11510286303715,4.11510286303715,True,4.11510286303715,4.113123595908522,True
1.35,8000,35,5.176500473618337,5.173426465305522,5.173426465305522,True,5.130698863633612,5.130698863633612,False
1.6,2000,33,4.905144978864678,4.914530259723471,4.914530259723471,True,4.914530259723471,4.905144978864678,True
1.3,16000,4,4.7958860758423265,4.804764867955381,4.804764867955381,True,4.804764867955381,4.7958860758423265,True
1.35,4000,7,5.597846019649344,5.596874828993011,5.59687482899301,True,5.593230100714968,5.593230100714968,False
1.6,16000,21,4.681261208193547,4.689360520047775,4.689360520047775,True,4.689360520047775,4.681261208193547,True
1.4,8000,30,5.1884502344019285,5.177987071592812,5.177987071592812,True,4.680408622923097,4.680408622923097,False
1.5,16000,21,4.66820702142586,4.676375445260395,4.676375445260395,True,4.676375445260395,4.66820702142586,True
1.3,2000,18,5.395755892037139,5.379715742186541,5.37971574218654,True,4.607262729546804,4.607262729546804,False
1.6,32000,33,4.905144978864678,4.914530259723471,4.914530259723471,True,4.914530259723471,4.905144978864678,True
1.3,4000,31,5.2515914937097605,5.234387119051137,5.234387119051137,True,4.758313951669967,4.758313951669967,False
1.6,8000,13,4.559055352766522,4.5531352985905915,4.5531352985905915,True,4.315961640953331,4.315961640953331,False
1.5,2000,6,4.952023149068901,4.953489556693552,4.953489556693552,True,4.953489556693552,4.952023149068901,True
1.3,4000,3,5.355094532344581,5.363047394525775,5.363047394525775,True,5.363047394525775,5.355094532344581,True
1.4,2000,4,4.826658329895804,4.835504373197885,4.835504373197885,True,4.835504373197885,4.826658329895804,True
1.5,2000,18,5.416279640401204,5.400284700612519,5.400284700612519,True,4.644415151085851,4.644415151085851,False
1.45,8000,28,4.904638624407157,4.905811045339136,4.905811045339136,True,4.877303075227172,4.877303075227172,False
1.35,4000,14,5.954365887484657,5.9523816576069075,5.9523816576069075,True,5.930887929049793,5.930887929049793,False
1.4,8000,31,5.276137138283947,5.258984608018571,5.258984608018571,True,4.772451381466943,4.772451381466943,False
1.45,32000,6,4.950620729583156,4.951952695190006,4.951952695190006,True,4.951952695190006,4.950620729583156,True
1.4,8000,6,4.9464165282143115,4.947610678195732,4.947610678195732,True,4.947610678195732,4.9464165282143115,True
1.45,8000,7,5.616269519345497,5.615046754451699,5.615046754451699,True,5.6094912129400045,5.6094912129400045,False
1.3,32000,25,6.176556597414344,6.159500122342157,6.159500122342157,True,4.7413102637245546,4.7413102637245546,False
1.4,8000,0,4.426791570387693,4.435380972383588,4.435380972383588,True,4.435380972383588,4.426791570387693,True
1.6,4000,30,5.167938974929242,5.157547757927924,5.157547757927924,True,4.687036580468807,4.687036580468807,False
1.3,8000,37,4.2935892958466235,4.290843593896492,4.290843593896492,True,4.260516808500979,4.260516808500979,False
1.3,4000,5,5.88557248261353,5.899060964333391,5.899060964333391,True,5.899060964333391,5.88557248261353,True
1.5,16000,16,4.483210796246572,4.48504720340954,4.48504720340954,True,4.48504720340954,4.483210796246572,True
1.5,4000,10,5.2550650132142085,5.238730255061094,5.238730255061094,True,4.804068964186202,4.804068964186202,False
1.5,16000,30,5.182672378142228,5.172243895558839,5.172243895558839,True,4.689489760588005,4.689489760588005,False
1.35,2000,33,4.875478644616853,4.884994080567392,4.884994080567392,True,4.884994080567392,4.875478644616853,True
1.35,2000,20,5.246747142595932,5.244047843925851,5.244047843925851,True,5.208939651007536,5.208939651007536,False
1.35,32000,2,5.1025412915776185,5.101331328469387,5.101331328469387,True,5.096289070087133,5.096289070087133,False
1.3,8000,6,4.927057551059251,4.927961596785991,4.927961596785991,True,4.927961596785991,4.927057551059251,True
1.4,8000,24,5.4757385385248885,5.458546124886569,5.458546124886569,True,5.058297361186336,5.058297361186336,False
1.5,2000,16,4.483210796246572,4.48504720340954,4.48504720340954,True,4.48504720340954,4.483210796246572,True
1.45,16000,8,4.110279580079087,4.112099230712436,4.112099230712436,True,4.112099230712436,4.110279580079087,True
1.6,32000,11,4.642875660339162,4.637246278290337,4.637246278290337,True,4.5529931530938335,4.5529931530938335,False
1.5,32000,8,4.113123595908522,4.11510286303715,4.11510286303715,True,4.11510286303715,4.113123595908522,True
1.5,8000,29,4.583421111108412,4.581702667937996,4.581702667937996,True,4.565065433146469,4.565065433146469,False
1.35,8000,23,5.202664578995778,5.218014328285512,5.218014328285512,True,4.601815428402835,4.601815428402835,False
1.6,16000,12,5.557374067732083,5.541701329948889,5.541701329948889,True,5.307127219450288,5.307127219450288,False
1.3,4000,29,4.587040722503218,4.584697002970402,4.584697002970402,True,4.550961814604714,4.550961814604714,False
1.45,16000,37,4.338505268270255,4.335217896580543,4.335217896580543,True,4.298172569997214,4.298172569997214,False
1.4,4000,7,5.608818561566615,5.607719339346934,5.607719339346934,True,5.603126307671178,5.603126307671178,False
1.5,2000,19,5.649509679765809,5.662461406451332,5.662461406451332,True,5.662461406451332,5.649509679765809,True
1.4,4000,18,5.412714089431145,5.396696614091343,5.396696614091343,True,4.5948207145062305,4.5948207145062305,False
1.45,8000,23,5.227981752104387,5.243263615407436,5.243263615407436,True,4.607274763617494,4.607274763617494,False
1.5,16000,15,5.189189201261068,5.185736826475296,5.185736826475296,True,5.120395438087898,5.120395438087898,False
1.6,4000,22,4.295004102708948,4.3038253711226435,4.3038253711226435,True,4.3038253711226435,4.295004102708948,True
1.45,32000,20,5.275697178375752,5.272747262317398,5.272747262317398,True,5.2317705758581035,5.2317705758581035,False
1.35,4000,33,4.875478644616853,4.884994080567392,4.884994080567392,True,4.884994080567392,4.875478644616853,True
1.35,8000,6,4.938822836744412,4.93987480827862,4.93987480827862,True,4.93987480827862,4.938822836744412,True
1.5,16000,31,5.287146008678678,5.270041564952709,5.270041564952709,True,4.735925861788144,4.735925861788144,False
1.3,16000,21,4.611349999245264,4.619600546783882,4.619600546783882,True,4.619600546783882,4.611349999245264,True
1.6,4000,0,4.4489349669511125,4.45741842386493,4.45741842386493,True,4.45741842386493,4.4489349669511125,True
1.4,2000,3,5.4009969608436075,5.408909997065626,5.408909997065626,True,5.408909997065626,5.4009969608436075,True
1.45,2000,10,5.253006389210679,5.236654804181916,5.236654804181916,True,4.8049621834433935,4.8049621834433935,False
1.5,8000,39,5.145435930522375,5.137699543005529,5.137699543005529,True,4.737113280911767,4.737113280911767,False
1.4,16000,9,5.652392083527807,5.636322642231429,5.636322642231429,True,5.525395194914892,5.525395194914892,False
1.35,16000,28,4.901627185959548,4.902519969656838,4.902519969656838,True,4.8636394000364165,4.8636394000364165,False
1.5,4000,16,4.483210796246572,4.48504720340954,4.48504720340954,True,4.48504720340954,4.483210796246572,True
1.4,8000,13,4.514390726914075,4.509008973746849,4.509008973746849,True,4.310284592088126,4.310284592088126,False
1.6,32000,4,4.8526178870907,4.861350021998732,4.861350021998732,True,4.706752446657702,4.706752446657702,False
1.6,16000,22,4.295004102708948,4.3038253711226435,4.3038253711226435,True,4.3038253711226435,4.295004102708948,True
1.45,2000,27,5.465569514187737,5.4607532542065735,5.4607532542065735,True,5.4467941603999135,5.4467941603999135,False
1.3,4000,28,4.8945916584654325,4.895337586839773,4.895337586839772,True,4.849014234888228,4.849014234888228,False
1.3,16000,1,5.6544697796492915,5.637974509871039,5.637974509871039,True,5.22447473741374,5.22447473741374,False
1.6,32000,36,5.399055671654767,5.382535565716445,5.382535565716445,True,4.879497549918655,4.879497549918655,False
1.35,16000,5,5.899920594524315,5.913375602906015,5.913375602906015,True,5.913375602906015,5.899920594524315,True
1.4,4000,5,5.909848762926129,5.9232731520842155,5.9232731520842155,True,5.9232731520842155,5.909848762926129,True
1.5,2000,26,4.848254285250167,4.849450305314386,4.849450305314387,True,4.849450305314387,4.848254285250167,True
1.4,16000,25,6.19549603041725,6.178445918041492,6.178445918041492,True,4.750968283982857,4.750968283982857,False
1.4,32000,7,5.608818561566615,5.607719339346934,5.607719339346934,True,5.603126307671178,5.603126307671178,False
1.45,16000,29,4.588660135890771,4.586795362954003,4.586795362954003,True,4.5666860656358,4.5666860656358,False
1.45,32000,22,4.2722608163864795,4.281192471341813,4.281192471341813,True,4.281192471341813,4.2722608163864795,True
1.6,16000,13,4.559055352766522,4.5531352985905915,4.5531352985905915,True,4.315348235612566,4.315348235612566,False
1.45,32000,4,4.836751053282206,4.84557387110786,4.84557387110786,True,4.717836694447574,4.717836694447574,False
1.35,2000,18,5.406262750172397,5.390234036864727,5.390234036864727,True,4.622526542978661,4.622526542978661,False
1.35,16000,29,4.5910665018982755,4.58889098107261,4.58889098107261,True,4.560483021498192,4.560483021498192,False
1.5,2000,29,4.583421111108412,4.581702667937996,4.581702667937996,True,4.564909959252053,4.564909959252053,False
1.5,32000,12,5.553952040822659,5.538230353978742,5.538230353978742,True,5.302656314372242,5.302656314372242,False
1.45,2000,36,5.393510875411452,5.376923155589905,5.376923155589906,True,4.879679639587294,4.879679639587294,False
1.4,16000,14,5.966412851072296,5.9643133821005785,5.9643133821005785,True,5.940711673657601,5.940711673657601,False
1.6,32000,0,4.4489349669511125,4.45741842386493,4.45741842386493,True,4.45741842386493,4.4489349669511125,True
1.4,2000,16,4.4677204223417215,4.480199707278287,4.480199707278287,True,4.480199707278287,4.4677204223417215,True
1.35,2000,11,4.593481610004228,4.588537033596474,4.588537033596474,True,4.501210096966974,4.501210096966974,False
1.3,4000,34,5.44147203104369,5.4402016848951495,5.4402016848951495,True,5.437978819973506,5.437978819973506,False
1.35,32000,1,5.667805897913109,5.651316569436847,5.651316569436847,True,5.240286596700523,5.240286596700523,False
1.4,8000,4,4.826658329895804,4.835504373197885,4.835504373197885,True,4.835504373197885,4.826658329895804,True
1.6,32000,34,5.513965850196889,5.512050482101658,5.512050482101658,True,5.509207858350161,5.509207858350161,False
1.3,2000,2,5.086429493088946,5.085372809893849,5.085372809893849,True,5.081353399631789,5.081353399631789,False
1.6,2000,12,5.557374067732083,5.541701329948889,5.541701329948889,True,5.306091349942335,5.306091349942335,False
1.4,4000,9,5.652392083527807,5.636322642231429,5.636322642231429,True,5.525395194914892,5.525395194914892,False
1.3,16000,11,4.573279266186016,4.568479708083634,4.568479708083634,True,4.483975317571565,4.483975317571565,False
1.45,2000,26,4.844773456228508,4.845843243416589,4.845843243416589,True,4.845843243416589,4.844773456228508,True
1.3,4000,7,5.582535690754617,5.58169842651043,5.58169842651043,True,5.578977903822284,5.578977903822284,False
1.45,4000,3,5.418210662415035,5.426096735200866,5.426096735200866,True,5.426096735200866,5.418210662415035,True
1.45,4000,25,6.199581899577284,6.182536547940251,6.182536547940251,True,4.750875514384156,4.750875514384156,False
1.5,16000,29,4.583421111108412,4.581702667937996,4.581702667937996,True,4.5651283625298635,4.5651283625298635,False
1.35,16000,37,4.312706581084096,4.309770087603418,4.309770087603418,True,4.2771232867975435,4.2771232867975435,False
1.3,2000,27,5.405304836256203,5.400750486862613,5.400750486862613,True,5.38189830695293,5.38189830695293,False
1.45,8000,39,5.1392059208755025,5.131592693630568,5.131592693630568,True,4.737484146929953,4.737484146929953,False
1.6,32000,12,5.557374067732083,5.541701329948889,5.541701329948889,True,5.307127219450288,5.307127219450288,False
1.6,16000,23,5.2451533384262,5.260333617052228,5.260333617052228,True,4.596378269554512,4.596378269554512,False
1.6,2000,34,5.513965850196889,5.512050482101658,5.512050482101658,True,5.509207858350161,5.509207858350161,False
1.6,16000,38,5.350790471869021,5.3606336184093655,5.3606336184093655,True,5.1479889254854925,5.1479889254854925,False
1.45,16000,17,4.452104520039714,4.447153690305699,4.447153690305699,True,4.358138744829133,4.358138744829133,False
1.5,2000,24,5.487629407413545,5.470466310167841,5.470466310167841,True,5.037637153671431,5.037637153671431,False
1.3,4000,23,5.183906966309225,5.199291535789696,5.199291535789696,True,4.593828630653499,4.593828630653499,False
1.3,8000,13,4.472747991369044,4.46764982216127,4.46764982216127,True,4.28911142025466,4.28911142025466,False
1.5,4000,23,5.23599155717676,5.251239732905228,5.251239732905228,True,4.605787734475117,4.605787734475117,False
1.5,16000,23,5.23599155717676,5.251239732905228,5.251239732905228,True,4.605787734475117,4.605787734475117,False
1.45,2000,28,4.904638624407157,4.905811045339136,4.905811045339136,True,4.87732152651321,4.87732152651321,False
1.5,32000,6,4.952023149068901,4.953489556693552,4.953489556693552,True,4.953489556693552,4.952023149068901,True
1.4,16000,18,5.412714089431145,5.396696614091343,5.396696614091343,True,4.661838369910542,4.661838369910542,False
1.35,32000,3,5.380242364755303,5.388177945881493,5.388177945881493,True,5.388177945881493,5.380242364755303,True
