a,eps,budget,seed,w2_abs,solved
1.2,0.19999999999999996,16000,11,38.23929923046473,True
1.2,0.19999999999999996,16000,12,41.911259745869586,True
1.2,0.19999999999999996,16000,13,36.22982407574968,True
1.2,0.19999999999999996,16000,14,34.54345758490731,True
1.2,0.19999999999999996,16000,15,39.40063443944325,True
1.2,0.19999999999999996,16000,16,39.68801219939881,True
1.2,0.19999999999999996,16000,17,1.0347461997598657,False
1.2,0.19999999999999996,16000,18,39.97180903789645,True
1.2,0.19999999999999996,16000,19,41.863738758996405,True
1.2,0.19999999999999996,16000,20,38.12633880502729,True
1.2,0.19999999999999996,16000,21,26.081739149499167,True
1.2,0.19999999999999996,16000,22,36.3795967055583,True
1.2,0.19999999999999996,16000,23,40.94900596469205,True
1.2,0.19999999999999996,16000,24,40.89216537454876,True
1.2,0.19999999999999996,16000,25,35.602399300608596,True
1.2,0.19999999999999996,16000,26,41.00818085642653,True
1.2,0.19999999999999996,16000,27,37.6419895117706,True
1.2,0.19999999999999996,16000,28,39.12750185891842,True
1.2,0.19999999999999996,16000,29,30.11355401797582,True
1.2,0.19999999999999996,32000,0,77.69959968319262,True
1.2,0.19999999999999996,32000,1,81.68515932251775,True
1.2,0.19999999999999996,32000,2,84.23760076255803,True
1.2,0.19999999999999996,32000,3,80.78730818590564,True
1.2,0.19999999999999996,32000,4,16.789603620135725,True
1.2,0.19999999999999996,32000,5,82.85834347599851,True
1.2,0.19999999999999996,32000,6,78.88263165655431,True
1.2,0.19999999999999996,32000,7,84.3959715673062,True
1.2,0.19999999999999996,32000,8,0.9189902283391613,False
1.2,0.19999999999999996,32000,9,81.94971133661117,True
1.2,0.19999999999999996,32000,10,83.81671881806527,True
1.2,0.19999999999999996,32000,11,80.21487343338283,True
1.2,0.19999999999999996,32000,12,83.83132745644185,True
1.2,0.19999999999999996,32000,13,78.30015592126382,True
1.2,0.19999999999999996,32000,14,76.71897766471281,True
1.2,0.19999999999999996,32000,15,81.39246081940183,True
1.2,0.19999999999999996,32000,16,81.64759920399064,True
1.2,0.19999999999999996,32000,17,0.941328504672334,False
1.2,0.19999999999999996,32000,18,81.71160586297015,True
1.2,0.19999999999999996,32000,19,83.69615193683958,True
1.2,0.19999999999999996,32000,20,80.24364516351694,True
1.2,0.19999999999999996,32000,21,68.62684060954182,True
1.2,0.19999999999999996,32000,22,78.4474525475294,True
1.2,0.19999999999999996,32000,23,82.76369156172389,True
1.2,0.19999999999999996,32000,24,82.96235279065651,True
1.2,0.19999999999999996,32000,25,77.75141848079816,True
1.2,0.19999999999999996,32000,26,82.7498745259041,True
1.2,0.19999999999999996,32000,27,79.58018470561719,True
1.2,0.19999999999999996,32000,28,81.08288571780248,True
1.2,0.19999999999999996,32000,29,72.49237302855025,True
1.3,0.30000000000000004,1000,0,0.37129770462628126,False
1.3,0.30000000000000004,1000,1,1.9830602739902572,False
1.3,0.30000000000000004,1000,2,2.8893654091381946,False
1.3,0.30000000000000004,1000,3,1.746233119215659,False
1.3,0.30000000000000004,1000,4,0.675005639439721,False
1.3,0.30000000000000004,1000,5,2.2627638177798617,False
1.3,0.30000000000000004,1000,6,0.7720769680724108,False
1.3,0.30000000000000004,1000,7,3.007980043042147,False
1.3,0.30000000000000004,1000,8,0.6508324456849964,False
1.3,0.30000000000000004,1000,9,2.110789934050768,False
1.3,0.30000000000000004,1000,10,2.761753929455189,False
1.3,0.30000000000000004,1000,11,0.48245286012066957,False
1.3,0.30000000000000004,1000,12,2.6824830698859876,False
1.3,0.30000000000000004,1000,13,0.4373365453229187,False
1.3,0.30000000000000004,1000,14,0.501488348704152,False
1.3,0.30000000000000004,1000,15,0.14059881010250566,False
1.3,0.30000000000000004,1000,16,0.33813749906762297,False
1.3,0.30000000000000004,1000,17,0.8519598569770079,False
1.3,0.30000000000000004,1000,18,2.0921622538549927,False
1.3,0.30000000000000004,1000,19,2.4137606481177194,False
1.3,0.30000000000000004,1000,20,1.513396731453423,False
1.3,0.30000000000000004,1000,21,0.8813994233433037,False
1.3,0.30000000000000004,1000,22,1.0918784337430727,False
1.3,0.30000000000000004,1000,23,0.46566622001730074,False
1.3,0.30000000000000004,1000,24,0.40856120495877457,False
1.3,0.30000000000000004,1000,25,0.3322149248584797,False
1.3,0.30000000000000004,1000,26,0.4196982999298894,False
1.3,0.30000000000000004,1000,27,1.674592596836074,False
1.3,0.30000000000000004,1000,28,1.5950247021640773,False
1.3,0.30000000000000004,1000,29,0.3338541303801177,False
1.3,0.30000000000000004,2000,0,0.1637116871445903,False
1.3,0.30000000000000004,2000,1,3.9361734994408843,False
1.3,0.30000000000000004,2000,2,5.385995541955019,False
1.3,0.30000000000000004,2000,3,3.4606397017699657,False
1.3,0.30000000000000004,2000,4,0.675607086589441,False
1.3,0.30000000000000004,2000,5,4.405848507148599,False
1.3,0.30000000000000004,2000,6,0.7371330740426192,False
1.3,0.30000000000000004,2000,7,5.460117884063375,False
1.3,0.30000000000000004,2000,8,0.6512609715307273,False
1.3,0.30000000000000004,2000,9,4.11850266173493,False
1.3,0.30000000000000004,2000,10,5.12613791284384,False
1.3,0.30000000000000004,2000,11,0.4990555193346196,False
1.3,0.30000000000000004,2000,12,5.0194809388064066,False
1.3,0.30000000000000004,2000,13,0.5852799173410834,False
1.3,0.30000000000000004,2000,14,0.4957189541026053,False
1.3,0.30000000000000004,2000,15,3.1698517215264728,False
1.3,0.30000000000000004,2000,16,0.3276604023168537,False
1.3,0.30000000000000004,2000,17,0.8541438042035332,False
1.3,0.30000000000000004,2000,18,4.123419768847689,False
1.3,0.30000000000000004,2000,19,4.676120404613243,False
1.3,0.30000000000000004,2000,20,3.1057306370305824,False
1.3,0.30000000000000004,2000,21,0.9771671429992461,False
1.3,0.30000000000000004,2000,22,2.4850830346853434,False
1.3,0.30000000000000004,2000,23,3.228713306766369,False
1.3,0.30000000000000004,2000,24,3.5849544689827892,False
1.3,0.30000000000000004,2000,25,1.746467452340854,False
1.3,0.30000000000000004,2000,26,0.3551409243508414,False
1.3,0.30000000000000004,2000,27,3.164488585267512,False
1.3,0.30000000000000004,2000,28,3.4686139771342064,False
1.3,0.30000000000000004,2000,29,0.3514176988582521,False
1.3,0.30000000000000004,4000,0,4.883156584384038,False
1.3,0.30000000000000004,4000,1,8.425687260793953,True
1.3,0.30000000000000004,4000,2,10.315445906474892,True
1.3,0.30000000000000004,4000,3,7.690152050433921,False
1.3,0.30000000000000004,4000,4,0.6785023794826095,False
1.3,0.30000000000000004,4000,5,9.178015077360392,True
1.3,0.30000000000000004,4000,6,3.491550259543551,False
1.3,0.30000000000000004,4000,7,10.366820283942998,True
1.3,0.30000000000000004,4000,8,0.6533278945711852,False
1.3,0.30000000000000004,4000,9,8.654988511469973,True
1.3,0.30000000000000004,4000,10,9.949042942814387,True
1.3,0.30000000000000004,4000,11,5.88074557414389,False
1.3,0.30000000000000004,4000,12,9.85680180206369,True
1.3,0.30000000000000004,4000,13,4.961941302282516,False
1.3,0.30000000000000004,4000,14,3.0160243584571202,False
1.3,0.30000000000000004,4000,15,7.93573888344192,True
1.3,0.30000000000000004,4000,16,6.246814196256312,False
1.3,0.30000000000000004,4000,17,0.8645975324118892,False
1.3,0.30000000000000004,4000,18,8.645735167358998,False
1.3,0.30000000000000004,4000,19,9.569416141855243,True
1.3,0.30000000000000004,4000,20,7.136859786665071,False
1.3,0.30000000000000004,4000,21,1.2491199463067721,False
1.3,0.30000000000000004,4000,22,6.0827841957508735,False
1.3,0.30000000000000004,4000,23,8.937409800036617,True
1.3,0.30000000000000004,4000,24,8.860747033563444,True
1.3,0.30000000000000004,4000,25,5.322702950203877,False
1.3,0.30000000000000004,4000,26,7.912389981673836,False
1.3,0.30000000000000004,4000,27,6.996472694232199,False
1.3,0.30000000000000004,4000,28,7.829653015128005,False
1.3,0.30000000000000004,4000,29,0.411696229061095,False
1.3,0.30000000000000004,8000,0,14.235412155145704,True
1.3,0.30000000000000004,8000,1,18.03558464600548,True
1.3,0.30000000000000004,8000,2,19.98807641143761,True
1.3,0.30000000000000004,8000,3,17.281397159243195,True
1.3,0.30000000000000004,8000,4,0.7015390978572122,False
1.3,0.30000000000000004,8000,5,18.98224831932925,True
1.3,0.30000000000000004,8000,6,14.448076415186748,True
1.3,0.30000000000000004,8000,7,20.0251009342918,True
1.3,0.30000000000000004,8000,8,0.6742707108278158,False
1.3,0.30000000000000004,8000,9,18.24958331210733,True
1.3,0.30000000000000004,8000,10,19.58052898230069,True
1.3,0.30000000000000004,8000,11,16.388951116531654,True
1.3,0.30000000000000004,8000,12,19.561524440489684,True
1.3,0.30000000000000004,8000,13,14.846662187030786,True
1.3,0.30000000000000004,8000,14,13.57231236129228,True
1.3,0.30000000000000004,8000,15,17.579195083598528,True
1.3,0.30000000000000004,8000,16,16.843768143691058,True
1.3,0.30000000000000004,8000,17,0.9372433064189823,False
1.3,0.30000000000000004,8000,18,18.1782453036955,True
1.3,0.30000000000000004,8000,19,19.47624067857596,True
1.3,0.30000000000000004,8000,20,16.6522679302891,True
1.3,0.30000000000000004,8000,21,3.936524571591037,False
1.3,0.30000000000000004,8000,22,15.310691301043972,True
1.3,0.30000000000000004,8000,23,18.68077392991509,True
1.3,0.30000000000000004,8000,24,18.685557919963273,True
1.3,0.30000000000000004,8000,25,14.522050231578556,True
1.3,0.30000000000000004,8000,26,18.232973468638477,True
1.3,0.30000000000000004,8000,27,16.294313424582057,True
1.3,0.30000000000000004,8000,28,17.486441328454532,True
1.3,0.30000000000000004,8000,29,8.522016632340486,True
1.3,0.30000000000000004,16000,0,33.45399765445129,True
1.3,0.30000000000000004,16000,1,37.24905535729838,True
1.3,0.30000000000000004,16000,2,39.357904277820374,True
1.3,0.30000000000000004,16000,3,36.46675999373675,True
1.3,0.30000000000000004,16000,4,0.6474587050827115,False
1.3,0.30000000000000004,16000,5,38.36748282165603,True
1.3,0.30000000000000004,16000,6,33.66648466577953,True
1.3,0.30000000000000004,16000,7,39.37490771502719,True
1.3,0.30000000000000004,16000,8,0.7937853608594321,False
1.3,0.30000000000000004,16000,9,37.468700174206134,True
1.3,0.30000000000000004,16000,10,38.77922137078518,True
1.3,0.30000000000000004,16000,11,35.95752303630223,True
1.3,0.30000000000000004,16000,12,38.90878810413111,True
1.3,0.30000000000000004,16000,13,34.26820228861676,True
1.3,0.30000000000000004,16000,14,32.96406215888683,True
1.3,0.30000000000000004,16000,15,36.605331157044255,True
1.3,0.30000000000000004,16000,16,36.35318872067806,True
1.3,0.30000000000000004,16000,17,1.0068439282860009,False
1.3,0.30000000000000004,16000,18,37.42834490874162,True
1.3,0.30000000000000004,16000,19,39.00991622785517,True
1.3,0.30000000000000004,16000,20,35.95285721272032,True
1.3,0.30000000000000004,16000,21,24.322876464014477,True
1.3,0.30000000000000004,16000,22,34.539313133145505,True
1.3,0.30000000000000004,16000,23,37.779695163102446,True
1.3,0.30000000000000004,16000,24,37.73335114331727,True
1.3,0.30000000000000004,16000,25,33.71577708550455,True
1.3,0.30000000000000004,16000,26,37.726857126613496,True
1.3,0.30000000000000004,16000,27,35.57589187238696,True
1.3,0.30000000000000004,16000,28,36.8847294274901,True
1.3,0.30000000000000004,16000,29,27.941109213327522,True
1.3,0.30000000000000004,32000,0,72.70713042826148,True
1.3,0.30000000000000004,32000,1,76.35954381463239,True
1.3,0.30000000000000004,32000,2,78.57623452411757,True
1.3,0.30000000000000004,32000,3,75.50426634776402,True
1.3,0.30000000000000004,32000,4,15.684425680378787,True
1.3,0.30000000000000004,32000,5,77.52075691207048,True
1.3,0.30000000000000004,32000,6,72.82683654186357,True
1.3,0.30000000000000004,32000,7,78.5982261558346,True
1.3,0.30000000000000004,32000,8,0.8998028360169807,False
1.3,0.30000000000000004,32000,9,76.578213272302,True
1.3,0.30000000000000004,32000,10,77.79475762867489,True
1.3,0.30000000000000004,32000,11,75.33829974774201,True
1.3,0.30000000000000004,32000,12,78.04684880960532,True
1.3,0.30000000000000004,32000,13,73.672488854624,True
1.3,0.30000000000000004,32000,14,72.2967691324616,True
1.3,0.30000000000000004,32000,15,75.52654312690576,True
1.3,0.30000000000000004,32000,16,75.64367806236608,True
1.3,0.30000000000000004,32000,17,0.9096632954511521,False
1.3,0.30000000000000004,32000,18,76.60041341965356,True
1.3,0.30000000000000004,32000,19,78.283594206129,True
1.3,0.30000000000000004,32000,20,75.11444665618757,True
1.3,0.30000000000000004,32000,21,63.69077952492734,True
1.3,0.30000000000000004,32000,22,73.81530978106217,True
1.3,0.30000000000000004,32000,23,76.76039467860585,True
1.3,0.30000000000000004,32000,24,76.49519502418936,True
1.3,0.30000000000000004,32000,25,72.78240028314923,True
1.3,0.30000000000000004,32000,26,76.93220993137118,True
1.3,0.30000000000000004,32000,27,74.91208886168974,True
1.3,0.30000000000000004,32000,28,76.08450548309152,True
1.3,0.30000000000000004,32000,29,67.02861414139376,True
1.45,0.44999999999999996,1000,0,0.3725043694163931,False
1.45,0.44999999999999996,1000,1,2.2305050235562995,False
1.45,0.44999999999999996,1000,2,3.03385506879603,False
1.45,0.44999999999999996,1000,3,1.9890583028041628,False
1.45,0.44999999999999996,1000,4,0.6678909523927178,False
1.45,0.44999999999999996,1000,5,2.462875229885776,False
1.45,0.44999999999999996,1000,6,0.7736682572995303,False
1.45,0.44999999999999996,1000,7,3.1011077524164694,False
1.45,0.44999999999999996,1000,8,0.6404443014076626,False
1.45,0.44999999999999996,1000,9,2.365808156514983,False
1.45,0.44999999999999996,1000,10,2.950807643619449,False
1.45,0.44999999999999996,1000,11,0.4796445191769908,False
1.45,0.44999999999999996,1000,12,2.8710163247352756,False
1.45,0.44999999999999996,1000,13,0.4145289948433663,False
1.45,0.44999999999999996,1000,14,0.47824818056041923,False
1.45,0.44999999999999996,1000,15,0.19280103508552487,False
1.45,0.44999999999999996,1000,16,0.34316564638211683,False
1.45,0.44999999999999996,1000,17,0.8375974320995561,False
1.45,0.44999999999999996,1000,18,2.34083749280348,False
1.45,0.44999999999999996,1000,19,2.6229868155099,False
1.45,0.44999999999999996,1000,20,1.7029526106336248,False
1.45,0.44999999999999996,1000,21,0.8685706638478946,False
1.45,0.44999999999999996,1000,22,1.2303485364094846,False
1.45,0.44999999999999996,1000,23,0.46187359795212635,False
1.45,0.44999999999999996,1000,24,0.43415647277257013,False
1.45,0.44999999999999996,1000,25,0.3474070621784742,False
1.45,0.44999999999999996,1000,26,0.42124927201670803,False
1.45,0.44999999999999996,1000,27,1.8516373802621968,False
1.45,0.44999999999999996,1000,28,1.7813558165459547,False
1.45,0.44999999999999996,1000,29,0.33008544033749093,False
1.45,0.44999999999999996,2000,0,0.27263259991407757,False
1.45,0.44999999999999996,2000,1,4.331080693127669,False
1.45,0.44999999999999996,2000,2,5.466715042984306,True
1.45,0.44999999999999996,2000,3,3.9224632250065774,False
1.45,0.44999999999999996,2000,4,0.6684432732283823,False
1.45,0.44999999999999996,2000,5,4.661251377736609,True
1.45,0.44999999999999996,2000,6,0.7453528604603018,False
1.45,0.44999999999999996,2000,7,5.4655067805258275,True
1.45,0.44999999999999996,2000,8,0.6408173696287873,False
1.45,0.44999999999999996,2000,9,4.492860496276299,False
1.45,0.44999999999999996,2000,10,5.293869765927451,True
1.45,0.44999999999999996,2000,11,0.49000825844251206,False
1.45,0.44999999999999996,2000,12,5.196607578578723,True
1.45,0.44999999999999996,2000,13,0.5456674421218268,False
1.45,0.44999999999999996,2000,14,0.47023519748513537,False
1.45,0.44999999999999996,2000,15,3.3788249631124025,False
1.45,0.44999999999999996,2000,16,0.3382690218348816,False
1.45,0.44999999999999996,2000,17,0.8397717585821258,False
1.45,0.44999999999999996,2000,18,4.4942019245072276,False
1.45,0.44999999999999996,2000,19,4.923222363336747,True
1.45,0.44999999999999996,2000,20,3.520754237374006,False
1.45,0.44999999999999996,2000,21,0.9577720294416829,False
1.45,0.44999999999999996,2000,22,2.8967095578467443,False
1.45,0.44999999999999996,2000,23,3.609595778715709,False
1.45,0.44999999999999996,2000,24,3.7065063596735737,False
1.45,0.44999999999999996,2000,25,1.932891627255426,False
1.45,0.44999999999999996,2000,26,0.381299158163746,False
1.45,0.44999999999999996,2000,27,3.536387763283027,False
1.45,0.44999999999999996,2000,28,3.886911473305611,False
1.45,0.44999999999999996,2000,29,0.3464125823558066,False
1.45,0.44999999999999996,4000,0,5.202593884429606,False
1.45,0.44999999999999996,4000,1,8.50741154267098,True
1.45,0.44999999999999996,4000,2,9.82435218257479,True
1.45,0.44999999999999996,4000,3,7.998745623661996,True
1.45,0.44999999999999996,4000,4,0.6711026070799406,False
1.45,0.44999999999999996,4000,5,8.960246515132226,True
1.45,0.44999999999999996,4000,6,2.680069930394322,False
1.45,0.44999999999999996,4000,7,9.787577419227096,True
1.45,0.44999999999999996,4000,8,0.6426172008556555,False
1.45,0.44999999999999996,4000,9,8.676455684787706,True
1.45,0.44999999999999996,4000,10,9.59403546788329,True
1.45,0.44999999999999996,4000,11,6.421887440343639,True
1.45,0.44999999999999996,4000,12,9.523254585468322,True
1.45,0.44999999999999996,4000,13,5.523024912124885,True
1.45,0.44999999999999996,4000,14,4.756753459479697,False
1.45,0.44999999999999996,4000,15,7.946192678810478,True
1.45,0.44999999999999996,4000,16,4.283114998963723,False
1.45,0.44999999999999996,4000,17,0.8501774131247014,False
1.45,0.44999999999999996,4000,18,8.67357749596155,True
1.45,0.44999999999999996,4000,19,9.311557901662724,True
1.45,0.44999999999999996,4000,20,7.488191996440378,True
1.45,0.44999999999999996,4000,21,1.2163101796662275,False
1.45,0.44999999999999996,4000,22,6.639898380227623,True
1.45,0.44999999999999996,4000,23,8.750456631307939,True
1.45,0.44999999999999996,4000,24,8.634465735026918,True
1.45,0.44999999999999996,4000,25,5.846625107092257,True
1.45,0.44999999999999996,4000,26,7.366849928383853,True
1.45,0.44999999999999996,4000,27,7.329959907303952,True
1.45,0.44999999999999996,4000,28,8.08763307543043,True
1.45,0.44999999999999996,4000,29,0.4035970429480744,False
1.45,0.44999999999999996,8000,0,13.395589421492986,True
1.45,0.44999999999999996,8000,1,16.515110091279286,True
1.45,0.44999999999999996,8000,2,17.916155520845855,True
1.45,0.44999999999999996,8000,3,16.001683056119994,True
1.45,0.44999999999999996,8000,4,0.6917124826618748,False
1.45,0.44999999999999996,8000,5,17.10744368484411,True
1.45,0.44999999999999996,8000,6,12.904176255336179,True
1.45,0.44999999999999996,8000,7,17.862517257051348,True
1.45,0.44999999999999996,8000,8,0.6608938108378778,False
1.45,0.44999999999999996,8000,9,16.67691807511387,True
1.45,0.44999999999999996,8000,10,17.588855537507474,True
1.45,0.44999999999999996,8000,11,15.363364252026871,True
1.45,0.44999999999999996,8000,12,17.632225533435157,True
1.45,0.44999999999999996,8000,13,14.09166192757684,True
1.45,0.44999999999999996,8000,14,13.552998683724823,True
1.45,0.44999999999999996,8000,15,15.958753232937127,True
1.45,0.44999999999999996,8000,16,13.94619810429373,True
1.45,0.44999999999999996,8000,17,0.9169640516907139,False
1.45,0.44999999999999996,8000,18,16.650864374075592,True
1.45,0.44999999999999996,8000,19,17.583356209058646,True
1.45,0.44999999999999996,8000,20,15.515004830267678,True
1.45,0.44999999999999996,8000,21,3.570678691847214,False
1.45,0.44999999999999996,8000,22,14.542905548025342,True
1.45,0.44999999999999996,8000,23,16.84830759730127,True
1.45,0.44999999999999996,8000,24,16.749950258360396,True
1.45,0.44999999999999996,8000,25,13.8042977655958,True
1.45,0.44999999999999996,8000,26,16.09740306899902,True
1.45,0.44999999999999996,8000,27,15.240646558375591,True
1.45,0.44999999999999996,8000,28,16.23350717507099,True
1.45,0.44999999999999996,8000,29,8.060208698664228,True
1.45,0.44999999999999996,16000,0,29.80374785750096,True
1.45,0.44999999999999996,16000,1,33.14719722685419,True
1.45,0.44999999999999996,16000,2,34.774639723114504,True
1.45,0.44999999999999996,16000,3,32.48377059580939,True
1.45,0.44999999999999996,16000,4,0.6257641082606161,False
1.45,0.44999999999999996,16000,5,34.13460650724621,True
1.45,0.44999999999999996,16000,6,29.187383156550844,True
1.45,0.44999999999999996,16000,7,34.700763063257185,True
1.45,0.44999999999999996,16000,8,0.7689601664944103,False
1.45,0.44999999999999996,16000,9,33.25623535954892,True
1.45,0.44999999999999996,16000,10,34.07664415378011,True
1.45,0.44999999999999996,16000,11,32.404230806911066,True
1.45,0.44999999999999996,16000,12,34.32835765002651,True
1.45,0.44999999999999996,16000,13,30.903941751707368,True
1.45,0.44999999999999996,16000,14,30.262350215521575,True
1.45,0.44999999999999996,16000,15,32.1889464153405,True
1.45,0.44999999999999996,16000,16,30.688304566351466,True
1.45,0.44999999999999996,16000,17,0.9822924970691599,False
1.45,0.44999999999999996,16000,18,33.4177969314772,True
1.45,0.44999999999999996,16000,19,34.61368495785578,True
1.45,0.44999999999999996,16000,20,32.05891946824503,True
1.45,0.44999999999999996,16000,21,21.395525356984102,True
1.45,0.44999999999999996,16000,22,31.096633645331114,True
1.45,0.44999999999999996,16000,23,33.27665045323026,True
1.45,0.44999999999999996,16000,24,32.84813370326778,True
1.45,0.44999999999999996,16000,25,30.132920075916008,True
1.45,0.44999999999999996,16000,26,33.0430866856525,True
1.45,0.44999999999999996,16000,27,32.02525852744965,True
1.45,0.44999999999999996,16000,28,33.02216204987944,True
1.45,0.44999999999999996,16000,29,24.41127184852338,True
1.45,0.44999999999999996,32000,0,65.7981624486116,True
1.45,0.44999999999999996,32000,1,69.47920821404176,True
1.45,0.44999999999999996,32000,2,70.80397947294064,True
1.45,0.44999999999999996,32000,3,68.34539524727359,True
1.45,0.44999999999999996,32000,4,13.931453214951214,True
1.45,0.44999999999999996,32000,5,70.70427299291305,True
1.45,0.44999999999999996,32000,6,64.90988141503358,True
1.45,0.44999999999999996,32000,7,70.7470025746503,True
1.45,0.44999999999999996,32000,8,0.8675556921759244,False
1.45,0.44999999999999996,32000,9,69.25057902800539,True
1.45,0.44999999999999996,32000,10,69.93618205843806,True
1.45,0.44999999999999996,32000,11,68.70284437824535,True
1.45,0.44999999999999996,32000,12,70.16023509050011,True
1.45,0.44999999999999996,32000,13,67.2196331826732,True
1.45,0.44999999999999996,32000,14,66.62853293258932,True
1.45,0.44999999999999996,32000,15,68.0083027117284,True
1.45,0.44999999999999996,32000,16,66.62860353365559,True
1.45,0.44999999999999996,32000,17,0.8831888015978369,False
1.45,0.44999999999999996,32000,18,69.87569740100977,True
1.45,0.44999999999999996,32000,19,70.5533884840295,True
1.45,0.44999999999999996,32000,20,67.82269493919888,True
1.45,0.44999999999999996,32000,21,57.305957275127355,True
1.45,0.44999999999999996,32000,22,67.42060123510738,True
1.45,0.44999999999999996,32000,23,69.384233834187,True
1.45,0.44999999999999996,32000,24,67.68999760319238,True
1.45,0.44999999999999996,32000,25,66.05567100812092,True
1.45,0.44999999999999996,32000,26,69.23293985118428,True
1.45,0.44999999999999996,32000,27,68.64745674180858,True
1.45,0.44999999999999996,32000,28,69.29023020689651,True
1.45,0.44999999999999996,32000,29,59.56295133217959,True
1.6,0.6000000000000001,1000,0,0.37346567993675855,False
1.6,0.6000000000000001,1000,1,2.386294814249304,False
1.6,0.6000000000000001,1000,2,3.080217904407359,False
1.6,0.6000000000000001,1000,3,2.1666190401459113,False
1.6,0.6000000000000001,1000,4,0.6616135777284341,False
1.6,0.6000000000000001,1000,5,2.564392510625616,False
1.6,0.6000000000000001,1000,6,0.7749462753849307,False
1.6,0.6000000000000001,1000,7,3.117411561543553,False
1.6,0.6000000000000001,1000,8,0.6307551364306176,False
1.6,0.6000000000000001,1000,9,2.518344891686295,False
1.6,0.6000000000000001,1000,10,3.03070953115989,False
1.6,0.6000000000000001,1000,11,0.4767265427060419,False
1.6,0.6000000000000001,1000,12,2.9530816832049998,False
1.6,0.6000000000000001,1000,13,0.3940497560569318,False
1.6,0.6000000000000001,1000,14,0.4549215045284908,False
1.6,0.6000000000000001,1000,15,0.22103007683196993,False
1.6,0.6000000000000001,1000,16,0.34780387014240266,False
1.6,0.6000000000000001,1000,17,0.823703051829133,False
1.6,0.6000000000000001,1000,18,2.4921726887795566,False
1.6,0.6000000000000001,1000,19,2.729037999140874,False
1.6,0.6000000000000001,1000,20,1.8396269307420021,False
1.6,0.6000000000000001,1000,21,0.8569253539780721,False
1.6,0.6000000000000001,1000,22,1.3431723628798848,False
1.6,0.6000000000000001,1000,23,0.45522126354750314,False
1.6,0.6000000000000001,1000,24,0.44926159484109995,False
1.6,0.6000000000000001,1000,25,0.3591735118597218,False
1.6,0.6000000000000001,1000,26,0.4224628986800784,False
1.6,0.6000000000000001,1000,27,1.978711410525021,False
1.6,0.6000000000000001,1000,28,1.9097013394038989,False
1.6,0.6000000000000001,1000,29,0.3265434193561866,False
1.6,0.6000000000000001,2000,0,0.31180961958748915,False
1.6,0.6000000000000001,2000,1,4.450358969599481,True
1.6,0.6000000000000001,2000,2,5.351488458239668,True
1.6,0.6000000000000001,2000,3,4.129594048570264,True
1.6,0.6000000000000001,2000,4,0.6621202215366695,False
1.6,0.6000000000000001,2000,5,4.665002546801807,True
1.6,0.6000000000000001,2000,6,0.7517568120547174,False
1.6,0.6000000000000001,2000,7,5.312473017243123,True
1.6,0.6000000000000001,2000,8,0.6310825460932539,False
1.6,0.6000000000000001,2000,9,4.587951581521521,True
1.6,0.6000000000000001,2000,10,5.229554471739369,True
1.6,0.6000000000000001,2000,11,0.48046787745906433,False
1.6,0.6000000000000001,2000,12,5.144646524029506,True
1.6,0.6000000000000001,2000,13,0.5080384000309013,False
1.6,0.6000000000000001,2000,14,0.43900700686496885,False
1.6,0.6000000000000001,2000,15,3.3753102932309735,True
1.6,0.6000000000000001,2000,16,0.3456193279465803,False
1.6,0.6000000000000001,2000,17,0.8258658638113953,False
1.6,0.6000000000000001,2000,18,4.593214358331891,True
1.6,0.6000000000000001,2000,19,4.9158923447007785,True
1.6,0.6000000000000001,2000,20,3.717560578418239,True
1.6,0.6000000000000001,2000,21,0.9399319515705847,False
1.6,0.6000000000000001,2000,22,3.149266393417819,False
1.6,0.6000000000000001,2000,23,3.86646693938286,True
1.6,0.6000000000000001,2000,24,3.6226287652173714,True
1.6,0.6000000000000001,2000,25,2.0240726155906654,False
1.6,0.6000000000000001,2000,26,0.3941482083446817,False
1.6,0.6000000000000001,2000,27,3.7138556720856473,False
1.6,0.6000000000000001,2000,28,4.063770368322263,False
1.6,0.6000000000000001,2000,29,0.3417533358485654,False
1.6,0.6000000000000001,4000,0,5.140804659323372,True
1.6,0.6000000000000001,4000,1,8.122104766593493,True
1.6,0.6000000000000001,4000,2,9.125951633428947,True
1.6,0.6000000000000001,4000,3,7.761381364716894,True
1.6,0.6000000000000001,4000,4,0.6645601068514149,False
1.6,0.6000000000000001,4000,5,8.39477076876216,True
1.6,0.6000000000000001,4000,6,0.8671169918960663,False
1.6,0.6000000000000001,4000,7,9.050026359218124,True
1.6,0.6000000000000001,4000,8,0.632662394217851,False
1.6,0.6000000000000001,4000,9,8.255088236010836,True
1.6,0.6000000000000001,4000,10,8.952154210723014,True
1.6,0.6000000000000001,4000,11,6.576345287112059,True
1.6,0.6000000000000001,4000,12,8.904114898031175,True
1.6,0.6000000000000001,4000,13,5.714048824121489,True
1.6,0.6000000000000001,4000,14,5.840322578867838,True
1.6,0.6000000000000001,4000,15,7.535951590039026,True
1.6,0.6000000000000001,4000,16,0.2920170219102501,False
1.6,0.6000000000000001,4000,17,0.8362146168637888,False
1.6,0.6000000000000001,4000,18,8.26767601288276,True
1.6,0.6000000000000001,4000,19,8.72557411890555,True
1.6,0.6000000000000001,4000,20,7.312845150729133,True
1.6,0.6000000000000001,4000,21,1.185488694119337,False
1.6,0.6000000000000001,4000,22,6.65761511845244,True
1.6,0.6000000000000001,4000,23,8.318323022917516,True
