p0,q0,rho,A_lo,A_hi,S_U,sub_boxes,b2_validated_all,hess_pd_all_boxes,hess_lambda_min_lower_bound,S,eps_max,M0,M1,M2,M3
1.6685791015625,1.3697166410041663,0.05,0.66,0.71,4.856874844129166,500,True,True,0.04734591045290669,4.856874844129166,0.05,5.216999949824911,13.507279275172383,16.37526212522245,13.384347457055725
