verdict,feasible_lo,feasible_hi,feasible_width,pred_lo,pred_hi,n_original,n_added_registered,n_added_certified,added_a,dropped_a,added_s_rel_widths,added_stopped_unresolved,added_Ghat_rel_widths,independently_checked,not_checked,excluded_by_checker,original_test_verdict_unchanged,supplementary_branch_root_set_for_reference,frozen_sha256,competing_0.49_earlier,competing_-0.377_K_only,competing_0.662_switch_only,competing_0_no_first_order
PASS,0.2653108379516405,0.3068692996638286,0.04155846171218808,0.28522998612017775,0.2852302997512185,4,5,5,"[1.08, 1.09, 1.1, 1.11, 1.12]",[],"[0.0024999985865910524, 0.000620731401460605, 0.0006230536613482372, 0.0012391582352876292, 0.000621890295386741]","[true, true, true, true, true]","[5.56983662235918e-07, 5.602159094172574e-07, 5.634305975589132e-07, 5.666319229669532e-07, 5.698200323869305e-07]","{""c1f_a1.12_hi"": true, ""c1f_a1.12_lo"": true}","[""c1f_a1.11_hi"", ""c1f_a1.11_lo"", ""c1f_a1.10_hi"", ""c1f_a1.10_lo"", ""c1f_a1.09_hi"", ""c1f_a1.09_lo"", ""c1f_a1.08_hi"", ""c1f_a1.08_lo""]",[],INCONCLUSIVE (first_order_scores.csv),"[0.2845957216374172, 0.2858950355987757]","{""results/first_order_finite.csv"": ""ff68d364027fbdd1aee5a6f67edf7c76d1a18ac602e6edaf4cf2b10ef5b9c5bb"", ""results/first_order_c1.csv"": ""e7fb2f5a1373b6182848c8e1b36ad68dbd72dcaa2a83447a7da45c6b154c2397"", ""results/c1_followup_model.json"": ""f8bb88aa1e5101cf5111b6870457a540069e1f3c919d1a774a64d578d6ee0926"", ""results/c1_followup_timing_a1.0550.json"": ""5bf17f20d0cbeff242f2cebc1feb2a02e573e8496b19785555ab531930849f60""}",above,below,above,below
