a,seed,point,step,s,branch,dist,soft_component,stiff_component,hess_min,hess_max,sqrt_vhat_w1,sqrt_vhat_b1,sqrt_vhat_w2,sqrt_vhat_b2,log_vhat_ratio_w2_w1,mhat_w2,residual
1.3,300030,primary,2529,3.66891731114676,-1,0.0077048841548294,0.0064364199566959,0.0042352966815074,1.2987470195821904,1.9231018471564063,0.0023320260588003,0.0078259090163595,0.0194452449018566,0.0189803423459318,4.241730238505392,0.0033625918171804,0.027192558164650382
1.3,300031,tstar,1,0.9154803659348658,1,1.2730117764246536,1.119742801627703,0.6055865265334054,0.3932748612604744,0.6709073037643217,0.0716491071374145,0.0085179535659152,0.5503819429895245,0.2002558353025498,4.077663572523394,-0.5503819429895245,0.028158111043605327
1.3,300031,primary,2142,3.4900343351421865,1,0.0078820182155826,0.0065373568784141,0.0044033142285133,1.2836460632006927,1.907755119617106,0.007900355328964,0.0088296193150427,0.032988245361097,0.0174079763605995,2.858487120043071,0.0059760783090558,0.028158111043605327
1.3,300032,tstar,137,0.0506667254202996,1,1.7216459408583444,1.0786363630183662,1.3418674830431376,0.0253337186405928,0.0405618314837801,0.0968755677265831,0.011683016407113,0.1900549460363791,0.018176344986349,1.3477717439171817,0.0159394504572803,0.01363748301981671
1.3,300032,primary,1467,3.486643745652741,1,0.0064910011385489,0.0053198419733338,0.0037191903903134,1.2786856616254607,1.8989511581474388,0.0246649093300857,0.0039342796612058,0.0456332691036623,0.0107779761676054,1.2305109549710922,0.0111828844750477,0.01363748301981671
1.3,300033,tstar,1,0.6361355689523791,-1,1.5772601366995032,1.180533209071078,1.0459879928095153,0.2710811188015152,0.4808290011593815,0.1167185653365873,0.0727120935452307,0.2997560097948425,0.0525249525484458,1.886406460841836,-0.2997560097948425,-0.013703536815372064
1.3,300033,primary,1301,3.5607900667528942,-1,0.0075406447629947,0.006245408458293,0.004225659313144,1.2859788462922692,1.9011583301535395,0.0149198042259598,0.010418131538229,0.0216548480380759,0.0128640740969597,0.7450797682620743,0.0053658342607852,-0.013703536815372064
1.3,300034,tstar,1,0.4197695162433736,1,1.8112913583703092,1.47949455273153,1.0449269129200809,0.1788370702636362,0.3347491165474406,0.0946460181769367,0.0470630985041732,0.3965692785762129,0.0990579965934257,2.8654138864926613,0.3965692785762128,0.0886010132023165
1.3,300034,primary,1707,3.3682482615257183,1,0.0083801167779503,0.0071199264413499,0.004419615897547,1.246404434833367,1.8839597541980864,0.0069049855667772,0.0053425102642585,0.0238490573941993,0.0164878604890427,2.479001995390386,-0.0048646978298663,0.0886010132023165
1.3,300035,tstar,161,0.0500138407233214,1,1.8001037356691307,1.3172364079305945,1.2268910729123688,0.0253608459093352,0.0405339060021252,0.0499594191094846,0.0058730571696803,0.1458538394486462,0.0540398364704283,2.142787925057575,0.0160392553720485,0.027181706918668613
1.3,300035,primary,2075,3.629407257389464,1,0.007651370754202,0.0063570490068066,0.0042580984421824,1.2945775206719985,1.927923372487898,0.0111042940939358,0.0019204349650126,0.0254798123177611,0.0162161214255617,1.661109151986561,0.0049425217965653,0.027181706918668613
1.3,300036,tstar,1199,0.3458035202985471,1,2.0614248160116433,0.9649561544356676,1.821628911739536,0.1503227504579485,0.2717260140659483,0.0002829088377105,0.0194902928145671,0.0046449792022441,0.0187346843691691,5.596834912540314,-0.0001746478715767,0.0318595960874426
1.3,300036,primary,2567,3.559287908538971,1,0.0091105370307755,0.0074989870817364,0.0051736909201345,1.3035766433077964,1.922416939751176,0.0021831241398003,0.0115986134700585,0.0023459283420227,0.0160557280237558,0.1438485249214134,0.0005329139699108,0.0318595960874426
1.3,300037,tstar,8317,0.1548049399756535,1,2.055419832491571,0.909499635998109,1.843247433178461,0.0735207041846239,0.1229311704583871,9.379610659433144e-06,6.63248513249892e-05,9.069444628308476e-05,0.000200211165227,4.537915737787555,-3.6611018412152776e-05,0.03357827883505471
