n_seeds,gap_rel_median,gap_rel_min,gap_rel_max,gap_rel_q25,gap_rel_q75,n_disagreements,gap_exceeds_distance,start_branch_rule_correct,end_branch_rule_correct
177,0.10628019323671502,0.0,0.3966856551009839,0.04180274330502943,0.1833810888252149,288,281,272,272
