a,budget,seed,final_solved,cross_step,w2_abs,R_cert
1.3,16000,39,True,2141,5.44235215185237,0.23429814159454046
1.3,32000,0,True,4016,4.918012170196644,0.21172483508334053
1.3,32000,1,True,2623,5.269599695445666,0.22686099339783541
1.3,32000,2,True,1860,5.038900452698551,0.21692918407444947
1.3,32000,3,True,3219,5.9376904128092445,0.25562289801688365
1.3,32000,4,True,27778,4.52101000222913,0.19463353566565533
1.3,32000,5,True,2444,5.426866379393371,0.233631465200389
1.3,32000,6,True,4375,4.860305231006296,0.20924049959159807
1.3,32000,7,True,1890,5.190144373236034,0.2234403705101423
1.3,32000,9,True,2828,5.935939269400689,0.2555475097224767
1.3,32000,10,True,2111,5.391209948263309,0.23209642385860005
1.3,32000,11,True,3890,5.543373125216351,0.2386471851074995
1.3,32000,12,True,1954,4.910283248449368,0.21139209806974982
1.3,32000,13,True,4327,5.791345784248592,0.24932263049515893
1.3,32000,14,True,4628,4.928170234350483,0.21216214885632606
1.3,32000,15,True,2833,5.1431885257763525,0.2214188791604773
1.3,32000,16,True,3670,5.167824538736009,0.22247948161538864
1.3,32000,18,True,2603,5.43660796406678,0.23405084915818536
1.3,32000,19,True,2161,5.056840949860075,0.21770153856878272
1.3,32000,20,True,3359,5.740516491301325,0.2471343838430095
1.3,32000,21,True,8483,5.586310171001452,0.24049566344045428
1.3,32000,22,True,3525,5.1266525551794535,0.2207069907945257
1.3,32000,23,True,2758,5.623834981179644,0.24211114017608698
1.3,32000,24,True,2789,5.7388713561382,0.2470635592986513
1.3,32000,25,True,4303,5.9490051288757035,0.25611000669215356
1.3,32000,26,True,3249,5.64693904594661,0.24310579088723908
1.3,32000,27,True,3184,5.3106522839015815,0.22862834415252567
1.3,32000,28,True,3150,5.890700372480379,0.25359993463353137
1.3,32000,29,True,6839,5.311316159787619,0.2286569246048757
1.3,32000,30,True,2769,5.651702180476316,0.24331084810098352
1.3,32000,31,True,2089,5.547553671199355,0.2388271613617621
1.3,32000,32,True,3004,5.7927849740664525,0.24938458890768314
1.3,32000,33,True,2519,5.54792393307365,0.23884310146755278
1.3,32000,34,True,2510,4.79996216133562,0.20664267631822958
1.3,32000,35,True,3654,5.425449224985528,0.23357045543203045
