type,dmu,var,c,G
single_unit,2.356600938066844,6.023955063665826,-1.7913244225812746,-3.4533039189831527
single_unit,2.356600938066845,6.0239550627736005,1.7913244224179024,-3.453303918092396
single_unit,2.3566009380668436,6.023955063665836,-1.7913244225812737,-3.4533039189831554
pair_c_nonzero,2.356600938066844,6.02395506341009,-1.79132442255116,-3.4533039187727024
single_unit,2.356600938066844,6.023955063666007,1.7913244225812701,-3.4533039189832344
single_unit,2.356600938066844,6.023955063665813,1.7913244225812708,-3.453303918983136
single_unit,2.3566009380668476,6.0239550636658,1.7913244225812672,-3.4533039189831385
single_unit,2.3566009380668436,6.023955063665804,-1.7913244225812692,-3.4533039189831287
pair_c_nonzero,2.3566009380668445,6.023955059621843,1.7913244221414122,-3.4533039157528282
single_unit,2.3566009380668445,6.023955063666783,1.7913244225811826,-3.4533039189833916
pair_c_nonzero,2.3566009380668453,6.023955063700373,-1.7913244225880383,-3.453303919018822
pair_c_nonzero,2.356600938066848,6.023955063666481,1.7913244225813418,-3.4533039189836607
pair_c_nonzero,2.3566009380668445,6.023955063678152,-1.7913244225777762,-3.4533039189800077
pair_c_nonzero,2.3566009380668445,6.023955063135378,-1.791324422481744,-3.453303918447128
pair_c_nonzero,2.3566009380668445,6.023955062490424,1.7913244223948512,-3.453303917886999
single_unit,2.3566009380668436,6.023955063665794,1.7913244225812683,-3.4533039189831203
pair_c_nonzero,2.356600938066844,6.023955064409741,-1.7913244232615932,-3.453303921186486
single_unit,2.3566009380668436,6.023955063665832,-1.7913244225812697,-3.4533039189831407
pair_c_nonzero,2.3566009380668445,6.023955065679137,1.7913244229467074,-3.4533039209845175
single_unit,2.356600938066844,6.023955063665803,-1.7913244225812688,-3.453303918983125
pair_c_nonzero,2.3566009380668445,6.023955081078821,1.7913244238603483,-3.4533039312418374
single_unit,2.3566009380668436,6.023955063665852,1.791324422581278,-3.4533039189831762
single_unit,2.3566009380668436,6.023955063665807,-1.7913244225812697,-3.453303918983129
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
single_unit,2.3566009380668445,6.023955063621964,1.791324422565211,-3.4533039189178014
pair_c_nonzero,2.356600938066845,6.023955063688123,1.7913244225843228,-3.453303919002636
single_unit,2.356600938066845,6.023955054504495,1.7913244226334022,-3.4533039144800677
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
single_unit,2.3566009380668436,6.023955063665762,-1.7913244225813842,-3.4533039189834156
single_unit,2.3566009380668436,6.023955063664793,-1.7913244225810723,-3.4533039189820878
pair_c_nonzero,2.3566009380668445,6.023955065362245,1.7913244229595413,-3.4533039208583656
pair_c_nonzero,2.3566009380668445,6.023955063865666,-1.791324422610443,-3.453303919162736
single_unit,2.356600938066845,6.023955063665812,-1.7913244225812703,-3.453303918983133
single_unit,2.3566009380668476,6.023955063665856,-1.7913244225812814,-3.453303918983181
single_unit,2.3566009380668445,6.023955063665612,1.7913244225811966,-3.4533039189828347
single_unit,2.356600938066845,6.023955063829737,1.7913244225989142,-3.453303919113578
pair_c_nonzero,2.3566009380668445,6.0239550631178576,1.7913244227816594,-3.453303919243372
single_unit,2.356600938066843,6.023955063666047,-1.7913244225813851,-3.4533039189835613
single_unit,2.356600938066844,6.023955063665817,1.7913244225812708,-3.453303918983137
pair_c_nonzero,2.3566009380668445,6.023955065561912,-1.791324422729619,-3.453303920342333
single_unit,2.356600938066844,6.023955063665806,1.791324422581268,-3.453303918983125
pair_c_nonzero,2.3566009380668445,6.02395506942737,1.7913244235874122,-3.453303924604111
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.4533039189831336
single_unit,2.356600938066845,6.023955063138386,1.7913244225755018,-3.453303918700346
single_unit,2.3566009380668436,6.023955063665893,-1.791324422581314,-3.453303918983293
single_unit,2.3566009380668436,6.023955063666405,-1.7913244225814398,-3.45330391898389
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.4533039189831336
pair_c_nonzero,2.3566009380668445,6.023955056275921,1.7913244219056115,-3.4533039134240857
single_unit,2.3566009380668445,6.023955063210241,-1.7913244224704679,-3.453303918454799
pair_c_nonzero,2.356600938066844,6.023955064343979,1.7913244227227354,-3.4533039197065967
single_unit,2.356600938066845,6.023955064788897,1.791324422755668,-3.453303920020491
single_unit,2.356600938066846,6.023955069135741,-1.7913244234466448,-3.4533039240784253
single_unit,2.3566009380668436,6.023955063665803,-1.7913244225812923,-3.45330391898319
single_unit,2.3566009380668445,6.023955063666867,-1.791324422581267,-3.4533039189836607
single_unit,2.356600938066844,6.023955063666756,-1.7913244225814973,-3.453303918984222
single_unit,2.356600938066844,6.023955063665621,-1.7913244225812301,-3.4533039189829298
single_unit,2.3566009380668436,6.023955063665839,1.7913244225812814,-3.4533039189831785
pair_c_nonzero,2.356600938066844,6.023955065239317,1.7913244224423202,-3.4533039194075945
pair_c_nonzero,2.3566009380668445,6.0239550725816375,1.7913244237069599,-3.4533039265236396
single_unit,2.356600938066845,6.023955067411672,-1.7913244230983552,-3.453303922269672
single_unit,2.356600938066845,6.023955046953782,1.7913244234942505,-3.4533039129642615
single_unit,2.356600938066845,6.023955063597175,1.7913244226680431,-3.4533039191812898
pair_c_nonzero,2.3566009380668445,6.023955087351371,1.7913244264978405,-3.4533039415011464
single_unit,2.3566009380668436,6.02395506366581,1.7913244225812701,-3.4533039189831323
single_unit,2.3566009380668436,6.023955063665813,-1.7913244225812703,-3.453303918983136
single_unit,2.356600938066844,6.023955063665813,-1.7913244225812694,-3.453303918983133
single_unit,2.356600938066844,6.023955063665719,1.7913244225813276,-3.453303918983241
pair_c_nonzero,2.3566009380668445,6.023955063626346,1.7913244225778253,-3.4533039189538854
pair_c_nonzero,2.3566009380668445,6.023955065402345,1.7913244227664802,-3.4533039203604163
single_unit,2.3566009380668445,6.023955064083765,1.7913244225538978,-3.453303919121475
pair_c_nonzero,2.3566009380668445,6.023955063296885,-1.7913244225595344,-3.45330391873781
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
single_unit,2.3566009380668445,6.023955064178811,-1.791324422666247,-3.4533039194712445
pair_c_nonzero,2.3566009380668445,6.023955058851283,-1.791324421827987,-3.4533039145209132
single_unit,2.3566009380668436,6.023955063665825,-1.791324422581274,-3.453303918983151
single_unit,2.3566009380668445,6.023955063665837,-1.7913244225812561,-3.4533039189831096
pair_c_nonzero,2.3566009380668445,6.023955063404481,-1.7913244222896016,-3.4533039180677068
single_unit,2.3566009380668436,6.023955063665644,-1.791324422581231,-3.453303918982943
pair_c_nonzero,2.3566009380668453,6.023955032448855,1.7913244191935838,-3.453303894067951
single_unit,2.356600938066844,6.023955063665806,-1.7913244225812692,-3.453303918983128
single_unit,2.3566009380668436,6.02395506366581,-1.7913244225812701,-3.4533039189831323
pair_c_nonzero,2.356600938066844,3.0954087226609706,1.0667401961897522,-1.424468085086417
single_unit,2.3566009380668445,6.023955063672384,1.7913244225820735,-3.4533039189886203
single_unit,2.3566009380668445,6.023955063669883,1.7913244225821496,-3.453303918987559
single_unit,2.356600938066844,6.023955063669961,-1.7913244225810554,-3.4533039189846595
single_unit,2.3566009380668445,6.023955063651228,1.7913244225751315,-3.453303918959264
single_unit,2.356600938066844,6.02395506366571,-1.7913244225812495,-3.453303918983027
single_unit,2.3566009380668436,6.023955063666912,1.791324422581478,-3.453303918984249
pair_c_nonzero,2.3566009380668445,6.0239550638018775,1.7913244226001124,-3.453303919102675
single_unit,2.356600938066844,6.023955063665695,1.7913244225812535,-3.4533039189830292
single_unit,2.356600938066844,6.023955063665803,1.7913244225812694,-3.4533039189831283
pair_c_nonzero,2.3566009380668445,6.023955063630954,1.7913244225073641,-3.4533039187670678
pair_c_nonzero,2.3566009380668445,6.023955059093813,1.791324421433323,-3.4533039135843606
single_unit,2.356600938066845,6.023955059075766,1.7913244216628312,-3.4533039141913227
single_unit,2.356600938066844,6.02395506366424,-1.7913244225809923,-3.4533039189815913
pair_c_nonzero,2.356600938066845,6.023955081592359,1.7913244253105307,-3.453303935395111
pair_c_nonzero,2.356600938066845,6.023955068186418,1.7913244235364565,-3.453303923838401
pair_c_nonzero,2.3566009380668445,6.02395506366581,-1.79132442258127,-3.4533039189831327
single_unit,2.356600938066846,6.023955063665812,-1.7913244225812703,-3.453303918983133
pair_c_nonzero,2.3566009380668445,6.0239550641144115,-1.7913244226277418,-3.4533039193352395
pair_c_nonzero,2.356600938066844,4.1675460112827505,-1.376986481040178,-2.293157682668074
single_unit,2.356600938066844,6.02395506366577,-1.7913244225812626,-3.4533039189830923
single_unit,2.356600938066845,6.023955064028404,1.7913244226487282,-3.453303919347988
pair_c_nonzero,2.356600938066844,6.0239550654630305,-1.7913244223783653,-3.4533039193492785
single_unit,2.3566009380668436,6.023955063664018,-1.7913244225810063,-3.453303918981516
single_unit,2.356600938066845,6.023955063598111,1.7913244226854315,-3.4533039192284436
pair_c_nonzero,2.356600938066845,6.023955075844724,1.7913244238863968,-3.4533039286590914
pair_c_nonzero,2.356600938066844,6.0239550377439715,-1.7913244227942904,-3.45330390641763
single_unit,2.356600938066845,6.023955063670666,1.791324422578474,-3.453303918978087
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
pair_c_nonzero,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.4533039189831345
single_unit,2.356600938066845,6.023955074847288,1.7913244251497007,-3.453303931544918
pair_c_nonzero,2.356600938066845,6.023955044001461,1.7913244195777434,-3.453303900954158
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
single_unit,2.3566009380668436,6.023955063665817,-1.7913244225812712,-3.453303918983139
single_unit,2.356600938066844,6.023955063665828,-1.791324422581274,-3.4533039189831536
pair_c_nonzero,2.3566009380668445,6.023955061731215,-1.791324422226157,-3.4533039170493667
pair_c_nonzero,2.3566009380668445,6.023955063598903,1.7913244225534783,-3.453303918874617
pair_c_nonzero,2.356600938066845,6.023955063740346,1.7913244225936162,-3.4533039190540524
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
single_unit,2.356600938066844,6.0239550636658565,-1.791324422581274,-3.4533039189831674
pair_c_nonzero,2.3566009380668445,6.023955063698075,-1.7913244225798555,-3.4533039189956884
single_unit,2.356600938066845,6.023955063664278,1.7913244225801987,-3.453303918979479
pair_c_nonzero,2.356600938066846,6.0239550542716165,-1.7913244204185654,-3.453303908416321
single_unit,2.356600938066844,6.023955063664751,-1.7913244225810607,-3.4533039189820345
pair_c_nonzero,2.356600938066844,6.023955066858344,1.7913244232872465,-3.4533039224963225
single_unit,2.3566009380668436,6.023955063665251,-1.791324422581174,-3.4533039189825914
pair_c_nonzero,2.356600938066845,6.023955039514249,1.7913244170391207,-3.4533038918650907
pair_c_nonzero,2.3566009380668445,6.023955062284981,1.791324422477546,-3.453303918004884
single_unit,2.3566009380668436,6.023955063665356,-1.7913244225810707,-3.453303918982367
single_unit,2.3566009380668445,6.02395506366581,-1.79132442258127,-3.453303918983133
pair_c_nonzero,2.356600938066845,6.023955064455258,1.791324422775216,-3.4533039199038784
single_unit,2.3566009380668436,6.02395506366581,-1.7913244225812701,-3.4533039189831323
single_unit,2.3566009380668445,6.023955063705299,-1.7913244225932126,-3.4533039190352053
single_unit,2.3566009380668422,6.023955063666275,1.7913244225812581,-3.4533039189833374
single_unit,2.3566009380668436,6.02395506366551,1.7913244225812024,-3.4533039189828005
single_unit,2.356600938066844,6.023955063665806,1.7913244225812697,-3.4533039189831287
single_unit,2.3566009380668445,6.023955063541848,-1.791324422552296,-3.4533039188425274
pair_c_nonzero,2.3566009380668445,6.023955063406249,1.7913244224818665,-3.4533039185847394
single_unit,2.3566009380668436,6.02395506366606,1.7913244225813267,-3.453303918983411
single_unit,2.356600938066845,6.023955063664365,1.7913244225810914,-3.45330391898192
pair_c_nonzero,2.356600938066844,6.023955063680615,-1.7913244225786729,-3.4533039189836634
pair_c_nonzero,2.3566009380668445,6.023955056701344,-1.7913244217977546,-3.4533039133501533
pair_c_nonzero,2.3566009380668453,6.023955063665937,1.7913244225813116,-3.4533039189833095
single_unit,2.356600938066846,6.023955063666249,1.7913244225813214,-3.4533039189834938
single_unit,2.3566009380668445,6.023955063650428,1.7913244225795943,-3.4533039189708385
single_unit,2.356600938066844,6.023955063665845,-1.7913244225812777,-3.453303918983171
single_unit,2.3566009380668476,6.023955063686201,1.7913244225828617,-3.4533039189977384
single_unit,2.356600938066845,6.023955063413178,1.791324422532837,-3.4533039187250787
single_unit,2.3566009380668445,6.023955063659669,-1.791324422579685,-3.4533039189757657
pair_c_nonzero,2.356600938066844,6.02395506111414,-1.7913244219922093,-3.4533039161086005
single_unit,2.356600938066844,6.023955063665037,-1.7913244225811171,-3.4533039189823316
single_unit,2.356600938066844,6.023955063665766,-1.7913244225812635,-3.453303918983093
pair_c_nonzero,2.356600938066844,6.023955063829453,-1.7913244226084617,-3.4533039191390644
pair_c_nonzero,2.356600938066844,6.023955063666498,-1.791324422581413,-3.4533039189838655
pair_c_nonzero,2.3566009380668445,6.023955060320919,-1.7913244217624926,-3.4533039150899167
single_unit,2.356600938066844,6.023955063665809,-1.79132442258127,-3.4533039189831323
pair_c_nonzero,2.3566009380668476,6.023955063599743,-1.7913244225722171,-3.453303918925343
pair_c_nonzero,2.356600938066845,6.0239550644037045,1.7913244227771161,-3.4533039198828503
single_unit,2.3566009380668445,6.023955063667557,1.7913244225815301,-3.453303918984717
single_unit,2.356600938066844,6.023955063665726,1.7913244225812508,-3.453303918983039
single_unit,2.356600938066845,6.0239550637105514,1.7913244225905194,-3.4533039190306387
pair_c_nonzero,2.3566009380668445,6.0239550651274465,1.7913244224473397,-3.4533039193643646
single_unit,2.3566009380668453,6.023955063663961,1.7913244225807232,-3.453303918980728
single_unit,2.356600938066844,6.023955063665803,1.7913244225812692,-3.4533039189831274
single_unit,2.356600938066844,6.023955063665824,1.7913244225812721,-3.4533039189831447
single_unit,2.356600938066844,6.023955063665847,1.7913244225812508,-3.4533039189830994
single_unit,2.3566009380668436,6.02395506366581,-1.7913244225812701,-3.4533039189831323
pair_c_nonzero,2.3566009380668445,6.023955059776929,-1.7913244222149558,-3.4533039160288537
single_unit,2.356600938066844,6.023955063666738,-1.7913244225814526,-3.4533039189840933
pair_c_nonzero,2.356600938066845,6.023955100448611,1.7913244288523016,-3.453303954459453
pair_c_nonzero,2.3566009380668445,6.023955063676648,-1.791324422583046,-3.453303918993393
single_unit,2.3566009380668445,6.023955063665819,-1.7913244225812701,-3.453303918983139
single_unit,2.3566009380668436,6.02395506366581,-1.7913244225812703,-3.453303918983135
single_unit,2.3566009380668445,6.023955063680259,-1.7913244225830496,-3.453303918995233
single_unit,2.356600938066844,6.02395506366581,-1.7913244225812706,-3.453303918983135
pair_c_nonzero,2.3566009380668453,6.023955059517755,1.7913244217336874,-3.4533039146055398
pair_c_nonzero,2.356600938066845,6.023955063676153,1.7913244225823517,-3.4533039189912786
single_unit,2.3566009380668445,6.0239550636662145,1.7913244225814275,-3.4533039189837598
single_unit,2.356600938066844,6.023955063666388,-1.7913244225812694,-3.4533039189834236
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
single_unit,2.3566009380668445,6.023955063665798,1.79132442258127,-3.453303918983125
single_unit,2.356600938066844,6.023955063665812,-1.7913244225812706,-3.4533039189831367
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
pair_c_nonzero,2.356600938066845,6.02395506457214,1.7913244231381713,-3.4533039209374667
pair_c_nonzero,2.356600938066846,6.023955058630909,-1.7913244216404922,-3.4533039139058976
single_unit,2.3566009380668436,6.023955063665812,1.7913244225812706,-3.453303918983135
pair_c_nonzero,2.3566009380668445,6.023955063776583,-1.791324422606019,-3.4533039191057107
single_unit,2.356600938066846,6.023955063691573,-1.7913244225239975,-3.4533039188424404
single_unit,2.356600938066844,6.023955063665744,-1.7913244225812603,-3.453303918983073
pair_c_nonzero,2.3566009380668445,6.023955063474314,-1.791324422930894,-3.453303919824646
single_unit,2.356600938066845,6.023955063693692,1.7913244225877074,-3.453303919014545
pair_c_nonzero,2.3566009380668445,6.023955063586702,-1.7913244225675053,-3.4533039189060886
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
pair_c_nonzero,2.356600938066845,6.023955068744803,1.791324422917037,-3.4533039224585624
pair_c_nonzero,2.356600938066845,6.023955071848784,1.7913244239648733,-3.4533039268445926
single_unit,2.3566009380668436,6.023955063665808,1.79132442258127,-3.45330391898313
pair_c_nonzero,2.356600938066844,6.023955063657477,-1.7913244225793572,-3.4533039189737758
single_unit,2.356600938066844,6.023955063666097,1.7913244225812526,-3.4533039189832317
single_unit,2.356600938066844,6.023955063666916,-1.7913244225813718,-3.4533039189839667
pair_c_nonzero,2.356600938066845,6.023955054675265,1.791324420893401,-3.453303909895588
single_unit,2.3566009380668436,6.023955063665801,-1.7913244225812683,-3.4533039189831234
single_unit,2.356600938066845,6.023955065939248,1.7913244230410288,-3.453303921369545
pair_c_nonzero,2.356600938066847,6.02395505651262,1.791324423608284,-3.4533039181148606
single_unit,2.3566009380668422,6.023955063665819,1.7913244225812701,-3.4533039189831385
single_unit,2.3566009380668445,6.023955059093209,-1.7913244212134898,-3.4533039129939094
single_unit,2.356600938066844,6.023955063665878,-1.7913244225812803,-3.453303918983195
pair_c_nonzero,2.3566009380668445,6.023955063268447,-1.7913244221276272,-3.4533039175639457
single_unit,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
pair_c_nonzero,2.3566009380668445,6.023955059700568,1.7913244223168436,-3.453303916263673
pair_c_nonzero,2.3566009380668453,6.023955063344297,1.7913244225084746,-3.4533039186247683
pair_c_nonzero,2.3566009380668445,6.023955062608797,-1.7913244223192861,-3.4533039177441385
single_unit,2.356600938066844,6.02395506366575,1.7913244225812615,-3.4533039189830794
single_unit,2.356600938066844,6.023955063666452,-1.7913244225814307,-3.45330391898389
single_unit,2.356600938066844,6.023955063665813,1.79132442258127,-3.453303918983133
single_unit,2.356600938066844,6.0239550636658,-1.7913244225812681,-3.4533039189831225
single_unit,2.3566009380668436,6.023955063665775,-1.7913244225812601,-3.453303918983089
pair_c_nonzero,2.356600938066844,6.023955063665811,-1.7913244225812703,-3.453303918983134
single_unit,2.356600938066844,6.02395506366581,-1.7913244225812701,-3.453303918983133
pair_c_nonzero,2.356600938066844,6.0239550636885335,-1.7913244225832843,-3.4533039190000627
pair_c_nonzero,2.356600938066845,6.023955064626763,1.7913244229321703,-3.4533039204121385
single_unit,2.356600938066844,6.023955063665813,1.7913244225812717,-3.4533039189831385
pair_c_nonzero,2.3566009380668445,6.023955063700666,-1.7913244225886202,-3.4533039190205295
single_unit,2.356600938066845,6.023955063656717,1.7913244225795921,-3.4533039189740204
pair_c_nonzero,2.356600938066845,6.023955063665802,-1.7913244225812683,-3.4533039189831243
single_unit,2.356600938066846,6.023955063665826,-1.791324422581267,-3.4533039189831296
single_unit,2.356600938066845,6.023955063679701,1.7913244225841027,-3.4533039189977766
pair_c_nonzero,2.356600938066845,6.023955063968566,1.791324422624202,-3.453303919251822
single_unit,2.356600938066845,6.023955064124196,1.7913244223283278,-3.453303918536422
single_unit,2.3566009380668436,6.023955063665813,-1.7913244225812708,-3.453303918983137
pair_c_nonzero,2.3566009380668445,6.023955063921488,-1.7913244226311165,-3.4533039192465242
pair_c_nonzero,2.356600938066845,6.023955060988917,1.7913244211929187,-3.453303913899444
single_unit,2.356600938066845,6.023955063622984,1.7913244225667777,-3.453303918922524
pair_c_nonzero,2.3566009380668445,6.023955071320469,-1.7913244234531147,-3.4533039252030266
single_unit,2.3566009380668436,6.023955063665824,-1.791324422581272,-3.4533039189831443
pair_c_nonzero,2.356600938066844,6.023955063664418,-1.7913244225810532,-3.4533039189818453
pair_c_nonzero,2.356600938066845,6.023955064663692,1.7913244227638536,-3.45330391997901
single_unit,2.3566009380668445,6.0239550548584795,1.7913244159329889,-3.4533038966722396
single_unit,2.356600938066843,6.023955063665802,-1.7913244225812688,-3.4533039189831243
single_unit,2.356600938066844,6.023955063665629,-1.791324422581242,-3.4533039189829657
pair_c_nonzero,2.3566009380668445,6.023955063830809,1.791324422614672,-3.4533039191564283
single_unit,2.356600938066845,6.023955063697607,1.7913244225886675,-3.453303919019108
single_unit,2.356600938066845,6.023955063665824,-1.7913244225812757,-3.453303918983153
pair_c_nonzero,2.356600938066844,6.023955062233403,-1.791324426985046,-3.453303930079098
single_unit,2.3566009380668436,6.02395506366581,-1.7913244225812701,-3.4533039189831323
single_unit,2.356600938066844,6.023955063665812,1.7913244225812706,-3.453303918983136
pair_c_nonzero,2.3566009380668445,6.0239550636457295,1.791324422579579,-3.453303918968415
pair_c_nonzero,2.356600938066843,1.5858646864870591,-0.2654567462866605,0.4955599105946029
pair_c_nonzero,2.3566009380668445,6.023955063570003,1.7913244225628289,-3.4533039188850725
pair_c_nonzero,2.3566009380668445,6.023955063726622,1.7913244225986962,-3.4533039190607315
pair_c_nonzero,2.3566009380668445,6.023955062693794,-1.7913244230168501,-3.453303919659821
pair_c_nonzero,2.356600938066844,6.023955063665812,1.7913244225812703,-3.453303918983135
single_unit,2.3566009380668436,6.02395506366447,1.7913244225810239,-3.4533039189817933
pair_c_nonzero,2.356600938066844,6.023955063665811,1.7913244225812703,-3.4533039189831336
pair_c_nonzero,2.3566009380668445,6.023955063671958,-1.7913244225824656,-3.4533039189894588
single_unit,2.3566009380668436,6.023955063665812,-1.7913244225812686,-3.4533039189831296
pair_c_nonzero,2.356600938066844,6.02395506315059,-1.7913244226917517,-3.453303919018609
single_unit,2.3566009380668445,6.023955063665823,1.7913244225812712,-3.4533039189831434
single_unit,2.356600938066844,6.023955063665798,1.7913244225812686,-3.453303918983122
pair_c_nonzero,2.3566009380668445,6.023955059923464,-1.7913244223094382,-3.4533039163567567
pair_c_nonzero,2.356600938066845,6.023955063519175,1.7913244225287634,-3.4533039187678645
single_unit,2.356600938066845,6.023955063667327,1.7913244225816403,-3.453303918984896
single_unit,2.3566009380668453,6.023955042006166,1.791324418622375,-3.453303897378249
single_unit,2.356600938066844,6.0239550636656825,-1.7913244225812521,-3.4533039189830212
pair_c_nonzero,2.3566009380668453,6.023955071618404,1.7913244237495376,-3.4533039261497613
pair_c_nonzero,2.3566009380668445,6.023955063610792,-1.7913244225439036,-3.4533039188549384
single_unit,2.3566009380668445,6.0239550636656825,1.7913244225812484,-3.4533039189830097
single_unit,2.356600938066844,6.02395506366581,1.7913244225812703,-3.453303918983135
pair_c_nonzero,2.3566009380668445,6.02395506347508,1.7913244225493974,-3.4533039188009074
single_unit,2.3566009380668436,6.023955063665811,1.7913244225812703,-3.4533039189831345
pair_c_nonzero,2.356600938066844,6.023955061062658,-1.791324422350464,-3.453303917044241
pair_c_nonzero,2.3566009380668445,6.023955117472248,1.7913244319927595,-3.4533039715176828
single_unit,2.3566009380668445,6.02395507209018,1.7913244246913336,-3.453303928917115
single_unit,2.3566009380668436,6.023955063665795,1.7913244225812666,-3.4533039189831145
pair_c_nonzero,2.356600938066872,6.023955063666164,-1.791324422581579,-3.453303918984176
single_unit,2.356600938066844,6.023955063666652,-1.7913244225814533,-3.453303918984052
pair_c_nonzero,2.356600938066845,6.0239550629365075,-1.7913244219043913,-3.4533039167964334
single_unit,2.3566009380668436,6.023955063664889,1.7913244225810685,-3.453303918982125
single_unit,2.3566009380668436,6.023955063665823,-1.7913244225812708,-3.4533039189831403
pair_c_nonzero,2.356600938066845,6.023955062293262,1.7913244222815068,-3.4533039174828035
single_unit,2.356600938066846,6.023955044124914,1.7913244205830239,-3.453303903715395
pair_c_nonzero,2.3566009380668445,6.0239550637845305,1.7913244226370022,-3.453303919192914
pair_c_nonzero,2.3566009380668445,6.023955063684136,-1.791324422584782,-3.4533039190018484
pair_c_nonzero,2.356600938066845,6.023955063533635,1.7913244225233673,-3.4533039187607075
