a,s,status,tol,m_minus_lo,m_minus_hi,m_plus_lo,m_plus_hi,plus_above_log2,minus_arg_w1,minus_arg_b1,plus_arg_w1,plus_arg_b1,argmin_separation,glob_w1,glob_b1,glob_G,glob_is_constant,solve_margin,converged,W
1.01,685.445238,minus,1e-07,0.35332431069481796,0.3533243692181944,0.3533252461125813,0.35332530199884615,False,0.16639365520672353,3.2782569498946366,0.16634846570888379,3.278057521929793,0.00020448374966385263,0.16639365520672353,3.2782569498946366,-7.402877761020221e-06,False,-0.21079530804490787,True,1.0933001609966297
1.01,692.29969,plus,1e-07,0.3518592884000584,0.35185934299375765,0.3518590414720876,0.35185910131905174,False,-0.16618251815214885,3.2781132818651164,0.16616333085372798,3.278013460880687,0.00010164832193964714,0.16616333085372798,3.278013460880687,3.6584085227886476e-06,False,-0.20684242638662909,True,1.0929024539170933
1.01,688.872464,minus,1e-09,0.3525909146640474,0.3525909155962735,0.352590969773853,0.35259097063359024,False,-0.16627605262936274,3.278134444484493,0.1662647943391712,3.2780856589995016,5.0067680632069606e-05,-0.16627605262936274,3.278134444484493,-1.811578231869504e-06,False,-0.20881897066783495,True,1.0931003181358228
1.01,690.586077,plus,1e-09,0.35222481938503414,0.35222482032636576,0.35222480263739686,0.3522248035398897,False,0.16622391193664135,3.2780993864654557,0.1662169973706903,3.2780720504246683,2.8196991829323596e-05,0.1662169973706903,3.2780720504246683,1.0215769976618105e-06,False,-0.2078193011420808,True,1.0930011405373665
1.01,689.7292705,minus,1e-09,0.3524078075203506,0.3524078084367321,0.35240781046011,0.3524078111772981,False,0.16624727275298595,3.2781040083577495,-0.16624432911701362,3.278092529420104,1.1850358737287416e-05,0.16624727275298595,3.2781040083577495,-4.294658588754885e-07,False,-0.20832467205036664,True,1.0930506677356053
1.01,690.15767375,plus,1e-09,0.35231629377881096,0.35231629469921016,0.35231629229139927,0.3523162932078382,False,0.1662339921862319,3.2780960069853675,0.16623213246642943,3.278088029391208,8.19149353397905e-06,0.16623213246642943,3.278088029391208,2.961918146304754e-07,False,-0.20807203488357118,True,1.0930258887649167
1.01,689.943472125,unresolved,1e-09,0.3523620467175064,0.3523620476338759,0.3523620473952953,0.35236204770508583,False,0.1662393229047859,3.278096399326064,-0.16623818573839072,3.2780944970681416,2.2162429048435227e-06,0.1662393229047859,3.278096399326064,-7.532583001790272e-08,False,-0.20820220901805442,True,1.0930382744037894
1.02,242.341488,minus,1e-07,0.35414171777239795,0.3541417999587788,0.3541454265323868,0.35414550708428627,False,0.2347468666964362,3.3345211737931564,-0.23460968592915268,3.333942459376993,0.0005947511566932772,0.2347468666964362,3.3345211737931564,-4.303454523357786e-05,False,-0.21216053352179642,True,1.1644315589143093
1.02,244.764903,minus,1e-07,0.3526782734852873,0.3526783561921754,0.35267850023942904,0.35267857147053794,False,-0.23440957014565628,3.3341559402722307,0.23437386738832805,3.334021450637182,0.00013914793859895924,-0.23440957014565628,3.3341559402722307,-1.0060485206242475e-05,False,-0.20811603809499957,True,1.163717962965614
1.02,247.212552,plus,1e-07,0.35120780136509033,0.35120788389493707,0.3512068066623645,0.3512068922397391,False,-0.2341414248297971,3.3340993480990675,-0.23406185035542304,3.333802881202003,0.00030696045026524973,-0.23406185035542304,3.333802881202003,2.216448165315299e-05,False,-0.20411207529525655,True,1.1630114323669005
1.02,245.9887275,plus,1e-09,0.3519418671155048,0.3519418678202766,0.35194179554307115,0.35194179587873137,False,-0.23425684771161634,3.334060726318704,-0.23423759133655897,3.333981693446622,8.134496204352034e-05,-0.23423759133655897,3.333981693446622,5.870950591013724e-06,False,-0.20612864227837235,True,1.163362940127476
1.02,245.37681525,minus,1e-09,0.35230986831403177,0.3523098686475973,0.3523098771091473,0.35230987810835224,False,0.23432310617815033,3.33406995821418,0.23431549217119754,3.3340411033393327,2.9842535152511562e-05,0.23432310617815033,3.33406995821418,-2.1576828954650296e-06,False,-0.2071305067169078,True,1.1635400088746823
1.02,245.682771375,plus,1e-09,0.35212578693229996,0.3521257878083952,0.3521257801498662,0.3521257804822536,False,-0.23428630916636287,3.334050876189406,-0.23428032465872428,3.3340250649272325,2.6495954156423112e-05,-0.23428032465872428,3.3340250649272325,1.910622788869887e-06,False,-0.2066251409449933,True,1.163451364246568
1.02,245.529793312,unresolved,1e-09,0.35221781127823004,0.3522178116215462,0.35221781127823004,0.35221781166474053,False,0.23430057617819666,3.334047131119122,-0.23430057617819677,3.3340456093127844,1.521806337834164e-06,0.23430057617819666,3.334047131119122,-7.090012621446817e-08,False,-0.20687680940477549,True,1.1634956589456213
1.03,131.913997,minus,1e-07,0.35495349341019533,0.3549535403610995,0.35496175692348536,0.35496182357016304,False,0.2868002440741874,3.3774482869525593,0.2865649599224635,3.3763945787334015,0.0010796571878022231,0.2868002440741874,3.3774482869525593,-0.00011683095391656906,False,-0.21343149815038487,True,1.231841994597408
1.03,133.233137,minus,1e-07,0.35349183304277965,0.35349187954480826,0.35349381306139005,0.353493877960671,False,0.2863870196093525,3.3770100067274487,-0.2862697460838254,3.37649344858887,0.0005297031152649499,0.2863870196093525,3.3770100067274487,-5.7223080492718736e-05,False,-0.20945436341656887,True,1.2306865923033987
1.03,134.565468,plus,1e-09,0.3520222065689866,0.35202220710446097,0.35202220396519435,0.3520222047279611,False,-0.2859840202074502,3.3765888706018568,0.2859782276463081,3.376570204696003,1.9544047838923067e-05,0.2859782276463081,3.376570204696003,2.1161817853609932e-06,False,-0.20542038617026037,True,1.229542629976622
1.03,133.8993025,minus,1e-07,0.3527561697391293,0.35275621585191563,0.35275661781591583,0.3527566787628205,False,-0.2861811776233768,3.3767908666148947,0.28612580607631694,3.3765414806013876,0.00025545917865046045,-0.2861811776233768,3.3767908666148947,-2.754810053451351e-05,False,-0.20744542861478976,True,1.2301117654633669
1.03,134.23238525,minus,1e-07,0.35238895705435364,0.3523890053560483,0.3523890206880416,0.35238910351818653,False,0.28609078961256174,3.3766691221079195,-0.2860555101660867,3.3765648783738227,0.00011005178527414117,0.28609078961256174,3.3766691221079195,-1.1914235473753365e-05,False,-0.20636656841088552,True,1.2298264915967563
1.03,134.398926625,minus,1e-09,0.3522055521050077,0.3522055528403274,0.35220556974238254,0.3522055705051636,False,-0.28603221341478363,3.376624989724141,0.2860193252394008,3.3765770884918562,4.960476911640254e-05,-0.28603221341478363,3.376624989724141,-5.365837791870831e-06,False,-0.20592234805320686,True,1.2296843849121275
1.03,134.482197313,minus,1e-09,0.3521138651643489,0.35211386591429916,0.3521138668142931,0.3521138676537957,False,0.28600671070979683,3.3765975972100715,-0.2860015979523993,3.3765829973805244,1.5469172925860985e-05,0.28600671070979683,3.3765975972100715,-1.6753571734362538e-06,False,-0.20567005405422378,True,1.2296134635569844
1.03,134.523832657,unresolved,1e-09,0.352068031368054,0.35206803213813415,0.352068031368054,0.3520680320841622,False,0.2859939674051791,3.3765869445657115,0.2859924664554283,3.376585422759374,2.1374622061791053e-06,0.2859939674051791,3.3765869445657115,-1.4361428490872186e-07,False,-0.20555909373319992,True,1.2295780358048238
1.04,85.680655,minus,1e-07,0.35575969192177137,0.3557597236548807,0.35577428910978,0.35577434744700376,False,-0.33037632615372114,3.413435963214384,0.3300044753796206,3.4118347376089746,0.0016438358913279584,-0.33037632615372114,3.413435963214384,-0.00023696961071673073,False,-0.2146423457926403,True,1.2973840196934505
1.04,86.537462,minus,1e-07,0.3542997722452077,0.354299803558247,0.3543052874358468,0.3543053599993124,False,-0.3299103654675156,3.4129246362850885,-0.32966993512032394,3.4119465903747566,0.001007164611455185,-0.3299103654675156,3.4129246362850885,-0.00014505419677757203,False,-0.21065596029876588,True,1.2959364937047155
1.04,87.402837,minus,1e-07,0.3528318457817872,0.35283187707555214,0.35283261819855327,0.35283267202016944,False,-0.3294239589045832,3.4124376582571894,-0.3293369717009408,3.4120575871244765,0.0003898984989958,-0.3294239589045832,3.4124376582571894,-5.595475351372059e-05,False,-0.20674544513423143,True,1.2945032997860773
1.04,88.276865,plus,1e-07,0.35135620741987067,0.3513562741600995,0.35135591507610014,0.3513559471222251,False,-0.32900783361007824,3.4121671571807544,-0.3289414315409874,3.411926331327894,0.00024981258212020493,-0.3289414315409874,3.411926331327894,3.5884736099500714e-05,False,-0.20268128364421045,True,1.2930842971241
1.04,87.839851,minus,1e-09,0.3520930757521443,0.3520930762630234,0.3520931005129667,0.3520931011153597,False,-0.3291863195736446,3.41217742937353,-0.32917192855855676,3.412112550489295,6.645578180120083e-05,-0.3291863195736446,3.41217742937353,-9.522241975368217e-06,False,-0.20469352488390768,True,1.2937902685992073
1.04,88.058358,plus,1e-09,0.3517243452787371,0.35172434608146785,0.35172430242514463,0.35172430290661244,False,0.3290899390759252,3.4121398003340198,0.3290689574248031,3.4120526412538807,8.964895389511911e-05,0.3290689574248031,3.4120526412538807,1.2860047435392374e-05,False,-0.2036873630635796,True,1.2934364069668913
1.04,87.9491045,unresolved,1e-09,0.3519086373003125,0.35190863810046885,0.3519086369280508,0.3519086374257033,False,-0.3291313766658611,3.412126448861234,-0.3291290990924347,3.4121165571200422,1.0150560798336765e-05,-0.3291313766658611,3.412126448861234,-5.7470996850383926e-08,False,-0.20423740115239752,True,1.293613117993308
