act,seed,R2,variant,step,H,ck_step,drift,placed,G_lo,sign_correct,share1,share2,alpha1,alpha2,beta1,beta2,cancel_index,knockout,pair,pair_strict,max_abs_alpha,grad_max,grad_rel,hess_min,hess_min_rel,endpoint_type
f1.30,630001,0.1,reset,16000,16000,115,5.551115123125783e-17,True,0.1306418177800086,True,0.49999980405582173,0.5000001959441782,1.782885533046432,-1.8209368077544692,1.5079812269276909,1.637462285106113,0.010558979674381163,shared,True,False,1.8209368077544692,0.024848434193818603,0.14745966421317497,0.03794572052850786,0.22518373446857665,placed pair
f1.30,630002,0.003,preserved,1000,16000,97,1.734723475976807e-18,False,,False,0.553194079053079,0.446805920946921,-1.8043982164896541,1.787781260232054,-1.198211328004238,1.4514305602130704,1.0,unplaced,False,False,1.8043982164896541,0.015903594626462736,3.1459242127806926,-0.13632159718713316,-26.966067948081538,"other: unplaced, two units"
f1.30,630002,0.003,preserved,4000,16000,97,1.734723475976807e-18,False,,False,0.5018648958014605,0.4981351041985395,-1.8050638897017548,1.805063403671016,-1.5712949528926028,1.570664784720219,1.0,unplaced,False,False,1.8050638897017548,8.209690854886701e-07,0.0001623976581801037,-3.95850264804702e-05,-0.007830399113748932,"other: unplaced, two units"
f1.30,630002,0.003,preserved,16000,16000,97,1.734723475976807e-18,False,,False,0.5000000306378145,0.49999996936218544,-1.805062961536185,1.8050640568925116,-1.5712945764554764,1.5712945305424657,1.0,unplaced,False,False,1.8050640568925116,3.003964599199681e-07,5.9422068965676595e-05,-3.565736719282024e-10,-7.05346039374339e-08,"other: unplaced, two units"
f1.30,630002,0.003,reset,1000,16000,97,1.734723475976807e-18,False,,False,0.5047733230431104,0.4952266769568896,-1.8050640983809316,1.8050640983761146,-1.5712945039511887,1.5712945039533732,1.0,unplaced,False,False,1.8050640983809316,9.864655099722786e-11,1.951348613810265e-08,-1.6379454297564577e-16,-3.24005503643198e-14,"other: unplaced, two units"
f1.30,630002,0.003,reset,4000,16000,97,1.734723475976807e-18,False,,False,0.5001499988190642,0.4998500011809357,-1.80506409886839,1.8050641255360158,-1.5712945013671908,1.5712944938952345,1.0,unplaced,False,False,1.8050641255360158,5.913675264800425e-08,1.1697968062579956e-05,-3.895666344495086e-12,-7.70610127201651e-10,"other: unplaced, two units"
f1.30,630002,0.003,reset,16000,16000,97,1.734723475976807e-18,False,,False,0.500000000368405,0.499999999631595,-1.805064722924253,1.8050647229242207,-1.5712939598293045,1.5712939598285298,1.0,unplaced,False,False,1.805064722924253,1.4172539144173546e-07,2.803500409652634e-05,-2.9512301775022664e-10,-5.837891804312455e-08,"other: unplaced, two units"
f1.30,630002,0.01,preserved,1000,16000,97,3.469446951953614e-18,False,,False,0.525248453078228,0.4747515469217722,-1.7953940223453297,1.7955082592117155,-1.5481407030708763,1.5249701374480154,1.0,unplaced,False,False,1.7955082592117155,0.00023235844111491044,0.01378899669759675,-0.01890650911652867,-1.1219811534282473,"other: unplaced, two units"
f1.30,630002,0.01,preserved,4000,16000,97,3.469446951953614e-18,False,,False,0.5007158611554522,0.4992841388445479,-1.7952201467507034,1.7952201467554973,-1.57544004694118,1.5754400465269705,1.0,unplaced,False,False,1.7952201467554973,1.7879743367289758e-12,1.0610491319465784e-10,-2.981650412489998e-16,-1.769420017363608e-14,"other: unplaced, two units"
f1.30,630002,0.01,preserved,16000,16000,97,3.469446951953614e-18,False,,False,0.5000000264179091,0.4999999735820908,-1.7952202306915268,1.7952201728751884,-1.5754400245489293,1.575440040080941,1.0,unplaced,False,False,1.7952202306915268,2.1127823704100712e-08,1.2538020563633236e-06,-7.033439090753197e-13,-4.173899081513515e-11,"other: unplaced, two units"
f1.30,630002,0.01,reset,1000,16000,97,3.469446951953614e-18,False,,False,0.5049099072471427,0.4950900927528572,-1.795220146751214,1.7952201467512137,-1.575440046939719,1.5754400469397187,1.0,unplaced,False,False,1.795220146751214,5.551115123125783e-17,3.2942340176446e-15,-8.097815310314461e-18,-4.8055387200869455e-16,"other: unplaced, two units"
f1.30,630002,0.01,reset,4000,16000,97,3.469446951953614e-18,False,,False,0.5001542403747405,0.49984575962525946,-1.7952201467510676,1.7952201467447588,-1.5754400469404317,1.5754400469420524,1.0,unplaced,False,False,1.7952201467510676,1.754847612708832e-11,1.0413905266502005e-09,-4.731418320308991e-17,-2.8077960620085636e-15,"other: unplaced, two units"
f1.30,630002,0.01,reset,16000,16000,97,3.469446951953614e-18,False,,False,0.5000000003881566,0.4999999996118434,-1.7952201467040512,1.7952201467040516,-1.5754400469840761,1.5754400469840766,1.0,unplaced,False,False,1.7952201467040516,1.1480004447061987e-11,6.812653013567483e-10,2.1372986380542652e-16,1.2683509030486917e-14,"other: unplaced, two units"
f1.30,630002,0.03,preserved,1000,16000,97,1.3877787807814457e-17,False,,False,0.5177680383678569,0.4822319616321431,-1.7667552120214316,1.7669310435633885,-1.5888447531073566,1.5851046699878961,1.0,unplaced,False,False,1.7669310435633885,4.5817109047387086e-05,0.0009063180752353421,-0.0001426845564366602,-0.002822473858438637,"other: unplaced, two units"
f1.30,630002,0.03,preserved,4000,16000,97,1.3877787807814457e-17,False,,False,0.5005291282669273,0.4994708717330727,-1.7667719785263263,1.766771978526327,-1.588823132489005,1.5888231324890005,1.0,unplaced,False,False,1.766771978526327,1.6653345369377348e-16,3.294234017644601e-15,3.1534499206999094e-16,6.237907021859065e-15,"other: unplaced, two units"
f1.30,630002,0.03,preserved,16000,16000,97,1.3877787807814457e-17,False,,False,0.5000000186265121,0.49999998137348783,-1.7667628887595326,1.7667627661780834,-1.5888317150037843,1.5888264767966502,1.0,unplaced,False,False,1.7667628887595326,2.480655889138591e-06,4.907038696919968e-05,-6.239623973560793e-09,-1.2342734204510925e-07,"other: unplaced, two units"
f1.30,630002,0.03,reset,1000,16000,97,1.3877787807814457e-17,False,,False,0.5055133709357232,0.4944866290642767,-1.7667719785263265,1.7667719785263263,-1.5888231324890045,1.5888231324890034,1.0,unplaced,False,False,1.7667719785263265,5.551115123125783e-17,1.0980780058815336e-15,1.5362587081277616e-18,3.038906348224278e-17,"other: unplaced, two units"
f1.30,630002,0.03,reset,4000,16000,97,1.3877787807814457e-17,False,,False,0.5001729360366653,0.4998270639633346,-1.7667719785263263,1.7667719785263258,-1.5888231324890036,1.5888231324890039,1.0,unplaced,False,False,1.7667719785263263,2.194425197110661e-16,4.3408396170004375e-15,-6.972446563425541e-17,-1.379234630999813e-15,"other: unplaced, two units"
f1.30,630002,0.03,reset,16000,16000,97,1.3877787807814457e-17,False,,False,0.5000000004711798,0.4999999995288203,-1.7667719759259668,1.7667719759259644,-1.5888231350749817,1.5888231350749913,1.0,unplaced,False,False,1.7667719759259668,6.936757882512745e-10,1.3721749763718618e-08,-5.641540715975028e-16,-1.1159652866303866e-14,"other: unplaced, two units"
f1.30,630002,0.1,preserved,1000,16000,97,5.551115123125783e-17,True,0.10816393997085885,True,0.5386373229387772,0.46136267706122275,-1.7980183586732645,1.8183961445857904,1.573984246399182,1.5679852338603029,0.07167104969628921,shared,True,False,1.8183961445857904,0.013200675562045017,0.07833761960946653,0.03673684459734494,0.21800982413305064,placed pair
f1.30,630002,0.1,preserved,4000,16000,97,5.551115123125783e-17,True,0.14702134446798884,True,0.5027875078996761,0.4972124921003238,-1.8073140380499617,1.8083496596421376,1.5697837062974462,1.5718185852446878,0.005288597828966166,shared,True,False,1.8083496596421376,0.0006768269369215041,0.004016537704967525,0.03894787098153804,0.23113086047829814,placed pair
f1.30,630002,0.1,preserved,16000,16000,97,5.551115123125783e-17,True,0.15004374729659492,True,0.5000004442058102,0.4999995557941897,-1.807938733035768,1.807484014114493,1.5695738384332765,1.5721985930721327,0.00012666040372908804,shared,True,True,1.807938733035768,0.00029565482176696634,0.0017545234601385204,0.03897547017115627,0.2312946441276788,placed pair
f1.30,630002,0.1,reset,1000,16000,97,5.551115123125783e-17,True,0.13138099088534017,True,0.5171905728059849,0.48280942719401504,-1.8035687888865013,1.8123334220261293,1.5713973840390367,1.5703628989618106,0.03195989583977869,shared,True,False,1.8123334220261293,0.005711970178059245,0.03389691269407292,0.03828557105635526,0.22720053135517945,placed pair
