arm,seed,crossed,s_r,s_cross,cross_step,passage_step,available
T2-3b,600163,True,0.042169650342858224,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.05623413251903491,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.07498942093324558,0.12041821352294196,404.0,129.0,True
T2-3b,600163,True,0.1,0.12041821352294196,404.0,305.0,True
T2-3b,600163,True,0.1333521432163324,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.1778279410038923,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.23713737056616552,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.31622776601683794,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.4216965034285822,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.5623413251903491,0.12041821352294196,404.0,,False
T2-3b,600163,True,0.7498942093324559,0.12041821352294196,404.0,,False
T2-3b,600163,True,1.0,0.12041821352294196,404.0,,False
T2-3b,600163,True,1.333521432163324,0.12041821352294196,404.0,,False
T2-3b,600163,True,1.7782794100389228,0.12041821352294196,404.0,,False
T2-3b,600163,True,2.371373705661655,0.12041821352294196,404.0,,False
T2-3b,600163,True,3.1622776601683795,0.12041821352294196,404.0,,False
T2-3b,600163,True,4.216965034285822,0.12041821352294196,404.0,,False
T2-3b,600164,True,0.0031622776601683794,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.004216965034285823,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.005623413251903491,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.007498942093324558,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.01,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.01333521432163324,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.01778279410038923,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.023713737056616554,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.03162277660168379,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.042169650342858224,5.257174772784545,30758.0,,False
T2-3b,600164,True,0.05623413251903491,5.257174772784545,30758.0,11.0,True
T2-3b,600164,True,0.07498942093324558,5.257174772784545,30758.0,102.0,True
T2-3b,600164,True,0.1,5.257174772784545,30758.0,253.0,True
T2-3b,600164,True,0.1333521432163324,5.257174772784545,30758.0,363.0,True
T2-3b,600164,True,0.1778279410038923,5.257174772784545,30758.0,565.0,True
T2-3b,600164,True,0.23713737056616552,5.257174772784545,30758.0,899.0,True
T2-3b,600164,True,0.31622776601683794,5.257174772784545,30758.0,1419.0,True
T2-3b,600164,True,0.4216965034285822,5.257174772784545,30758.0,2208.0,True
T2-3b,600164,True,0.5623413251903491,5.257174772784545,30758.0,3354.0,True
T2-3b,600164,True,0.7498942093324559,5.257174772784545,30758.0,4872.0,True
T2-3b,600164,True,1.0,5.257174772784545,30758.0,6704.0,True
T2-3b,600164,True,1.333521432163324,5.257174772784545,30758.0,8863.0,True
T2-3b,600164,True,1.7782794100389228,5.257174772784545,30758.0,11502.0,True
T2-3b,600164,True,2.371373705661655,5.257174772784545,30758.0,14864.0,True
T2-3b,600164,True,3.1622776601683795,5.257174772784545,30758.0,19257.0,True
T2-3b,600164,True,4.216965034285822,5.257174772784545,30758.0,25060.0,True
T2-3b,600165,True,0.0031622776601683794,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.004216965034285823,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.005623413251903491,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.007498942093324558,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.01,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.01333521432163324,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.01778279410038923,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.023713737056616554,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.03162277660168379,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.042169650342858224,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.05623413251903491,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.07498942093324558,0.2910072220902984,1758.0,104.0,True
T2-3b,600165,True,0.1,0.2910072220902984,1758.0,255.0,True
T2-3b,600165,True,0.1333521432163324,0.2910072220902984,1758.0,532.0,True
T2-3b,600165,True,0.1778279410038923,0.2910072220902984,1758.0,992.0,True
T2-3b,600165,True,0.23713737056616552,0.2910072220902984,1758.0,1634.0,True
T2-3b,600165,True,0.31622776601683794,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.4216965034285822,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.5623413251903491,0.2910072220902984,1758.0,,False
T2-3b,600165,True,0.7498942093324559,0.2910072220902984,1758.0,,False
T2-3b,600165,True,1.0,0.2910072220902984,1758.0,,False
T2-3b,600165,True,1.333521432163324,0.2910072220902984,1758.0,,False
T2-3b,600165,True,1.7782794100389228,0.2910072220902984,1758.0,,False
T2-3b,600165,True,2.371373705661655,0.2910072220902984,1758.0,,False
T2-3b,600165,True,3.1622776601683795,0.2910072220902984,1758.0,,False
T2-3b,600165,True,4.216965034285822,0.2910072220902984,1758.0,,False
T2-3b,600166,True,0.0031622776601683794,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.004216965034285823,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.005623413251903491,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.007498942093324558,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.01,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.01333521432163324,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.01778279410038923,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.023713737056616554,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.03162277660168379,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.042169650342858224,4.613651768141374,27526.0,,False
T2-3b,600166,True,0.05623413251903491,4.613651768141374,27526.0,54.0,True
T2-3b,600166,True,0.07498942093324558,4.613651768141374,27526.0,120.0,True
T2-3b,600166,True,0.1,4.613651768141374,27526.0,220.0,True
T2-3b,600166,True,0.1333521432163324,4.613651768141374,27526.0,385.0,True
T2-3b,600166,True,0.1778279410038923,4.613651768141374,27526.0,634.0,True
T2-3b,600166,True,0.23713737056616552,4.613651768141374,27526.0,1001.0,True
T2-3b,600166,True,0.31622776601683794,4.613651768141374,27526.0,1546.0,True
T2-3b,600166,True,0.4216965034285822,4.613651768141374,27526.0,2353.0,True
T2-3b,600166,True,0.5623413251903491,4.613651768141374,27526.0,3513.0,True
T2-3b,600166,True,0.7498942093324559,4.613651768141374,27526.0,5048.0,True
T2-3b,600166,True,1.0,4.613651768141374,27526.0,6905.0,True
T2-3b,600166,True,1.333521432163324,4.613651768141374,27526.0,9092.0,True
T2-3b,600166,True,1.7782794100389228,4.613651768141374,27526.0,11754.0,True
T2-3b,600166,True,2.371373705661655,4.613651768141374,27526.0,15133.0,True
T2-3b,600166,True,3.1622776601683795,4.613651768141374,27526.0,19538.0,True
T2-3b,600166,True,4.216965034285822,4.613651768141374,27526.0,25349.0,True
T2-3b,600167,True,0.0031622776601683794,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.004216965034285823,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.005623413251903491,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.007498942093324558,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.01,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.01333521432163324,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.01778279410038923,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.023713737056616554,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.03162277660168379,5.265410377284756,31327.0,,False
T2-3b,600167,True,0.042169650342858224,5.265410377284756,31327.0,62.0,True
T2-3b,600167,True,0.05623413251903491,5.265410377284756,31327.0,119.0,True
T2-3b,600167,True,0.07498942093324558,5.265410377284756,31327.0,195.0,True
T2-3b,600167,True,0.1,5.265410377284756,31327.0,316.0,True
T2-3b,600167,True,0.1333521432163324,5.265410377284756,31327.0,497.0,True
T2-3b,600167,True,0.1778279410038923,5.265410377284756,31327.0,759.0,True
T2-3b,600167,True,0.23713737056616552,5.265410377284756,31327.0,1141.0,True
T2-3b,600167,True,0.31622776601683794,5.265410377284756,31327.0,1702.0,True
T2-3b,600167,True,0.4216965034285822,5.265410377284756,31327.0,2527.0,True
T2-3b,600167,True,0.5623413251903491,5.265410377284756,31327.0,3707.0,True
T2-3b,600167,True,0.7498942093324559,5.265410377284756,31327.0,5259.0,True
T2-3b,600167,True,1.0,5.265410377284756,31327.0,7129.0,True
T2-3b,600167,True,1.333521432163324,5.265410377284756,31327.0,9323.0,True
T2-3b,600167,True,1.7782794100389228,5.265410377284756,31327.0,11987.0,True
T2-3b,600167,True,2.371373705661655,5.265410377284756,31327.0,15366.0,True
T2-3b,600167,True,3.1622776601683795,5.265410377284756,31327.0,19770.0,True
T2-3b,600167,True,4.216965034285822,5.265410377284756,31327.0,25580.0,True
T2-3b,600168,True,0.0031622776601683794,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.004216965034285823,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.005623413251903491,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.007498942093324558,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.01,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.01333521432163324,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.01778279410038923,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.023713737056616554,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.03162277660168379,4.7753175677747866,28089.0,,False
T2-3b,600168,True,0.042169650342858224,4.7753175677747866,28089.0,49.0,True
T2-3b,600168,True,0.05623413251903491,4.7753175677747866,28089.0,216.0,True
T2-3b,600168,True,0.07498942093324558,4.7753175677747866,28089.0,285.0,True
T2-3b,600168,True,0.1,4.7753175677747866,28089.0,360.0,True
T2-3b,600168,True,0.1333521432163324,4.7753175677747866,28089.0,494.0,True
T2-3b,600168,True,0.1778279410038923,4.7753175677747866,28089.0,715.0,True
T2-3b,600168,True,0.23713737056616552,4.7753175677747866,28089.0,1062.0,True
T2-3b,600168,True,0.31622776601683794,4.7753175677747866,28089.0,1591.0,True
T2-3b,600168,True,0.4216965034285822,4.7753175677747866,28089.0,2381.0,True
T2-3b,600168,True,0.5623413251903491,4.7753175677747866,28089.0,3504.0,True
T2-3b,600168,True,0.7498942093324559,4.7753175677747866,28089.0,4967.0,True
T2-3b,600168,True,1.0,4.7753175677747866,28089.0,6739.0,True
T2-3b,600168,True,1.333521432163324,4.7753175677747866,28089.0,8860.0,True
T2-3b,600168,True,1.7782794100389228,4.7753175677747866,28089.0,11479.0,True
T2-3b,600168,True,2.371373705661655,4.7753175677747866,28089.0,14835.0,True
T2-3b,600168,True,3.1622776601683795,4.7753175677747866,28089.0,19226.0,True
T2-3b,600168,True,4.216965034285822,4.7753175677747866,28089.0,25028.0,True
T2-3b,600169,True,0.0031622776601683794,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.004216965034285823,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.005623413251903491,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.007498942093324558,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.01,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.01333521432163324,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.01778279410038923,5.052387412316213,30137.0,,False
T2-3b,600169,True,0.023713737056616554,5.052387412316213,30137.0,13.0,True
T2-3b,600169,True,0.03162277660168379,5.052387412316213,30137.0,58.0,True
T2-3b,600169,True,0.042169650342858224,5.052387412316213,30137.0,118.0,True
T2-3b,600169,True,0.05623413251903491,5.052387412316213,30137.0,218.0,True
T2-3b,600169,True,0.07498942093324558,5.052387412316213,30137.0,381.0,True
T2-3b,600169,True,0.1,5.052387412316213,30137.0,497.0,True
T2-3b,600169,True,0.1333521432163324,5.052387412316213,30137.0,626.0,True
T2-3b,600169,True,0.1778279410038923,5.052387412316213,30137.0,848.0,True
T2-3b,600169,True,0.23713737056616552,5.052387412316213,30137.0,1198.0,True
T2-3b,600169,True,0.31622776601683794,5.052387412316213,30137.0,1735.0,True
T2-3b,600169,True,0.4216965034285822,5.052387412316213,30137.0,2543.0,True
T2-3b,600169,True,0.5623413251903491,5.052387412316213,30137.0,3709.0,True
T2-3b,600169,True,0.7498942093324559,5.052387412316213,30137.0,5251.0,True
T2-3b,600169,True,1.0,5.052387412316213,30137.0,7112.0,True
T2-3b,600169,True,1.333521432163324,5.052387412316213,30137.0,9302.0,True
T2-3b,600169,True,1.7782794100389228,5.052387412316213,30137.0,11963.0,True
T2-3b,600169,True,2.371373705661655,5.052387412316213,30137.0,15342.0,True
T2-3b,600169,True,3.1622776601683795,5.052387412316213,30137.0,19746.0,True
T2-3b,600169,True,4.216965034285822,5.052387412316213,30137.0,25556.0,True
T2-3b,600170,True,0.0031622776601683794,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.004216965034285823,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.005623413251903491,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.007498942093324558,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.01,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.01333521432163324,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.01778279410038923,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.023713737056616554,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.03162277660168379,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.042169650342858224,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.05623413251903491,0.06068011063441062,25.0,1.0,True
T2-3b,600170,True,0.07498942093324558,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.1,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.1333521432163324,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.1778279410038923,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.23713737056616552,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.31622776601683794,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.4216965034285822,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.5623413251903491,0.06068011063441062,25.0,,False
T2-3b,600170,True,0.7498942093324559,0.06068011063441062,25.0,,False
T2-3b,600170,True,1.0,0.06068011063441062,25.0,,False
T2-3b,600170,True,1.333521432163324,0.06068011063441062,25.0,,False
T2-3b,600170,True,1.7782794100389228,0.06068011063441062,25.0,,False
T2-3b,600170,True,2.371373705661655,0.06068011063441062,25.0,,False
T2-3b,600170,True,3.1622776601683795,0.06068011063441062,25.0,,False
T2-3b,600170,True,4.216965034285822,0.06068011063441062,25.0,,False
T2-3b,600171,True,0.0031622776601683794,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.004216965034285823,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.005623413251903491,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.007498942093324558,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.01,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.01333521432163324,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.01778279410038923,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.023713737056616554,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.03162277660168379,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.042169650342858224,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.05623413251903491,4.760386502319701,27733.0,,False
T2-3b,600171,True,0.07498942093324558,4.760386502319701,27733.0,82.0,True
T2-3b,600171,True,0.1,4.760386502319701,27733.0,222.0,True
T2-3b,600171,True,0.1333521432163324,4.760386502319701,27733.0,363.0,True
T2-3b,600171,True,0.1778279410038923,4.760386502319701,27733.0,534.0,True
T2-3b,600171,True,0.23713737056616552,4.760386502319701,27733.0,848.0,True
T2-3b,600171,True,0.31622776601683794,4.760386502319701,27733.0,1349.0,True
T2-3b,600171,True,0.4216965034285822,4.760386502319701,27733.0,2111.0,True
T2-3b,600171,True,0.5623413251903491,4.760386502319701,27733.0,3209.0,True
T2-3b,600171,True,0.7498942093324559,4.760386502319701,27733.0,4660.0,True
T2-3b,600171,True,1.0,4.760386502319701,27733.0,6435.0,True
T2-3b,600171,True,1.333521432163324,4.760386502319701,27733.0,8564.0,True
T2-3b,600171,True,1.7782794100389228,4.760386502319701,27733.0,11192.0,True
T2-3b,600171,True,2.371373705661655,4.760386502319701,27733.0,14553.0,True
T2-3b,600171,True,3.1622776601683795,4.760386502319701,27733.0,18948.0,True
T2-3b,600171,True,4.216965034285822,4.760386502319701,27733.0,24753.0,True
T2-3b,600172,True,0.0031622776601683794,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.004216965034285823,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.005623413251903491,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.007498942093324558,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.01,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.01333521432163324,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.01778279410038923,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.023713737056616554,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.03162277660168379,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.042169650342858224,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.05623413251903491,0.07555667193085307,99.0,9.0,True
T2-3b,600172,True,0.07498942093324558,0.07555667193085307,99.0,97.0,True
T2-3b,600172,True,0.1,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.1333521432163324,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.1778279410038923,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.23713737056616552,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.31622776601683794,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.4216965034285822,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.5623413251903491,0.07555667193085307,99.0,,False
T2-3b,600172,True,0.7498942093324559,0.07555667193085307,99.0,,False
T2-3b,600172,True,1.0,0.07555667193085307,99.0,,False
T2-3b,600172,True,1.333521432163324,0.07555667193085307,99.0,,False
T2-3b,600172,True,1.7782794100389228,0.07555667193085307,99.0,,False
T2-3b,600172,True,2.371373705661655,0.07555667193085307,99.0,,False
T2-3b,600172,True,3.1622776601683795,0.07555667193085307,99.0,,False
T2-3b,600172,True,4.216965034285822,0.07555667193085307,99.0,,False
T2-3b,600173,True,0.0031622776601683794,4.7487176134726,28515.0,30.0,True
T2-3b,600173,True,0.004216965034285823,4.7487176134726,28515.0,21.0,True
T2-3b,600173,True,0.005623413251903491,4.7487176134726,28515.0,12.0,True
T2-3b,600173,True,0.007498942093324558,4.7487176134726,28515.0,1.0,True
T2-3b,600173,True,0.01,4.7487176134726,28515.0,93.0,True
T2-3b,600173,True,0.01333521432163324,4.7487176134726,28515.0,107.0,True
T2-3b,600173,True,0.01778279410038923,4.7487176134726,28515.0,124.0,True
T2-3b,600173,True,0.023713737056616554,4.7487176134726,28515.0,145.0,True
T2-3b,600173,True,0.03162277660168379,4.7487176134726,28515.0,170.0,True
T2-3b,600173,True,0.042169650342858224,4.7487176134726,28515.0,201.0,True
T2-3b,600173,True,0.05623413251903491,4.7487176134726,28515.0,248.0,True
T2-3b,600173,True,0.07498942093324558,4.7487176134726,28515.0,325.0,True
T2-3b,600173,True,0.1,4.7487176134726,28515.0,443.0,True
T2-3b,600173,True,0.1333521432163324,4.7487176134726,28515.0,620.0,True
T2-3b,600173,True,0.1778279410038923,4.7487176134726,28515.0,879.0,True
T2-3b,600173,True,0.23713737056616552,4.7487176134726,28515.0,1260.0,True
T2-3b,600173,True,0.31622776601683794,4.7487176134726,28515.0,1821.0,True
T2-3b,600173,True,0.4216965034285822,4.7487176134726,28515.0,2647.0,True
T2-3b,600173,True,0.5623413251903491,4.7487176134726,28515.0,3818.0,True
T2-3b,600173,True,0.7498942093324559,4.7487176134726,28515.0,5349.0,True
T2-3b,600173,True,1.0,4.7487176134726,28515.0,7192.0,True
T2-3b,600173,True,1.333521432163324,4.7487176134726,28515.0,9364.0,True
T2-3b,600173,True,1.7782794100389228,4.7487176134726,28515.0,12015.0,True
T2-3b,600173,True,2.371373705661655,4.7487176134726,28515.0,15387.0,True
T2-3b,600173,True,3.1622776601683795,4.7487176134726,28515.0,19788.0,True
T2-3b,600173,True,4.216965034285822,4.7487176134726,28515.0,25598.0,True
T2-3b,600174,True,0.0031622776601683794,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.004216965034285823,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.005623413251903491,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.007498942093324558,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.01,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.01333521432163324,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.01778279410038923,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.023713737056616554,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.03162277660168379,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.042169650342858224,0.05651050408818461,79.0,,False
T2-3b,600174,True,0.05623413251903491,0.05651050408818461,79.0,78.0,True
T2-3b,600174,True,0.07498942093324558,0.05651050408818461,79.0,,False
