arm,seed,t,frac_time,placed,min_share,cancel,grad_rel,lam_rel,stationary_two_unit
T2-3c,600389,1,5.7693417181099634e-05,False,0.40237972142845996,0.08863476597887,2.4703776643030726,-3.2144913416045564,False
T2-3c,600389,354,0.02042346968210927,False,0.20576766672038446,1.0,1.4599626182339616,-1.0880351892834643,False
T2-3c,600389,708,0.04084693936421854,False,0.4661986973810818,1.0,0.0009044043951784173,-2.6042517035163458e-05,False
T2-3c,600389,1062,0.061270409046327814,False,0.4993756385271471,1.0,0.0004854242088880369,-3.729799280540854e-06,False
T2-3c,600389,1415,0.08163618531125598,False,0.48737783582421995,1.0,0.0003138548903740076,-9.371582152965509e-07,False
T2-3c,600389,1769,0.10205965499336525,False,0.48043846829937426,1.0,0.00021970475513514537,-2.98374262663754e-07,False
T2-3c,600389,2123,0.12248312467547452,False,0.4763547796740128,1.0,0.00016138801172973827,-1.0927959278825677e-07,False
T2-3c,600389,2476,0.1428489009404027,False,0.47382705411921133,1.0,0.00012256886948964734,-4.399250171898483e-08,False
T2-3c,600389,2830,0.16327237062251196,False,0.47224873764641434,1.0,9.519242604953359e-05,-1.8828604588030295e-08,False
T2-3c,600389,3184,0.18369584030462124,False,0.4713205599091871,1.0,7.517678258452161e-05,-8.43205742931615e-09,False
T2-3c,600389,3537,0.2040616165695494,False,0.4708663185668787,1.0,6.012246565740248e-05,-3.908140934747268e-09,False
T2-3c,600389,3891,0.2244850862516587,False,0.47077263393513114,1.0,4.845682218608041e-05,-1.8489412934147418e-09,False
T2-3c,600389,4245,0.24490855593376795,False,0.47096533415699265,1.0,3.927471880306489e-05,-8.886591935152314e-10,False
T2-3c,600389,4599,0.2653320256158772,False,0.47138757842500484,1.0,3.194287625687368e-05,-4.31730384355829e-10,False
T2-3c,600389,4952,0.2856978018808054,False,0.47199135071507575,1.0,2.6081993059089543e-05,-2.1938960898085747e-10,False
T2-3c,600389,5306,0.3061212715629147,False,0.4727403160166342,1.0,2.118446637823682e-05,-1.5130231263646166e-10,False
T2-3c,600389,5660,0.3265447412450239,False,0.47359727788152295,1.0,2.0030745371181944e-05,-6.460046808529606e-10,False
T2-3c,600389,6013,0.3469105175099521,False,0.4745271519155594,1.0,6.550333284793022e-05,-1.649340780659472e-07,False
T2-3c,600389,6367,0.3673339871920614,False,0.47550626542793906,1.0,0.00012317751943467326,-7.029553550772542e-07,False
T2-3c,600389,6721,0.3877574568741707,False,0.47650677448851775,1.0,6.281532151756926e-05,-1.5427883838463882e-07,False
T2-3c,600389,7074,0.4081232331390988,False,0.47750461298808833,1.0,1.8233476438137433e-05,-1.1575006050823973e-08,False
T2-3c,600389,7428,0.4285467028212081,False,0.47848844321899203,1.0,1.084170797367756e-05,-1.0866984968662406e-09,False
T2-3c,600389,7782,0.4489701725033174,False,0.47944253399181136,1.0,9.719640364467988e-06,-7.151238520941913e-10,False
T2-3c,600389,8135,0.4693359487682455,False,0.4803552673539881,1.0,2.2079217922118773e-05,-1.4074576191177762e-08,False
T2-3c,600389,8489,0.4897594184503548,False,0.48122600411002614,1.0,1.948935512844673e-05,-1.0233086012258903e-08,False
T2-3c,600389,8843,0.510182888132464,False,0.4820489558273567,1.0,0.0008073604453959425,-1.6709569664718824e-05,False
T2-3c,600389,9197,0.5306063578145733,False,0.4828230283342716,1.0,4.9662652832277915e-06,-1.5417254170456765e-12,False
T2-3c,600389,9550,0.5509721340795015,False,0.48354672472895827,1.0,4.844391146850034e-06,-1.3821201815116592e-12,False
T2-3c,600389,9904,0.5713956037616108,False,0.4842256668838096,1.0,4.7367980764849614e-06,-1.1550610451948078e-12,False
T2-3c,600389,10258,0.5918190734437201,False,0.48485994498592233,1.0,4.648096992491105e-06,-1.025997039070281e-12,False
T2-3c,600389,10611,0.6121848497086483,False,0.4854505530049243,1.0,4.565946248721432e-06,-1.0468172591257883e-12,False
T2-3c,600389,10965,0.6326083193907576,False,0.48600362753028103,1.0,4.357243505886478e-06,-5.1546443415033135e-12,False
T2-3c,600389,11319,0.6530317890728667,False,0.48652027197391867,1.0,7.239277639021257e-06,-6.726661635897487e-10,False
T2-3c,600389,11672,0.6733975653377949,False,0.48700194286599685,1.0,1.9107880566265556e-05,-5.4270298717859066e-09,False
T2-3c,600389,12026,0.6938210350199042,False,0.4874540059806629,1.0,3.1492450667235974e-06,-2.2111416967366835e-11,False
T2-3c,600389,12380,0.7142445047020135,False,0.48787753625890756,1.0,3.5757006161639005e-06,-2.574284208331002e-13,False
T2-3c,600389,12733,0.7346102809669417,False,0.48827376964846564,1.0,3.6197442330475995e-06,-2.3338515993276516e-13,False
T2-3c,600389,13087,0.755033750649051,False,0.48864708489893854,1.0,3.64559785796618e-06,-3.387210222718728e-13,False
T2-3c,600389,13441,0.7754572203311603,False,0.48899827330654466,1.0,6.252869568493329e-06,-4.416705220621204e-10,False
T2-3c,600389,13795,0.7958806900132694,False,0.48932911236850485,1.0,0.00032424613366968316,-1.1499483696756979e-06,False
T2-3c,600389,14148,0.8162464662781976,False,0.48964033827267384,1.0,3.023894140841663e-06,-1.0320386964251914e-13,False
T2-3c,600389,14502,0.8366699359603069,False,0.48993520457820056,1.0,3.040153955551336e-06,-9.408638770296977e-14,False
T2-3c,600389,14856,0.8570934056424162,False,0.4902141371082609,1.0,3.0481461037557238e-06,-8.995091147527554e-14,False
T2-3c,600389,15209,0.8774591819073444,False,0.4904776162363107,1.0,3.3044155240845924e-06,-1.417752057783104e-12,False
T2-3c,600389,15563,0.8978826515894537,False,0.4907282388522927,1.0,0.00024006217716436,-4.847037257678267e-07,False
T2-3c,600389,15917,0.918306121271563,False,0.4909662127383791,1.0,2.631650673461086e-06,-4.69481817329523e-14,False
T2-3c,600389,16270,0.938671897536491,False,0.491191840810595,1.0,2.6837008991014646e-06,-4.468033101678128e-14,False
T2-3c,600389,16624,0.9590953672186003,False,0.4914072280031179,1.0,2.755572295273353e-06,-2.4259052760420356e-15,False
T2-3c,600389,16978,0.9795188369007096,False,0.4916124710358649,1.0,7.767165880932786e-06,-4.3835144817812383e-10,False
T2-3c,600389,17332,0.9999423065828189,False,0.4918082543760785,1.0,0.0004576930849302466,-1.4268494909439716e-06,False
T2-3c,600390,1,0.05263157894736842,False,0.322188419660254,0.7123260588009739,2.126256521481915,-3.9708395573323205,False
T2-3c,600390,2,0.10526315789473684,False,0.32879539398226976,0.6850809724302553,2.2219277497338026,-3.86323060083657,False
T2-3c,600390,3,0.15789473684210525,False,0.33540697265606845,0.6565671669839458,2.317735363145098,-3.761111500670848,False
T2-3c,600390,4,0.21052631578947367,False,0.3420293148882426,0.6267786366974467,2.4134581797373094,-3.6647065281536553,False
T2-3c,600390,5,0.2631578947368421,False,0.3486678399438022,0.5957142503248031,2.508839428990561,-3.57423583435976,False
T2-3c,600390,6,0.3157894736842105,False,0.3553269690722575,0.5633788346523061,2.6035866064642965,-3.4899111792286726,False
T2-3c,600390,7,0.3684210526315789,False,0.36201013736745147,0.529783933347887,2.697371003554091,-3.411929538144495,False
T2-3c,600390,8,0.42105263157894735,False,0.3687198934880124,0.4949483839193617,2.7898277686634914,-3.3404660556810457,False
T2-3c,600390,9,0.47368421052631576,False,0.37545801571398485,0.45889877442957583,2.880557127593461,-3.2756671483158697,False
T2-3c,600390,10,0.5263157894736842,False,0.38222561757470724,0.4216698045069591,2.969127308603499,-3.217644354502075,False
T2-3c,600390,11,0.5789473684210527,False,0.3890232345245899,0.38330455756807486,3.0550796633666977,-3.166469490944585,False
T2-3c,600390,12,0.631578947368421,False,0.39585089048855837,0.3438546824765074,3.1379363823255995,-3.1221716620263895,False
T2-3c,600390,13,0.6842105263157895,False,0.402708145929106,0.3033804784362672,3.2172110295562177,-3.0847366127390883,False
T2-3c,600390,14,0.7368421052631579,False,0.40959413006203954,0.26195087467265826,3.2924218475878306,-3.0541087733662025,False
T2-3c,600390,15,0.7894736842105263,False,0.416507560083248,0.21964329548805478,3.3631074152444222,-3.030196101569322,False
T2-3c,600390,16,0.8421052631578947,False,0.4234467502211133,0.17654340126547954,3.42884382707042,-3.012877498867952,False
T2-3c,600390,17,0.8947368421052632,False,0.43040961327068544,0.13274469688090657,3.489262182866447,-3.0020122102764635,False
T2-3c,600390,18,0.9473684210526315,False,0.43739365704806593,0.08834800084339785,3.544064930705158,-2.9974502810735877,False
T2-3c,600391,1,5.319431884674717e-05,False,0.44401757433055083,0.7988266150721401,1.6730647969486403,-3.154541797411404,False
T2-3c,600391,384,0.020426618437150913,False,0.4649784663437738,1.0,0.004004411653471576,-0.00012825201326029128,False
T2-3c,600391,768,0.040853236874301826,False,0.47365913558880884,1.0,0.001677628066764934,-9.967720576331869e-06,False
T2-3c,600391,1151,0.06122666099260599,False,0.4781379593077519,1.0,0.0009743892978127832,-1.8891118617932324e-06,False
T2-3c,600391,1535,0.0816532794297569,False,0.48098630799507847,1.0,0.0006382037347177193,-4.962828140617968e-07,False
T2-3c,600391,1919,0.10207989786690781,False,0.4830314462859636,1.0,0.0004470674870946576,-1.5660560694554478e-07,False
T2-3c,600391,2302,0.12245332198521199,False,0.4846182793097097,1.0,0.00032732649285571356,-5.576826741044733e-08,False
T2-3c,600391,2686,0.1428799404223629,False,0.4859238401193838,1.0,0.0002466844178564888,-2.1477108643657053e-08,False
T2-3c,600391,3069,0.16325336454066705,False,0.48703238446709207,1.0,0.00018992283838448727,-8.774454315662613e-09,False
T2-3c,600391,3453,0.18367998297781796,False,0.48800322904368276,1.0,0.0001482208735478042,-3.7220717414194598e-09,False
T2-3c,600391,3837,0.2041066014149689,False,0.4888665128746868,1.0,0.00011678814273196506,-1.6237532011287821e-09,False
T2-3c,600391,4220,0.22448002553327304,False,0.48964177935395065,1.0,9.263698843814901e-05,-7.238448606832666e-10,False
T2-3c,600391,4604,0.24490664397042397,False,0.49034735671199686,1.0,7.369123305905903e-05,-3.2641124595647667e-10,False
T2-3c,600391,4987,0.2652800680887281,False,0.49098933574303494,1.0,5.8748703773200525e-05,-1.4892865119495388e-10,False
T2-3c,600391,5371,0.28570668652587905,False,0.4915780178384537,1.0,4.68332113666576e-05,-7.288565594373475e-11,False
T2-3c,600391,5755,0.30613330496302993,False,0.4921168851068587,1.0,3.730492542561144e-05,-4.03215467510571e-11,False
T2-3c,600391,6138,0.3265067290813341,False,0.49260886153392974,1.0,2.972830515843145e-05,-2.2512988140299187e-11,False
T2-3c,600391,6522,0.34693334751848504,False,0.4930600647438922,1.0,2.3418860427493694e-05,-5.357550653353469e-11,False
T2-3c,600391,6906,0.3673599659556359,False,0.49347238981035263,1.0,1.8899714345822617e-05,-8.095049013618057e-12,False
T2-3c,600391,7289,0.3877333900739401,False,0.4938479703931833,1.0,1.5161439079777844e-05,-4.523772889037177e-12,False
T2-3c,600391,7673,0.408160008511091,False,0.4941917251787531,1.0,1.2099295064302372e-05,-1.2375677866110481e-11,False
T2-3c,600391,8056,0.4285334326293952,False,0.49450471638522,1.0,0.0005248483142835064,-7.539270878633663e-06,False
T2-3c,600391,8440,0.4489600510665461,False,0.4947913237456268,1.0,1.0049014803452609e-05,-1.7359543742248893e-10,False
T2-3c,600391,8824,0.469386669503697,False,0.4950532923514547,1.0,8.011525458965906e-06,-1.5555158881115317e-09,False
T2-3c,600391,9207,0.4897600936220012,False,0.4952924522872237,1.0,1.1667895416986361e-05,-3.0588491241254424e-09,False
T2-3c,600391,9591,0.5101867120591521,False,0.4955122825222779,1.0,0.00021573137435655664,-9.536927040941698e-07,False
T2-3c,600391,9974,0.5305601361774562,False,0.49571366135666545,1.0,0.0007270055849456892,-9.6275276952482e-06,False
T2-3c,600391,10358,0.5509867546146071,False,0.4958994735782524,1.0,4.5426925465565045e-06,-6.0746773755476e-13,False
T2-3c,600391,10742,0.5714133730517581,False,0.4960708228053286,1.0,4.382770807786896e-06,-5.214766468222321e-13,False
T2-3c,600391,11125,0.5917867971700622,False,0.4962287852769799,1.0,4.270786854848673e-06,-4.417922449948018e-13,False
T2-3c,600391,11509,0.6122134156072131,False,0.49637549063037617,1.0,4.174521684351373e-06,-3.1958386375384616e-13,False
T2-3c,600391,11892,0.6325868397255173,False,0.4965113273670702,1.0,4.1038400329669406e-06,-1.8142395582431845e-13,False
T2-3c,600391,12276,0.6530134581626682,False,0.4966380300750326,1.0,3.6235232641865753e-06,-1.5243974023928998e-11,False
T2-3c,600391,12660,0.6734400765998192,False,0.4967561407850807,1.0,7.745237271987046e-06,-7.108633745568898e-10,False
T2-3c,600391,13043,0.6938135007181233,False,0.4968661879576983,1.0,3.0768897996717216e-05,-1.0572344008118772e-08,False
T2-3c,600391,13427,0.7142401191552742,False,0.4969694603792965,1.0,0.0005085104984732943,-2.8032845853533603e-06,False
T2-3c,600391,13811,0.7346667375924252,False,0.497066291144152,1.0,3.0662349366544258e-06,-9.559070803600208e-14,False
T2-3c,600391,14194,0.7550401617107293,False,0.49715702130844625,1.0,3.0563756962983026e-06,-8.51276828728149e-14,False
T2-3c,600391,14578,0.7754667801478802,False,0.4972426275490887,1.0,3.0310347059449558e-06,-7.477230839164952e-14,False
T2-3c,600391,14961,0.7958402042661844,False,0.4973231105469151,1.0,3.0280484969619514e-06,-6.678911712412389e-14,False
