act,seed,R2,variant,s,sigma,own_loss_recomputed,own_loss_recorded,own_match,pop_loss_stuck,own_gap_to_placed_found,pop_global_loss,pop_global_placed,s_direct,same_s,pop_gap
f1.30,630066,0.003,preserved,0.005055301256734821,1.0,0.6906634675154537,0.6906634675154538,True,0.6905893936962768,,0.6905695256247887,True,0.005055301256734821,True,1.9868071488127192e-05
f1.30,630066,0.003,reset,0.005055301256734821,1.0,0.6906634675154537,0.6906634675154538,True,0.690589393693991,,0.6905695256247887,True,0.005055301256734821,True,1.9868069202289007e-05
f1.30,630066,0.01,reset,0.01685100418911607,1.0,0.6850051847751613,0.6850051847751613,True,0.6847598368185129,,0.6845827328907806,True,0.01685100418911607,True,0.00017710392773229167
f1.30,630067,0.003,preserved,0.005055301256734821,-1.0,0.6903252487675021,0.6903252487675021,True,0.6905932211057761,,0.6905695256247887,True,0.005055301256734821,True,2.3695480987462325e-05
f1.30,630067,0.01,preserved,0.01685100418911607,-1.0,0.6838905322623549,0.6838905322623549,True,0.6847733017660693,,0.6845827328907806,True,0.01685100418911607,True,0.00019056887528867694
f1.30,630067,0.03,reset,0.050553012567348204,-1.0,0.6666378669236036,0.6666378669236036,True,0.669194630438252,-0.0023700261768562214,,,,,
f1.30,630068,0.003,preserved,0.005055301256734821,1.0,0.6906742598160593,0.6906742598160593,True,0.6905876726183868,,0.6905695256247887,True,0.005055301256734821,True,1.8146993598144867e-05
f1.30,630068,0.003,reset,0.005055301256734821,1.0,0.6906742598160592,0.6906742598160592,True,0.6905876726195979,,0.6905695256247887,True,0.005055301256734821,True,1.8146994809176142e-05
f1.30,630068,0.01,preserved,0.01685100418911607,1.0,0.6850390028435452,0.6850390028435452,True,0.6847546051230097,,0.6845827328907806,True,0.01685100418911607,True,0.00017187223222903114
f1.30,630068,0.03,preserved,0.050553012567348204,1.0,0.6699533111869707,0.6699533111869707,True,0.6691369261500378,,,,,,
f1.30,630070,0.003,preserved,0.005055301256734821,1.0,0.6902501273583974,0.6902501273583975,True,0.6905880188821137,,0.6905695256247887,True,0.005055301256734821,True,1.8493257325058465e-05
f1.30,630070,0.003,reset,0.005055301256734821,1.0,0.6902501273583975,0.6902501273583974,True,0.6905880188818051,,0.6905695256247887,True,0.005055301256734821,True,1.8493257016416464e-05
f1.30,630070,0.03,preserved,0.050553012567348204,1.0,0.6658984305406918,0.6658984305406919,True,0.6691472109769825,-0.0057519255437868955,,,,,
f1.30,630070,0.03,reset,0.050553012567348204,1.0,0.6658984305406913,0.6658984305406913,True,0.6691472107614459,-0.0057519255437868955,,,,,
f1.30,630072,0.01,preserved,0.01685100418911607,1.0,0.6844854045829842,0.6844854045829842,True,0.6847455105062543,,0.6845827328907806,True,0.01685100418911607,True,0.00016277761547367486
f1.30,630072,0.01,reset,0.01685100418911607,1.0,0.6844854045829842,0.6844854045829842,True,0.6847455105062159,,0.6845827328907806,True,0.01685100418911607,True,0.00016277761543526115
f1.30,630073,0.01,preserved,0.01685100418911607,1.0,0.6849329858218826,0.6849329858218826,True,0.6847509200392966,,0.6845827328907806,True,0.01685100418911607,True,0.00016818714851596361
f1.30,630073,0.01,reset,0.01685100418911607,1.0,0.6849329858218826,0.6849329858218826,True,0.6847509200393702,,0.6845827328907806,True,0.01685100418911607,True,0.0001681871485895714
f1.30,630074,0.003,reset,0.005055301256734821,1.0,0.6904808767739529,0.6904808767739529,True,0.6905904940250406,,0.6905695256247887,True,0.005055301256734821,True,2.096840025189728e-05
f1.30,630074,0.01,preserved,0.01685100418911607,1.0,0.6844030979879716,0.6844030979879716,True,0.6847639787472872,,0.6845827328907806,True,0.01685100418911607,True,0.00018124585650658442
f1.30,630074,0.01,reset,0.01685100418911607,1.0,0.6844030979879716,0.6844030979879716,True,0.6847639787477056,,0.6845827328907806,True,0.01685100418911607,True,0.00018124585692491646
f1.30,630077,0.003,preserved,0.005055301256734821,-1.0,0.6905627279460299,0.6905627279460299,True,0.6905909667159412,,0.6905695256247887,True,0.005055301256734821,True,2.1441091152540892e-05
f1.30,630077,0.01,reset,0.01685100418911607,-1.0,0.6846709738882782,0.6846709738882782,True,0.684765175409138,,0.6845827328907806,True,0.01685100418911607,True,0.0001824425183573064
f1.30,630078,0.01,preserved,0.01685100418911607,-1.0,0.6841136078744711,0.6841136078744712,True,0.6847511689261728,,0.6845827328907806,True,0.01685100418911607,True,0.00016843603539218321
f1.30,630078,0.03,reset,0.050553012567348204,-1.0,0.667273535141278,0.667273535141278,True,0.6691264938100219,,,,,,
f1.30,630079,0.003,reset,0.005055301256734821,-1.0,0.6904774185571444,0.6904774185571444,True,0.6905853898448584,,0.6905695256247887,True,0.005055301256734821,True,1.5864220069716772e-05
