act,seed,R2,variant,s,reproduced,loss_endpoint,loss_polished,polish_move,polish_grad,G_lo,G_hi,duplicate,orientation,lam_min,lam_max,lam_min_rel,lam_second_rel,n_zero,lam_min_complement_rel,class,loss_placed_best,gap_to_placed,loss_any_best,lowest_found_is_placed,gap_to_lowest,placed_min_found,stuck_is_lowest_found,n_starts,evals
f1.30,630024,0.01,preserved,0.01685100418911607,True,0.6843111922887979,0.6843111922887978,2.650682312532737e-10,2.6508439540662287e-13,-3.732164348537767,-3.732164348537767,True,1.0,-1.888427560925743e-16,0.24993840130613773,-7.555571897143958e-16,0.017343832890084794,1,0.01734383289008477,duplicate-unit minimum (Morse-Bott),inf,,0.684307938391571,False,3.2538972267737165e-06,False,False,42,"[-1.888427560925743e-16, 0.004334889865068604, 0.004353651808365981, 0.0067488463356454535, 0.006809563872634845, 0.24993840130613773]"
f1.30,630024,0.03,preserved,0.050553012567348204,True,0.6678548879460915,0.6678548879460916,1.2496253781746347e-08,1.249625706731261e-11,-3.589502564266841,-3.589502564266841,True,1.0,2.7583173505326233e-16,0.24949974012968476,1.105539167735769e-15,0.050731830238970495,1,0.050731830238970266,duplicate-unit minimum (Morse-Bott),inf,,0.6671188423022065,False,0.0007360456438850749,False,False,37,"[2.7583173505326233e-16, 0.012657578460926421, 0.01283761223399119, 0.019897938388524248, 0.02042288308454628, 0.24949974012968476]"
f1.30,630024,0.03,reset,0.050553012567348204,True,0.6678548879460919,0.6678548879460916,1.2383212563693569e-07,1.2383197679072255e-10,-3.5895026035673716,-3.5895026035673716,True,1.0,-3.0348146130831572e-15,0.24949974011837528,-1.216359829330198e-14,0.05073183025849125,1,0.0507318302584832,duplicate-unit minimum (Morse-Bott),inf,,0.6671188423022065,False,0.0007360456438850749,False,False,37,"[-3.0348146130831572e-15, 0.012657578465223094, 0.012837612236752482, 0.019897938409489294, 0.020422883098998153, 0.24949974011837528]"
f1.30,630026,0.003,preserved,0.005055301256734821,True,0.6906303790827942,0.6906303790827942,4.336808689942018e-19,9.974659986866641e-18,-3.646000414893142,-3.646000414893142,True,-1.0,-1.0394272707506535e-17,0.2499947748142527,-4.157795984027878e-17,0.005099168391855461,1,0.005099168391855318,duplicate-unit minimum (Morse-Bott),inf,,0.6905808574994726,False,4.952158332161005e-05,False,False,46,"[-1.0394272707506535e-17, 0.001274765453861861, 0.0012764858107565664, 0.0019771935164030413, 0.0019829025713728322, 0.2499947748142527]"
f1.30,630031,0.003,preserved,0.005055301256734821,True,0.690093006931828,0.690093006931828,8.673617379884035e-19,3.1943590134142497e-11,-4.149068136472595,-4.149068136472595,True,-1.0,-1.5495196697129176e-16,0.24999314840375236,-6.198248550437711e-16,0.005206433784808525,1,0.005206433784808499,duplicate-unit minimum (Morse-Bott),inf,,0.6888896813867522,False,0.0012033255450757396,False,False,46,"[-1.5495196697129176e-16, 0.0013015727738199478, 0.001303086994921179, 0.00197459759246227, 0.0019796003009986676, 0.24999314840375236]"
f1.30,630031,0.003,reset,0.005055301256734821,True,0.690093006931828,0.690093006931828,1.2030651787287017e-09,1.20306544240667e-10,-4.14906812709132,-4.14906812709132,True,-1.0,-1.8204769229656765e-15,0.24999314840377493,-7.28210726809738e-15,0.005206433785559357,1,0.005206433785556991,duplicate-unit minimum (Morse-Bott),inf,,0.6888896813867522,False,0.0012033255450757396,False,False,46,"[-1.8204769229656765e-15, 0.001301572774007768, 0.001303086995083134, 0.001974597593456018, 0.0019796003019865267, 0.24999314840377493]"
f1.30,630031,0.01,preserved,0.01685100418911607,True,0.6831235246086377,0.6831235246086377,0.0,3.540140056101926e-11,-4.100971707923651,-4.100971707923651,True,-1.0,4.9699581769317303e-17,0.24992560906510122,1.9885749985857366e-16,0.017274857144658626,1,0.017274857144658585,duplicate-unit minimum (Morse-Bott),inf,,0.6831233927189538,False,1.3188968384092448e-07,False,False,38,"[4.9699581769317303e-17, 0.004317429193391423, 0.004334236883604616, 0.006530579000703059, 0.006585670199985182, 0.24992560906510122]"
f1.30,630031,0.01,reset,0.01685100418911607,True,0.6831235246086377,0.6831235246086377,1.734723475976807e-18,1.308440640990921e-09,-4.100971737203974,-4.100971737203974,True,-1.0,-6.588173928065259e-15,0.2499256090643086,-2.6360539653101533e-14,0.017274857134694933,1,0.017274857134682128,duplicate-unit minimum (Morse-Bott),inf,,0.6831233927189538,False,1.3188968384092448e-07,False,False,38,"[-6.588173928065259e-15, 0.004317429190887548, 0.004334236881147696, 0.0065305789819048495, 0.006585670180786946, 0.2499256090643086]"
f1.30,630033,0.003,preserved,0.005055301256734821,True,0.6900197909749208,0.6900197909749208,2.796139188243618e-12,2.781195412859816e-15,-4.118593177892862,-4.118593177892862,True,-1.0,-9.550106139865286e-17,0.24999332270664398,-3.820144488847772e-16,0.005038216239482055,1,0.005038216239482208,duplicate-unit minimum (Morse-Bott),inf,,0.6869998372917036,False,0.00301995368321728,False,False,46,"[-9.550106139865286e-17, 0.0012595204182226916, 0.0012609994697471447, 0.0020269846132612754, 0.0020324800772402907, 0.24999332270664398]"
f1.30,630033,0.01,preserved,0.01685100418911607,True,0.6828828653322199,0.6828828653322199,1.734723475976807e-18,2.124649864029826e-09,-4.068574630511308,-4.068574630511308,True,-1.0,-6.2133364833109004e-15,0.24992782368358857,-2.4860523297226218e-14,0.016775038903851597,1,0.01677503890384594,duplicate-unit minimum (Morse-Bott),inf,,0.6809910065905836,False,0.001891858741636221,False,False,46,"[-6.2133364833109004e-15, 0.0041925489654471605, 0.004208608590587923, 0.0066867167454740415, 0.006747518638928481, 0.24992782368358857]"
f1.30,630033,0.01,reset,0.01685100418911607,True,0.6828828653322199,0.6828828653322199,0.0,8.347584776191574e-13,-4.068574607619537,-4.068574607619537,True,-1.0,-6.46609012517689e-17,0.24992782368424823,-2.5871829834144297e-16,0.01677503891868899,1,0.01677503891868891,duplicate-unit minimum (Morse-Bott),inf,,0.6809910065905836,False,0.001891858741636221,False,False,46,"[-6.46609012517689e-17, 0.004192548969166504, 0.004208608594236782, 0.006686716774143354, 0.0067475186677347756, 0.24992782368424823]"
f1.30,630033,0.03,preserved,0.050553012567348204,True,0.6637054599934618,0.6637054599934618,3.469446951953614e-18,4.536764158791229e-10,-3.9251264131323644,-3.9251264131323644,True,-1.0,-1.6030143008456697e-16,0.24940682685166715,-6.427307227636758e-16,0.04997221382202198,1,0.04997221382202153,duplicate-unit minimum (Morse-Bott),0.6720681568486947,-0.008362696855232943,0.6637054599934618,False,0.0,True,True,44,"[-1.6030143008456697e-16, 0.012463411280103524, 0.012601947186518338, 0.019487549598006894, 0.02002399461573384, 0.24940682685166715]"
f1.30,630033,0.1,preserved,0.1685100418911607,True,0.6096529847724939,0.6096529847724939,6.70559441307006e-11,6.705594298144629e-10,-3.4128772824381532,-3.4128772824381532,True,-1.0,-1.421096468142937e-16,0.2460443637313015,-5.775773306048492e-16,0.15331612740136077,1,0.15331612740136039,duplicate-unit minimum (Morse-Bott),0.6248508140329846,-0.015197829260490736,0.6064033423185906,False,0.0032496424539032454,True,False,46,"[-1.421096468142937e-16, 0.03772256901621497, 0.03947052211845343, 0.059751000488827394, 0.06482424182884967, 0.2460443637313015]"
f1.30,630034,0.003,preserved,0.005055301256734821,True,0.6904248080870196,0.6904248080870196,4.336808689942018e-19,2.4883262984831678e-11,-3.807141016986098,-3.807141016986098,True,1.0,9.363537839708694e-17,0.2499946932845206,3.745494640981035e-16,0.005138644857693531,1,0.005138644857693554,duplicate-unit minimum (Morse-Bott),inf,,0.6904248080870196,False,0.0,False,True,46,"[9.363537839708694e-17, 0.0012846339450971734, 0.001286376617606593, 0.00202436427447001, 0.002029998059128302, 0.2499946932845206]"
f1.30,630034,0.003,reset,0.005055301256734821,True,0.6904248080870197,0.6904248080870197,4.336808689942018e-19,1.102493487128986e-11,-3.8071410167511743,-3.8071410167511743,True,1.0,-3.01271688652898e-16,0.2499946932845213,-1.2051123353647264e-15,0.0051386448577503945,1,0.005138644857750547,duplicate-unit minimum (Morse-Bott),inf,,0.6904248080870196,False,1.1102230246251565e-16,False,True,46,"[-3.01271688652898e-16, 0.0012846339451113924, 0.001286376617586111, 0.002024364274426328, 0.0020299980590580496, 0.2499946932845213]"
f1.30,630034,0.01,reset,0.01685100418911607,True,0.6842185341164163,0.6842185341164163,1.734723475976807e-18,2.1250362580715887e-17,-3.7569763372018214,-3.7569763372018214,True,1.0,1.4030998821238065e-17,0.24994318855141057,5.613675212578175e-17,0.017007983400687147,1,0.017007983400687206,duplicate-unit minimum (Morse-Bott),inf,,0.6842185341164162,False,1.1102230246251565e-16,False,True,41,"[1.4030998821238065e-17, 0.004251029601997209, 0.004270738790337407, 0.0067071818944466795, 0.006768904862145967, 0.24994318855141057]"
f1.30,630035,0.003,reset,0.005055301256734821,True,0.6904159401067319,0.6904159401067318,5.4263746204763486e-09,5.4263745840471556e-11,-3.8608524577466743,-3.8608524577466743,True,1.0,-1.243231346450899e-14,0.24999429403507495,-4.973038889745499e-14,0.005111015680428165,1,0.005111015680411507,duplicate-unit minimum (Morse-Bott),inf,,0.6904159401067318,False,0.0,False,True,46,"[-1.243231346450899e-14, 0.0012777247568308374, 0.0012793301180725337, 0.0019897384377618294, 0.001995292459452338, 0.24999429403507495]"
f1.30,630035,0.01,reset,0.01685100418911607,True,0.684189122763149,0.684189122763149,0.0,2.1023038995413024e-10,-3.810043879801162,-3.810043879801162,True,1.0,-4.601256372178719e-16,0.24993862904954597,-1.840954473374582e-15,0.01696519233030173,1,0.016965192330301474,duplicate-unit minimum (Morse-Bott),inf,,0.6841891227631488,False,2.220446049250313e-16,False,True,46,"[-4.601256372178719e-16, 0.004240256912597487, 0.004258170976965223, 0.006571019678214488, 0.006632239516066549, 0.24993862904954597]"
