a,n,runs,total_median,total_lo,total_hi,static_median,static_lo,static_hi,dynamic_median,dynamic_lo,dynamic_hi,static_share_of_total_median
1.3,400,49,0.06822667815568971,0.03622450041191065,0.09354993005728744,0.043793615231769445,0.01811983346196358,0.07234998752282366,0.02968421638681602,0.02728420419375006,0.03134057087947748,0.6418840315196749
1.3,1600,48,0.054366002441881084,0.031131931935335862,0.07069825861020967,0.03955998104506997,0.015639980982180977,0.05220426131018696,0.029309193793415463,0.027836175459310428,0.03134738669028504,0.7276602889344457
1.3,6400,48,0.04128296938152614,0.031589767158281275,0.05094356631172914,0.012531298456020922,0.005658613024151479,0.0230611653197978,0.030580659972206513,0.029377916676829034,0.03116476350761841,0.3035464416381976
1.5,400,49,0.10093075828021877,0.08001610178109403,0.12880662494568992,0.04466644698556988,0.018349138668196617,0.07260772918601832,0.062036588316163266,0.05707385697365914,0.06542618152874621,0.4425454415150666
1.5,1600,48,0.0818613033595742,0.06704254908618794,0.10470302856754085,0.036366935553592716,0.0134888617859437,0.05055159036604214,0.061869901891774645,0.057815693386863265,0.06578676318166138,0.4442506295538889
1.5,6400,48,0.07212612663784737,0.062191565840203245,0.08009950280093904,0.011049836186584935,0.0036968618813262026,0.020770447357206696,0.06353253311215298,0.060246535504303526,0.06599818917868391,0.15320157481999952
