a,seed,arm,t_switch,check,check_reason,start_state_matches_design,G_after,branch_before,branch_after,grad_norm,b2_residual,teleport_distance,cross_step,w2_abs,R_cross
1.5,300035,teleport,935,ok,,True,-0.14603680073297154,1,1,4.0962788716569773e-14,0.0,0.020738561544682132,1385,2.7933039900073293,0.24459035729014902
1.5,300035,teleport_reset,935,ok,,True,-0.14603680073297154,1,1,4.0962788716569773e-14,0.0,0.020738561544682132,1234,2.8123435552646856,0.2462575206513891
1.5,300036,teleport,1782,ok,,True,-0.14983968207072262,1,1,3.1784352927388683e-13,1.6653345369377348e-16,0.025743162803150782,2092,2.766943367249481,0.24228213943709823
1.5,300036,teleport_reset,1782,ok,,True,-0.14983968207072262,1,1,3.1784352927388683e-13,1.6653345369377348e-16,0.025743162803150782,2075,2.763071945313965,0.2419431457300702
1.5,300037,teleport,8678,ok,,True,-0.1712610168368518,1,1,7.801886248159917e-11,8.881784197001252e-16,0.027963989671480068,8796,2.6329644310583906,0.23055052841675708
1.5,300037,teleport_reset,8678,ok,,True,-0.1712610168368518,1,1,7.801886248159917e-11,8.881784197001252e-16,0.027963989671480068,8956,2.625292410692264,0.2298787425283607
1.5,300038,teleport,551,ok,,True,-0.15431750693328006,1,1,8.940844153926264e-10,1.1102230246251565e-16,0.022377802614511652,897,2.6898685203889214,0.23553322689512377
1.5,300038,teleport_reset,551,ok,,True,-0.15431750693328006,1,1,8.940844153926264e-10,1.1102230246251565e-16,0.022377802614511652,838,2.7057336800428,0.23692242946029002
1.5,300039,teleport,659,ok,,True,-0.1481402980315285,1,1,3.3122482534508892e-12,3.3306690738754696e-16,0.02274884187369327,1069,2.744932474490789,0.2403547974279997
1.5,300039,teleport_reset,659,ok,,True,-0.1481402980315285,1,1,3.3122482534508892e-12,3.3306690738754696e-16,0.02274884187369327,951,2.7523121525179612,0.24100098491486452
1.5,300040,teleport,918,ok,,True,-0.15648837850896635,1,1,7.283063041541026e-15,1.1102230246251565e-16,0.02342064507054739,1411,2.717725316489036,0.23797245432452646
1.5,300040,teleport_reset,918,ok,,True,-0.15648837850896635,1,1,7.283063041541026e-15,1.1102230246251565e-16,0.02342064507054739,1227,2.729410053903718,0.23899560615809798
1.5,300041,teleport,945,ok,,True,-0.15555461528476222,1,1,4.2098422525782553e-11,1.1102230246251565e-16,0.017936161652114056,1195,2.6271236066304775,0.23003908772186565
1.5,300041,teleport_reset,945,ok,,True,-0.15555461528476222,1,1,4.2098422525782553e-11,1.1102230246251565e-16,0.017936161652114056,1229,2.6772120318014214,0.23442498551619415
1.5,300042,teleport,18917,ok,,True,-0.14674557622550255,-1,-1,2.842170943040401e-16,0.0,0.02856511837252309,19043,2.765156945977158,0.24212571485215104
1.5,300042,teleport_reset,18917,ok,,True,-0.14674557622550255,-1,-1,2.842170943040401e-16,0.0,0.02856511837252309,19205,2.7585062026803344,0.24154335515015138
1.5,300043,teleport,652,ok,,True,-0.14427706160903808,-1,-1,3.2746765299407345e-11,0.0,0.02332406769888586,1046,2.6928042265850185,0.23579028643106076
1.5,300043,teleport_reset,652,ok,,True,-0.14427706160903808,-1,-1,3.2746765299407345e-11,0.0,0.02332406769888586,931,2.698100375838709,0.2362540336790711
1.5,300044,teleport,5708,ok,,True,-0.14716264273131063,-1,-1,1.687538997430238e-16,2.220446049250313e-16,0.023866340598716066,5865,2.795909524530763,0.24481850597081473
1.5,300044,teleport_reset,5708,ok,,True,-0.14716264273131063,-1,-1,1.687538997430238e-16,2.220446049250313e-16,0.023866340598716066,6004,2.793727944449065,0.24462748005542978
1.5,300045,teleport,1611,ok,,True,-0.15176736951279857,1,1,9.708678305742068e-13,2.220446049250313e-16,0.02094897655282884,1831,2.700648351052145,0.23647714228810546
1.5,300045,teleport_reset,1611,ok,,True,-0.15176736951279857,1,1,9.708678305742068e-13,2.220446049250313e-16,0.02094897655282884,1900,2.722963412188034,0.23843111822330768
1.5,300046,teleport,849,ok,,True,-0.15132468342052618,-1,-1,2.391509212884557e-13,0.0,0.024981848947963355,1154,2.7735198120308824,0.24285799333074395
1.5,300046,teleport_reset,849,ok,,True,-0.15132468342052618,-1,-1,2.391509212884557e-13,0.0,0.024981848947963355,1141,2.767498140629469,0.24233071711418305
1.5,300047,teleport,1047,ok,,True,-0.14080432812768828,1,1,8.738766155147459e-11,4.440892098500626e-16,0.021751546754322035,1461,2.8405427495580162,0.24872672952810784
1.5,300047,teleport_reset,1047,ok,,True,-0.14080432812768828,1,1,8.738766155147459e-11,4.440892098500626e-16,0.021751546754322035,1349,2.8523765905684075,0.24976293733477728
1.5,300048,teleport,1072,ok,,True,-0.15730812151850637,1,1,9.09285091665879e-11,1.1102230246251565e-16,0.02523961038098562,1632,2.7270262054670322,0.23878686899846893
1.5,300048,teleport_reset,1072,ok,,True,-0.15730812151850637,1,1,9.09285091665879e-11,1.1102230246251565e-16,0.02523961038098562,1360,2.7240147888348365,0.23852318002202627
1.5,300049,teleport,992,ok,,True,-0.123791240837277,1,1,5.992717433400685e-13,0.0,0.024018237004449227,1420,2.6207129857021787,0.22947775387889208
1.5,300049,teleport_reset,992,ok,,True,-0.123791240837277,1,1,5.992717433400685e-13,0.0,0.024018237004449227,1229,2.6171480372225533,0.22916559593780444
