a,seed,arm,t_switch,check,check_reason,start_state_matches_design,G_after,branch_before,branch_after,grad_norm,b2_residual,teleport_distance,cross_step,w2_abs,R_cross
1.3,300016,teleport,7283,ok,,True,-0.07744250887793935,-1,-1,4.582954460374822e-11,1.6653345369377348e-16,0.009224092211308729,7790,5.217044254272837,0.22459843451632738
1.3,300016,teleport_reset,7283,ok,,True,-0.07744250887793935,-1,-1,4.582954460374822e-11,1.6653345369377348e-16,0.009224092211308729,7821,5.217808186244493,0.22463132247290749
1.3,300017,teleport,1710,ok,,True,-0.07316060640175603,-1,-1,1.172499786150638e-10,0.0,0.008896382542287895,2468,5.160514953452383,0.2221647974126785
1.3,300017,teleport_reset,1710,ok,,True,-0.07316060640175603,-1,-1,1.172499786150638e-10,0.0,0.008896382542287895,2241,5.160089286540201,0.22214647207031185
1.3,300018,teleport,24873,ok,,True,-0.07731697763047585,-1,-1,1.2813927696697647e-12,5.551115123125783e-17,0.00930887661104904,25300,5.094459464418943,0.2193210493620519
1.3,300018,teleport_reset,24873,ok,,True,-0.07731697763047585,-1,-1,1.2813927696697647e-12,5.551115123125783e-17,0.00930887661104904,25398,5.094238410679626,0.21931153280030263
1.3,300019,teleport,8753,ok,,True,-0.07209105615932998,1,1,1.7919656869480606e-11,1.6653345369377348e-16,0.009355136231594086,9175,5.079202356871435,0.2186642171974386
1.3,300019,teleport_reset,8753,ok,,True,-0.07209105615932998,1,1,1.7919656869480606e-11,1.6653345369377348e-16,0.009355136231594086,9275,5.079823744337841,0.21869096848521397
1.3,300020,teleport,7763,ok,,True,-0.07236368326678644,1,1,6.409628383607923e-13,1.6653345369377348e-16,0.00884416854088612,8220,5.220009107573042,0.22472607411019344
1.3,300020,teleport_reset,7763,ok,,True,-0.07236368326678644,1,1,6.409628383607923e-13,1.6653345369377348e-16,0.00884416854088612,8299,5.21960902793335,0.2247088503228577
1.3,300021,teleport,4922,ok,,True,-0.08373682739118138,1,1,9.039453630066419e-12,0.0,0.0088525345933981,5499,5.073338314781257,0.218411764925769
1.3,300021,teleport_reset,4922,ok,,True,-0.08373682739118138,1,1,9.039453630066419e-12,0.0,0.0088525345933981,5444,5.077444978667756,0.21858856048950934
1.3,300022,teleport,1732,ok,,True,-0.06509189593951215,1,1,8.509008608825752e-11,0.0,0.008509079978900767,2425,5.0319439502997145,0.2166297004066233
1.3,300022,teleport_reset,1732,ok,,True,-0.06509189593951215,1,1,8.509008608825752e-11,0.0,0.008509079978900767,2210,5.034146874688302,0.21672453827744054
1.3,300023,teleport,2493,ok,,True,-0.0707791124987831,-1,-1,5.5013771316225755e-14,0.0,0.008640928905878519,3342,5.076278147706926,0.21853832737006956
1.3,300023,teleport_reset,2493,ok,,True,-0.0707791124987831,-1,-1,5.5013771316225755e-14,0.0,0.008640928905878519,2999,5.08142818847445,0.2187600412443833
1.3,300024,teleport,1624,ok,,True,-0.08401147444628032,1,1,4.9034198923436636e-12,0.0,0.009623801283137749,2148,5.054388223124964,0.21759594648289143
1.3,300024,teleport_reset,1624,ok,,True,-0.08401147444628032,1,1,4.9034198923436636e-12,0.0,0.009623801283137749,2146,5.052463117695045,0.2175130689674315
1.3,300025,teleport,7526,ok,,True,-0.07115676903822665,-1,-1,9.759874330939055e-10,0.0,0.008851520548623175,8011,5.28112099362454,0.22735699561833764
1.3,300025,teleport_reset,7526,ok,,True,-0.07115676903822665,-1,-1,9.759874330939055e-10,0.0,0.008851520548623175,8069,5.281953993922801,0.22739285702832812
1.3,300026,teleport,1395,ok,,True,-0.07206833702772508,-1,-1,2.0542127998623983e-11,1.1102230246251565e-16,0.00886494014377639,2109,5.246863671789378,0.2258821871866097
1.3,300026,teleport_reset,1395,ok,,True,-0.07206833702772508,-1,-1,2.0542127998623983e-11,1.1102230246251565e-16,0.00886494014377639,1934,5.245517227624499,0.22582422155763354
1.3,300027,teleport,1598,ok,,True,-0.08180502029033754,1,1,6.129660334863729e-11,0.0,0.0095394081299764,2341,5.05328497132501,0.21754845050335397
1.3,300027,teleport_reset,1598,ok,,True,-0.08180502029033754,1,1,6.129660334863729e-11,0.0,0.0095394081299764,2119,5.051346514329605,0.21746499819102433
1.3,300029,teleport,6883,ok,,True,-0.07825108786690294,-1,-1,4.071454284826359e-11,0.0,0.009052053622599627,7365,5.1019693118153056,0.2196443550283395
1.3,300029,teleport_reset,6883,ok,,True,-0.07825108786690294,-1,-1,4.071454284826359e-11,0.0,0.009052053622599627,7407,5.102948943467656,0.2196865290496429
1.3,300030,teleport,2529,ok,,True,-0.07144049121211538,-1,-1,8.897860226397824e-13,0.0,0.007704884154829405,3437,5.382385231206551,0.23171651187407605
1.3,300030,teleport_reset,2529,ok,,True,-0.07144049121211538,-1,-1,8.897860226397824e-13,0.0,0.007704884154829405,3082,5.391884545970381,0.23212546589496377
1.3,300031,teleport,2142,ok,,True,-0.07618893916907465,1,1,1.19000453935314e-11,1.6653345369377348e-16,0.007882018215582662,2977,5.12631802450375,0.22069258894888436
1.3,300031,teleport_reset,2142,ok,,True,-0.07618893916907465,1,1,1.19000453935314e-11,1.6653345369377348e-16,0.007882018215582662,2672,5.144114496201831,0.2214587430178343
1.3,300032,teleport,1467,ok,,True,-0.0727603374889223,1,1,4.263256414560601e-16,1.1102230246251565e-16,0.006491001138548975,2088,5.0454532193477695,0.21721128655613084
1.3,300032,teleport_reset,1467,ok,,True,-0.0727603374889223,1,1,4.263256414560601e-16,1.1102230246251565e-16,0.006491001138548975,1977,5.081598762139384,0.21876738459365289
1.3,300033,teleport,1301,ok,,True,-0.0668857305649917,-1,-1,1.9705698406369265e-10,1.6653345369377348e-16,0.00754064476299472,1879,5.015807924779485,0.21593503003494857
1.3,300033,teleport_reset,1301,ok,,True,-0.0668857305649917,-1,-1,1.9705698406369265e-10,1.6653345369377348e-16,0.00754064476299472,1769,5.030142040221993,0.2165521265615742
1.3,300034,teleport,1707,ok,,True,-0.08454055098550306,1,1,7.93548338151595e-12,2.220446049250313e-16,0.008380116777950348,2571,5.234088521388559,0.22533220550332522
1.3,300034,teleport_reset,1707,ok,,True,-0.08454055098550306,1,1,7.93548338151595e-12,2.220446049250313e-16,0.008380116777950348,2313,5.247877141707639,0.22592581797561145
1.3,300035,teleport,2075,ok,,True,-0.0719104600112952,1,1,1.1961489576606255e-11,0.0,0.007651370754202008,2895,5.324393440507736,0.2292199132693997
1.3,300035,teleport_reset,2075,ok,,True,-0.0719104600112952,1,1,1.1961489576606255e-11,0.0,0.007651370754202008,2624,5.339877159445835,0.22988650125763452
1.3,300036,teleport,2567,ok,,True,-0.07473169180279626,1,1,4.5989878572072486e-14,1.1102230246251565e-16,0.009110537030775549,3302,5.246758939070646,0.22587767834912945
1.3,300036,teleport_reset,2567,ok,,True,-0.07473169180279626,1,1,4.5989878572072486e-14,1.1102230246251565e-16,0.009110537030775549,3107,5.243714676326228,0.2257466201074646
1.3,300037,teleport,8687,ok,,True,-0.08518164272945894,1,1,3.119065894452433e-11,1.1102230246251565e-16,0.009590078966731485,9091,4.981921586480471,0.2144761927772014
1.3,300037,teleport_reset,8687,ok,,True,-0.08518164272945894,1,1,3.119065894452433e-11,1.1102230246251565e-16,0.009590078966731485,9200,4.979324722564891,0.21436439545640742
1.3,300038,teleport,1335,ok,,True,-0.07692024669493502,1,1,1.1763034990508458e-13,0.0,0.00811011658777136,2003,5.118950215123534,0.2203753981465913
1.3,300038,teleport_reset,1335,ok,,True,-0.07692024669493502,1,1,1.1763034990508458e-13,0.0,0.00811011658777136,1864,5.132782114158004,0.22097087380639338
1.3,300039,teleport,1613,ok,,True,-0.07293748306320769,1,1,2.8478552849264814e-13,1.1102230246251565e-16,0.00822488914166546,2360,5.218194047523102,0.2246479341470456
1.3,300039,teleport_reset,1613,ok,,True,-0.07293748306320769,1,1,2.8478552849264814e-13,1.1102230246251565e-16,0.00822488914166546,2150,5.225781361966786,0.22497457483920355
1.3,300040,teleport,2049,ok,,True,-0.07939916114928947,1,1,4.684572729729552e-12,0.0,0.008474865685585404,2929,5.1697869888477515,0.22256396685289825
1.3,300040,teleport_reset,2049,ok,,True,-0.07939916114928947,1,1,4.684572729729552e-12,0.0,0.008474865685585404,2614,5.161045678748436,0.22218764561270174
1.3,300041,teleport,1587,ok,,True,-0.07718884675238913,1,1,6.966516252759902e-13,1.6653345369377348e-16,0.006411473528113786,2185,5.037327776745063,0.21686147896405888
1.3,300041,teleport_reset,1587,ok,,True,-0.07718884675238913,1,1,6.966516252759902e-13,1.6653345369377348e-16,0.006411473528113786,2110,5.080555731801485,0.21872248120207183
1.3,300042,teleport,17990,ok,,True,-0.07411375914569485,-1,-1,4.878586423728848e-13,1.6653345369377348e-16,0.008914309783072942,18431,5.244129628051892,0.2257644841514408
1.3,300042,teleport_reset,17990,ok,,True,-0.07411375914569485,-1,-1,4.878586423728848e-13,1.6653345369377348e-16,0.008914309783072942,18528,5.244972045609259,0.22580075098288252
1.3,300043,teleport,1576,ok,,True,-0.07161449378840157,-1,-1,7.990349715214507e-10,1.1102230246251565e-16,0.008374514793262894,2289,5.115012882953674,0.22020589246513247
1.3,300043,teleport_reset,1576,ok,,True,-0.07161449378840157,-1,-1,7.990349715214507e-10,1.1102230246251565e-16,0.008374514793262894,2073,5.071954174835794,0.21835217645962787
1.3,300044,teleport,6200,ok,,True,-0.07311913657130553,-1,-1,7.638334409421077e-16,0.0,0.008757235053940982,6698,5.302478501212898,0.22827645547639558
1.3,300044,teleport_reset,6200,ok,,True,-0.07311913657130553,-1,-1,7.638334409421077e-16,0.0,0.008757235053940982,6746,5.303538536224767,0.2283220909344432
1.3,300045,teleport,1906,ok,,True,-0.07503979778772507,1,1,7.137792579214874e-12,1.6653345369377348e-16,0.007481886368961475,2527,5.146482307352652,0.2215606794116591
1.3,300045,teleport_reset,1906,ok,,True,-0.07503979778772507,1,1,7.137792579214874e-12,1.6653345369377348e-16,0.007481886368961475,2438,5.1694148056242755,0.22254794403130201
1.3,300046,teleport,1567,ok,,True,-0.0754811617543365,-1,-1,5.467857278063093e-12,1.1102230246251565e-16,0.0088643360521098,2250,5.255110677581059,0.2262372281830018
1.3,300046,teleport_reset,1567,ok,,True,-0.0754811617543365,-1,-1,5.467857278063093e-12,1.1102230246251565e-16,0.0088643360521098,2107,5.254242649056922,0.22619985877646914
1.3,300047,teleport,5158,ok,,True,-0.07130202493930637,1,1,5.861977570020827e-16,1.6653345369377348e-16,0.008409606327614512,5719,5.4179534695273945,0.23324775643632456
1.3,300047,teleport_reset,5158,ok,,True,-0.07130202493930637,1,1,5.861977570020827e-16,1.6653345369377348e-16,0.008409606327614512,5716,5.420715610636507,0.23336666908854364
1.3,300048,teleport,2421,ok,,True,-0.07831838190484097,1,1,3.1085534146768624e-12,1.1102230246251565e-16,0.009058464451682222,3332,5.170143410744991,0.22257931113526308
1.3,300048,teleport_reset,2421,ok,,True,-0.07831838190484097,1,1,3.1085534146768624e-12,1.1102230246251565e-16,0.009058464451682222,2953,5.1677903717004305,0.22247801069386253
1.3,300049,teleport,2200,ok,,True,-0.06186914083963302,1,1,4.2900794028355447e-13,1.1102230246251565e-16,0.008704628036808226,2904,4.967877946786299,0.21387160149208068
1.3,300049,teleport_reset,2200,ok,,True,-0.06186914083963302,1,1,4.2900794028355447e-13,1.1102230246251565e-16,0.008704628036808226,2634,4.966732286046471,0.21382227976964344
1.5,300000,teleport,499,ok,,True,-0.11251674849795101,-1,-1,6.435980637320427e-12,1.6653345369377348e-16,0.023072921977352775,779,2.6160390289654694,0.2290684877366175
1.5,300000,teleport_reset,499,ok,,True,-0.11251674849795101,-1,-1,6.435980637320427e-12,1.6653345369377348e-16,0.023072921977352775,739,2.6171329156506955,0.229164271846092
1.5,300001,teleport,1291,ok,,True,-0.1710125769474895,1,1,1.738165167353145e-13,0.0,0.023531774814256303,2007,2.7679628029496612,0.24237140438750585
1.5,300001,teleport_reset,1291,ok,,True,-0.1710125769474895,1,1,1.738165167353145e-13,0.0,0.023531774814256303,1625,2.781951237561099,0.24359627508964968
1.5,300002,teleport,464,ok,,True,-0.1402736083946614,-1,-1,5.210054609960934e-14,1.1102230246251565e-16,0.018069301600828987,712,2.724849625014353,0.23859628086610096
1.5,300002,teleport_reset,464,ok,,True,-0.1402736083946614,-1,-1,5.210054609960934e-14,1.1102230246251565e-16,0.018069301600828987,756,2.7603228025167637,0.24170242226373262
1.5,300003,teleport,1185,ok,,True,-0.17004609441194152,1,1,8.334666290465975e-12,1.1102230246251565e-16,0.022488631670073637,1668,2.7377323807772975,0.23972433490039605
1.5,300003,teleport_reset,1185,ok,,True,-0.17004609441194152,1,1,8.334666290465975e-12,1.1102230246251565e-16,0.022488631670073637,1506,2.7549614606770025,0.24123296655077303
1.5,300004,teleport,922,ok,,True,-0.08869585060191909,-1,-1,9.523049016024743e-14,1.1102230246251565e-16,0.02003943799290325,1207,2.495162132667748,0.21848413194886582
1.5,300004,teleport_reset,922,ok,,True,-0.08869585060191909,-1,-1,9.523049016024743e-14,1.1102230246251565e-16,0.02003943799290325,1099,2.5133358996201465,0.22007548332633742
1.5,300005,teleport,1274,ok,,True,-0.14940774907944387,1,1,6.1102234383270115e-12,5.551115123125783e-17,0.02356606194574099,1613,2.804401244267793,0.24556206727739582
1.5,300005,teleport_reset,1274,ok,,True,-0.14940774907944387,1,1,6.1102234383270115e-12,5.551115123125783e-17,0.02356606194574099,1571,2.804833747232406,0.24559993857784224
1.5,300007,teleport,18705,ok,,True,-0.16595261540003214,1,1,1.127986593019159e-15,0.0,0.02808624831098675,18821,2.6262402969447893,0.22996174238731087
1.5,300007,teleport_reset,18705,ok,,True,-0.16595261540003214,1,1,1.127986593019159e-15,0.0,0.02808624831098675,18984,2.6212281293904014,0.2295228614573042
1.5,300008,teleport,1117,ok,,True,-0.16063779316018856,-1,-1,1.5486545379417295e-12,5.551115123125783e-16,0.023868058473130324,1650,2.7259030965974413,0.23868852610393557
1.5,300008,teleport_reset,1117,ok,,True,-0.16063779316018856,-1,-1,1.5486545379417295e-12,5.551115123125783e-16,0.023868058473130324,1407,2.7304951945130624,0.2390906244340533
1.5,300009,teleport,1177,ok,,True,-0.1462367298569096,1,1,1.949631567299548e-11,6.661338147750939e-16,0.02215082823784307,1701,2.815216338781207,0.24650907048242676
1.5,300009,teleport_reset,1177,ok,,True,-0.1462367298569096,1,1,1.949631567299548e-11,6.661338147750939e-16,0.02215082823784307,1476,2.8258874121225435,0.24744346274712975
1.5,300010,teleport,10596,ok,,True,-0.16315914497742723,-1,-1,2.15049666962841e-11,2.220446049250313e-16,0.031074392767051748,10720,2.7071512319467237,0.237046554699755
1.5,300010,teleport_reset,10596,ok,,True,-0.16315914497742723,-1,-1,2.15049666962841e-11,2.220446049250313e-16,0.031074392767051748,10881,2.701482140511575,0.2365501514781243
1.5,300011,teleport,1395,ok,,True,-0.15516032374324684,-1,-1,2.1123263138633775e-11,5.551115123125783e-17,0.02365242856555876,1717,2.6474881759349076,0.2318222725453039
1.5,300011,teleport_reset,1395,ok,,True,-0.15516032374324684,-1,-1,2.1123263138633775e-11,5.551115123125783e-17,0.02365242856555876,1676,2.655874075023064,0.23255656786779974
1.5,300012,teleport,3483,ok,,True,-0.14019150860091,-1,-1,3.232969447708456e-15,0.0,0.025758707467828705,3638,2.740062929210516,0.23992840494647844
1.5,300012,teleport_reset,3483,ok,,True,-0.14019150860091,-1,-1,3.232969447708456e-15,0.0,0.025758707467828705,3772,2.7377986736445314,0.23973013970937512
1.5,300013,teleport,5281,ok,,True,-0.1558020207995816,1,1,8.953549013313023e-13,4.440892098500626e-16,0.024617177266257683,5458,2.7240002407543993,0.23852190614700058
1.5,300013,teleport_reset,5281,ok,,True,-0.1558020207995816,1,1,8.953549013313023e-13,4.440892098500626e-16,0.024617177266257683,5568,2.7228727802290478,0.2384231822079976
1.5,300014,teleport,5719,ok,,True,-0.13909931444938417,-1,-1,4.932960706582889e-11,1.1102230246251565e-16,0.02449326830453279,5876,2.8427904182860573,0.24892354237025757
1.5,300014,teleport_reset,5719,ok,,True,-0.13909931444938417,-1,-1,4.932960706582889e-11,1.1102230246251565e-16,0.02449326830453279,6018,2.8360176299576305,0.24833049602692128
1.5,300015,teleport,4502,ok,,True,-0.14858359470476934,-1,-1,1.2376233371469426e-12,1.1102230246251565e-16,0.02558584113469255,4663,2.710257702103485,0.23731856685749778
1.5,300015,teleport_reset,4502,ok,,True,-0.14858359470476934,-1,-1,1.2376233371469426e-12,1.1102230246251565e-16,0.02558584113469255,4788,2.7059393070118043,0.23694043479518992
1.5,300016,teleport,7000,ok,,True,-0.1544314515661318,-1,-1,6.915890082836995e-13,0.0,0.02629505803382592,7162,2.751782234254519,0.24095458362884137
1.5,300016,teleport_reset,7000,ok,,True,-0.1544314515661318,-1,-1,6.915890082836995e-13,0.0,0.02629505803382592,7291,2.7500894428763036,0.24080635756769783
1.5,300017,teleport,750,ok,,True,-0.14710023473166256,-1,-1,7.390177358956862e-12,7.771561172376096e-16,0.024915328771279662,1150,2.722513040091361,0.2383916822462594
1.5,300017,teleport_reset,750,ok,,True,-0.14710023473166256,-1,-1,7.390177358956862e-12,7.771561172376096e-16,0.024915328771279662,1038,2.7199443334224127,0.23816675832670778
1.5,300018,teleport,25352,ok,,True,-0.15369716868560523,-1,-1,6.736327051726221e-12,0.0,0.029171053051824502,25473,2.690379476592003,0.2355779678043547
1.5,300018,teleport_reset,25352,ok,,True,-0.15369716868560523,-1,-1,6.736327051726221e-12,0.0,0.029171053051824502,25635,2.6849416507882085,0.23510181491838533
1.5,300019,teleport,8525,ok,,True,-0.14114778929960714,1,1,2.1878321376789247e-12,0.0,0.03191658848174924,8646,2.6878885559687964,0.23535985507212395
1.5,300019,teleport_reset,8525,ok,,True,-0.14114778929960714,1,1,2.1878321376789247e-12,0.0,0.03191658848174924,8806,2.6779986627816323,0.23449386536356973
1.5,300020,teleport,7653,ok,,True,-0.14434731628113529,1,1,7.1152861380596736e-12,0.0,0.02458782875172246,7792,2.7524111506767817,0.24100965350056933
1.5,300020,teleport_reset,7653,ok,,True,-0.14434731628113529,1,1,7.1152861380596736e-12,0.0,0.02458782875172246,7942,2.7484274721490287,0.24066083025830215
1.5,300021,teleport,4520,ok,,True,-0.16919248140507426,1,1,3.6318734686346945e-11,0.0,0.025122459335652138,4717,2.674274783325018,0.23416779093341203
1.5,300021,teleport_reset,4520,ok,,True,-0.16919248140507426,1,1,3.6318734686346945e-11,0.0,0.025122459335652138,4803,2.6746385199881098,0.23419964084330494
1.5,300022,teleport,715,ok,,True,-0.13123918913618526,1,1,7.008051028378759e-11,0.0,0.023742576005423854,1096,2.6523304058502544,0.23224627320878793
1.5,300022,teleport_reset,715,ok,,True,-0.13123918913618526,1,1,7.008051028378759e-11,0.0,0.023742576005423854,976,2.6537422620673192,0.2323698997162535
1.5,300023,teleport,1149,ok,,True,-0.14237125646964754,-1,-1,4.3858250364792186e-14,1.1102230246251565e-16,0.023953985172646516,1655,2.674769102241866,0.23421107503028074
1.5,300023,teleport_reset,1149,ok,,True,-0.14237125646964754,-1,-1,4.3858250364792186e-14,1.1102230246251565e-16,0.023953985172646516,1424,2.6778864867468015,0.2344840428821868
1.5,300024,teleport,1541,ok,,True,-0.16779482705929016,1,1,8.091298298040783e-11,1.1102230246251565e-16,0.028962890184311394,1706,2.6731601008775514,0.23407018588252385
1.5,300024,teleport_reset,1541,ok,,True,-0.16779482705929016,1,1,8.091298298040783e-11,1.1102230246251565e-16,0.028962890184311394,1823,2.6658104780539738,0.23342663012246423
1.5,300025,teleport,7320,ok,,True,-0.14060921535922022,-1,-1,4.927585095515497e-10,0.0,0.025410358968695052,7470,2.7869344263257756,0.2440326185469879
1.5,300025,teleport_reset,7320,ok,,True,-0.14060921535922022,-1,-1,4.927585095515497e-10,0.0,0.025410358968695052,7615,2.7819054013755795,0.24359226153114222
1.5,300026,teleport,552,ok,,True,-0.1425493277172989,-1,-1,9.89565762665734e-12,0.0,0.025205113401212762,918,2.7684609711963573,0.24241502554362987
1.5,300026,teleport_reset,552,ok,,True,-0.1425493277172989,-1,-1,9.89565762665734e-12,0.0,0.025205113401212762,844,2.7637278436052477,0.24200057821789991
1.5,300027,teleport,641,ok,,True,-0.16517631425992496,1,1,7.80122633159408e-13,0.0,0.027369907317561764,1033,2.670191820190454,0.23381027402316598
1.5,300027,teleport_reset,641,ok,,True,-0.16517631425992496,1,1,7.80122633159408e-13,0.0,0.027369907317561764,925,2.6646472023104657,0.23332477009192354
1.5,300029,teleport,6088,ok,,True,-0.15848656775455883,-1,-1,1.5501733230394165e-12,0.0,0.02636614141332461,6245,2.6923618507798084,0.23575155063408346
1.5,300029,teleport_reset,6088,ok,,True,-0.15848656775455883,-1,-1,1.5501733230394165e-12,0.0,0.02636614141332461,6372,2.6859485384236113,0.235189981121339
1.5,300030,teleport,1136,ok,,True,-0.14415059569515387,-1,-1,6.590168624143189e-09,1.1102230246251565e-16,0.02118551802431379,1689,2.825350913581652,0.24739648527161268
1.5,300030,teleport_reset,1136,ok,,True,-0.14415059569515387,-1,-1,6.590168624143189e-09,1.1102230246251565e-16,0.02118551802431379,1435,2.8353916027663324,0.24827567914521392
1.5,300031,teleport,930,ok,,True,-0.15298093276053937,1,1,3.861845687680443e-10,0.0,0.022096388495072297,1435,2.691003175158731,0.23563258078447538
1.5,300031,teleport_reset,930,ok,,True,-0.15298093276053937,1,1,3.861845687680443e-10,0.0,0.022096388495072297,1217,2.708717861927483,0.23718373367780615
1.5,300032,teleport,677,ok,,True,-0.14697168172728414,1,1,1.3231247208977947e-11,1.1102230246251565e-16,0.017787176338978788,996,2.6367278242662926,0.23088006279347978
1.5,300032,teleport_reset,677,ok,,True,-0.14697168172728414,1,1,1.3231247208977947e-11,1.1102230246251565e-16,0.017787176338978788,955,2.679200803666501,0.2345991285463794
1.5,300033,teleport,546,ok,,True,-0.13597770147736066,-1,-1,2.9993501016178925e-11,0.0,0.02104363255680449,854,2.6347134338061133,0.23070367651968368
1.5,300033,teleport_reset,546,ok,,True,-0.13597770147736066,-1,-1,2.9993501016178925e-11,0.0,0.02104363255680449,802,2.6507264951804634,0.23210582981802594
1.5,300034,teleport,719,ok,,True,-0.16604652527488017,1,1,1.7958079467916833e-12,0.0,0.022997285912758382,1187,2.7479134827051497,0.2406158237491032
1.5,300034,teleport_reset,719,ok,,True,-0.16604652527488017,1,1,1.7958079467916833e-12,0.0,0.022997285912758382,1045,2.762537534884048,0.24189635109602373
