a,s,d,start,L_final_minus_L1star,wnoise_norm_final,grad_max,G_rd_final,w1,b1,G1_branch,L1star,branch_grad,noise_block_rel_err,noise_block_min_eig,cross_max_abs
1.5,2.5375,4,branch+noise,0.0,4.409384734052245e-18,1.8908485888147197e-16,0.0013640343856313741,1.0213213385976678,-2.292063621362181,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,branch+noise,0.0,1.8202254249598283e-18,1.8908485888147197e-16,0.0013640343856313741,1.0213213385976678,-2.292063621362181,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,branch+noise,5.551115123125783e-17,4.733256172851296e-18,3.2873009869760494e-16,0.0013640343856322623,1.021321338597668,-2.2920636213621814,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,branch+noise,5.551115123125783e-17,7.452021300768391e-18,3.2873009869760494e-16,0.0013640343856322623,1.021321338597668,-2.2920636213621814,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.0,8.632207148812817e-18,9.100892782443193e-13,0.0013640343867846738,1.0213213385970645,3.9911216858168284,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.37436738449422424,0.8404616553725515,6.151411942430064e-14,-0.5539306363639294,-3.702879607143292e-15,3.1415926535899183,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,-5.551115123125783e-17,1.733314018481995e-17,4.82111590504198e-13,0.0013640343862415527,-1.0213213385973474,3.9911216858171006,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.3455735143234262,3.826966264328054e-14,2.5800195313507857e-12,-5.02098362886727e-13,1.0809606766115876e-15,0.1135495432472001,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.0,1.2854766317741483e-17,1.4630546936716254e-12,0.0013640343874889993,-1.0213213385966995,3.9911216858164753,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.0,4.6383036261360854e-18,7.427435402829197e-14,0.0013640343856429205,1.0213213385977027,-2.2920636213621983,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.3455735143234262,1.946770253163319e-18,8.664980191697147e-12,-3.5942983869219347e-06,-1.2817462178006945e-06,-1.5697907942812384,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
1.5,2.5375,4,random,0.3455735143234262,2.470583602930925e-13,9.021232785734291e-14,-7.149836278586008e-13,1.4929940228243136e-17,3.031537508319344,0.0013640343856313741,0.347573666236519,1.9038590148845458e-16,4.2927063289243193e-16,1.551780540603661,1.1481252575131697e-17
