a,s,d,start,L_final_minus_L1star,wnoise_norm_final,grad_max,G_rd_final,w1,b1,G1_branch,L1star,branch_grad,noise_block_rel_err,noise_block_min_eig,cross_max_abs
1.3,4.9625,4,branch+noise,0.0,5.656064950588776e-16,2.711622159451421e-14,0.00014956012266775787,-0.8333477165737605,3.8316612738325633,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,branch+noise,0.0,9.210700065486838e-18,1.2962721174236691e-15,0.00014956012266820196,-0.8333477165737471,3.831661273832568,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,branch+noise,0.0,1.6296596940806595e-17,4.05318140161981e-15,0.0001495601226704224,-0.8333477165737463,3.831661273832567,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,branch+noise,5.551115123125783e-17,9.936547681694456e-18,1.2065730223753332e-15,0.00014956012266775787,-0.833347716573748,3.831661273832569,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,branch+noise,0.0,2.1345321966349118e-16,9.749754528162258e-14,0.0001495601226126908,-0.8333477165737984,3.831661273832609,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,random,0.3725341207908661,0.6370391613211979,1.1693515013391375e-12,-0.28433229596009646,0.09758927854793342,3.2242751789576287,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,random,0.3712838505691538,0.6839039278423628,1.9905951886833861e-16,-0.27500495743010767,-3.865711386702149e-16,3.1415926535897922,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,random,0.344037215924448,6.783493843654648e-14,6.705889316060976e-12,-1.865618770580113e-12,-2.5897323608060644e-13,-1.0918058768287924,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,random,0.34403721592444814,1.867575376637758e-11,9.7538331614203e-12,-3.183986407861994e-11,1.1638350326400497e-17,3.134226862316839,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
1.3,4.9625,4,random,0.344037215924448,7.926132911441061e-14,3.141791555029953e-12,-1.3713474800169934e-12,6.271119153001841e-14,0.28309428813132637,0.00014956012266731378,0.34910996463549715,2.80483102022e-16,1.1452165088067263e-15,2.326665079144489,4.163336342344337e-17
