a,d,seed,steps,w1_abs,wnoise_l2,w2_abs,G,G1,max_change_last_36000
1.3,4,889005,40000,0.11839808927841855,0.7130322934063512,1.4483112221930885,-2.1217089152035293,-0.05509722538948658,0.18361566250452888
1.3,4,889010,40000,0.08653855193779349,1.6432666370068716,0.1455385458604377,-9.625081392539148,-0.18201357006630126,4.9384554487302834e-05
1.3,4,889011,40000,0.0291856585300521,0.6344673510845198,2.041858731920766,-0.8868739653434377,-0.014520664881054746,0.05292739030447913
1.5,4,889005,40000,0.14777107703659997,0.8799080080092447,0.7534741962926526,-3.6023354149676017,-0.10962749605005317,0.001338772684782552
1.5,4,889010,40000,0.6559966449842455,2.005064191671747,0.11114475099175514,-11.52865079634043,-2.812890163761905,1.8768043511530053e-06
1.5,4,889011,40000,0.036413742027303554,0.7883275252727601,1.0180129041452788,-1.7086163095272675,-0.029670680997657684,4.665021656524715e-06
