arm,seed,phi2,step,s_cross,s_replay,reproduced,s_init,s_min_pre,sdot,min_share,dir_drift_rel,status,dist_c,branch_grad_c,branch_pd_c,g_branch_c,n_cont_steps,lambda_min_c,relax_times_c,chi_c,t_star,s_star,grad_star,pd_star,kappa2,kappa2_sgd,lambda_min,gdot,gdot_dir_part,gradG_asym,chi,r_obs,r_pred,z_star,ray_status,ray_s_star,ray_kappa2,ray_chi,ray_r_obs,ray_r_pred,p
T2-3d,600480,0.01778279410038923,16053,4.7370028976252385,4.7370028976252385,True,0.015618020855378504,0.007912915065610452,0.00034242363535993194,0.49410172790805124,0.011795338621874879,ok,0.0011956330671250015,5.702903427273753e-16,True,-0.0008355175924079639,1,617.0182878996811,99049.94575653582,1.1715532872151602e-05,16121.884580202895,4.760590605998558,2.42861286636753e-16,True,4.449193986744763,8.015508761325558,619.0107146128724,1.2065153606122255e-05,0.0,4.7043743217404505e-06,1.1619962646757369e-05,-0.004954786144306889,5.1699467934151646e-05,"[-0.8351716242779792, 2.4519270380259663, -0.8351716242779792, 2.4519270380259663, 14.246737640145618]",ok,4.760590605904059,4.4491885189088745,1.1619976929821912e-05,-0.004954786124555022,5.1699467946149644e-05,"[3057.9196713339775, 4380.867155109169, 3136.6160295163872, 4494.436138304455, 8384.288168372785]"
T2-3d,600481,0.01778279410038923,15939,4.790511355118772,4.790511355118772,True,0.03817402435285217,0.03142758789951905,0.0003422879319111072,0.4969616372064036,0.006076542190876828,ok,0.002361889685216667,7.940696711283834e-15,True,-0.0022878736141338507,1,634.7061048075057,101165.80604526834,1.1257372528652919e-05,16132.648542243584,4.856794914160929,2.4641746976250545e-15,True,4.28576382331813,7.79472586347548,640.3139018566926,1.1639267290825163e-05,-9.379305338232829e-17,4.753839769139383e-06,1.1006491219128553e-05,-0.013647592746585668,4.7171221888609814e-05,"[0.8299289193390047, -2.4503330029850914, 0.8299289193390047, -2.4503330029850914, 14.53812274829159]",ok,4.856794914172162,4.2857599708347,1.1006501113077485e-05,-0.013647592748866955,4.717122188937506e-05,"[3228.8249759726723, 4788.662230477442, 3187.2734852978906, 4726.369603387417, 8826.161963380357]"
T2-3d,600482,0.01778279410038923,1275,0.3884679099554549,0.3884679099554549,True,0.05918537958583921,0.05918537958583921,0.0007369698306486749,0.34478281445703224,0.8648054635015022,ok,0.004224643998845812,2.7917663840415496e-14,True,0.002477250015535448,1,19.492163505334894,248.5250846930199,0.009732726396875231,1274.2339261953725,0.38802006900245856,4.4493055073591137e-14,True,-0.005180303164023971,-0.05979506416298037,19.497248876700663,0.004703660489332082,0.005520047339184167,7.446320665611046e-07,0.0097414181444559,0.0011541695617642844,-5.046349923580543e-05,"[-1.6960039032496204, 1.6634497293686417, 1.6671294955756948, 1.4787247553382916, 0.5555073304854368]",ok,0.384662603012103,0.8748917880427394,0.009802044219786948,0.009892583561683432,0.008575727993923402,"[379.8318679882626, 643.7384536949551, 307.4351479376014, 1139.414968122997, 111.92778827682928]"
T2-3d,600483,0.01778279410038923,17040,5.074002594288592,5.074002594288592,True,0.0143228418226677,0.014322841814909169,0.00034240423697418977,0.4998920388720016,0.00021613535706362723,ok,0.000337147490823142,9.600957182054337e-14,True,-0.00015763006087166076,1,555.2355784297914,94612.14256443646,1.2153774047247285e-05,17053.494077690142,5.078623023663755,3.243499219207635e-15,True,4.374922782845685,7.978027470487997,555.5430381919124,1.1669754677741651e-05,3.2326888404447057e-18,4.7290531596274e-06,1.2135996521680075e-05,-0.0009097799450036304,5.3094047675234146e-05,"[-0.8320502008624837, 2.450973828609812, 0.8320502008624838, -2.450973828609812, 15.097432193181561]",ok,5.078623023592334,4.374922780013646,1.2135996532839058e-05,-0.0009097799309533139,5.309404768968422e-05,"[2923.555341695601, 4161.223938004037, 2924.914230426966, 4163.1708482243075, 8664.559619486876]"
T2-3d,600484,0.01778279410038923,948,0.3348093958922832,0.3348093958922832,True,0.06948834915158211,0.06948834914619378,0.0006768746083619826,0.34072004058815664,0.8275030358315069,ok,0.04052611277120932,9.95004859755122e-15,True,0.0365502015129453,1,7.957566656203972,75.43773190081366,0.025405649385999544,942.6914645054857,0.33021441792195305,4.0220864833129255e-14,True,0.03299812875972196,-0.040608762502979776,7.964377690698411,0.005004527802458619,0.005674106701197832,7.600567292821511e-07,0.025737143492376914,0.013915134291368814,0.0008492775748688935,"[1.641066913801402, 1.4594036415629268, 1.657190588900458, -1.6827529138766013, 0.4692954334130842]",ok,0.2794921023533542,0.9366047568370465,0.02968928337387942,0.19792077512441786,0.0278071240350585,"[256.45231625869434, 319.3577722846587, 529.0357080090336, 241.39207197655534, 45.21003395354656]"
T2-3d,600485,0.01778279410038923,16792,5.019614851691475,5.019614851691475,True,0.04258893644202776,0.04258893643419815,0.0003423597668769851,0.49756027347426685,0.004879308703384588,ok,0.0008773268562833891,4.776994771971133e-16,True,-0.000857937537946718,1,610.0869808064091,102445.80581701222,1.117945337695755e-05,16867.018963104652,5.045298326411336,3.709185736333609e-14,True,4.291139274023303,7.83999430052252,611.9953750107945,1.1371530758462071e-05,0.0,4.870279879001536e-06,1.1087859928072295e-05,-0.0050905760290549384,4.757955120222022e-05,"[0.8184744864197114, -2.4469682562893422, -0.8184744864197114, 2.4469682562893422, 15.018737935363513]",ok,5.045298326222277,4.291138344871446,1.1087862328708676e-05,-0.005090575991773316,4.757955120137741e-05,"[3174.9546701206614, 4747.95682345343, 3141.8040138574, 4697.993039943785, 9320.691420101617]"
T2-3d,600486,0.01778279410038923,16972,5.126107818064094,5.126107818064094,True,0.053922848343418824,0.053922848343418824,0.00034308786940614235,0.4932294858400158,0.013540591704016872,ok,9.065146617714959e-05,4.2869353900076845e-16,True,1.4457803749756692e-05,1,598.9769929645664,101658.37524594621,1.1173969592729657e-05,16970.663246163604,5.12564914647241,1.1622864129479105e-14,True,3.8526177082829576,7.322662555559663,598.9427311611005,1.0815556090607865e-05,-4.025345970908342e-16,4.884404076193537e-06,1.1175608752453549e-05,8.948556145305098e-05,4.305534818054455e-05,"[0.8170142073590396, -2.446550696265637, 0.8170142073590396, -2.4465506962656374, 15.343399609959821]",ok,5.125649147098471,3.8526178234258985,1.1175608416487903e-05,8.948543929943042e-05,4.3055348172989775e-05,"[2955.6309507321516, 4431.035352528842, 3042.3073319696346, 4562.02518492705, 8817.07090718518]"
T2-3d,600487,0.01778279410038923,18027,5.349758038647591,5.349758038647591,True,0.024990093860054567,0.024990093860054567,0.0003431119735336274,0.4990672979653088,0.0018654111948565627,ok,9.448238753861915e-05,2.181414771040835e-16,True,-5.3416545572559926e-05,1,621.6005127607768,112055.92443538524,1.0317877557908548e-05,18032.128186971033,5.351517580999872,2.3938099766307452e-14,True,3.3851190626906646,7.259447344470383,621.7265719086558,1.0412443573720831e-05,0.0,4.65693585896779e-06,1.0312393780754414e-05,-0.0003287931555204793,3.490868076920442e-05,"[-0.8380427948651599, 2.4528147002977567, 0.8380427948651599, -2.4528147002977567, 15.981289406823585]",ok,5.351517580931843,3.3851190549385426,1.0312393803992974e-05,-0.0003287931428127555,3.490868076792678e-05,"[3270.295812807554, 5083.8457872419485, 3282.688387066321, 5103.323092329248, 11086.475785952254]"
T2-3d,600488,0.01778279410038923,17564,5.3324809116499186,5.3324809116499186,True,0.04509836667362816,0.045098366671623015,0.00034265391320022155,0.4944510621140294,0.011097431176740074,ok,9.471423118334599e-05,1.448494102440634e-16,True,1.0792061973852185e-05,1,578.0311450073348,101525.39030908828,1.111668109180986e-05,17563.001061977808,5.332138587519745,9.495008945759054e-15,True,4.027037980571619,7.609637060373035,578.0088807159227,1.0803219564626344e-05,-1.5835975969115072e-16,4.826892772013868e-06,1.1117823014773767e-05,6.420015619523767e-05,4.4771895541767224e-05,"[-0.8226514725402664, 2.4481767626016415, -0.8226514725402663, 2.4481767626016415, 15.934602059398298]",ok,5.33213858742097,4.027038038945929,1.111782285368804e-05,6.420017472086315e-05,4.477189554206412e-05,"[2869.150504840465, 4299.198424863706, 2937.5464160787033, 4402.42086883222, 9091.177024453349]"
T2-3d,600489,0.01778279410038923,15467,4.607422896502902,4.607422896502902,True,0.03293964016751768,0.03293964016751768,0.0003422487998589041,0.491291514436432,0.017415056459838794,ok,0.0019452137867017605,6.678685382510707e-16,True,-0.0019953911286090253,1,619.1469268945141,95763.4551827745,1.1997482801361528e-05,15628.466425870032,4.662684586974428,9.5214634787677e-14,True,3.747352194766184,7.050039173027838,624.0479151637837,1.2201105945018902e-05,0.0,4.862776902625193e-06,1.1762183736375475e-05,-0.011851904078157838,4.4077045039749747e-05,"[-0.8188912235734813, 2.447087887358905, 0.8188912235734811, -2.4470878873589053, 13.98214314819587]",ok,4.662684587091249,3.747328259527387,1.1762258863765595e-05,-0.011851904102915367,4.407704503606531e-05,"[3070.755814961642, 4721.340843534723, 2958.1743446608816, 4546.617792098791, 8353.054718523435]"
