seed,placed_at_init,crossed,step,s_cross,growth,relax,ratio
600482,False,True,1275,0.3884679099554549,0.002103654084835916,0.19492163505745327,0.010792306786344484
600481,False,True,15939,4.790511355118772,7.170771708007889e-05,6.347061047971404,1.129778279082372e-05
600480,False,True,16053,4.7370028976252385,7.254951668482422e-05,6.170182875122593,1.1758082078463966e-05
600484,False,True,948,0.3348093958922832,0.0022585616266149033,0.07957566655641965,0.028382566233530308
600483,False,True,17040,5.074002594288592,6.771079872473189e-05,5.5523557601398625,1.2194967622720607e-05
600485,False,True,16792,5.019614851691475,6.843804454169086e-05,6.100869706883836,1.1217752194325621e-05
600486,False,True,16972,5.126107818064094,6.715448943293743e-05,5.989769925209954,1.1211530705093573e-05
600487,False,True,18027,5.349758038647591,6.43425346480647e-05,6.2160051209135965,1.0351107085093258e-05
600489,False,True,15467,4.607422896502902,7.455931109529608e-05,6.191468959960687,1.2042265184152597e-05
600488,False,True,17564,5.3324809116499186,6.446522145551228e-05,5.7803114500684805,1.1152551555807351e-05
600492,False,True,1075,0.3272036627274748,0.0024507888098684472,0.07675378567962458,0.03193052678988634
600490,False,True,16833,5.0844697634748535,6.758334198911561e-05,5.527054042900996,1.222773315848437e-05
600491,False,True,17855,5.2883376138279985,6.513916476131759e-05,6.385293831953455,1.0201435748398369e-05
600495,True,False,0,,
600496,False,True,1039,0.3391994794871437,0.0022580914701285076,0.1295906952934029,0.017424796317482685
600494,False,True,18473,5.427557823013408,6.336825846584254e-05,5.514853694345536,1.1490469553311084e-05
600493,False,True,20647,6.365670947073193,5.4160782463887225e-05,6.203008182565781,8.731373693188396e-06
600499,False,True,101,0.06092961388178665,0.004181897920826178,0.05032235784331678,0.08310218559008892
600497,False,True,15320,4.6129526835784205,7.450605507450882e-05,6.539878517597961,1.1392574781629771e-05
600501,False,True,199,0.09632313085351149,0.0030948991479161853,0.003416437464245819,0.9058849109065682
600498,False,True,16415,4.984463584723957,6.902907041536499e-05,6.358547412718831,1.08561068959379e-05
600503,False,True,1463,0.3997626387734689,0.0019908339711060415,0.07166682119352293,0.027779018769789783
600500,False,True,18248,5.565264998301071,6.185896605034415e-05,5.830431354232117,1.060967230245199e-05
600502,False,True,17113,5.02896785045453,6.833133096937569e-05,5.042846881707168,1.3550149860239919e-05
600504,False,True,16177,4.920826805070149,6.980651614998826e-05,5.837738510203085,1.1957801129321191e-05
600507,False,True,12,0.035547043092891875,0.00012634147807694164,0.02254050683738846,0.005605085945422315
600505,False,True,17356,5.250958815619127,6.551121703127933e-05,5.967511851533764,1.0977978537980063e-05
600506,False,True,16255,4.8608269274041565,7.066382268044476e-05,5.767068123897686,1.2252989068678879e-05
600510,False,True,323,0.15294225879014328,0.004826085284159277,0.06882065735354248,0.07012553308473823
600508,False,True,16258,4.830296969073253,7.107208456111476e-05,6.217142795472214,1.1431631361736573e-05
600509,False,True,20048,6.05474642830845,5.6954799164334525e-05,5.493190003344676,1.0368255809403292e-05
600511,False,True,15906,4.786822850048896,7.181196543096132e-05,5.940950979102233,1.2087621272009417e-05
600512,False,True,15625,4.758596048973422,7.220878996176813e-05,6.2296977442603865,1.1591058334779777e-05
600515,False,True,69,0.031856669358062396,0.009295772674078159,0.025884314457173707,0.3591276365251343
600516,False,True,1563,0.3965860463840208,0.001444053674254532,0.10103016796229099,0.014293291829362472
600513,False,True,19074,5.775901286926192,5.9613281531429124e-05,5.34675913858762,1.1149423414494102e-05
600518,False,True,213,0.1265286697941785,0.005684433316608624,0.03262105819883549,0.174256557894604
600514,False,True,16142,4.869644844411418,7.055860558605905e-05,6.297217511589788,1.1204727398442032e-05
600520,False,True,17,0.016395828896050246,0.027089359394954764,0.0033879175726227824,7.9958732213143335
600521,False,True,132,0.0609495659830501,0.007657666759398279,0.05322986391113031,0.14386034824704988
600517,False,True,16827,5.026921048955141,6.833577077033146e-05,6.1082381345216366,1.118747653011782e-05
600523,False,True,335,0.17632477000267796,0.002045549716505994,0.031178673428995222,0.06560733641103841
600519,False,True,17578,5.239386745928583,6.566341446380083e-05,5.428410321994107,1.2096251124892786e-05
600522,False,True,16363,4.924344623400815,6.975767623111893e-05,6.384518565924464,1.0926066783395464e-05
600524,False,True,20336,6.252009103023321,5.511742615725889e-05,5.6031760352129805,9.836818584830315e-06
600525,False,True,18151,5.433370438030051,6.329669521660814e-05,5.3453782807753525,1.1841387436368094e-05
600526,False,True,17330,5.227464543258572,6.577403264015831e-05,5.6779030617228425,1.1584211974940013e-05
600529,False,True,107,0.06298194190453472,0.014929274936875292,0.037260315152505545,0.40067495070211134
600527,False,True,14832,4.537237001643449,7.566276825824052e-05,5.974791941898309,1.2663665780167898e-05
600528,False,True,16061,4.830648469051639,7.115807152406651e-05,6.096452054450975,1.1672046444146891e-05
600530,False,True,18144,5.459332911393918,6.304955818415371e-05,6.093938379636321,1.0346274323160522e-05
600533,False,True,15,0.030022440768041152,0.01308397005739406,-0.1897785120072803,
600531,False,True,19400,5.8437836462681325,5.896668436516451e-05,5.373842392241581,1.0972909151615041e-05
600535,False,True,203,0.1158130299159835,0.004580415198281955,0.0421419657246285,0.10869011730995454
600536,False,True,59,0.048739985266745126,0.00430784704005314,0.02068936025352133,0.20821557492672804
600532,False,True,15460,4.711866839066805,7.289691472765895e-05,6.1295370343990045,1.1892727675607629e-05
600538,False,True,997,0.3223474334530413,0.0024615002083059217,0.08532873139042163,0.028847261270571654
600534,False,True,15820,4.753312464120104,7.222857559766027e-05,5.687802013703637,1.26988554495462e-05
600537,False,True,17687,5.412733863483016,6.361394647840572e-05,6.426653581463874,9.898455809394292e-06
600541,False,True,201,0.11342714866751183,0.002420145806865703,0.030353425972389592,0.07973221240551699
600540,False,True,18814,5.695419195734054,6.051446539384378e-05,6.255573109924121,9.673688458350989e-06
600539,False,True,21492,6.54509076827068,5.268838225489519e-05,5.797050653098055,9.08882557835466e-06
600542,False,True,15312,4.473588115148885,7.657557903350453e-05,5.543150583168987,1.3814450443763105e-05
600545,False,True,148,0.0837703008487742,0.008909767178321929,0.05564259882572159,0.16012492885582585
