seed,placed_at_init,crossed,step,s_cross,growth,relax,ratio
600546,False,True,25,0.04827661864307894,0.0012861347755897482,0.0011273842220500343,1.1408131765859222
600547,False,True,43,0.05910341105470719,0.0007190446938091964,-0.041278204906210515,
600543,False,True,15389,4.497198199223352,7.625054160716772e-05,5.1243589428988034,1.4880015716469987e-05
600549,False,True,129,0.053937575600148516,0.010531892992297214,0.02766728794818019,0.38066228291052817
600550,False,True,13,0.06348742753779049,9.62147864809989e-05,0.02768578419039328,0.0034752415109261946
600544,False,True,18274,5.777554647486577,5.9651058812549186e-05,5.947840040777063,1.0029028757262274e-05
600548,False,True,19899,6.037997273120418,5.7035661017724605e-05,5.489129557204593,1.0390656737708832e-05
600553,False,True,128,0.055995093136174984,0.010398167714085513,0.0010582214196009285,9.826079421078834
600554,False,True,261,0.10286866636750816,0.004532026734313552,0.06506483100946901,0.06965401529520605
600551,False,True,16826,5.1329055524583165,6.702022115517742e-05,5.132529207223268,1.3057932736331333e-05
600552,False,True,17740,5.417974643203317,6.357869282499497e-05,6.347662862688375,1.0016079019998236e-05
600557,False,True,1414,0.41728149014356153,0.002113133090733037,0.07826327797997826,0.02700031413549571
600558,False,True,408,0.18747383631252068,0.002607126098395719,0.03402957236061334,0.07661354279647871
600559,False,True,197,0.06852002218171016,0.006801033039884179,0.009418755194639108,0.7220734480661667
600556,False,True,15157,4.528990443930972,7.572932058792194e-05,5.954952395708559,1.2717032069390904e-05
600555,False,True,21621,6.5548244974266865,5.2617142901164366e-05,5.739529546483704,9.1675010077089e-06
