set,a,seed,arm,w1,b1,w2,reproduced
lag1,1.3,300027,2.0,-0.8383640495303055,2.4529387820674637,-5.0545830767757405,True
lag1,1.3,300029,2.0,0.8333284802535192,-2.4513850371050747,5.121510055198535,True
lag1,1.3,300030,2.0,0.8321916055305929,2.451027736173532,-5.388756177868603,True
lag1,1.3,300031,2.0,-0.8349419583077652,2.451861976269582,-5.137533266330374,True
lag1,1.3,300032,2.0,-0.8349204876139356,2.4518788633793984,-5.075957781945527,True
lag1,1.3,300033,2.0,0.8374103807685347,2.4526442402064705,-5.0275828455012075,True
lag1,1.3,300034,2.0,0.82677667931685,-2.4493963687728604,5.244885929492511,True
lag1,1.3,300035,2.0,-0.8318181142419625,2.450970612813393,-5.3381289270027725,True
lag1,1.3,300036,2.0,-0.8341888965794427,2.451681126821864,-5.248607830836189,True
lag1,1.3,300038,2.0,0.8353505800102753,-2.4520557300155557,5.133120464087584,True
lag1,1.3,300039,2.0,-0.8325147646623856,2.4511318430647178,-5.225011612923325,True
lag1,1.3,300040,2.0,-0.8291568054502003,2.450154622885445,-5.177900111772129,True
lag1,1.3,300041,2.0,-0.8356583659464812,2.452151996430238,-5.066139349082328,True
lag1,1.3,300043,2.0,0.8346516260892739,2.451821053913807,-5.121150319155855,True
lag1,1.3,300044,2.0,-0.8328531117618746,-2.4512993932465608,5.306321950687253,True
lag1,1.3,300045,2.0,-0.8365782967878342,-2.4523658169403255,5.044250446991786,True
lag1,1.3,300046,2.0,0.8348104629671184,2.4518759689107186,-5.258762951195999,True
lag1,1.3,300047,2.0,-0.8288684851673933,2.45005840003511,-5.419411228849568,True
lag1,1.3,300048,2.0,0.8362172751102482,-2.4522791626129483,5.170524779581601,True
lag1,1.3,300049,2.0,-0.833331955009646,-2.4514100042436193,5.302357684627363,True
lag1,1.5,300000,2.0,1.020755418846533,2.291025374638921,-2.6245937420326273,True
lag1,1.5,300001,2.0,-1.0178113442095682,2.2902596787002905,-2.7794915368286737,True
lag1,1.5,300002,2.0,1.0260175323327492,-2.292664117942719,2.5886663834772365,True
lag1,1.5,300003,2.0,-1.019051845263579,2.2906451352888983,-2.752581924287717,True
lag1,1.5,300004,2.0,-1.0339296035444197,-2.2949619394558014,2.5109706640224148,True
lag1,1.5,300005,2.0,1.022496401638821,-2.29165722013271,2.811200334769308,True
lag1,1.5,300008,2.0,-1.0271304998168456,-2.2929541463895053,2.733000781919859,True
lag1,1.5,300009,2.0,-1.0212812943161227,2.291237656274436,-2.8251667934974316,True
lag1,1.5,300010,2.0,1.0294443626063512,2.293683705598458,-2.7113321608009207,True
lag1,1.5,300011,2.0,1.0241700067855324,2.292056885115998,-2.6560300547123674,True
lag1,1.5,300012,2.0,-1.0193828634698074,-2.290639255504077,2.744233569048052,True
lag1,1.5,300013,2.0,1.0246361133471007,2.2922362786922093,-2.664942459575181,True
lag1,1.5,300014,2.0,-1.0155380034210826,-2.289688075888467,2.8427613386544817,True
lag1,1.5,300015,2.0,1.0227780438632663,2.291934370466122,-2.7166414142070847,True
lag1,1.5,300016,2.0,-1.0249547198339288,-2.2922748290031723,2.7588684221874136,True
lag1,1.5,300017,2.0,1.021535454291808,2.2913134733916407,-2.7253849243931256,True
lag1,1.5,300019,2.0,1.0195140734353607,-2.290931400984318,2.690701041686029,True
lag1,1.5,300020,2.0,-1.021841385491261,2.2914445535334544,-2.7474680517597756,True
lag1,1.5,300021,2.0,-1.0306355608476172,2.294023871490625,-2.6779218330371095,True
lag1,1.5,300022,2.0,-1.0241383967217157,2.292045830119284,-2.658029585058543,True
lag1,1.5,300023,2.0,-1.0246628298616318,2.2922607848581777,-2.722754302822983,True
lag1,1.5,300024,2.0,-1.029160266214939,2.2938883397661973,-2.679263907020676,True
lag1,1.5,300025,2.0,-1.0190865062506624,-2.2906414491977727,2.7827622505356873,True
lag1,1.5,300026,2.0,1.0197104140335578,2.2908677882531663,-2.7721977768881576,True
lag1,1.5,300027,2.0,-1.0282223416089196,2.293201639539299,-2.6733224757386336,True
lag1,1.5,300029,2.0,1.0221692537451066,-2.291571937887583,2.701534444084584,True
lag1,1.5,300030,2.0,1.0211330990975938,2.2911569076281944,-2.8341583711964193,True
lag1,1.5,300031,2.0,-1.0242193799951114,2.2920467202406463,-2.705273626329748,True
lag1,1.5,300032,2.0,-1.0243278996819267,2.292134649493421,-2.6732536690332127,True
lag1,1.5,300033,2.0,1.027387079381322,2.293131334920894,-2.652406856458737,True
lag1,1.5,300034,2.0,1.0140321761855882,-2.289282414294741,2.763653420699331,True
lag1,1.5,300035,2.0,-1.020529007860616,2.291028841441027,-2.8105008383118393,True
lag1,1.5,300036,2.0,-1.0232703355607005,2.291800944779008,-2.7694160339094323,True
lag1,1.5,300038,2.0,1.024686998868342,-2.2922311743146997,2.7068515524240935,True
lag1,1.5,300039,2.0,-1.0213771709737536,2.2912728491728624,-2.7549794397912173,True
lag1,1.5,300040,2.0,-1.0171261409733003,2.2900612916193492,-2.7278840072815385,True
lag1,1.5,300041,2.0,-1.0252888166844831,2.2924315148113283,-2.6622368063426785,True
lag1,1.5,300043,2.0,1.024038393751807,2.291975624715635,-2.699941713564953,True
lag1,1.5,300044,2.0,-1.02183115259648,-2.2914050179130174,2.799453617390078,True
lag1,1.5,300045,2.0,-1.0264241088349064,-2.292723849407296,2.6556820912142536,True
lag1,1.5,300046,2.0,1.0241814005275924,2.2920197088486813,-2.7747878037521825,True
lag1,1.5,300047,2.0,-1.0169420626550283,2.2900776217697514,-2.854112524662566,True
lag1,1.5,300048,2.0,1.0259689086467183,-2.292584988674159,2.729442382610868,True
lag1,1.5,300049,2.0,-1.0301682630251152,2.2938165215568325,-2.6226609857072853,True
lag2-prim,1.3,300000,0.25,0.8320865849228127,2.4510085056416453,-4.932618760217992,True
lag2-prim,1.3,300001,0.25,-0.8293598029262386,2.4502057252200498,-5.234233254386336,True
lag2-prim,1.3,300002,0.25,0.8288696521035052,2.450070545905684,-5.133719189149164,True
lag2-prim,1.3,300003,0.25,-0.8304619476719239,2.4505115051528557,-5.170502039721061,True
lag2-prim,1.3,300004,0.25,-0.8429564795634019,-2.4543753745368053,4.696987198778296,True
lag2-prim,1.3,300005,0.25,0.8333629407385594,-2.4513765251718924,5.303089652725541,True
lag2-prim,1.3,300007,0.25,0.8388455246327134,-2.453161249158619,4.96589089461017,True
lag2-prim,1.3,300008,0.25,-0.8371566770716644,-2.4525713358896524,5.151204736451888,True
lag2-prim,1.3,300009,0.25,-0.8322968313977793,2.451090437893111,-5.320761607812212,True
lag2-prim,1.3,300010,0.25,0.8391030506035962,2.4531572500342644,-5.128694991323387,True
lag2-prim,1.3,300011,0.25,-0.8346932746133643,-2.4518023243976703,4.9899286602849555,True
lag2-prim,1.3,300012,0.25,-0.8307598951250137,-2.4506295589208578,5.1800277544959545,True
lag2-prim,1.3,300013,0.25,-0.836662986431627,2.452417351043555,-5.1536307976000675,True
lag2-prim,1.3,300014,0.25,-0.8277276037096186,-2.4497669471691417,5.3846773493758855,True
lag2-prim,1.3,300015,0.25,0.8337351815878392,2.4515064109829097,-5.134597042633964,True
lag2-prim,1.3,300016,0.25,-0.8354747067799597,-2.4521075466866766,5.203262584743294,True
lag2-prim,1.3,300017,0.25,0.832707375606466,2.4512054025270067,-5.1431512851445635,True
lag2-prim,1.3,300018,0.25,0.8359046039804197,2.4521723370593818,-5.089351933077744,True
lag2-prim,1.3,300019,0.25,0.8312043947854457,-2.4508044316218656,5.070430825751694,True
lag2-prim,1.3,300020,0.25,0.8328992500281157,-2.4512643295874064,5.209180289756947,True
lag2-prim,1.3,300021,0.25,-0.8400607993586628,2.4535286606152917,-5.049441528361535,True
lag2-prim,1.3,300022,0.25,-0.8347831105795731,2.451821947605899,-5.009307981923646,True
lag2-prim,1.3,300023,0.25,-0.8339741866996422,-2.4515944373381657,5.050001350603672,True
lag2-prim,1.3,300024,0.25,-0.8391223314978085,2.453199552338954,-5.053449693441509,True
lag2-prim,1.3,300025,0.25,-0.830858006721252,-2.450639188174217,5.268641030774344,True
lag2-prim,1.3,300026,0.25,0.8311865950464657,2.4507681694370325,-5.241630432141638,True
lag2-prim,1.3,300027,0.25,-0.838299206972674,2.45296877389173,-5.04129991234508,True
lag2-prim,1.3,300029,0.25,0.8370495241380372,2.452597518214887,-5.09531026835946,True
lag2-prim,1.3,300030,0.25,0.83196945060048,2.450990718310279,-5.347675144673024,True
lag2-prim,1.3,300031,0.25,-0.8347462057503614,2.4518478971621787,-5.074394322451758,True
lag2-prim,1.3,300032,0.25,-0.8345980250687056,2.4517775494704477,-4.981635721038551,True
lag2-prim,1.3,300033,0.25,0.8371357332656464,2.452594150546787,-4.968235573916749,True
lag2-prim,1.3,300034,0.25,0.8265506587630684,-2.449361226900381,5.187523026051041,True
lag2-prim,1.3,300035,0.25,-0.8316385055596581,2.4508851694696023,-5.27744200416819,True
lag2-prim,1.3,300036,0.25,-0.8341528510591203,2.45167884601079,-5.239295090440249,True
lag2-prim,1.3,300037,0.25,-0.8409354085759709,2.453836292138239,-4.9774498021133615,True
lag2-prim,1.3,300038,0.25,0.8352384588477475,-2.45195232060707,5.069190029244884,True
lag2-prim,1.3,300039,0.25,-0.8323420936267988,2.4511230356220177,-5.183759204863447,True
lag2-prim,1.3,300040,0.25,-0.82899880036163,2.4500913796795807,-5.130266700162487,True
lag2-prim,1.3,300041,0.25,-0.8354266744869483,2.452031427680095,-4.971547624831927,True
lag2-prim,1.3,300042,0.25,-0.8343993746930429,-2.4517313704366988,5.238809413837458,True
lag2-prim,1.3,300043,0.25,0.8345534119311494,2.451750375356911,-5.083403563512803,True
lag2-prim,1.3,300044,0.25,-0.8328364310331092,-2.451216819711217,5.277585465924336,True
lag2-prim,1.3,300045,0.25,0.8336414611107938,-2.4515172567249977,5.090498355271966,True
lag2-prim,1.3,300046,0.25,0.8347917042913515,2.4518301601908097,-5.24475371008621,True
lag2-prim,1.3,300047,0.25,0.8287682736108724,-2.450048434856544,5.398611585233567,True
lag2-prim,1.3,300048,0.25,0.8362152155124541,-2.452271285962469,5.168224463162989,True
lag2-prim,1.3,300049,0.25,-0.8396658894582594,2.4533348848050256,-4.961693451235818,True
lag2-prim,1.3,300000,0.5,0.8321522870197618,2.451028819146132,-4.954413875899208,True
lag2-prim,1.3,300001,0.5,-0.8294706191538337,2.450250358814345,-5.2615421885813465,True
lag2-prim,1.3,300002,0.5,0.8290059080259768,2.4501160312721124,-5.173046472944879,True
lag2-prim,1.3,300003,0.5,-0.8305878631325014,2.4505479490850366,-5.199085872918603,True
lag2-prim,1.3,300004,0.5,-0.8429809122297482,-2.4543982134607374,4.725515739607548,True
lag2-prim,1.3,300005,0.5,0.8334092257950068,-2.451414020851452,5.320754881207641,True
lag2-prim,1.3,300007,0.5,0.8388440330481679,-2.453184355599996,4.9735022058997025,True
lag2-prim,1.3,300008,0.5,-0.8372151307425355,-2.4525923148099564,5.16988633188302,True
lag2-prim,1.3,300009,0.5,-0.8324076030171607,2.451101162958979,-5.345220512092631,True
lag2-prim,1.3,300010,0.5,0.8390665453496484,2.453216101362618,-5.135042122153237,True
lag2-prim,1.3,300011,0.5,-0.8347788432075071,-2.451828888727975,5.013291987520503,True
lag2-prim,1.3,300012,0.5,-0.8307717345117787,-2.4506793160374514,5.193927507009157,True
lag2-prim,1.3,300013,0.5,-0.8367117031098114,2.452448927145257,-5.167957287644767,True
lag2-prim,1.3,300014,0.5,-0.8278247990480683,-2.4497143200486535,5.391317622670014,True
lag2-prim,1.3,300015,0.5,0.8336971211176262,2.4515722517969976,-5.141523175277638,True
lag2-prim,1.3,300016,0.5,-0.8355487905946141,-2.4520664803084404,5.214263800497605,True
lag2-prim,1.3,300017,0.5,0.8327335096765495,2.451225602258148,-5.155575925164479,True
lag2-prim,1.3,300018,0.5,0.8359133692742576,2.4521902771004473,-5.0957143094935855,True
lag2-prim,1.3,300019,0.5,0.8312488578338179,-2.450797480829236,5.079919783361664,True
lag2-prim,1.3,300020,0.5,0.8329044873911634,-2.451318243702696,5.2210765198413505,True
lag2-prim,1.3,300021,0.5,-0.8401429489227636,2.4535268589059416,-5.0671214009291,True
lag2-prim,1.3,300022,0.5,-0.8348294218402421,2.451848835355035,-5.025437733664149,True
lag2-prim,1.3,300023,0.5,-0.834042528750263,-2.451592658434142,5.0675040612103945,True
lag2-prim,1.3,300024,0.5,-0.8390997105511686,2.453233065298038,-5.0576460779558765,True
lag2-prim,1.3,300025,0.5,-0.8308869143497114,-2.450662179712503,5.279821418765217,True
lag2-prim,1.3,300026,0.5,0.8312441097985632,2.45073696499334,-5.245684809574136,True
lag2-prim,1.3,300027,0.5,-0.8383547992052209,2.452934064432212,-5.0492812163831715,True
lag2-prim,1.3,300029,0.5,0.8371359473258206,2.4525481405298617,-5.100677037775775,True
lag2-prim,1.3,300030,0.5,0.8320821889697599,2.451024612951663,-5.371234740308292,True
lag2-prim,1.3,300031,0.5,-0.8348310909224544,2.451867707587871,-5.106209370242128,True
lag2-prim,1.3,300032,0.5,-0.8347276410083216,2.4518146902029296,-5.016255966426884,True
lag2-prim,1.3,300033,0.5,0.8372678055391095,2.4526324974992733,-4.998917172309144,True
lag2-prim,1.3,300034,0.5,0.8266818445982458,-2.449370517088056,5.217639331252515,True
lag2-prim,1.3,300035,0.5,-0.831760851050566,2.4508981302845223,-5.306821394939444,True
lag2-prim,1.3,300036,0.5,-0.8342085080216545,2.451644119028348,-5.244067454369214,True
lag2-prim,1.3,300037,0.5,-0.8409924112612244,2.4537985278927965,-4.982416289259818,True
lag2-prim,1.3,300038,0.5,0.8352911964332139,-2.4520154913862253,5.10290476569315,True
lag2-prim,1.3,300039,0.5,-0.832455096893343,2.451111520057317,-5.206477552220636,True
lag2-prim,1.3,300040,0.5,-0.8291132789351002,2.4500981460635347,-5.1557757450940205,True
lag2-prim,1.3,300041,0.5,-0.8355557521427587,2.452047871442786,-5.005673663158708,True
lag2-prim,1.3,300042,0.5,-0.8344345494882851,-2.4517343680188137,5.245252541910666,True
lag2-prim,1.3,300043,0.5,0.8346085331660659,2.451794139448381,-5.105424437135459,True
lag2-prim,1.3,300044,0.5,-0.8328727982500544,-2.4512503747410457,5.295432164477779,True
lag2-prim,1.3,300045,0.5,0.8337697713563277,-2.451560347066985,5.125300976972454,True
lag2-prim,1.3,300046,0.5,0.834831901993524,2.451830950050622,-5.2528681613167745,True
lag2-prim,1.3,300047,0.5,0.82886559832748,-2.45003142159797,5.412237037384032,True
lag2-prim,1.3,300048,0.5,0.8362177258364675,-2.4522757785323543,5.169822434987179,True
lag2-prim,1.3,300049,0.5,-0.8396615228496983,2.453359998188539,-4.967233121587171,True
lag2-prim,1.3,300000,1.0,0.8321656040519838,2.4510538097008863,-4.964456022963565,True
lag2-prim,1.3,300001,1.0,-0.8295712096727011,2.4502275306806665,-5.2741281789833545,True
lag2-prim,1.3,300002,1.0,0.8291441305295251,2.4501127587582516,-5.201626331589703,True
lag2-prim,1.3,300003,1.0,-0.8306429994014011,2.4505817772576393,-5.215281013987023,True
lag2-prim,1.3,300004,1.0,-0.8429906747473422,-2.4544176642651236,4.743332785698616,True
lag2-prim,1.3,300005,1.0,0.8334034010677601,-2.451455715459999,5.329005483776356,True
lag2-prim,1.3,300007,1.0,0.8389159910078872,-2.4531132349806146,4.972752899924413,True
lag2-prim,1.3,300008,1.0,-0.8372529077629774,-2.4525900867267083,5.178032034034765,True
lag2-prim,1.3,300009,1.0,-0.8324509231374119,2.4511203888034965,-5.358271517394762,True
lag2-prim,1.3,300010,1.0,0.8390842117591221,2.4532011904243656,-5.135304722085874,True
lag2-prim,1.3,300011,1.0,-0.83483231884807,-2.451827652375132,5.02395687195506,True
lag2-prim,1.3,300012,1.0,-0.8307906081472971,-2.450679269636498,5.197831813172091,True
lag2-prim,1.3,300013,1.0,-0.8367079559974705,2.452482438656244,-5.1738927171402835,True
lag2-prim,1.3,300014,1.0,-0.8277997033143728,-2.4497581514498545,5.395783990451935,True
lag2-prim,1.3,300015,1.0,0.8336998950628535,2.451576438049546,-5.142967501355684,True
lag2-prim,1.3,300016,1.0,-0.8355262570312855,-2.4521032861078806,5.219843451820189,True
lag2-prim,1.3,300017,1.0,0.8327250287269576,2.451253195646631,-5.1610998468107185,True
lag2-prim,1.3,300018,1.0,0.8359333707331855,2.452175959205457,-5.096639744440754,True
lag2-prim,1.3,300019,1.0,0.8312259524579316,-2.4508340573040828,5.084110687157571,True
lag2-prim,1.3,300020,1.0,0.8329587887375217,-2.451278096733122,5.222497080341885,True
lag2-prim,1.3,300021,1.0,-0.8401614956333008,2.4535415160845395,-5.074852145871953,True
lag2-prim,1.3,300022,1.0,-0.8348214722031735,2.451889589084719,-5.033353706723986,True
lag2-prim,1.3,300023,1.0,-0.8340410110050445,-2.451629088748665,5.076984435486269,True
lag2-prim,1.3,300024,1.0,-0.8391358271528357,2.453196858573704,-5.056955826494805,True
lag2-prim,1.3,300025,1.0,-0.8308798742907141,-2.4506867152200993,5.284010355580651,True
lag2-prim,1.3,300026,1.0,0.8312192007973197,2.450774209295963,-5.248854803070845,True
lag2-prim,1.3,300027,1.0,-0.8383729984680447,2.452923663331298,-5.052314632940268,True
lag2-prim,1.3,300029,1.0,0.8371321169671716,2.4525654450485765,-5.103563362204764,True
lag2-prim,1.3,300030,1.0,0.8321398040663653,2.4510405764451546,-5.383131000131621,True
lag2-prim,1.3,300031,1.0,-0.8349071877189496,2.4518531545309292,-5.12472558473297,True
lag2-prim,1.3,300032,1.0,-0.8347961802495274,2.451881895720255,-5.046014095158025,True
lag2-prim,1.3,300033,1.0,0.83737389829277,2.452617918231734,-5.014701080004343,True
lag2-prim,1.3,300034,1.0,0.8267028278751469,-2.4494268470598155,5.2354904978698915,True
lag2-prim,1.3,300035,1.0,-0.8317838329420317,2.45095371071373,-5.325295161806474,True
lag2-prim,1.3,300036,1.0,-0.8342138249547736,2.451647317891534,-5.24636113385709,True
lag2-prim,1.3,300037,1.0,-0.841004137200637,2.453791844449091,-4.983785263257779,True
lag2-prim,1.3,300038,1.0,0.8353436255742899,-2.4520222963226903,5.11979249787235,True
lag2-prim,1.3,300039,1.0,-0.8324598533939257,2.45115695837426,-5.2189642407360655,True
lag2-prim,1.3,300040,1.0,-0.829156544662165,2.4501164193421,-5.169185053325983,True
lag2-prim,1.3,300041,1.0,-0.8356453686056375,2.452083597603135,-5.036621342194467,True
lag2-prim,1.3,300042,1.0,-0.8344050509059806,-2.451776782393061,5.24856180690888,True
lag2-prim,1.3,300043,1.0,0.8346301118243566,2.4518163827136576,-5.11531598456621,True
lag2-prim,1.3,300044,1.0,-0.8328538738547606,-2.4512958937795126,5.302982191145156,True
lag2-prim,1.3,300045,1.0,0.8338469293601267,-2.451588522042903,5.147206566991724,True
lag2-prim,1.3,300046,1.0,0.8348131578272059,2.4518658586655477,-5.2569722732443696,True
lag2-prim,1.3,300047,1.0,0.8288918742946353,-2.450034147335199,5.417427972947913,True
lag2-prim,1.3,300048,1.0,0.8362135386305577,-2.4522828672260775,5.170609793365686,True
lag2-prim,1.3,300049,1.0,-0.8396778811088739,2.453350600261767,-4.968693424102421,True
lag2-prim,1.3,300000,2.0,0.8321530197845165,2.451086455187903,-4.970059956532735,True
lag2-prim,1.3,300001,2.0,-0.8295897849683308,2.450252597521384,-5.282254075558557,True
lag2-prim,1.3,300002,2.0,0.8291764598087877,2.450165352519065,-5.2210354379177755,True
lag2-prim,1.3,300003,2.0,-0.8306776927579888,2.4505939812529136,-5.223712679237622,True
lag2-prim,1.3,300004,2.0,-0.8430153077727552,-2.454408433228031,4.752746937454678,True
lag2-prim,1.3,300005,2.0,0.8334613648770998,-2.4514102327084495,5.330369819621185,True
lag2-prim,1.3,300007,2.0,0.8388561573414401,-2.453178586998407,4.975554980343556,True
lag2-prim,1.3,300008,2.0,-0.8372496716247697,-2.45261244553625,5.182974138726593,True
lag2-prim,1.3,300009,2.0,-0.8324879676608165,2.4511145501786262,-5.364425624549845,True
lag2-prim,1.3,300010,2.0,0.8391232691987689,2.453153122646172,-5.132169891433682,True
lag2-prim,1.3,300011,2.0,-0.8348207383528081,-2.4518681057265597,5.030830192117075,True
lag2-prim,1.3,300012,2.0,-0.8308008465749607,-2.450676973137913,5.199431095734396,True
lag2-prim,1.3,300013,2.0,-0.8367430027081931,2.4524583250926555,-5.175067745319925,True
lag2-prim,1.3,300014,2.0,-0.8278188429566855,-2.4497441305086305,5.396351052085461,True
lag2-prim,1.3,300015,2.0,0.833741291163236,2.4515332613015293,-5.141606326584521,True
lag2-prim,1.3,300016,2.0,-0.8355132511557785,-2.452122760110189,5.222416239892373,True
lag2-prim,1.3,300017,2.0,0.8327704568588039,2.4512129985537237,-5.161664730518204,True
lag2-prim,1.3,300018,2.0,0.8359377295698526,2.4521704841452308,-5.0962554581707025,True
lag2-prim,1.3,300019,2.0,0.8313031764322142,-2.450755461651518,5.082313386248064,True
lag2-prim,1.3,300020,2.0,0.832907812208607,-2.4513400782305017,5.226116373546656,True
lag2-prim,1.3,300021,2.0,-0.8401821760694532,2.4535358147541695,-5.078039913139722,True
lag2-prim,1.3,300022,2.0,-0.8348710623664776,2.451851910342431,-5.03503871923693,True
lag2-prim,1.3,300023,2.0,-0.8340854294039707,-2.4515945535430053,5.079765866385914,True
lag2-prim,1.3,300024,2.0,-0.8391066963579802,2.453223853435448,-5.056827458908732,True
lag2-prim,1.3,300025,2.0,-0.8308749778634147,-2.4506991258304396,5.285855342580459,True
lag2-prim,1.3,300026,2.0,0.831248739700374,2.45074669905358,-5.248558106517798,True
lag2-prim,1.3,300027,2.0,-0.8383710447144904,2.452929847120795,-5.054108229720757,True
lag2-prim,1.3,300029,2.0,0.8371218440448558,2.4525818260907046,-5.105096806006184,True
lag2-prim,1.3,300030,2.0,0.8321577011150149,2.4510614996947084,-5.389797127240257,True
lag2-prim,1.3,300031,2.0,-0.8349119059147591,2.451885782958107,-5.136721327583163,True
lag2-prim,1.3,300032,2.0,-0.8348764558847257,2.451887028119166,-5.0641462872005505,True
lag2-prim,1.3,300033,2.0,0.8373942826295753,2.4526483754481383,-5.024524242458247,True
lag2-prim,1.3,300034,2.0,0.8267661176815374,-2.4493988586601416,5.242590473537172,True
lag2-prim,1.3,300035,2.0,-0.8318257051015773,2.450951925630019,-5.334045519684558,True
lag2-prim,1.3,300036,2.0,-0.8342009249172834,2.4516652610688063,-5.248032850590052,True
lag2-prim,1.3,300037,2.0,-0.8409496470893808,2.4538498185242363,-4.9859149910797225,True
lag2-prim,1.3,300038,2.0,0.8353467073134094,-2.4520515934907463,5.12956022138528,True
lag2-prim,1.3,300039,2.0,-0.8325159662495287,2.451121533814665,-5.222958613250616,True
lag2-prim,1.3,300040,2.0,-0.8291512594027844,2.4501556239755353,-5.177231818180821,True
lag2-prim,1.3,300041,2.0,-0.8356629948010754,2.452153117024002,-5.0596358075206105,True
lag2-prim,1.3,300042,2.0,-0.8344309561471671,-2.451751650092503,5.24800620577127,True
lag2-prim,1.3,300043,2.0,0.8346852188861442,2.4517793360205404,-5.118351163169753,True
lag2-prim,1.3,300044,2.0,-0.8328572734232422,-2.4513034152462723,5.30584520872365,True
lag2-prim,1.3,300045,2.0,0.8338934009470099,-2.451600349430229,5.159411955526397,True
lag2-prim,1.3,300046,2.0,0.83482245462301,2.4518625508095315,-5.258072849822147,True
lag2-prim,1.3,300047,2.0,0.8288776322476944,-2.450063602061917,5.420898159925998,True
lag2-prim,1.3,300048,2.0,0.836227952655232,-2.4522672389190685,5.169995199008314,True
lag2-prim,1.3,300049,2.0,-0.8396919231806118,2.453339389528092,-4.969128934298285,True
lag2-prim,1.5,300000,0.25,1.0204815515234666,2.290967716728626,-2.575446718787882,True
lag2-prim,1.5,300001,0.25,-1.01731600344769,2.2901218219651236,-2.725226167206004,True
lag2-prim,1.5,300002,0.25,1.016361023230762,2.28981057305501,-2.645434785469212,True
lag2-prim,1.5,300003,0.25,-1.018545230538877,2.2904559880567006,-2.6878726051897224,True
lag2-prim,1.5,300004,0.25,-1.0338713806376394,-2.2948687831128547,2.441753552773158,True
lag2-prim,1.5,300005,0.25,1.0223071283128626,-2.29150721564554,2.772694443810955,True
lag2-prim,1.5,300007,0.25,1.0289658861460085,-2.29340518057947,2.6128929261131044,True
lag2-prim,1.5,300008,0.25,-1.026904189336287,-2.2928847531283507,2.694453113651073,True
lag2-prim,1.5,300009,0.25,-1.0209060585009584,2.2911322945186536,-2.7719619637557456,True
lag2-prim,1.5,300010,0.25,1.029408891721797,2.293664784944869,-2.701680928767658,True
lag2-prim,1.5,300011,0.25,-1.0237678266573735,-2.2920233892024817,2.60686078365505,True
lag2-prim,1.5,300012,0.25,-1.0189894297049145,-2.290791306238112,2.718834527338047,True
lag2-prim,1.5,300013,0.25,-1.0263105722450294,2.292838591040562,-2.6997625823344116,True
lag2-prim,1.5,300014,0.25,-1.0154486479982994,-2.2896802877067497,2.8263839719072363,True
lag2-prim,1.5,300015,0.25,1.0227655965684257,2.291822150729865,-2.7064122340511987,True
lag2-prim,1.5,300016,0.25,-1.024756509911568,-2.292304253009665,2.731307020782832,True
lag2-prim,1.5,300017,0.25,1.0213661618178809,2.2912792609365695,-2.7019366081399676,True
lag2-prim,1.5,300018,0.25,1.0252055815997558,2.2926001956203197,-2.681662658483646,True
lag2-prim,1.5,300019,0.25,1.019399173657009,-2.290893197239039,2.6721470082669603,True
lag2-prim,1.5,300020,0.25,1.021823088107743,-2.291404103836074,2.7352230579629833,True
lag2-prim,1.5,300021,0.25,-1.0304958296496538,2.294004227727221,-2.6434467429059865,True
lag2-prim,1.5,300022,0.25,-1.023993722466287,2.2919509005269103,-2.6244282185255923,True
lag2-prim,1.5,300023,0.25,-1.0228886146384046,-2.2916552469567395,2.6434046558092623,True
lag2-prim,1.5,300024,0.25,-1.029266515548542,2.2938122900401403,-2.6708760853213995,True
lag2-prim,1.5,300025,0.25,-1.01900401262546,-2.2907912177279774,2.7684445799276953,True
lag2-prim,1.5,300026,0.25,1.0197060267233524,2.2907239286978,-2.757016745451814,True
lag2-prim,1.5,300027,0.25,-1.0281213482822942,2.2932137561110326,-2.652047631089188,True
lag2-prim,1.5,300029,0.25,1.0268527560931024,2.2931404649398783,-2.6764904633612776,True
lag2-prim,1.5,300030,0.25,1.020621018810065,2.291075972856663,-2.7857751438222405,True
lag2-prim,1.5,300031,0.25,-1.0238375755149811,2.2920006691008368,-2.6366178669817852,True
lag2-prim,1.5,300032,0.25,-1.0236491971113033,2.2918783533970952,-2.567092393789694,True
lag2-prim,1.5,300033,0.25,1.026857693302603,2.292926174207681,-2.5801718555705015,True
lag2-prim,1.5,300034,0.25,1.0135947073354243,-2.2891254837452584,2.694163337315001,True
lag2-prim,1.5,300035,0.25,-1.020055031724182,2.290905127843898,-2.7391256948602125,True
lag2-prim,1.5,300036,0.25,-1.02309080440795,2.2918929456424157,-2.7594263894220585,True
lag2-prim,1.5,300037,0.25,-1.0316523289562645,2.2942764556787996,-2.6191272086115553,True
lag2-prim,1.5,300038,0.25,1.0243993931620938,-2.292075834700405,2.631528560856787,True
lag2-prim,1.5,300039,0.25,-1.0209896531395688,2.2912219697657643,-2.7046212758464465,True
lag2-prim,1.5,300040,0.25,-1.0167763120140243,2.289901826275801,-2.671639143342442,True
lag2-prim,1.5,300041,0.25,-1.0247408107622369,2.2921795992033083,-2.554792135361118,True
lag2-prim,1.5,300042,0.25,-1.023554636768655,-2.292092183336554,2.75983538313813,True
lag2-prim,1.5,300043,0.25,1.023725595996169,2.291907009238362,-2.656571361015075,True
lag2-prim,1.5,300044,0.25,-1.0215473429416395,-2.2914659286420225,2.7603432086392883,True
lag2-prim,1.5,300045,0.25,1.0225480702693706,-2.2917154999938183,2.636088679656094,True
