set,a,seed,arm,w1,b1,w2,reproduced
lag1,1.5,300041,0.5,-1.0251394407090888,2.2923769907520386,-2.641470901274503,True
lag1,1.5,300042,0.5,-1.0235252121526497,-2.2918902588174905,2.7353535270556013,True
lag1,1.5,300043,0.5,1.023738556460304,2.2919867808218077,-2.6671468816815165,True
lag1,1.5,300044,0.5,-1.0215167376603884,-2.2915129991907244,2.7497955123187827,True
lag1,1.5,300045,0.5,1.0229018118640052,-2.2917700891915773,2.6606715266896943,True
lag1,1.5,300046,0.5,1.0239459440722078,2.2921546003824305,-2.7634191201398517,True
lag1,1.5,300047,0.5,1.016464211631793,-2.2901345420389543,2.8045161582631906,True
lag1,1.5,300048,0.5,1.0259306494378757,-2.292593154899692,2.7264028325141014,True
lag1,1.5,300049,0.5,-1.030079124375021,2.293780776766286,-2.6131516692688512,True
lag1,1.3,300000,1.0,0.8321656040519838,2.4510538097008863,-4.964456022963565,True
lag1,1.3,300001,1.0,-0.8295712096727011,2.4502275306806665,-5.2741281789833545,True
lag1,1.3,300002,1.0,0.8291441305295251,2.4501127587582516,-5.201626331589703,True
lag1,1.3,300003,1.0,-0.8306429994014011,2.4505817772576393,-5.215281013987023,True
lag1,1.3,300004,1.0,-0.8429906747473422,-2.4544176642651236,4.743332785698616,True
lag1,1.3,300005,1.0,0.8334034010677601,-2.451455715459999,5.329005483776356,True
lag1,1.3,300007,1.0,0.8389159910078872,-2.4531132349806146,4.972752899924413,True
lag1,1.3,300008,1.0,-0.8372529077629774,-2.4525900867267083,5.178032034034765,True
lag1,1.3,300009,1.0,-0.8324509231374119,2.4511203888034965,-5.358271517394762,True
lag1,1.3,300010,1.0,0.8390842117591221,2.4532011904243656,-5.135304722085874,True
lag1,1.3,300011,1.0,-0.83483231884807,-2.451827652375132,5.02395687195506,True
lag1,1.3,300012,1.0,-0.8307906081472971,-2.450679269636498,5.197831813172091,True
lag1,1.3,300013,1.0,-0.8367079559974705,2.452482438656244,-5.1738927171402835,True
lag1,1.3,300014,1.0,-0.8277997033143728,-2.4497581514498545,5.395783990451935,True
lag1,1.3,300015,1.0,0.8336998950628535,2.451576438049546,-5.142967501355684,True
lag1,1.3,300016,1.0,-0.8355262570312855,-2.4521032861078806,5.219843451820189,True
lag1,1.3,300017,1.0,0.8327250287269576,2.451253195646631,-5.1610998468107185,True
lag1,1.3,300018,1.0,0.8359333707331855,2.452175959205457,-5.096639744440754,True
lag1,1.3,300019,1.0,0.8312259524579316,-2.4508340573040828,5.084110687157571,True
lag1,1.3,300020,1.0,0.8329587887375217,-2.451278096733122,5.222497080341885,True
lag1,1.3,300021,1.0,-0.8401614956333008,2.4535415160845395,-5.074852145871953,True
lag1,1.3,300022,1.0,-0.8348214722031735,2.451889589084719,-5.033353706723986,True
lag1,1.3,300023,1.0,-0.8340410110050445,-2.451629088748665,5.076984435486269,True
