test,a,seed,arm,cross_step,reproduced,growth,relax,ratio,branch_converged,residual
lag2-tstar,1.3,300012,0.25,4703,True,0.0004468374808293,0.8875640392587714,0.000503442524781,True,0.004625112835519
lag1,1.3,300009,0.25,4726,True,0.000386278033156,0.1820520738515782,0.0021217996861216,True,0.0170432986021196
lag1,1.5,300021,1.0,4726,True,0.0016723442556483,0.0972067612258137,0.0172039911067862,True,0.067068244510839
lag2-tstar,1.5,300021,1.0,4726,True,0.0016723442556483,0.0972067612258137,0.0172039911067862,True,0.067068244510839
4b,1.5,300021,control,4726,True,0.0016723442556483,0.0972067612258137,0.0172039911067862,True,0.067068244510839
4b,1.5,300015,teleport,4691,True,0.0017602565194865,0.1002180156337649,0.0175642723352178,True,0.0666539928237395
lag2-tstar,1.5,300015,0.25,4804,True,0.001415214964122,0.2961849345680516,0.0047781463503064,True,0.0172980163744762
4b,1.5,300021,teleport,4736,True,0.0015309710194596,0.0903643332820079,0.0169422045607509,True,0.0668883532728072
lag2-tstar,1.5,300021,0.5,4809,True,0.0016618354860746,0.1076244259709056,0.0154410624826364,True,0.0588607308878232
4b,1.5,300015,reset,4810,True,0.001147560039724,0.070274250995596,0.0163297370440276,True,0.0669612799048682
4b,1.5,300021,reset,4825,True,0.0011584189527186,0.0696265003250115,0.0166376156680465,True,0.0684211933053504
lag2-tstar,1.3,300001,0.25,4911,True,0.0003218578931375,0.1627818905104063,0.0019772340284805,True,0.0856516874645665
lag1,1.3,300001,0.25,4922,True,0.0003215941235021,0.1632314601395975,0.0019701724362884,True,0.0856550953836927
lag1,1.3,300012,0.25,4928,True,0.000443482730271,0.9189946140062812,0.0004825738078461,True,0.0044479016467091
lag1,1.3,300011,0.25,5000,True,0.0004629712117243,0.2948321007497121,0.001570287667276,True,0.0116774068008933
lag2-tstar,1.5,300021,0.25,5017,True,0.0012216185400731,0.1525844823820431,0.0080061780923074,True,0.031527807281992
lag1,1.5,300044,2.0,5062,True,0.0020201007807663,0.1125887948838905,0.0179422897531639,True,0.0677296276100483
lag1,1.3,300045,0.5,5135,True,0.0007534398941089,0.2594182355648995,0.0029043443783674,True,0.0219116556714149
lag1,1.3,300047,0.5,5143,True,0.000599721235285,0.192720282047963,0.0031118740015948,True,0.0243641208106111
lag1,1.5,300045,0.5,5154,True,0.0035230351767649,0.2557089931893661,0.0137775176884607,True,0.0421234865859334
lag2-tstar,1.3,300015,2.0,5328,True,0.0006110922936864,0.1449555835005346,0.0042157209741711,True,0.0316418994524583
lag2-tstar,1.3,300015,1.0,5332,True,0.0006109101905884,0.1453526097556143,0.004202953023104,True,0.0318179313064634
4b,1.3,300015,control,5332,True,0.0006109101905884,0.1453526097556143,0.004202953023104,True,0.0318179313064634
lag1,1.3,300015,1.0,5332,True,0.0006109101905884,0.1453526097556143,0.004202953023104,True,0.0318179313064634
4b,1.3,300015,teleport,5339,True,0.0005989422011041,0.1450020691422151,0.0041305769265724,True,0.031117950256317
4b,1.3,300015,reset,5364,True,0.0006002608820138,0.1464367295123118,0.0040991142318797,True,0.0311460893402439
lag2-tstar,1.3,300015,0.5,5384,True,0.0006050165231956,0.1583917134270968,0.0038197485847268,True,0.0284261771782705
lag2-tstar,1.3,300021,2.0,5439,True,0.0005398920374486,0.1294580568860138,0.0041704012128346,True,0.0318698726515549
lag2-tstar,1.5,300013,2.0,5444,True,0.0018885229462566,0.1055292521116743,0.0178957294633169,True,0.0676534270684203
4b,1.3,300021,reset,5453,True,0.0006073948427949,0.1453976143621016,0.004177474613045,True,0.0315941050347905
lag1,1.5,300013,1.0,5465,True,0.0018785482415947,0.1076996421082548,0.0174424743185914,True,0.0653149064223539
lag2-tstar,1.5,300013,1.0,5465,True,0.0018785482415947,0.1076996421082548,0.0174424743185914,True,0.0653149064223539
4b,1.5,300013,control,5465,True,0.0018785482415947,0.1076996421082548,0.0174424743185914,True,0.0653149064223539
4b,1.3,300021,teleport,5468,True,0.0005700343993113,0.1388293314921055,0.00410600838587,True,0.0311861325484588
lag2-tstar,1.5,300013,0.5,5501,True,0.0018334034396798,0.1215362423984121,0.0150852404476165,True,0.0565181193940369
lag1,1.3,300021,1.0,5505,True,0.0005444788296933,0.1336886646042248,0.0040727374404194,True,0.0310810709073114
lag2-tstar,1.3,300021,1.0,5505,True,0.0005444788296933,0.1336886646042248,0.0040727374404194,True,0.0310810709073114
4b,1.3,300021,control,5505,True,0.0005444788296933,0.1336886646042248,0.0040727374404194,True,0.0310810709073114
lag1,1.3,300049,2.0,5514,True,0.0005611088421946,0.1385730226230916,0.0040491924876373,True,0.0314616772527334
4b,1.5,300013,teleport,5482,True,0.0016432743358926,0.0973836782386722,0.016874227443589,True,0.0650666362556016
4b,1.5,300013,reset,5590,True,0.0011385475564531,0.0705231637966657,0.0161443062840436,True,0.0665299274180442
lag2-tstar,1.3,300021,0.5,5615,True,0.0005458912944054,0.1472882976294462,0.003706277438136,True,0.0282846461672481
lag1,1.3,300047,0.25,5663,True,0.0004199196363752,0.6206360148568064,0.0006765956636792,True,0.0056743629260327
lag2-tstar,1.5,300013,0.25,5679,True,0.001227366678158,0.2211312198569019,0.0055503997986007,True,0.0208196816839949
lag2-tstar,1.3,300047,2.0,5699,True,0.0005490879495381,0.140940644706159,0.0038958807850136,True,0.0308492325195952
lag2-tstar,1.3,300015,0.25,5706,True,0.0004789949817824,0.3655269761532325,0.0013104230686974,True,0.0093315179100699
lag2-tstar,1.3,300047,0.5,5706,True,0.0005693731342911,0.1685810547751446,0.0033774443697164,True,0.0263513009227356
lag1,1.3,300047,1.0,5723,True,0.0005495957635517,0.1437164071026529,0.0038241685457612,True,0.0300516644939525
lag2-tstar,1.3,300047,1.0,5723,True,0.0005495957635517,0.1437164071026529,0.0038241685457612,True,0.0300516644939525
4b,1.3,300047,control,5723,True,0.0005495957635517,0.1437164071026529,0.0038241685457612,True,0.0300516644939525
4b,1.3,300047,reset,5725,True,0.0005664898390458,0.1477802957182952,0.0038333245734311,True,0.0306366098797028
lag2-tstar,1.5,300044,0.5,5850,True,0.0025356329611987,0.1748916524027269,0.014498307531339,True,0.0523694653089219
lag2-tstar,1.5,300044,2.0,5858,True,0.0021673815395662,0.1180021307387944,0.018367308505334,True,0.0690592361801101
lag1,1.5,300044,1.0,5870,True,0.0021598009419149,0.1213592113134214,0.0177967615192968,True,0.0657491546277904
lag2-tstar,1.5,300044,1.0,5870,True,0.0021598009419149,0.1213592113134214,0.0177967615192968,True,0.0657491546277904
4b,1.5,300044,control,5870,True,0.0021598009419149,0.1213592113134214,0.0177967615192968,True,0.0657491546277904
lag2-tstar,1.5,300014,2.0,5873,True,0.0021616259943643,0.1208345341835593,0.0178891407905014,True,0.0655552045132419
4b,1.3,300047,teleport,5710,True,0.0005560631747739,0.1452650017417187,0.0038279225422974,True,0.0302051467689357
lag2-tstar,1.5,300014,1.0,5880,True,0.0021676328808502,0.1224333792846303,0.0177045908028968,True,0.06508946057787
4b,1.5,300014,control,5880,True,0.0021676328808502,0.1224333792846303,0.0177045908028968,True,0.06508946057787
lag1,1.5,300014,1.0,5880,True,0.0021676328808502,0.1224333792846303,0.0177045908028968,True,0.06508946057787
lag2-tstar,1.5,300014,0.5,5900,True,0.0021464403427479,0.1401837200875484,0.0153116234995578,True,0.0562500866125204
4b,1.5,300044,teleport,5894,True,0.0017887788007986,0.1058741080152499,0.0168953376262778,True,0.0666063840724049
4b,1.5,300014,teleport,5907,True,0.0017523483518563,0.1064107620970833,0.0164677737225267,True,0.0631067669226337
4b,1.5,300044,reset,6025,True,0.0011053252787476,0.0699225150784143,0.0158078592783473,True,0.0667756195946225
lag2-tstar,1.5,300044,0.25,6028,True,0.0013918885390695,0.4738717424514738,0.0029372684935145,True,0.0113473847226077
lag2-tstar,1.3,300021,0.25,6034,True,0.000452662465094,0.2293603317664783,0.0019735865465825,True,0.0147322648648997
4b,1.5,300014,reset,6040,True,0.0010887878266864,0.0712710867393878,0.0152767114477671,True,0.0636817157019964
lag1,1.3,300044,2.0,6035,True,0.0005946527919217,0.1467325089140783,0.0040526315287767,True,0.0322328414710706
lag2-tstar,1.5,300014,0.25,6085,True,0.0012863540576353,0.3838629753618086,0.0033510761396639,True,0.0121288350134463
lag2-tstar,1.3,300047,0.25,6212,True,0.0004269206098541,0.4421719260898194,0.0009655081760378,True,0.0080863758666458
lag1,1.5,300040,0.5,6067,True,0.002498448485767,0.1522630447130233,0.0164087647825246,True,0.0570437745237637
lag2-tstar,1.5,300029,2.0,6239,True,0.0022497276723088,0.116866907015463,0.0192503398075827,True,0.0697071489702494
lag2-tstar,1.5,300029,0.5,6249,True,0.0022723137444762,0.1459803713411873,0.0155658854926832,True,0.0554165370812984
lag2-tstar,1.5,300029,1.0,6250,True,0.0021857797860045,0.1161753413082181,0.0188144899028582,True,0.068415798571096
4b,1.5,300029,control,6250,True,0.0021857797860045,0.1161753413082181,0.0188144899028582,True,0.068415798571096
lag1,1.5,300029,1.0,6250,True,0.0021857797860045,0.1161753413082181,0.0188144899028582,True,0.068415798571096
lag2-tstar,1.3,300014,2.0,6337,True,0.0005943925375759,0.150674146664891,0.0039448873660979,True,0.0311252899641165
lag1,1.3,300014,1.0,6343,True,0.0005970025278271,0.1526237066090646,0.0039115976219625,True,0.0308363444445429
lag2-tstar,1.3,300014,1.0,6343,True,0.0005970025278271,0.1526237066090646,0.0039115976219625,True,0.0308363444445429
4b,1.3,300014,control,6343,True,0.0005970025278271,0.1526237066090646,0.0039115976219625,True,0.0308363444445429
4b,1.3,300014,teleport,6356,True,0.0005805211557193,0.1501902191472515,0.0038652394211515,True,0.030636184242377
lag2-tstar,1.3,300013,2.0,6357,True,0.000579644506392,0.1409306417835732,0.0041129771287225,True,0.0319945604594538
4b,1.5,300029,teleport,6272,True,0.0018196430755959,0.102638843019199,0.0177286008110551,True,0.0669507818111876
4b,1.3,300013,teleport,6368,True,0.0005864844999172,0.144872159673904,0.0040482898939131,True,0.0313952327475934
lag2-tstar,1.3,300014,0.5,6376,True,0.0006015031814187,0.1695006612360667,0.003548677492066,True,0.0281092061698742
lag1,1.3,300013,1.0,6379,True,0.0005812859243583,0.1437324925175486,0.004044220719872,True,0.0315549342584928
lag2-tstar,1.3,300013,1.0,6379,True,0.0005812859243583,0.1437324925175486,0.004044220719872,True,0.0315549342584928
4b,1.3,300013,control,6379,True,0.0005812859243583,0.1437324925175486,0.004044220719872,True,0.0315549342584928
4b,1.3,300013,reset,6384,True,0.0005958628915213,0.1471177752082368,0.0040502440352834,True,0.031658478628439
4b,1.5,300029,reset,6394,True,0.0011557375926753,0.0702284446536553,0.0164568302541096,True,0.0672073951568879
4b,1.3,300014,reset,6395,True,0.0005697265008614,0.1483677950506926,0.0038399606913801,True,0.0303811204554125
lag2-tstar,1.5,300029,0.25,6439,True,0.0013040855630196,0.4569610287229355,0.0028538222759698,True,0.0107404838827509
lag2-tstar,1.3,300013,0.5,6441,True,0.0005802676630322,0.1611868327157493,0.0035999693849405,True,0.0279445591118043
lag1,1.5,300044,0.5,6505,True,0.0031747277263022,0.213152172734975,0.0148941842138741,True,0.0487897067246911
lag1,1.3,300040,0.5,6591,True,0.0006722446171468,0.1828710895693941,0.0036760573731463,True,0.0278195698591205
lag1,1.5,300015,2.0,6649,True,0.0022743112510414,0.1189917115149536,0.0191131905078586,True,0.0692807534394495
lag1,1.5,300029,0.5,6672,True,0.0026153311339202,0.1679498749755381,0.0155720933659593,True,0.0527985442863623
lag2-tstar,1.3,300044,2.0,6679,True,0.0006105204344736,0.1498884160336947,0.0040731662301136,True,0.032352156192223
lag2-tstar,1.3,300044,0.5,6689,True,0.0006371280242324,0.1887639213348009,0.0033752637671814,True,0.0266473675879204
lag2-tstar,1.3,300044,1.0,6702,True,0.0006101836782996,0.1529822252042884,0.003988591991552,True,0.0315831618033071
4b,1.3,300044,control,6702,True,0.0006101836782996,0.1529822252042884,0.003988591991552,True,0.0315831618033071
lag1,1.3,300044,1.0,6702,True,0.0006101836782996,0.1529822252042884,0.003988591991552,True,0.0315831618033071
4b,1.3,300044,teleport,6710,True,0.000597333189911,0.1499148895091414,0.0039844820742413,True,0.0315072108261307
4b,1.3,300044,reset,6755,True,0.0005794360583515,0.1457987252332423,0.0039742189612743,True,0.031581873600424
lag2-tstar,1.3,300014,0.25,6862,True,0.0004446149558522,0.4945895866648864,0.0008989573736283,True,0.0072865564305486
lag2-tstar,1.3,300013,0.25,6882,True,0.0004504296970951,0.3310470939273721,0.0013606212087577,True,0.01097180982862
lag1,1.5,300045,0.25,6886,True,0.0018913156540692,0.5866322420365279,0.0032240226815755,True,0.0109567082732477
lag1,1.5,300003,0.25,6898,True,0.0013017138005502,0.5088366842202019,0.002558215319214,True,0.0610155317726128
lag1,1.5,300040,0.25,6898,True,0.0013717632196471,0.5052078975286642,0.0027152450038043,True,0.0107805300055883
lag1,1.5,300044,0.25,7122,True,0.0017081917532159,0.585807025001791,0.002915963244399,True,0.0096659906114255
lag2-tstar,1.3,300044,0.25,7140,True,0.0004586184749324,0.6515693727411151,0.0007038674531355,True,0.0055270332482479
lag2-tstar,1.5,300016,2.0,7158,True,0.0021059127884469,0.1119325307246353,0.0188141264636257,True,0.0715199070930692
lag1,1.3,300045,0.25,7123,True,0.000507152846809,0.946115242891349,0.0005360370743622,True,0.0044834269858808
lag1,1.3,300044,0.5,7159,True,0.0006877133884379,0.2044557443818016,0.0033636295742988,True,0.0259611842878817
lag2-tstar,1.5,300016,1.0,7168,True,0.0020827370918841,0.1131255660611259,0.0184108434936694,True,0.0687818537775892
4b,1.5,300016,control,7168,True,0.0020827370918841,0.1131255660611259,0.0184108434936694,True,0.0687818537775892
lag1,1.5,300016,1.0,7168,True,0.0020827370918841,0.1131255660611259,0.0184108434936694,True,0.0687818537775892
lag2-tstar,1.5,300016,0.5,7181,True,0.0020872990674104,0.1373474138801906,0.0151972214724858,True,0.0573768846863678
lag1,1.5,300029,0.25,7171,True,0.0014475193987705,0.7024326669029045,0.0020607233503999,True,0.0077419430987684
4b,1.5,300016,teleport,7190,True,0.0017467267938562,0.1000005621150932,0.017467169752965,True,0.0678352119237211
4b,1.5,300016,reset,7314,True,0.001122952837454,0.0688656091943438,0.0163064387375854,True,0.0692687256699224
lag2-tstar,1.5,300016,0.25,7322,True,0.0013673765957532,0.4049090950658817,0.0033769964972773,True,0.0118333870944986
lag1,1.3,300015,2.0,7318,True,0.0006411020414831,0.1520605555916202,0.0042160969292055,True,0.0317584766421807
lag2-tstar,1.3,300029,2.0,7343,True,0.000641987294994,0.1506500888382489,0.0042614465078962,True,0.0320314505688688
lag1,1.5,300021,0.5,7328,True,0.002309267596675,0.1434223397063301,0.0161011708594592,True,0.0564917967506601
lag2-tstar,1.3,300029,1.0,7366,True,0.0006355562955742,0.1504721096026175,0.0042237481567362,True,0.0316742109321004
4b,1.3,300029,control,7366,True,0.0006355562955742,0.1504721096026175,0.0042237481567362,True,0.0316742109321004
lag1,1.3,300029,1.0,7366,True,0.0006355562955742,0.1504721096026175,0.0042237481567362,True,0.0316742109321004
4b,1.3,300029,teleport,7378,True,0.0006173221615414,0.1481897074100645,0.0041657559916304,True,0.0311804857908477
4b,1.3,300029,reset,7416,True,0.0006049040518462,0.146605607247732,0.0041260635469696,True,0.0313857153977497
lag2-tstar,1.3,300029,0.5,7425,True,0.0006328396757243,0.177598312230147,0.0035633203253886,True,0.0269530583039414
lag2-tstar,1.5,300025,2.0,7467,True,0.0023388407990495,0.124092621654605,0.0188475411983753,True,0.0690479400910191
lag2-tstar,1.5,300025,1.0,7474,True,0.0023049317182219,0.1247125220451685,0.0184819589919538,True,0.0688880309466484
4b,1.5,300025,control,7474,True,0.0023049317182219,0.1247125220451685,0.0184819589919538,True,0.0688880309466484
lag2-tstar,1.5,300025,0.5,7484,True,0.0023248753330993,0.152655335741123,0.0152295713858434,True,0.056021160739762
lag1,1.5,300025,1.0,7474,True,0.0023049317182219,0.1247125220451685,0.0184819589919538,True,0.0688880309466484
lag1,1.3,300003,0.25,7611,True,0.0004493015374914,0.6403348936518977,0.000701666490372,True,0.0543772681190639
4b,1.5,300025,teleport,7501,True,0.0018449252402719,0.107713136162083,0.017128135954521,True,0.0676854290335953
4b,1.5,300025,reset,7637,True,0.0011117961050029,0.0704043273530348,0.015791587631083,True,0.0681588053983146
lag1,1.5,300014,0.5,7645,True,0.002220347974103,0.15312350032756,0.0145003736810698,True,0.0510963055452897
lag2-tstar,1.5,300025,0.25,7679,True,0.0012914902863961,0.5158103211815852,0.0025038085384519,True,0.0105404636958932
lag1,1.3,300040,0.25,7694,True,0.0004691057624811,0.6752439940279038,0.0006947203775673,True,0.0053041424777726
lag2-tstar,1.3,300016,2.0,7775,True,0.0006057571138336,0.1438450858989881,0.0042111769758964,True,0.0334165505380175
lag2-tstar,1.5,300020,2.0,7782,True,0.0026341914771872,0.1333694576916123,0.0197510848644091,True,0.067475706930699
lag1,1.3,300029,0.5,7706,True,0.0006604366362236,0.1862785185643661,0.003545425641741,True,0.0264742141822629
lag2-tstar,1.3,300016,1.0,7794,True,0.0006042843559168,0.1457119102913613,0.0041471171073696,True,0.032993138269914
4b,1.3,300016,control,7794,True,0.0006042843559168,0.1457119102913613,0.0041471171073696,True,0.032993138269914
lag1,1.3,300016,1.0,7794,True,0.0006042843559168,0.1457119102913613,0.0041471171073696,True,0.032993138269914
lag1,1.3,300021,0.5,7796,True,0.0006428765137132,0.1741170893705368,0.0036922080195422,True,0.027891598093007
lag2-tstar,1.5,300020,1.0,7796,True,0.002511895289293,0.1310383749015542,0.0191691578225096,True,0.0672277272401493
4b,1.5,300020,control,7796,True,0.002511895289293,0.1310383749015542,0.0191691578225096,True,0.0672277272401493
lag1,1.5,300020,1.0,7796,True,0.002511895289293,0.1310383749015542,0.0191691578225096,True,0.0672277272401493
lag2-tstar,1.5,300020,0.5,7807,True,0.002531874037264,0.1706410963589251,0.0148374224690781,True,0.0510069728985242
4b,1.3,300016,teleport,7797,True,0.0005961310003731,0.1443773593891865,0.0041289784138954,True,0.0325373543303779
4b,1.3,300016,reset,7831,True,0.0005893372803173,0.1435794985291207,0.0041046060639209,True,0.0328526969603601
lag2-tstar,1.3,300016,0.5,7857,True,0.0006024351495453,0.1706560427037025,0.003530113203148,True,0.0277437139485854
lag2-tstar,1.3,300029,0.25,7883,True,0.0004609303343242,0.7303254183456782,0.0006311300726302,True,0.0045886012010456
lag1,1.5,300013,0.5,7921,True,0.002254289228339,0.1473976897733111,0.0152939251070085,True,0.0554376866131451
4b,1.5,300020,teleport,7824,True,0.0019614291933477,0.1120204616302901,0.0175095617782868,True,0.0659880703891111
4b,1.5,300020,reset,7964,True,0.0011277809230162,0.0708716107207909,0.0159130138506278,True,0.065850404107755
lag1,1.3,300044,0.25,7978,True,0.0004857869278541,0.9203654276168888,0.0005278196173795,True,0.0043698417504467
lag2-tstar,1.3,300025,2.0,8005,True,0.0006256829600884,0.1530378308190123,0.0040884202078659,True,0.0321602683511323
lag2-tstar,1.5,300020,0.25,8010,True,0.0013208185653265,0.6718302448953017,0.0019660004522903,True,0.0070674315489489
lag2-tstar,1.3,300025,1.0,8013,True,0.0006261381154204,0.1547934812386242,0.0040449902050797,True,0.0316554690578392
4b,1.3,300025,control,8013,True,0.0006261381154204,0.1547934812386242,0.0040449902050797,True,0.0316554690578392
lag1,1.3,300025,1.0,8013,True,0.0006261381154204,0.1547934812386242,0.0040449902050797,True,0.0316554690578392
lag2-tstar,1.3,300025,0.5,8037,True,0.0006368090192256,0.1831175290760822,0.0034775972701175,True,0.0272455724337898
4b,1.3,300025,teleport,8030,True,0.0006035547303706,0.1508798064205116,0.0040002353176974,True,0.031215019315002
4b,1.3,300025,reset,8078,True,0.0005827541450171,0.1467813907486748,0.0039702181730585,True,0.0311052974791079
lag1,1.3,300014,0.5,8067,True,0.0006168867367766,0.1834614211173815,0.0033624875083789,True,0.0264759919148418
lag2-tstar,1.3,300020,2.0,8193,True,0.0006698096528718,0.1613703977046237,0.0041507591379797,True,0.0314488901170271
lag2-tstar,1.3,300016,0.25,8217,True,0.0004619914595992,0.5215691504842245,0.0008857722109721,True,0.0069278750296863
lag1,1.5,300023,0.5,8180,True,0.002559312224698,0.1570477883998352,0.0162963913772677,True,0.0562722202456633
lag2-tstar,1.3,300020,1.0,8221,True,0.0006614664096542,0.161218010552595,0.0041029312257795,True,0.0309679615727289
4b,1.3,300020,control,8221,True,0.0006614664096542,0.161218010552595,0.0041029312257795,True,0.0309679615727289
lag1,1.3,300020,1.0,8221,True,0.0006614664096542,0.161218010552595,0.0041029312257795,True,0.0309679615727289
lag2-tstar,1.3,300020,0.5,8279,True,0.0006644175294955,0.1992349225805516,0.0033348447194386,True,0.0250062240356889
4b,1.3,300020,teleport,8248,True,0.0006255615469267,0.1549077750030081,0.0040382837266533,True,0.0309262511232546
4b,1.3,300020,reset,8309,True,0.0005899181894636,0.1475976939402645,0.0039967981457923,True,0.0308844601757838
lag1,1.3,300029,0.25,8355,True,0.0004725837590834,1.1016553143976715,0.0004289760625734,True,0.0030708327050248
lag1,1.5,300019,2.0,8392,True,0.0027251073933842,0.1317475404187246,0.0206843132306169,True,0.072259443760317
lag2-tstar,1.3,300025,0.25,8576,True,0.0004466834818426,0.7193185648301873,0.0006209814450543,True,0.0047742077528061
lag1,1.3,300013,0.5,8555,True,0.0006341303493558,0.1801289188952851,0.0035204250002991,True,0.0272362424355361
lag2-tstar,1.5,300019,0.5,8638,True,0.0034037574527789,0.1839850748258332,0.018500182452305,True,0.0594710714055872
lag1,1.5,300021,0.25,8600,True,0.001716727115954,0.4945957826053964,0.0034709699846424,True,0.0130739481163313
lag2-tstar,1.5,300019,1.0,8649,True,0.0030449157517195,0.1412503593793595,0.021556870829204,True,0.0732286794016741
4b,1.5,300019,control,8649,True,0.0030449157517195,0.1412503593793595,0.021556870829204,True,0.0732286794016741
lag2-tstar,1.5,300019,2.0,8658,True,0.0029118167556632,0.1367014114177275,0.0213005610217543,True,0.0733513484087453
lag1,1.5,300019,1.0,8649,True,0.0030449157517195,0.1412503593793595,0.021556870829204,True,0.0732286794016741
lag1,1.3,300023,0.5,8718,True,0.0006717415251197,0.1829744666251726,0.0036712309510147,True,0.0273633761925351
lag1,1.5,300020,0.5,8735,True,0.0025069357583517,0.1686215581320954,0.014867231605035,True,0.0510430255945513
4b,1.5,300019,teleport,8678,True,0.0022248107953356,0.1179959725340505,0.0188549723143608,True,0.0693558214911242
lag1,1.5,300014,0.25,8765,True,0.0013646805234426,0.6069267370869375,0.002248509482368,True,0.0076152692053512
lag1,1.5,300013,0.25,8790,True,0.0014352678664441,0.5426748645144079,0.0026448025517608,True,0.010302049024464
lag2-tstar,1.5,300037,1.0,8799,True,0.0031817525487205,0.1415962788578427,0.0224705943855691,True,0.0734568970053388
4b,1.5,300037,control,8799,True,0.0031817525487205,0.1415962788578427,0.0224705943855691,True,0.0734568970053388
lag2-tstar,1.5,300037,0.5,8801,True,0.0032916528450943,0.1835781527797465,0.0179305260198562,True,0.0574392517459665
lag1,1.5,300037,1.0,8799,True,0.0031817525487205,0.1415962788578427,0.0224705943855691,True,0.0734568970053388
lag2-tstar,1.5,300037,2.0,8816,True,0.0028955258966936,0.1334859128589906,0.0216916214953133,True,0.0726464017194918
4b,1.5,300019,reset,8829,True,0.0011589913592677,0.0693389994805346,0.0167148555351324,True,0.0696105992194577
lag2-tstar,1.3,300020,0.25,8836,True,0.0004512578524046,0.9835991417681644,0.0004587822754638,True,0.0036396745505917
lag2-tstar,1.5,300019,0.25,8845,True,0.0014670575388579,1.4044261227065136,0.0010445957356807,True,0.003181021740247
4b,1.5,300037,teleport,8828,True,0.0023201502559568,0.118197015162252,0.0196295164710541,True,0.0695471559204432
lag1,1.5,300019,0.5,8939,True,0.0033649459731378,0.1863359389837421,0.0180584915153239,True,0.0587501773786802
lag1,1.3,300019,2.0,8968,True,0.0006929758381472,0.1593407075715792,0.0043490194609306,True,0.0326183303637968
4b,1.5,300037,reset,8979,True,0.0011797397225601,0.0685427659583314,0.0172117320634154,True,0.0698250036910135
lag2-tstar,1.5,300037,0.25,9003,True,0.0014753960141609,1.2861174506277002,0.0011471705118695,True,0.0041072776000348
lag1,1.3,300037,1.0,9089,True,0.0007509812970809,0.1666978606587894,0.0045050446005312,True,0.0335782788350484
lag2-tstar,1.3,300037,1.0,9089,True,0.0007509812970809,0.1666978606587894,0.0045050446005312,True,0.0335782788350484
4b,1.3,300037,control,9089,True,0.0007509812970809,0.1666978606587894,0.0045050446005312,True,0.0335782788350484
lag2-tstar,1.3,300037,0.5,9099,True,0.0007717063193971,0.2011279981226053,0.0038368915645781,True,0.0285400455305298
lag2-tstar,1.3,300019,0.5,9123,True,0.0007459727808572,0.1745539851683806,0.0042735935254509,True,0.0321675257843241
lag2-tstar,1.3,300037,2.0,9141,True,0.0007211977090127,0.1606978172112477,0.0044879122910839,True,0.0339009339355058
lag1,1.3,300019,1.0,9176,True,0.0007141088875539,0.1644955048198928,0.0043412060915329,True,0.0329621713589924
lag2-tstar,1.3,300019,1.0,9176,True,0.0007141088875539,0.1644955048198928,0.0043412060915329,True,0.0329621713589924
4b,1.3,300019,control,9176,True,0.0007141088875539,0.1644955048198928,0.0043412060915329,True,0.0329621713589924
lag1,1.3,300021,0.25,9179,True,0.0005133997270505,0.5749842629336418,0.0008928935279568,True,0.0065883134637378
lag2-tstar,1.3,300019,2.0,9181,True,0.0007098348307388,0.1621702147684401,0.0043770974327953,True,0.0328808082610909
4b,1.3,300037,teleport,9130,True,0.000685041380249,0.156582652873521,0.0043749506581832,True,0.0331429942092622
lag1,1.3,300020,0.5,9182,True,0.0006534825073549,0.1952652186200784,0.0033466405946388,True,0.025425066793868
4b,1.3,300037,reset,9210,True,0.0006197100507096,0.1439093211235129,0.0043062537288866,True,0.0329431948776588
4b,1.3,300019,teleport,9210,True,0.0006624706842085,0.155632084233221,0.0042566459703502,True,0.0321063717622494
4b,1.3,300019,reset,9285,True,0.0006071930132685,0.1446768141236714,0.0041968923420551,True,0.0324290883956763
lag1,1.3,300019,0.5,9331,True,0.0007638584479829,0.1856906062270681,0.0041136084560406,True,0.0304124439147288
lag1,1.3,300014,0.25,9457,True,0.0004487586797963,0.8864037693665752,0.0005062689208971,True,0.004467429378661
lag1,1.5,300019,0.25,9554,True,0.0014568898212554,1.35640501737067,0.0010740817105495,True,0.0027570615100458
lag1,1.3,300013,0.25,9621,True,0.0004701718986136,0.776064826709769,0.0006058410102246,True,0.0053142197558715
lag1,1.5,300020,0.25,9634,True,0.0014660864015043,0.8624526189203475,0.0016999037040894,True,0.0055323104478086
lag2-tstar,1.3,300037,0.25,9713,True,0.0004800203962866,2.6997848608913597,0.0001777994992268,True,0.0016245212800731
lag2-tstar,1.3,300019,0.25,9749,True,0.0004737417205874,3.327355958397632,0.0001423778298777,True,0.0007322851049342
lag1,1.5,300016,2.0,9944,True,0.0023536820383401,0.1209476821670302,0.0194603319068953,True,0.0701065395151248
lag1,1.5,300023,0.25,9947,True,0.0013821954807755,0.8168126829213298,0.0016921817078453,True,0.0063359120736112
lag2-tstar,1.3,300041,0.5,10161,True,0.0007679998715841,0.2127432071122446,0.0036099853998108,True,0.0270624898260807
lag2-tstar,1.5,300041,0.5,10266,True,0.0035334366263679,0.2041253624322372,0.0173101303251374,True,0.0536018725518177
lag1,1.3,300041,0.5,10272,True,0.0007656621777418,0.2112176789365425,0.0036249909647568,True,0.0270434402459922
lag1,1.5,300010,2.0,10302,True,0.0028014608266293,0.1363578564678331,0.020544916876793,True,0.069822800809248
lag1,1.3,300020,0.25,10310,True,0.000467187799859,1.3165064274010334,0.0003548693649611,True,0.0025976073056974
