act,seed,placed_at_init,crossed,step,s_cross,gap_at_cross,growth,relax,chi,branch_converged,sqrt_v_w1,sqrt_v_b1,sqrt_v_b2,w1,b1,w2,b2,sens_crossed,sens_step,sens_s_cross,sens_chi,w2_final
gelu,851000,False,True,1290,6.097975397817842,5.339987560014012e-05,0.0009374267670255155,0.10636895212375531,0.008812973600932564,True,0.011333255465039523,0.004284321351067184,0.010832792920491942,1.2663971718626252,-1.040604624786413,6.097975397817842,-0.2368728424257322,True,1290,6.097975397817842,0.008812973600932564,6.097975397817842
gelu,851001,True,True,1,0.06968594291371545,0.031003074453678794,,1.407423193820584e-09,,True,0.006050001604178259,0.002980963782684699,0.04056759382658297,-0.610335700672339,-0.8765213729625889,0.06968594291371545,0.15757285841442298,True,1,0.06968594291371545,,0.06968594291371545
gelu,851002,False,True,169,0.2356534377655336,0.0005618031397947032,0.014348075436826247,4.829202586734019e-09,2971106.550021507,True,0.017494020976897295,0.00602206456414817,0.09637760932683385,0.4334737868690619,-0.8945718123361092,0.2356534377655336,0.032314242333113204,True,169,0.2356534377655336,2971106.550021507,0.2356534377655336
gelu,851003,False,True,1076,7.3396761830213135,1.210726962120462e-05,0.0009211523847981615,0.09536577669896726,0.009659150448759852,True,0.019015621526385574,0.0037877543474581234,0.012420235931070632,1.1367075712983914,-0.9582458227177022,7.3396761830213135,-0.07191785974124938,True,1076,7.3396761830213135,0.009659150448759852,7.3396761830213135
gelu,851004,False,True,752,5.908047209838169,2.796230841099062e-06,0.0012503473944403256,0.08355868143547865,0.01496370422510561,True,0.023790674092571563,0.006516888478355843,0.007525772846943372,1.2122174769564784,-1.0049761353031768,5.908047209838169,-0.14776557008726166,True,752,5.908047209838169,0.01496370422510561,5.908047209838169
gelu,851005,False,False,,,,,,,,,,,,,,,False,,,,0.0886692889290975
gelu,851006,False,False,,,,,,,,,,,,,,,False,,,,0.12432068934754739
gelu,851007,False,False,,,,,,,,,,,,,,,False,,,,0.16130558663115777
gelu,851008,False,True,1492,7.32300640376971,3.3800179750666237e-06,0.0008078559154239862,0.18218405665287993,0.004434284372991075,True,0.005870514714332684,0.00298808430205627,0.007728270960323994,1.150888270808245,-0.9667439631041415,7.32300640376971,0.024838679448010565,True,1492,7.32300640376971,0.004434284372991075,7.32300640376971
gelu,851009,False,False,,,,,,,,,,,,,,,False,,,,0.11282109810789306
