act,seed,placed_at_init,crossed,step,s_cross,gap_at_cross,growth,relax,chi,branch_converged,sqrt_v_w1,sqrt_v_b1,sqrt_v_b2,w1,b1,w2,b2,sens_crossed,sens_step,sens_s_cross,sens_chi,w2_final
silu,850040,False,False,,,,,,,,,,,,,,,False,,,,0.10642112770416141
silu,850041,False,False,,,,,,,,,,,,,,,False,,,,0.039569767086371894
silu,850042,False,True,884,5.855453718554311,3.395941954417725e-05,0.0010977993601809237,0.027929300693374598,0.03930636761132169,True,0.0241791647395929,0.0032455438526135232,0.006451100764637637,-2.133305527765463,-1.8215467298572636,5.855453718554311,0.05316722763959713,True,884,5.855453718554311,0.03930636761132169,5.855453718554311
silu,850043,False,True,586,3.7900102522044206,0.00012603093147557642,0.0016053895019647892,0.0270938669087429,0.05925287473257452,True,0.019009054615635856,0.0007823626271934499,0.0014869338100760201,-2.368514255898777,-1.9755988232876398,3.7900102522044206,-0.04426354636929082,True,586,3.7900102522044206,0.05925287473257452,3.7900102522044206
silu,850044,False,False,,,,,,,,,,,,,,,False,,,,0.08528207174519173
silu,850045,False,True,415,3.5357775459590353,6.447571373558586e-05,0.0018839449476299945,0.01083410375936749,0.17389024412850757,True,0.027389340477730544,0.006994995723422066,0.05637613747245302,2.636818517272176,-2.162517243533027,3.5357775459590353,-0.26080333057859806,True,415,3.5357775459590353,0.17389024412850757,3.5357775459590353
silu,850046,False,True,259,3.4995759449258945,0.0004852449276363177,0.0027773356933036997,0.0047507696732891945,0.5846075234754144,True,0.08362021499694233,0.0051061854808184945,0.001196947849143442,2.1660045303464432,-1.8431984214730655,3.4995759449258945,-0.18530260702863052,True,259,3.4995759449258945,0.5846075234754144,3.4995759449258945
silu,850047,False,False,,,,,,,,,,,,,,,False,,,,0.3043011260295293
silu,850048,False,False,,,,,,,,,,,,,,,False,,,,6.652110907492325
silu,850049,False,True,433,4.10775873337181,0.00021313635199273623,0.0017950043903593525,0.012189396920064677,0.1472594913538863,True,0.04226915159562653,0.009734552501339075,0.00782575784149248,2.3308265691366,-1.950413362802385,4.10775873337181,-0.11397694536780648,True,433,4.10775873337181,0.1472594913538863,4.10775873337181
silu,850050,False,True,444,3.593063137676697,0.0002428616797060662,0.0016790725821197042,0.011132214760768458,0.15083005657032417,True,0.03827600194570648,0.0030667510005847752,0.005685467801549991,2.48466579911186,-2.055499051570235,3.593063137676697,-0.25031572826767856,True,444,3.593063137676697,0.15083005657032417,3.593063137676697
silu,850051,False,True,684,4.27094352698708,1.4023702765153523e-06,0.001407524010066545,0.021771984698745167,0.06464840158314406,True,0.026340625982099165,0.002305124062410754,0.0025239579837479,-2.2463917486147307,-1.8940985336772107,4.27094352698708,-0.08785787236557574,True,684,4.27094352698708,0.06464840158314406,4.27094352698708
silu,850052,False,True,350,2.9727761117113767,0.00020209574718797058,0.0022114087969336478,0.008765662308710126,0.2522808567170389,True,0.033656909284147885,0.0075211302766691485,0.00933295675527877,2.571203921560764,-2.1161022794809354,2.9727761117113767,-0.25528523271554837,True,350,2.9727761117113767,0.2522808567170389,2.9727761117113767
silu,850053,False,True,378,3.751525390610086,0.00015477914311691487,0.0018215375982981654,0.007239626354914433,0.25160657594734315,True,0.05446941619904908,0.005450566048489058,0.017890338869373117,-2.4359078846432274,-2.0216158180329864,3.751525390610086,-0.29119123949702647,True,378,3.751525390610086,0.25160657594734315,3.751525390610086
silu,850054,False,True,369,4.282405519274103,7.390358097787014e-05,0.0019776513904827707,0.005699199335981837,0.3470051271933741,True,0.08163504461485015,0.029761804682944683,0.04306904618239278,2.144148274349845,-1.8284740972293638,4.282405519274103,-0.18352005401344873,True,369,4.282405519274103,0.3470051271933741,4.282405519274103
silu,850055,False,False,,,,,,,,,,,,,,,False,,,,0.07108170298219427
silu,850056,False,True,425,3.690988668691137,0.0002277927831835086,0.0017971446895255114,0.009959021770557786,0.18045393723693573,True,0.04178567635693301,0.0033388002241411534,0.019917898309547905,-2.461943259916149,-2.039715716252093,3.690988668691137,-0.25236856506179417,True,425,3.690988668691137,0.18045393723693573,3.690988668691137
silu,850057,False,False,,,,,,,,,,,,,,,False,,,,0.043692116181361054
silu,850058,False,True,372,4.478189313289782,0.0002628192593637363,0.002121860315751739,0.009613589546034973,0.22071467744604084,True,0.045303847494109976,0.032483114611385824,0.010050494588432353,2.2602542706975344,-1.9037164680024408,4.478189313289782,-0.09822685499306193,True,372,4.478189313289782,0.22071467744604084,4.478189313289782
silu,850059,False,True,544,4.274327220634486,0.00013334528509086757,0.0014629012252849836,0.015179297958254605,0.09637476181758775,True,0.03349346138014552,0.0008786179141736624,0.02637761756796696,-2.345965360755176,-1.960408439701079,4.274327220634486,-0.1354628954844135,True,544,4.274327220634486,0.09637476181758775,4.274327220634486
silu,850060,False,True,436,4.341899920659412,3.708997528963781e-05,0.0017742676779519135,0.010924313224533338,0.16241457394020356,True,0.04656594270816096,0.00828734462987134,0.014253103487443495,-2.3291006442389484,-1.9488979381056164,4.341899920659412,-0.1512242378168032,True,436,4.341899920659412,0.16241457394020356,4.341899920659412
silu,850061,False,True,369,3.78939723625194,5.2715711724903025e-05,0.0023364950378408755,0.011524651133456838,0.20273889515474122,True,0.016949663387745555,0.03740628381703208,0.06500909141786536,2.313299920619884,-1.938376276141503,3.78939723625194,-0.19026785716106967,True,369,3.78939723625194,0.20273889515474122,3.78939723625194
silu,850062,False,True,531,3.4669455443195334,0.00025056730920054726,0.0016583726146582904,0.012145153625948897,0.13654603850502733,True,0.027556580033934713,0.014453997825874993,0.04126183853221518,-2.4318974321405604,-2.0190551661479974,3.4669455443195334,-0.264851743056427,True,531,3.4669455443195334,0.13654603850502733,3.4669455443195334
silu,850063,False,True,309,3.2884476841383554,0.0002812575250793689,0.0024143708098077416,0.0059796322899229835,0.4037657656435657,True,0.061433059292508974,0.0038854065539965293,0.002374114601632322,2.383064908649866,-1.9857740240575803,3.2884476841383554,-0.26084533678578165,True,309,3.2884476841383554,0.4037657656435657,3.2884476841383554
silu,850064,False,False,,,,,,,,,,,,,,,False,,,,0.07653974252034544
silu,850065,False,False,,,,,,,,,,,,,,,False,,,,3.5464685835460807
silu,850066,False,True,496,3.468336556094842,0.0001643174057686797,0.001773698944148792,0.014162156586500121,0.1252421503261407,True,0.027615961344773666,0.006366008395759359,0.0019466024589177742,2.456862564748494,-2.0360751523880465,3.468336556094842,-0.24702048035200505,True,496,3.468336556094842,0.1252421503261407,3.468336556094842
