act,seed,placed_at_init,crossed,step,s_cross,gap_at_cross,growth,relax,chi,branch_converged,sqrt_v_w1,sqrt_v_b1,sqrt_v_b2,w1,b1,w2,b2,sens_crossed,sens_step,sens_s_cross,sens_chi,w2_final
mish,851000,False,True,437,2.9508421509289193,3.0473245050559317e-05,0.0019106647892151054,0.009126184751879316,0.209360739581965,True,0.025951504770698908,0.018685042905836533,0.023409191458786983,2.549515480700459,-2.090687147711369,2.9508421509289193,-0.32967389751351,True,437,2.9508421509289193,0.209360739581965,2.9508421509289193
mish,851001,False,True,371,2.971768522521106,0.00019932779364128378,0.002189368793200385,0.013228953813591722,0.16549825663091958,True,0.03173850730324591,0.0038636753095362625,0.0045932201705311424,-2.3877236176443977,-1.9763019253676641,2.971768522521106,-0.16627971993009888,True,371,2.971768522521106,0.16549825663091958,2.971768522521106
mish,851002,False,False,,,,,,,,,,,,,,,False,,,,0.029297901751464038
mish,851003,False,True,349,3.7162002638216203,0.00017436793006946755,0.002210610642626788,0.009420417731747927,0.23466163662538742,True,0.04574850239704212,0.02675044960438456,0.031594028041815866,2.1758287501281885,-1.8319932916993267,3.7162002638216203,-0.14352543909439747,True,349,3.7162002638216203,0.23466163662538742,3.7162002638216203
mish,851004,False,True,235,3.062562445452842,0.0004128302263940037,0.0030739039954450096,0.005324090486308878,0.577357579355513,True,0.06377904318548576,0.017534130678523916,0.020267960754873634,2.1349267731130794,-1.8054639404671435,3.062562445452842,-0.1444576895803921,True,235,3.062562445452842,0.577357579355513,3.062562445452842
mish,851005,False,False,,,,,,,,,,,,,,,False,,,,0.06261059598616697
mish,851006,False,False,,,,,,,,,,,,,,,False,,,,0.09248067390432042
mish,851007,False,False,,,,,,,,,,,,,,,False,,,,0.12341533421495034
mish,851008,False,True,633,3.8954665560995796,0.00018989667487479683,0.0015464507265318308,0.029585095807830735,0.052271276610924754,True,0.013333705126335114,0.012713129804601122,0.015270592385367434,2.1920514081327878,-1.8427926477492669,3.8954665560995796,-0.009399567535761936,True,633,3.8954665560995796,0.052271276610924754,3.8954665560995796
mish,851009,False,False,,,,,,,,,,,,,,,False,,,,0.08256076784146776
