act,seed,placed_at_init,crossed,step,s_cross,gap_at_cross,growth,relax,chi,branch_converged,sqrt_v_w1,sqrt_v_b1,sqrt_v_b2,w1,b1,w2,b2,sens_crossed,sens_step,sens_s_cross,sens_chi,w2_final,s_branch,note,r_b,pred
mish,850000,False,True,577.0,3.3507697542937738,0.0001039521593202,0.0024999225061915,0.0085915301181892,0.2909752362852052,True,0.0467631810808198,0.0092179347897007,0.0085978364481685,-2.3368209712304497,-1.9408180407762368,3.3507697542937738,-0.2763680179371475,True,577.0,3.3507697542937738,0.2909752362852052,3.3507697542937738,3.334873844921674,,0.004766569924768316,-0.04477454029926697
mish,850002,False,True,195.0,3.271455414571897,0.0006473531327848,0.00402874892404,0.004656389967362,0.8652086599873808,True,0.1022909522552421,0.0006319152634585,0.0010626425234516,1.881987413677738,-1.6471127430235455,3.271455414571897,-0.0112068952920434,True,195.0,3.271455414571897,0.8652086599873808,3.271455414571897,3.004898610673005,,0.08870742026107536,-0.13313614075360225
mish,850003,False,True,358.0,2.980258350091177,0.0001129528557859,0.0020606495445931,0.0129345199969257,0.1593139556073942,True,0.0310181130099529,0.000823715141756,0.0278738900162963,2.4598401055252386,-2.0268392055771094,2.980258350091177,-0.2058626594977743,True,358.0,2.980258350091177,0.1593139556073942,2.980258350091177,2.986021868512969,,-0.001930166179480275,-0.024514832315789038
mish,850004,False,True,478.0,3.775565779127412,0.0001175905736069,0.0018677808818183,0.0177703510102788,0.1051065834736751,True,0.0300110839829566,0.0068673613431776,0.0070789880348803,2.2371166960111832,-1.872844870269203,3.775565779127412,-0.1633822010566521,True,478.0,3.775565779127412,0.1051065834736751,3.775565779127412,3.819571848734389,,-0.011521204823403908,-0.016173537712493018
mish,850005,False,True,411.0,3.8305821111455094,7.988863123967876e-05,0.001970150804346,0.0101710251702862,0.1937022838269745,True,0.0375463828914901,0.0241188881795331,0.0062520820437963,2.2649527375006713,-1.89159790215469,3.8305821111455094,-0.2289302765807318,True,411.0,3.8305821111455094,0.1937022838269745,3.8305821111455094,3.8136678372910886,,0.004435172274058097,-0.029806422099679885
mish,850006,False,True,281.0,3.160643513340674,0.0001644827761544,0.0026519948690173,0.0058762676924791,0.4513060003055253,True,0.0602889629670748,0.0161322538905944,0.0200331450669759,-2.2472635871063074,-1.8797692215833983,3.160643513340674,-0.1765950369115114,True,281.0,3.160643513340674,0.4513060003055253,3.160643513340674,2.920540516814066,,0.08221183549561895,-0.06944583654594723
mish,850007,False,True,386.0,3.233286117998405,0.0005858482712351,0.0030138803448109,0.0105959452400509,0.2844371385970382,True,0.0099909761207427,0.0482437469076783,0.0523165642508372,-2.2518016078810015,-1.883557833391386,3.233286117998405,-0.1136353417399756,True,386.0,3.233286117998405,0.2844371385970382,3.233286117998405,2.9503428290902,,0.09590183422699261,-0.04376847420870645
mish,850010,False,True,723.0,3.771773356482283,0.0001000648393214,0.0012224989118267,0.0179801882735048,0.0679914410923163,True,0.0269068651362797,0.0016044018094938,0.0001888426756679,-2.3203245519672953,-1.9294495980877528,3.771773356482283,-0.313475983237072,True,723.0,3.771773356482283,0.0679914410923163,3.771773356482283,3.809301166156779,,-0.009851625806829634,-0.0104623525976253
mish,850011,False,True,339.0,2.8253135905639546,0.0003167350573144,0.0023630847716754,0.0102188392852493,0.2312478654093802,True,0.0362306283171331,0.0016027609336247,0.0081337923541409,2.4606768765817235,-2.027777355573553,2.8253135905639546,-0.2061978709021024,True,339.0,2.8253135905639546,0.2312478654093802,2.8253135905639546,2.8264853438505693,,-0.00041456195382860717,-0.03558384212030696
mish,850012,False,True,478.0,2.6865368408359687,3.948137383336797e-05,0.010133208573207,0.0087050434481906,1.1640618031967824,True,0.0380784933590354,0.0036172839726419,0.0055506258441565,2.293179801190552,-1.9107444430049167,2.6865368408359687,-0.2013593536107158,True,478.0,2.6865368408359687,1.1640618031967824,2.6865368408359687,2.557573497765001,,0.05042410049355994,-0.1791229136316773
mish,850013,False,True,276.0,4.25293862991462,0.0004315949682647,0.0027671541164535,0.0054595415678377,0.5068473391163212,True,0.0809394651031115,0.04104940566491,0.0128170949206524,1.956965771914496,-1.6922805847734557,4.25293862991462,-0.1308106920159464,True,276.0,4.25293862991462,0.5068473391163212,4.25293862991462,3.65350122379648,,0.16407204196725145,-0.07799239859915816
mish,850016,False,True,385.0,3.896373591553584,0.0002528365234225,0.0018983092045615,0.0117746127315491,0.1612205214592933,True,0.0441276064879474,0.0134938997941414,0.0485468081067217,2.1548707151038085,-1.8182841782194343,3.896373591553584,-0.0619699208219711,True,385.0,3.896373591553584,0.1612205214592933,3.896373591553584,3.85850499726336,,0.009814317803678474,-0.02480820989203539
mish,850018,False,True,269.0,3.099277807212477,0.0002917978798372,0.0025397788251538,0.0060367488259167,0.4207196453578071,True,0.0602084841777219,0.0111780382784955,0.0076892112551732,2.2296014479624016,-1.86808621012039,3.099277807212477,-0.2250777539848348,True,269.0,3.099277807212477,0.4207196453578071,3.099277807212477,2.9221063581215674,,0.06063141699085928,-0.06473928488300104
mish,850019,False,True,276.0,3.0648018252295905,0.0002981260392348,0.0030286480441838,0.0079656304567257,0.3802144802771494,True,0.0546882480008202,0.0020642291911103,0.0058417942947749,-2.2470867253443525,-1.8798787691569183,3.0648018252295905,-0.1419964327886581,True,276.0,3.0648018252295905,0.3802144802771494,3.0648018252295905,3.007631813723739,,0.019008314530051917,-0.05850645156912159
mish,850020,False,True,315.0,3.172012070939069,0.0003051194725568,0.0028442895904321,0.0087685357169254,0.3243745229824337,True,0.0353158521463621,0.0250917501924123,0.0264611009482521,-2.295298081930611,-1.912645738370527,3.172012070939069,-0.1586458715964016,True,315.0,3.172012070939069,0.3243745229824337,3.172012070939069,2.997627583589299,,0.058174166899333635,-0.04991393885181611
mish,850021,False,True,272.0,2.9956468768925184,0.0004347067197808,0.0028386464518731,0.0054945066651406,0.5166335441692389,True,0.0622405936202894,0.0052646624776497,0.0002671052447292,2.289933772612432,-1.9092036747793308,2.9956468768925184,-0.1873399876642258,True,272.0,2.9956468768925184,0.5166335441692389,2.9956468768925184,2.846969000310481,,0.052223215836148196,-0.07949827531262965
mish,850022,False,True,341.0,2.8027861821175333,0.0004302948783174,0.0033412270244049,0.007935914818173,0.4210260695784693,True,0.0198931172715651,0.0283341177365774,0.0372778210744697,2.4633695518609793,-2.0298766884074477,2.8027861821175333,-0.2738754578394108,True,341.0,2.8027861821175333,0.4210260695784693,2.8027861821175333,2.5453076060016,,0.10115813723607414,-0.06478643667430764
mish,850024,False,True,428.0,3.6644719446125817,0.0001529082165757,0.0026733861785756,0.0104603787773975,0.2555725978443791,True,0.0209799860753586,0.0498801989253927,0.0104166452642895,2.1822321307121935,-1.8362027330925743,3.6644719446125817,-0.1081607443683948,True,428.0,3.6644719446125817,0.2555725978443791,3.6644719446125817,3.451768543168547,,0.06162157131450763,-0.039326870999961225
mish,850025,False,True,297.0,3.8755767434440513,0.0006992003635929,0.0032709014255992,0.0095948958614138,0.3409001486668844,True,0.0308906196220175,0.0510317116027121,0.0014305224641749,2.0921965113044916,-1.7781652373064205,3.8755767434440513,-0.0227281897509539,True,297.0,3.8755767434440513,0.3409001486668844,3.8755767434440513,3.419358470849624,,0.1334221832790372,-0.052456860725943515
mish,850030,False,True,341.0,3.416014104521569,0.0001025034404835,0.0025084093338098,0.0099574944368447,0.2519116982409007,True,0.0306856607845973,0.0284099935263181,0.0527498534450763,2.2514445715502847,-1.8824882732358443,3.416014104521569,-0.1735110307197915,True,341.0,3.416014104521569,0.2519116982409007,3.416014104521569,3.2671785281011148,,0.04555477306805056,-0.03876354094163678
mish,850032,False,True,228.0,2.999970782572972,0.0001731539173136,0.0034309680471047,0.0060659627603381,0.5656098104554627,True,0.0669186360093511,0.0065845287599666,0.0518162034803338,2.0779107112170507,-1.7680440069477676,2.999970782572972,-0.0826481938721899,True,228.0,2.999970782572972,0.5656098104554627,2.999970782572972,2.8414698234664844,,0.05578132760640142,-0.08703462045504153
mish,850033,False,True,363.0,3.269905962287436,8.708087269142933e-05,0.0028021057599766,0.0105865547953949,0.264685330981858,True,0.017265670153537,0.0361835742799545,0.0251886346903033,2.323978513201695,-1.931940403216302,3.269905962287436,-0.1874471328744232,True,363.0,3.269905962287436,0.264685330981858,3.269905962287436,3.115018930072397,,0.04972266162486516,-0.04072911554251943
