s,retained_loss,G_lo,G_hi,status,best_placed_loss,best_unplaced_loss,tie,raw_min_loss,q
0.1,0.6308698848590824,-5.775924855320541,-5.775924855320541,unplaced,inf,0.6308698848590824,False,0.6308698848590822,"[174.8557979358098, 54.87827429396107, 1.682678123742548, 1.4554331381709662, 0.02452190178357578, -0.9754780981595393]"
0.1333521432163324,0.6146186102860489,-3.150178694545744,-3.150178694545744,unplaced,inf,0.6146186102860489,False,0.6146186102860489,"[4.749716270394126, 1.7535037088662702, -1.702555464347814, -73.7184571016784, 7.522045494579986e-16, -0.9999999999999992]"
0.1778279410038923,0.594142852001626,-2.503506123515498,-2.503506123515498,unplaced,inf,0.594142852001626,False,0.594142852001626,"[1.6862845947890612, 1.4558467239190243, 1.6862846131235518, 4.597439419388876, -0.059894103762258274, 0.9401058962377418]"
0.23713737056616552,0.5680872757752264,-1.4037183361650158,-1.4037183361650158,unplaced,inf,0.5680872757752264,False,0.5680872757752264,"[1.6862671900399975, 1.4572082211356958, 1.6862671754777876, 4.598800875600979, -0.17646437573832743, 0.8235356242616726]"
0.31622776601683794,0.5347593398170483,-0.5855208118710546,-0.5855208118710546,unplaced,inf,0.5347593398170483,False,0.5347593398170483,"[1.6862638321268162, 4.6006097843620655, 1.6862638520731832, 1.4590170874619006, 0.7367403747281568, -0.2632596252718432]"
0.4216965034285822,0.4928056516671522,-0.04742232223392007,-0.04742232223392007,unplaced,inf,0.4928056516671522,False,0.4928056516671522,"[1.6862934783976342, 1.4614144720432523, 1.6862934826065927, 4.603007134435685, -0.32758351303347055, 0.6724164869665294]"
0.5623413251903491,0.44118336333919544,0.2643869117208393,0.2643869117208393,placed,0.44118336333919544,inf,False,0.44118336333919544,"[1.686390913084087, 4.606169695586776, 1.6863909100324936, 1.4645770423118223, 0.6250941687149444, -0.3749058312850556]"
0.7498942093324559,0.3797057060979867,0.48699808014105717,0.48699808014105717,placed,0.3797057060979867,inf,False,0.3797057060979867,"[1.6866189252113735, 4.610306109623607, -1.6866189248054966, -1.468713456256126, 0.5906603916179141, 0.40933960838208594]"
1.0,0.30984126274270724,0.6410058642605674,0.6410058642605674,placed,0.30984126274270724,inf,False,0.30984126274270724,"[1.6870903139633437, 1.4740384779223237, 1.687090306583826, 4.615631130491716, -0.4340091430260383, 0.5659908569739618]"
1.333521432163324,0.23554368255168537,0.7424183159916422,0.7424183159916422,placed,0.23554368255168537,inf,False,0.23554368255168534,"[1.688011545578922, 1.480699903739813, 1.6880115455529499, 4.622292556947311, -0.4513326301549082, 0.548667369845739]"
1.7782794100389228,0.16342390828505868,0.7949578557562749,0.7949578557562749,placed,0.16342390828505868,inf,False,0.16342390828505868,"[1.6897709698623635, 1.4886299950568245, -1.6897709700104049, 7.9361479653851905, -0.46322533657139636, -0.5367746634286037]"
2.371373705661655,0.10128669601091986,0.8081908197175103,0.8081908197175103,placed,0.10128669601091986,inf,False,0.10128669601091986,"[1.693088251638418, 1.4973371490623688, 1.6930882526508855, 4.638929802615202, -0.47121252001492847, 0.5287874799850716]"
3.1622776601683795,0.054980690721105036,0.818468860376127,0.818468860376127,placed,0.054980690721105036,inf,False,0.054980690721105015,"[-1.6991311533216944, -1.5057692543825336, -1.699131157311446, 20.485379315282174, 0.4764433197451101, -0.5235566802540939]"
4.216965034285822,0.0256729681445913,0.8269474842863049,0.8269474842863049,placed,0.0256729681445913,inf,False,0.0256729681445913,"[1.709214571003873, 1.5124701452656997, 1.7092145697141388, 4.654062800087699, -0.47965414774419773, 0.5203458522617593]"
5.623413251903491,0.010084894589070892,0.8339284196548964,0.8339284196548964,placed,0.010084894589070892,inf,False,0.010084894589070874,"[1.723638501934213, 4.657762749084225, 1.723638502256545, 1.5161701008776538, 0.5187644895248636, -0.4812355104750313]"
7.498942093324558,0.0032113478688402318,0.839064677181343,0.839064677181343,placed,0.0032113478688402318,inf,False,0.0032113478688402318,"[1.7404607078621577, 4.65829756228267, 1.7404607249568922, 1.5167048765207982, 0.518457327194671, -0.48154267280532903]"
10.0,0.0005712586718165828,1.0810209147079135,1.0810209147079135,placed,0.0005712586718165828,inf,False,0.0005712586718165821,"[-1.5749159779583761, 58.16989443805863, 4.662752822367229, 4.826682210202536, -0.7543645047714854, -0.24563549522851466]"
