s,status,retained_loss,ladder_losses,ladder_ok,independent_loss,independent_ok,audit_ok,G_lo,G_hi
0.43714448126110894,unplaced,0.486896492984039,"[0.4868964929840391, 0.4868964929840391, 0.486896492984039, 0.486896492984039]",True,0.486896492984039,True,True,-0.0027132395690352418,-0.0027132395690352418
0.4531583637600818,placed,0.4808337835278472,"[0.4808337835278472, 0.4808337835278472, 0.4808337835278472, 0.4808337835278472]",True,0.4808337835278471,True,True,0.0402475572732639,0.0402475572732639
