seed,placed_at_init,crossed,step,s_cross,growth,relax,ratio,class_pred,s_pred_early,branch_status,s0,s_w1_own,arm,truth,s_own
600385,False,True,17352.0,5.25000493689808,6.557672289441997e-05,6.430083132577417,1.0198425361280573e-05,LATE,,unplaced_to_cut,0.0207215286937626,5.327978945865642,T2-3c,LATE,5.327978945865642
600386,False,True,16664.0,5.061180264953076,6.790105107165709e-05,5.194684288142278,1.307125655868104e-05,LATE,,unplaced_to_cut,0.0412364576677423,5.139696800771513,T2-3c,LATE,5.139696800771513
600387,False,True,251.0,0.0928133643242277,0.0060102482975113,0.0082364906408325,0.7297098436214444,EARLY,0.7923791530426088,switch_below_cut,0.0405308975166959,,T2-3c,EARLY,
600388,False,True,19726.0,5.904406362917024,5.8342852670601773e-05,5.290253153369789,1.1028366881353968e-05,LATE,,unplaced_to_cut,0.0501236316889958,5.935229272296986,T2-3c,LATE,5.935229272296986
600389,False,True,17333.0,5.19947050398244,6.618049561659798e-05,5.224227901721561,1.2667995512751128e-05,LATE,,unplaced_to_cut,0.0639580012148664,5.327978945865642,T2-3c,LATE,5.327978945865642
600390,False,True,19.0,0.0270798478500075,0.0003498502510147,0.0031166990334195,0.1122502517129236,LATE,,unplaced_to_cut,0.0269098536696484,5.72548788435838,T2-3c,EARLY,5.72548788435838
600391,False,True,18799.0,5.791653238945926,5.946724422754976e-05,5.903865101247162,1.0072595360450832e-05,LATE,,unplaced_to_cut,0.0561387529536156,5.72548788435838,T2-3c,LATE,5.72548788435838
600392,False,True,17382.0,5.283601314640768,6.508940697881974e-05,5.682925322192164,1.145350383624464e-05,LATE,,unplaced_to_cut,0.0453824721260333,5.327978945865642,T2-3c,LATE,5.327978945865642
600393,False,True,218.0,0.058291825616269,0.0077679488434032,0.0316998108119894,0.2450471672993469,EARLY,0.0217608501361513,placed_in_relaxation,0.0217608501361513,,T2-3c,EARLY,
600394,False,True,17853.0,5.346636499462065,6.437566643879775e-05,4.996196398606123,1.2884935119195428e-05,LATE,,unplaced_to_cut,0.0631240783663849,5.327978945865642,T2-3c,LATE,5.327978945865642
600395,False,True,19059.0,5.827825107382849,5.914358717340671e-05,5.992628420620074,9.869390027571068e-06,LATE,,unplaced_to_cut,0.0739318619670455,5.935229272296986,T2-3c,LATE,5.935229272296986
600396,False,True,65.0,0.0695003458185193,0.0073425077143185,0.012666536402307,0.5796776230778576,EARLY,0.0430856716737212,placed_in_relaxation,0.0430856716737212,,T2-3c,EARLY,
600397,False,True,9.0,0.0451877443153826,6.68900243049522e-05,0.0183477883183076,0.0036456723363332,EARLY,0.0451635699178006,placed_in_relaxation,0.0451635699178006,,T2-3c,EARLY,
600398,False,True,413.0,0.1541421057559635,0.0020865030585572,0.0387699581698291,0.0538175215309092,EARLY,0.0515529715653018,placed_in_relaxation,0.0515529715653018,,T2-3c,EARLY,
600399,False,True,16806.0,4.978438437626268,6.898225256400695e-05,5.550850369970616,1.2427330582930504e-05,LATE,,unplaced_to_cut,0.04131768758211,4.958068241684655,T2-3c,LATE,4.958068241684655
600482,False,True,1275.0,0.3884679099554549,0.0021036540848359,0.1949216350574532,0.0107923067863444,LATE,,unplaced_to_cut,0.0591853795858392,5.139696800771513,T2-3d,EARLY,5.139696800771513
600481,False,True,15939.0,4.790511355118772,7.170771708007889e-05,6.347061047971404,1.129778279082372e-05,LATE,,unplaced_to_cut,0.0381740243528521,4.782858141653791,T2-3d,LATE,4.782858141653791
600480,False,True,16053.0,4.7370028976252385,7.254951668482422e-05,6.170182875122593,1.1758082078463966e-05,LATE,,unplaced_to_cut,0.0156180208553785,4.782858141653791,T2-3d,LATE,4.782858141653791
600484,False,True,948.0,0.3348093958922832,0.0022585616266149,0.0795756665564196,0.0283825662335303,LATE,,unplaced_to_cut,0.0694883491515821,4.782858141653791,T2-3d,EARLY,4.782858141653791
600483,False,True,17040.0,5.074002594288592,6.771079872473189e-05,5.5523557601398625,1.2194967622720609e-05,LATE,,unplaced_to_cut,0.0143228418226677,5.139696800771513,T2-3d,LATE,5.139696800771513
600485,False,True,16792.0,5.019614851691475,6.843804454169086e-05,6.100869706883836,1.121775219432562e-05,LATE,,unplaced_to_cut,0.0425889364420277,4.958068241684655,T2-3d,LATE,4.958068241684655
600486,False,True,16972.0,5.126107818064094,6.715448943293743e-05,5.989769925209954,1.1211530705093573e-05,LATE,,unplaced_to_cut,0.0539228483434188,5.139696800771513,T2-3d,LATE,5.139696800771513
600487,False,True,18027.0,5.349758038647591,6.43425346480647e-05,6.2160051209135965,1.0351107085093258e-05,LATE,,unplaced_to_cut,0.0249900938600545,5.327978945865642,T2-3d,LATE,5.327978945865642
600489,False,True,15467.0,4.607422896502902,7.455931109529608e-05,6.191468959960687,1.2042265184152595e-05,LATE,,unplaced_to_cut,0.0329396401675176,4.613839682733214,T2-3d,LATE,4.613839682733214
600488,False,True,17564.0,5.3324809116499186,6.446522145551228e-05,5.7803114500684805,1.1152551555807351e-05,LATE,,unplaced_to_cut,0.0450983666736281,5.327978945865642,T2-3d,LATE,5.327978945865642
600492,False,True,1075.0,0.3272036627274748,0.0024507888098684,0.0767537856796245,0.0319305267898863,LATE,,unplaced_to_cut,0.0392111198658765,4.293510210083482,T2-3d,EARLY,4.293510210083482
600490,False,True,16833.0,5.0844697634748535,6.758334198911561e-05,5.527054042900996,1.222773315848437e-05,LATE,,unplaced_to_cut,0.0560350890312939,5.139696800771513,T2-3d,LATE,5.139696800771513
600491,False,True,17855.0,5.2883376138279985,6.513916476131759e-05,6.385293831953455,1.0201435748398367e-05,LATE,,unplaced_to_cut,0.0241963442001463,5.327978945865642,T2-3d,LATE,5.327978945865642
600496,False,True,1039.0,0.3391994794871437,0.0022580914701285,0.1295906952934029,0.0174247963174826,LATE,,unplaced_to_cut,0.040321968660996,4.613839682733214,T2-3d,EARLY,4.613839682733214
600494,False,True,18473.0,5.427557823013408,6.336825846584254e-05,5.514853694345536,1.1490469553311084e-05,LATE,,unplaced_to_cut,0.0130459665429,5.523158417307099,T2-3d,LATE,5.523158417307099
600493,False,True,20647.0,6.365670947073193,5.4160782463887225e-05,6.203008182565781,8.731373693188396e-06,LATE,,unplaced_to_cut,0.0402758389124083,6.378043838892179,T2-3d,LATE,6.378043838892179
600499,False,True,101.0,0.0609296138817866,0.0041818979208261,0.0503223578433167,0.0831021855900889,LATE,,unplaced_to_cut,0.0404617996148299,4.958068241684655,T2-3d,EARLY,4.958068241684655
600497,False,True,15320.0,4.6129526835784205,7.450605507450882e-05,6.539878517597961,1.1392574781629771e-05,LATE,,unplaced_to_cut,0.0376948979503588,4.613839682733214,T2-3d,LATE,4.613839682733214
600501,False,True,199.0,0.0963231308535114,0.0030948991479161,0.0034164374642458,0.9058849109065682,EARLY,0.064884239182753,placed_in_relaxation,0.064884239182753,,T2-3d,EARLY,
600498,False,True,16415.0,4.984463584723957,6.902907041536499e-05,6.358547412718831,1.08561068959379e-05,LATE,,unplaced_to_cut,0.0370135736943942,4.958068241684655,T2-3d,LATE,4.958068241684655
600503,False,True,1463.0,0.3997626387734689,0.001990833971106,0.0716668211935229,0.0277790187697897,LATE,,unplaced_to_cut,0.041685666294474,4.293510210083482,T2-3d,EARLY,4.293510210083482
600500,False,True,18248.0,5.565264998301071,6.185896605034415e-05,5.830431354232117,1.060967230245199e-05,LATE,,unplaced_to_cut,0.0578796914968977,5.72548788435838,T2-3d,LATE,5.72548788435838
600502,False,True,17113.0,5.02896785045453,6.833133096937569e-05,5.042846881707168,1.355014986023992e-05,LATE,,unplaced_to_cut,0.0137491038824541,5.139696800771513,T2-3d,LATE,5.139696800771513
600504,False,True,16177.0,4.920826805070149,6.980651614998826e-05,5.837738510203085,1.1957801129321193e-05,LATE,,unplaced_to_cut,0.064481281376606,4.958068241684655,T2-3d,LATE,4.958068241684655
600507,False,True,12.0,0.0355470430928918,0.0001263414780769,0.0225405068373884,0.0056050859454223,EARLY,0.0354976756851035,placed_in_relaxation,0.0354976756851035,,T2-3d,EARLY,
600505,False,True,17356.0,5.250958815619127,6.551121703127933e-05,5.967511851533764,1.0977978537980065e-05,LATE,,unplaced_to_cut,0.0528523991489069,5.327978945865642,T2-3d,LATE,5.327978945865642
600506,False,True,16255.0,4.8608269274041565,7.066382268044476e-05,5.767068123897686,1.225298906867888e-05,LATE,,unplaced_to_cut,0.0340237941894152,4.958068241684655,T2-3d,LATE,4.958068241684655
600510,False,True,323.0,0.1529422587901432,0.0048260852841592,0.0688206573535424,0.0701255330847382,EARLY,0.5622312793072773,switch_below_cut,0.0526339359330122,,T2-3d,EARLY,
600508,False,True,16258.0,4.830296969073253,7.107208456111476e-05,6.217142795472214,1.1431631361736573e-05,LATE,,unplaced_to_cut,0.0541092180977841,4.958068241684655,T2-3d,LATE,4.958068241684655
600509,False,True,20048.0,6.05474642830845,5.6954799164334525e-05,5.493190003344676,1.0368255809403292e-05,LATE,,unplaced_to_cut,0.042423774299516,6.152654101490373,T2-3d,LATE,6.152654101490373
600511,False,True,15906.0,4.786822850048896,7.181196543096132e-05,5.940950979102233,1.2087621272009417e-05,LATE,,unplaced_to_cut,0.0478501323073867,4.782858141653791,T2-3d,LATE,4.782858141653791
600512,False,True,15625.0,4.758596048973422,7.220878996176813e-05,6.2296977442603865,1.1591058334779776e-05,LATE,,unplaced_to_cut,0.062014049383212,4.782858141653791,T2-3d,LATE,4.782858141653791
600515,False,True,69.0,0.0318566693580623,0.0092957726740781,0.0258843144571737,0.3591276365251343,LATE,,unplaced_to_cut,0.0169307960867164,4.782858141653791,T2-3d,EARLY,4.782858141653791
600516,False,True,1563.0,0.3965860463840208,0.0014440536742545,0.1010301679622909,0.0142932918293624,LATE,,unplaced_to_cut,0.0010571935871798,4.958068241684655,T2-3d,EARLY,4.958068241684655
600513,False,True,19074.0,5.775901286926192,5.961328153142912e-05,5.34675913858762,1.1149423414494102e-05,LATE,,unplaced_to_cut,0.059419406244175,5.72548788435838,T2-3d,LATE,5.72548788435838
600518,False,True,213.0,0.1265286697941785,0.0056844333166086,0.0326210581988354,0.174256557894604,LATE,,unplaced_to_cut,0.0331037905494506,5.139696800771513,T2-3d,EARLY,5.139696800771513
600514,False,True,16142.0,4.869644844411418,7.055860558605905e-05,6.297217511589788,1.1204727398442032e-05,LATE,,unplaced_to_cut,0.0358257091268603,4.958068241684655,T2-3d,LATE,4.958068241684655
600520,False,True,17.0,0.0163958288960502,0.0270893593949547,0.0033879175726227,7.995873221314333,LATE,,unplaced_to_cut,0.010273462897868,4.958068241684655,T2-3d,EARLY,4.958068241684655
600521,False,True,132.0,0.0609495659830501,0.0076576667593982,0.0532298639111303,0.1438603482470498,EARLY,0.4171480570230873,switch_below_cut,0.0278810203488164,,T2-3d,EARLY,
600517,False,True,16827.0,5.026921048955141,6.833577077033146e-05,6.1082381345216366,1.118747653011782e-05,LATE,,unplaced_to_cut,0.0412950922115337,5.139696800771513,T2-3d,LATE,5.139696800771513
600523,False,True,335.0,0.1763247700026779,0.0020455497165059,0.0311786734289952,0.0656073364110384,EARLY,0.0771754234054172,placed_in_relaxation,0.0771754234054172,,T2-3d,EARLY,
600519,False,True,17578.0,5.239386745928583,6.566341446380083e-05,5.428410321994107,1.2096251124892786e-05,LATE,,unplaced_to_cut,0.0331721130737583,5.327978945865642,T2-3d,LATE,5.327978945865642
600522,False,True,16363.0,4.924344623400815,6.975767623111893e-05,6.384518565924464,1.0926066783395464e-05,LATE,,unplaced_to_cut,0.0498370249701721,4.958068241684655,T2-3d,LATE,4.958068241684655
600524,False,True,20336.0,6.252009103023321,5.511742615725889e-05,5.6031760352129805,9.836818584830317e-06,LATE,,unplaced_to_cut,0.0598050952249483,6.152654101490373,T2-3d,LATE,6.152654101490373
600525,False,True,18151.0,5.433370438030051,6.329669521660814e-05,5.3453782807753525,1.1841387436368094e-05,LATE,,unplaced_to_cut,0.0527429211952515,5.523158417307099,T2-3d,LATE,5.523158417307099
600526,False,True,17330.0,5.227464543258572,6.577403264015831e-05,5.6779030617228425,1.1584211974940011e-05,LATE,,unplaced_to_cut,0.0485524064051186,5.139696800771513,T2-3d,LATE,5.139696800771513
600529,False,True,107.0,0.0629819419045347,0.0149292749368752,0.0372603151525055,0.4006749507021113,LATE,,unplaced_to_cut,0.0135387905167329,4.958068241684655,T2-3d,EARLY,4.958068241684655
600527,False,True,14832.0,4.537237001643449,7.566276825824052e-05,5.974791941898309,1.2663665780167898e-05,LATE,,unplaced_to_cut,0.0684777488849103,4.613839682733214,T2-3d,LATE,4.613839682733214
600528,False,True,16061.0,4.830648469051639,7.115807152406651e-05,6.096452054450975,1.1672046444146891e-05,LATE,,unplaced_to_cut,0.037130105845131,4.782858141653791,T2-3d,LATE,4.782858141653791
600530,False,True,18144.0,5.459332911393918,6.304955818415371e-05,6.093938379636321,1.0346274323160522e-05,LATE,,unplaced_to_cut,0.0431319611048314,5.523158417307099,T2-3d,LATE,5.523158417307099
600533,False,True,15.0,0.0300224407680411,0.013083970057394,-0.1897785120072803,,EARLY,0.024641687322354,placed_in_relaxation,0.024641687322354,,T2-3d,EARLY,
600531,False,True,19400.0,5.8437836462681325,5.896668436516451e-05,5.373842392241581,1.097290915161504e-05,EARLY,0.0496913936419407,placed_in_relaxation,0.0496913936419407,,T2-3d,LATE,
600535,False,True,203.0,0.1158130299159835,0.0045804151982819,0.0421419657246285,0.1086901173099545,LATE,,unplaced_to_cut,0.0401858237502761,5.523158417307099,T2-3d,EARLY,5.523158417307099
600536,False,True,59.0,0.0487399852667451,0.0043078470400531,0.0206893602535213,0.208215574926728,EARLY,0.8646980598384113,switch_below_cut,0.0379642382420299,,T2-3d,EARLY,
600532,False,True,15460.0,4.711866839066805,7.289691472765895e-05,6.1295370343990045,1.1892727675607629e-05,LATE,,unplaced_to_cut,0.0622303715668901,4.782858141653791,T2-3d,LATE,4.782858141653791
600538,False,True,997.0,0.3223474334530413,0.0024615002083059,0.0853287313904216,0.0288472612705716,EARLY,0.0750149289792405,placed_in_relaxation,0.0750149289792405,,T2-3d,EARLY,
600534,False,True,15820.0,4.753312464120104,7.222857559766027e-05,5.687802013703637,1.26988554495462e-05,LATE,,unplaced_to_cut,0.0467654207928281,4.782858141653791,T2-3d,LATE,4.782858141653791
600537,False,True,17687.0,5.412733863483016,6.361394647840572e-05,6.426653581463874,9.898455809394292e-06,LATE,,unplaced_to_cut,0.0366252406162412,5.523158417307099,T2-3d,LATE,5.523158417307099
600541,False,True,201.0,0.1134271486675118,0.0024201458068657,0.0303534259723895,0.0797322124055169,EARLY,0.0806407515400412,placed_in_relaxation,0.0806407515400412,,T2-3d,EARLY,
600540,False,True,18814.0,5.695419195734054,6.051446539384378e-05,6.255573109924121,9.673688458350987e-06,EARLY,0.0056920913960126,placed_in_relaxation,0.0056920913960126,,T2-3d,LATE,
600539,False,True,21492.0,6.54509076827068,5.268838225489519e-05,5.797050653098055,9.08882557835466e-06,LATE,,unplaced_to_cut,0.0498506815739718,6.611690262414816,T2-3d,LATE,6.611690262414816
600542,False,True,15312.0,4.473588115148885,7.657557903350453e-05,5.543150583168987,1.3814450443763103e-05,LATE,,unplaced_to_cut,0.0373365880192276,4.613839682733214,T2-3d,LATE,4.613839682733214
600545,False,True,148.0,0.0837703008487742,0.0089097671783219,0.0556425988257215,0.1601249288558258,LATE,,unplaced_to_cut,0.0273212516965855,5.327978945865642,T2-3d,EARLY,5.327978945865642
600546,False,True,25.0,0.0482766186430789,0.0012861347755897,0.00112738422205,1.1408131765859222,EARLY,0.0468092167538314,placed_in_relaxation,0.0468092167538314,,T2-3d,EARLY,
600547,False,True,43.0,0.0591034110547071,0.0007190446938091,-0.0412782049062105,,EARLY,0.0573451781479982,placed_in_relaxation,0.0573451781479982,,T2-3d,EARLY,
600543,False,True,15389.0,4.497198199223352,7.625054160716772e-05,5.1243589428988034,1.4880015716469989e-05,LATE,,unplaced_to_cut,0.0230991529153247,4.450794062355996,T2-3d,LATE,4.450794062355996
600549,False,True,129.0,0.0539375756001485,0.0105318929922972,0.0276672879481801,0.3806622829105281,LATE,,unplaced_to_cut,0.0254493124216265,4.958068241684655,T2-3d,EARLY,4.958068241684655
600550,False,True,13.0,0.0634874275377904,9.62147864809989e-05,0.0276857841903932,0.0034752415109261,EARLY,0.0634141686387393,placed_in_relaxation,0.0634141686387393,,T2-3d,EARLY,
600544,False,True,18274.0,5.777554647486577,5.9651058812549186e-05,5.947840040777063,1.0029028757262274e-05,LATE,,unplaced_to_cut,0.0374844175167158,4.613839682733214,T2-3d,LATE,4.613839682733214
600548,False,True,19899.0,6.037997273120418,5.7035661017724605e-05,5.489129557204593,1.0390656737708832e-05,LATE,,unplaced_to_cut,0.0430413010885156,6.152654101490373,T2-3d,LATE,6.152654101490373
600553,False,True,128.0,0.0559950931361749,0.0103981677140855,0.0010582214196009,9.826079421078834,LATE,,unplaced_to_cut,0.0223386499714005,4.782858141653791,T2-3d,EARLY,4.782858141653791
600554,False,True,261.0,0.1028686663675081,0.0045320267343135,0.065064831009469,0.069654015295206,EARLY,0.5608409085599444,switch_below_cut,0.0394991406334073,,T2-3d,EARLY,
600551,False,True,16826.0,5.1329055524583165,6.702022115517742e-05,5.132529207223268,1.3057932736331331e-05,LATE,,unplaced_to_cut,0.076458523016981,5.139696800771513,T2-3d,LATE,5.139696800771513
600552,False,True,17740.0,5.417974643203317,6.357869282499497e-05,6.347662862688375,1.0016079019998236e-05,LATE,,unplaced_to_cut,0.0568535856938388,5.523158417307099,T2-3d,LATE,5.523158417307099
600557,False,True,1414.0,0.4172814901435615,0.002113133090733,0.0782632779799782,0.0270003141354957,LATE,,unplaced_to_cut,0.0661688820226251,6.152654101490373,T2-3d,EARLY,6.152654101490373
600558,False,True,408.0,0.1874738363125206,0.0026071260983957,0.0340295723606133,0.0766135427964787,LATE,,unplaced_to_cut,0.0495787342859009,5.327978945865642,T2-3d,EARLY,5.327978945865642
600559,False,True,197.0,0.0685200221817101,0.0068010330398841,0.0094187551946391,0.7220734480661667,LATE,,unplaced_to_cut,0.0219889136258949,4.958068241684655,T2-3d,EARLY,4.958068241684655
600556,False,True,15157.0,4.528990443930972,7.572932058792194e-05,5.954952395708559,1.2717032069390904e-05,LATE,,unplaced_to_cut,0.047575562964569,4.450794062355996,T2-3d,LATE,4.450794062355996
600555,False,True,21621.0,6.5548244974266865,5.2617142901164366e-05,5.739529546483704,9.1675010077089e-06,LATE,,unplaced_to_cut,0.0135962843955401,6.611690262414816,T2-3d,LATE,6.611690262414816
