set,a,seed,arm,path_key,t_replay,t_model,n_steps,s_max,branch_refined,eta_lam_max_sw,rho_sw_nomom,rho_sw_mom,eta_lam_min_sw,status,s_star,t_sw_rel,winding_b1_sw,w1_sw,kappa_own,chi_sw,r_slaved,sdot_sw,lam_sw,gprime,branch_lo,branch_hi,sign_changes,interp_err_theta_sw,interp_err_H_sw,start7_status,start7_sign_changes,start7_step_offset,start7_s0_over_sstar,start7_start_branch_dist,start7_start_newton_converged,start7_different_branch,start7_start_branch_w1_sign_differs,start7_start_branch_b1_shift_2pi,start7_delta0_norm,full_7_rho_max,full_7_unstable,full_7_max_abs_delta,full_7_diverged,full_7_raw_s_pred,full_7_s_pred,full_7_step_rel,full_7_r_pred,full_m0H_7_rho_max,full_m0H_7_unstable,full_m0H_7_max_abs_delta,full_m0H_7_diverged,full_m0H_7_raw_s_pred,full_m0H_7_s_pred,full_m0H_7_step_rel,full_m0H_7_r_pred,d_7_rho_max,d_7_unstable,d_7_max_abs_delta,d_7_diverged,d_7_raw_s_pred,d_7_s_pred,d_7_step_rel,d_7_r_pred,c_7_rho_max,c_7_unstable,c_7_max_abs_delta,c_7_diverged,c_7_raw_s_pred,c_7_s_pred,c_7_step_rel,c_7_r_pred,c_path_7_rho_max,c_path_7_unstable,c_path_7_max_abs_delta,c_path_7_diverged,c_path_7_raw_s_pred,c_path_7_s_pred,c_path_7_step_rel,c_path_7_r_pred,b_7_rho_max,b_7_unstable,b_7_max_abs_delta,b_7_diverged,b_7_raw_s_pred,b_7_s_pred,b_7_step_rel,b_7_r_pred,a_7_rho_max,a_7_unstable,a_7_max_abs_delta,a_7_diverged,a_7_raw_s_pred,a_7_s_pred,a_7_step_rel,a_7_r_pred,a_nomom_7_rho_max,a_nomom_7_unstable,a_nomom_7_max_abs_delta,a_nomom_7_diverged,a_nomom_7_raw_s_pred,a_nomom_7_s_pred,a_nomom_7_step_rel,a_nomom_7_r_pred,start7_t0,start7_T,start5_status,start5_sign_changes,start5_step_offset,start5_s0_over_sstar,start5_start_branch_dist,start5_start_newton_converged,start5_different_branch,start5_start_branch_w1_sign_differs,start5_start_branch_b1_shift_2pi,start5_delta0_norm,full_5_rho_max,full_5_unstable,full_5_max_abs_delta,full_5_diverged,full_5_raw_s_pred,full_5_s_pred,full_5_step_rel,full_5_r_pred,full_m0H_5_rho_max,full_m0H_5_unstable,full_m0H_5_max_abs_delta,full_m0H_5_diverged,full_m0H_5_raw_s_pred,full_m0H_5_s_pred,full_m0H_5_step_rel,full_m0H_5_r_pred,d_5_rho_max,d_5_unstable,d_5_max_abs_delta,d_5_diverged,d_5_raw_s_pred,d_5_s_pred,d_5_step_rel,d_5_r_pred,c_5_rho_max,c_5_unstable,c_5_max_abs_delta,c_5_diverged,c_5_raw_s_pred,c_5_s_pred,c_5_step_rel,c_5_r_pred,c_path_5_rho_max,c_path_5_unstable,c_path_5_max_abs_delta,c_path_5_diverged,c_path_5_raw_s_pred,c_path_5_s_pred,c_path_5_step_rel,c_path_5_r_pred,b_5_rho_max,b_5_unstable,b_5_max_abs_delta,b_5_diverged,b_5_raw_s_pred,b_5_s_pred,b_5_step_rel,b_5_r_pred,a_5_rho_max,a_5_unstable,a_5_max_abs_delta,a_5_diverged,a_5_raw_s_pred,a_5_s_pred,a_5_step_rel,a_5_r_pred,a_nomom_5_rho_max,a_nomom_5_unstable,a_nomom_5_max_abs_delta,a_nomom_5_diverged,a_nomom_5_raw_s_pred,a_nomom_5_s_pred,a_nomom_5_step_rel,a_nomom_5_r_pred,start5_t0,start5_T,start7_intervention_in_window,start5_intervention_in_window,s_obs,step_obs,chi_1A,winding_1A,mirror_1A,kappa_1A,pred_r_1A,r_obs,obs_r_1A,w2_own_global,opt
4b,1.5,300047,teleport,4b:teleport,8.508749008178711,0.0712702274322509,1933,4.044974238499896,False,4.287478235708717,3.2874782357087167,0.9486832980505138,0.0632209516691164,ok,2.6841508307114763,,-2.2895184444903625,1.015463838885838,4.04904874010432,0.0145781224343445,0.0590275282758693,0.0024738282170437,6.322095166911646,0.1205141375012539,0.7580869490313669,4.295826044510975,1,0.0,1.6641895861368996e-07,ok,0,-302,0.7000661160204994,1.3944401189291966e-13,True,False,False,0,6.927658446898022e-11,0.9486832980505152,False,0.2066772928870038,False,2.8383209805805034,2.8383209805805034,365.0,0.0574372155636879,0.9486832980505152,False,0.2447479340757358,False,2.8383209805805034,2.8383209805805034,365.0,0.0574372155636879,1.9364905208421008,True,15928.579410389792,True,,,,,0.948683298050516,False,0.2026340111977236,False,2.8407332381140495,2.8407332381140495,366.0,0.0583359197296184,0.9486832980505138,False,0.2038465364144655,False,2.8479671465914893,2.8479671465914893,369.0,0.0610309651773894,0.9486832980505148,False,0.2101786812933476,False,2.8383209805805034,2.8383209805805034,365.0,0.0574372155636879,0.9486832980505138,False,0.2059130426006929,False,2.8407332381140495,2.8407332381140495,366.0,0.0583359197296184,3.2874782357087167,True,0.6046646198241605,False,1.8990813111549911,,,,1047,887,ok,0,-527,0.500233936450675,4.921396623558394e-12,True,False,False,0,0.1635005352708125,0.9486832980505152,False,0.2044715262477625,False,2.8383209805805034,2.8383209805805034,590.0,0.0574372155636879,0.9486832980505152,False,0.2044715389975832,False,2.8383209805805034,2.8383209805805034,590.0,0.0574372155636879,1.912548564898455,True,144.26279145035463,True,1.9700267092496375,,,,0.9486832980505164,False,0.182403617657416,False,2.8407332381140495,2.8407332381140495,591.0,0.0583359197296184,0.9486832980505138,False,0.1860536920939421,False,2.8479671465914893,2.8479671465914893,594.0,0.0610309651773894,0.9486832980505152,False,0.20865029839412,False,2.8383209805805034,2.8383209805805034,590.0,0.0574372155636879,0.9486832980505138,False,0.1855537868601554,False,2.8407332381140495,2.8407332381140495,591.0,0.0583359197296184,3.2874782357087167,True,0.2334461738064339,False,1.345194651069508,,,,822,1112,,True,2.843145017696733,1414.0,0.0140781859555022,0,False,4.046049844154416,0.0569610420912365,0.05923444583146331,0.0591459902944822,2.684375,adam
4b,1.5,300048,teleport,4b:teleport,4.437158107757568,0.0838358402252197,2203,4.044139940050044,False,3.851543587162498,2.851543587162498,0.9486832980505135,0.0461651618247111,ok,2.557470534113759,,-2.292161121986854,1.0247352375825989,3.9531039402920154,0.0165877354461322,0.0655730423526269,0.0019584482544296,4.6165161824711145,0.1298250862938662,0.7580869490313669,4.295826044510975,0,0.0,6.785165052036747e-08,ok,0,-365,0.7001958219704375,2.866151760372304e-12,True,False,False,0,0.1604853293413164,0.9486832980505157,False,0.2638949129854845,False,2.720823468260447,2.720823468260447,448.0,0.0638728509156782,0.9486832980505157,False,0.263793796221701,False,2.720823468260447,2.720823468260447,448.0,0.0638728509156782,1.8274120803434004,True,11487.698408917046,True,,,,,0.9486832980505152,False,0.2586450274626318,False,2.724717971430769,2.724717971430769,450.0,0.0653956458485518,0.9486832980505135,False,0.2588788932755368,False,2.734453099127473,2.734453099127473,455.0,0.069202191248332,0.9486832980505152,False,0.264881584650036,False,2.720823468260447,2.720823468260447,448.0,0.0638728509156782,0.9486832980505135,False,0.2596396281829007,False,2.724717971430769,2.724717971430769,450.0,0.0653956458485518,2.851543587162498,True,0.1606929272571822,False,1.7922736079617414,,,,1071,1133,ok,0,-706,0.5000267615360159,2.5313084961453572e-14,True,False,False,0,0.1896922069826536,0.9586680403218936,False,0.2596665524675881,False,2.720823468260447,2.720823468260447,789.0,0.0638728509156782,0.9586680403218936,False,0.2596665526191175,False,2.720823468260447,2.720823468260447,789.0,0.0638728509156782,1.8286995656899052,True,11891.023124486055,True,,,,,0.9486832980505157,False,0.2042782511049028,False,2.724717971430769,2.724717971430769,791.0,0.0653956458485518,0.9486832980505135,False,0.2077880803282558,False,2.734453099127473,2.734453099127473,796.0,0.069202191248332,0.9631879060676036,False,0.2653582849659418,False,2.720823468260447,2.720823468260447,789.0,0.0638728509156782,0.9486832980505135,False,0.2077911109949703,False,2.724717971430769,2.724717971430769,791.0,0.0653956458485518,2.851543587162498,True,0.2083013480851804,False,1.280264149086218,,,,730,1474,True,True,2.7286122154029266,1523.0,0.0157315510789331,0,False,4.046049844154416,0.0636506397912245,0.06691833943200187,0.066124430926669,2.559375,adam
4b,1.5,300049,teleport,4b:teleport,8.351564645767212,0.0817642211914062,2063,4.0433355102435105,False,3.380002540434885,2.3800025404348837,0.9486832980505144,0.0478104688795214,ok,2.447673997919797,,-2.29342151522113,1.0290492277186507,4.0074143806973614,0.0174516108704507,0.0699358363685789,0.0020422650154728,4.781046887952149,0.134324110655231,0.7580869490313669,4.295826044510975,2,0.0,4.078129909323991e-07,ok,0,-347,0.7006020343262797,1.8163248682867559e-12,True,False,False,0,0.1592746398492526,0.9486832980505152,False,0.2499224176171302,False,2.614478848684576,2.614478848684576,429.0,0.0681483117876571,0.9486832980505152,False,0.24986240924144,False,2.614478848684576,2.614478848684576,429.0,0.0681483117876571,1.6722046129884962,True,12068.013903818175,True,,,,,0.9486832980505157,False,0.2061834611830658,False,2.6185296809693135,2.6185296809693135,431.0,0.0698032839318969,0.9486832980505144,False,0.209292707016774,False,2.6286549593352375,2.6286549593352375,436.0,0.073939977942018,0.9486832980505152,False,0.2543190940762581,False,2.614478848684576,2.614478848684576,429.0,0.0681483117876571,0.9486832980505144,False,0.2093372508865202,False,2.6185296809693135,2.6185296809693135,431.0,0.0698032839318969,2.3800025404348837,True,0.2883573801746859,False,1.7199014148574967,,,,920,1144,ok,0,-644,0.5000616300137122,6.601386104421181e-13,True,False,False,0,0.1872984457963777,0.9486832980505162,False,0.2498543336731943,False,2.614478848684576,2.614478848684576,726.0,0.0681483117876571,0.9486832980505162,False,0.2498543336681145,False,2.614478848684576,2.614478848684576,726.0,0.0681483117876571,1.710542959898716,True,12068.250291965303,True,,,,,0.9486832980505158,False,0.2072644478052929,False,2.6185296809693135,2.6185296809693135,728.0,0.0698032839318969,0.9486832980505144,False,0.2103081173242312,False,2.6286549593352375,2.6286549593352375,733.0,0.073939977942018,0.9486832980505157,False,0.2543436640627652,False,2.614478848684576,2.614478848684576,726.0,0.0681483117876571,0.9486832980505144,False,0.2103462010333039,False,2.6185296809693135,2.6185296809693135,728.0,0.0698032839318969,2.3800025404348837,True,0.1835907457655146,False,1.2256102383182144,,,,623,1441,True,True,2.620554942033852,1352.0,0.0165268528883359,0,False,4.046049844154416,0.0668684705532144,0.07063070664679261,-0.0005034786044839,2.621875,adam
4b,1.5,300000,teleport_reset,4b:teleport_reset,4.304880857467651,0.0593090057373046,1267,4.043875974274644,False,13.502689701202668,12.502689701202668,0.9486832980505148,0.0711648510301955,ok,2.450556410062629,,-2.2907541080380893,-1.0198380408891037,3.979320161447121,0.0174515470941384,0.0694452932001491,0.0030434360616463,7.116485103019549,0.1333047163375821,0.7580869490313669,4.295826044510975,1,0.0,2.0230814112842666e-07,ok,0,-225,0.7008498263288098,9.07718344933528e-13,True,False,False,0,0.147029484136806,0.9486832980505152,False,0.2453244837377189,False,2.612572516563559,2.612572516563559,280.0,0.0661140081638804,0.9486832980505152,False,0.2451492276388949,False,2.612572516563559,2.612572516563559,280.0,0.0661140081638804,8.716943504011072,True,65640.79303620731,True,,,,,0.9486832980505152,False,0.2253715069354169,False,2.6154821224701816,2.6154821224701816,281.0,0.0673013327627654,0.9486832980505148,False,0.2291975192688337,False,2.624204932487291,2.624204932487291,284.0,0.0708608549926113,0.9486832980505154,False,0.2490183635875254,False,2.612572516563559,2.612572516563559,280.0,0.0661140081638804,0.9486832980505148,False,0.2293541878607961,False,2.6154821224701816,2.6154821224701816,281.0,0.0673013327627654,12.502689701202668,True,0.2781121273721011,False,1.7203243046448042,,,,460,808,ok,0,-389,0.5003666965570653,5.650147016922347e-12,True,False,False,0,0.1705495800348169,0.9486832980505154,False,0.2454059484417316,False,2.612572516563559,2.612572516563559,444.0,0.0661140081638804,0.9486832980505154,False,0.2454059708681181,False,2.612572516563559,2.612572516563559,444.0,0.0661140081638804,7.863849401916687,True,65724.93926789128,True,,,,,0.9486832980505152,False,0.228204871528575,False,2.6154821224701816,2.6154821224701816,445.0,0.0673013327627654,0.9486832980505148,False,0.2316925490061231,False,2.624204932487291,2.624204932487291,448.0,0.0708608549926113,0.9486832980505152,False,0.2492070544279167,False,2.612572516563559,2.612572516563559,444.0,0.0661140081638804,0.9486832980505148,False,0.1653470646838708,False,1.2325697820363737,1.2325697820363737,2.0,-0.4970245218697607,12.502689701202668,True,0.9382172725611688,False,1.2293751148949192,,,,296,972,True,True,2.6183907260092774,742.0,0.0168618432164262,0,True,4.046049844154416,0.0682238581179774,0.06848824832494227,0.003455128530508,2.609375,adam
4b,1.5,300001,teleport_reset,4b:teleport_reset,8.714659929275513,0.0690610408782959,2098,4.045098027211728,False,17.95643815053324,16.956438150533234,0.9486832980505144,0.0706892781526183,ok,2.610047096366247,,-2.2897391462271073,1.0162502657099586,4.115316950499347,0.0160441906873883,0.066026929892853,0.002960190808442,7.068927815261832,0.1216933015357774,0.7580869490313669,4.295826044510975,0,0.0,4.440340874989346e-07,ok,0,-256,0.7012566132556547,1.0835776720341529e-13,True,False,False,0,0.1912304467885786,0.948683298050515,False,0.2004548296062933,False,2.773809800001283,2.773809800001283,313.0,0.0627431987196818,0.948683298050515,False,0.1968646062595132,False,2.773809800001283,2.773809800001283,313.0,0.0627431987196818,9.3882324014259,True,72346.16935676559,True,,,,,0.9486832980505152,False,0.2003479542082986,False,2.7766493038477256,2.7766493038477256,314.0,0.0638311115969612,0.9486832980505144,False,0.2004417489084334,False,2.785162141126596,2.785162141126596,317.0,0.0670926762218762,0.9486832980505154,False,0.2009424598708433,False,2.7766493038477256,2.7766493038477256,314.0,0.0638311115969612,0.9486832980505144,False,0.2008384106418895,False,2.7766493038477256,2.7766493038477256,314.0,0.0638311115969612,16.956438150533234,True,0.382313825840164,False,1.836503456230498,,,,1309,790,ok,0,-591,0.500228896928515,3.488764832582092e-12,True,False,False,0,0.1617365577746548,0.9605763883341124,False,0.2541071567551256,False,2.773809800001283,2.773809800001283,648.0,0.0627431987196818,0.9605763883341124,False,0.2541071571601148,False,2.773809800001283,2.773809800001283,648.0,0.0627431987196818,9.987131278846087,True,47490.2948412268,True,,,,,0.9486832980505152,False,0.181832204486672,False,2.7766493038477256,2.7766493038477256,649.0,0.0638311115969612,0.9486832980505144,False,0.1840630180272516,False,2.785162141126596,2.785162141126596,652.0,0.0670926762218762,0.9645898950155828,False,0.2601565749442937,False,2.7766493038477256,2.7766493038477256,649.0,0.0638311115969612,0.9486832980505144,False,0.1842529138817078,False,2.7766493038477256,2.7766493038477256,649.0,0.0638311115969612,16.956438150533234,True,1.0861778226411567,True,1.3068642822033685,,,,974,1125,,True,2.7823254719323915,1625.0,0.0154889600562455,0,False,4.046049844154416,0.062669104421686,0.06600584939865395,0.1370934240336792,2.4468750000000004,adam
4b,1.5,300002,teleport_reset,4b:teleport_reset,4.1524012088775635,0.0528881549835205,1232,4.043368651895693,False,15.737821469908702,14.737821469908708,0.9486832980505135,0.0710306307610199,ok,2.5893405822796227,,-2.2896771102189386,-1.0160294413869064,4.060767254139157,0.0163293503847819,0.0663096913238873,0.003003334861468,7.1030630761019955,0.1252617086599033,0.7580869490313669,4.295826044510975,0,0.0,4.260715416037897e-07,ok,0,-234,0.7013341371217725,2.69562150378988e-13,True,False,False,0,2.69562150378988e-13,0.9486832980505152,False,0.2548112682174102,False,2.753197168724287,2.753197168724287,290.0,0.0632812027765026,0.9486832980505152,False,0.2918114005671707,False,2.753197168724287,2.753197168724287,290.0,0.0632812027765026,9.748839680460437,True,0.2908241925278486,False,1.8746867635137283,,,,0.9486832980505157,False,0.2550522904662292,False,2.7560727017822075,2.7560727017822075,291.0,0.0643917299422218,0.9486832980505135,False,0.2555125075968565,False,2.7646933252431776,2.7646933252431776,294.0,0.0677210036267907,0.9486832980505152,False,0.2556609460933668,False,2.753197168724287,2.753197168724287,290.0,0.0632812027765026,0.9486832980505135,False,0.2559534051888036,False,2.7560727017822075,2.7560727017822075,291.0,0.0643917299422218,14.737821469908708,True,0.2463429961869184,False,1.8317478480645224,,,,464,769,ok,0,-352,0.5013538598527805,4.618527782440651e-13,True,False,False,0,0.1142247442347641,0.9486832980505158,False,0.2532030072306659,False,2.753197168724287,2.753197168724287,408.0,0.0632812027765026,0.9486832980505158,False,0.2532041726564047,False,2.753197168724287,2.753197168724287,408.0,0.0632812027765026,9.349254927579407,True,0.3329761023106937,False,1.8746867635137283,,,,0.948683298050516,False,0.311149933001272,False,2.7560727017822075,2.7560727017822075,409.0,0.0643917299422218,0.9486832980505135,False,0.3176256738702494,False,2.7646933252431776,2.7646933252431776,412.0,0.0677210036267907,0.9486832980505152,False,0.2563015246063263,False,2.753197168724287,2.753197168724287,408.0,0.0632812027765026,0.9486832980505135,False,0.1265953788779717,False,1.3080753508645,1.3080753508645,2.0,-0.4948229831886823,14.737821469908708,True,1.090496274866359,True,1.3031335828227346,,,,346,887,,True,2.758947236691532,756.0,0.0157844480011547,0,True,4.046049844154416,0.0638646633751354,0.06550187162423793,0.0649736016179685,2.590625,adam
4b,1.5,300003,teleport_reset,4b:teleport_reset,4.452921152114868,0.0617239475250244,1990,4.043624456241546,False,16.10383051302991,15.103830513029912,0.9486832980505144,0.0706666960140322,ok,2.590736658872462,,-2.2901582401352334,1.0177374228310077,3.9360425568591473,0.0161619213827188,0.063614010362993,0.0029589051712295,7.066669601403224,0.1252027163281385,0.7580869490313669,4.295826044510975,1,0.0,4.4062979620562714e-07,ok,0,-249,0.7035710649964889,1.0453859999870474e-12,True,False,False,0,0.1476538329537255,0.9486832980505152,False,0.1993827339264456,False,2.7475716783855586,2.7475716783855586,303.0,0.0605368434402568,0.9486832980505152,False,0.1961638027247682,False,2.7475716783855586,2.7475716783855586,303.0,0.0605368434402568,8.366608871852517,True,0.1943021242790222,False,1.8486647359691368,,,,0.9486832980505152,False,0.199096792870924,False,2.750411510657941,2.750411510657941,304.0,0.0616329920058229,0.9486832980505144,False,0.1993528571072828,False,2.7589252521277627,2.7589252521277627,307.0,0.064919216192548,0.9486832980505152,False,0.2002113538248916,False,2.750411510657941,2.750411510657941,304.0,0.0616329920058229,0.9486832980505144,False,0.1997508025878805,False,2.750411510657941,2.750411510657941,304.0,0.0616329920058229,15.103830513029912,True,0.3000683557405181,False,1.8334858106628875,,,,1201,790,ok,0,-469,0.5006914229182902,3.2223113066720543e-12,True,False,False,0,0.1556272348670857,0.948683298050516,False,0.2532593115660257,False,2.7475716783855586,2.7475716783855586,523.0,0.0605368434402568,0.948683298050516,False,0.2532593098087597,False,2.7475716783855586,2.7475716783855586,523.0,0.0605368434402568,8.492226188778945,True,17206.269360255767,True,,,,,0.9486832980505152,False,0.213689679450751,False,2.750411510657941,2.750411510657941,524.0,0.0616329920058229,0.9486832980505144,False,0.217184632863234,False,2.7589252521277627,2.7589252521277627,527.0,0.064919216192548,0.9486832980505152,False,0.2584729797466142,False,2.750411510657941,2.750411510657941,524.0,0.0616329920058229,0.9486832980505144,False,0.2173359629449508,False,2.750411510657941,2.750411510657941,524.0,0.0616329920058229,15.103830513029912,True,1.057466559451144,True,1.29932013687932,,,,981,1010,,True,2.7560882948598677,1507.0,0.0156539455676671,0,False,4.046049844154416,0.0633366440244611,0.06382417735169188,0.1178051385996998,2.465625,adam
4b,1.5,300004,teleport_reset,4b:teleport_reset,4.248013019561768,0.0687530040740966,1660,4.044825567711919,False,9.526924715428231,8.526924715428237,0.9486832980505135,0.070387984696067,ok,2.340352087130876,,-2.2947943460147116,-1.03367250615737,3.9797744424219177,0.0180263732685864,0.0717408996238781,0.0029695325429316,7.038798469606703,0.1446229428486105,0.7580869490313669,4.295826044510975,0,0.0,1.4514118906738818e-07,ok,0,-269,0.7005402543436093,9.467981954003337e-13,True,False,False,0,0.1395409925523925,0.9486832980505154,False,0.2375477642023101,False,2.508337646683153,2.508337646683153,325.0,0.0717779006312748,0.9486832980505154,False,0.2375475628922954,False,2.508337646683153,2.508337646683153,325.0,0.0717779006312748,6.257871226578142,True,44540.948761864216,True,,,,,0.9486832980505157,False,0.1997930066376853,False,2.508337646683153,2.508337646683153,325.0,0.0717779006312748,0.9486832980505135,False,0.2013743629877069,False,2.5201436802481707,2.5201436802481707,329.0,0.0768224550938008,0.948683298050515,False,0.2400826649426159,False,2.508337646683153,2.508337646683153,325.0,0.0717779006312748,0.9486832980505135,False,0.2014373646982949,False,2.508337646683153,2.508337646683153,325.0,0.0717779006312748,8.526924715428237,True,0.1720037511249168,False,1.6413876552887503,,,,776,885,ok,0,-521,0.5006085665098153,3.8400393975734914e-12,True,False,False,0,0.1627172562058363,0.9486832980505157,False,0.2375462572111909,False,2.508337646683153,2.508337646683153,577.0,0.0717779006312748,0.9486832980505157,False,0.2375462572119938,False,2.508337646683153,2.508337646683153,577.0,0.0717779006312748,6.213406843334267,True,44540.03548918906,True,,,,,0.9486832980505152,False,0.1998064398799254,False,2.508337646683153,2.508337646683153,577.0,0.0717779006312748,0.9486832980505135,False,0.2013899203539253,False,2.5201436802481707,2.5201436802481707,581.0,0.0768224550938008,0.9486832980505157,False,0.2400825859254731,False,2.508337646683153,2.508337646683153,577.0,0.0717779006312748,0.9486832980505135,False,0.2014525784295863,False,2.508337646683153,2.508337646683153,577.0,0.0717779006312748,8.526924715428237,True,0.5920567807967608,False,1.173441856824346,,,,524,1137,True,True,2.5142415785329146,1103.0,0.0180759273058162,0,True,4.046049844154416,0.0731361028586441,0.07430056885808844,-0.0805059369936711,2.734375,adam
4b,1.5,300005,teleport_reset,4b:teleport_reset,4.38882303237915,0.0587048530578613,2031,4.04398143953887,False,14.24872888026408,13.24872888026408,0.9486832980505135,0.0709847322793811,ok,2.6374816614416208,,-2.291161832820455,1.0212661691258191,4.042976529361846,0.0159842298289573,0.0646238660384001,0.0029925823679843,7.098473227938112,0.1244880091511558,0.7580869490313669,4.295826044510975,0,0.0,2.0213040619054826e-07,ok,0,-240,0.7000692881943538,3.170796958329447e-13,True,False,False,0,4.552802579382842e-12,0.9486832980505157,False,0.254547414521982,False,2.8000298966875667,2.8000298966875667,296.0,0.0616300911670031,0.9486832980505157,False,0.2914043546974399,False,2.8000298966875667,2.8000298966875667,296.0,0.0616300911670031,8.41289583261403,True,0.2127567063212842,False,1.9062065823420904,,,,0.9486832980505148,False,0.2547185475022619,False,2.802897385230734,2.802897385230734,297.0,0.0627172981740085,0.9486832980505135,False,0.2552181968589716,False,2.8114939609796306,2.8114939609796306,300.0,0.0659766860494099,0.948683298050515,False,0.2556428535245622,False,2.8000298966875667,2.8000298966875667,296.0,0.0616300911670031,0.9486832980505135,False,0.2558892770017318,False,2.802897385230734,2.802897385230734,297.0,0.0627172981740085,13.24872888026408,True,0.2164993375347965,False,1.8625398236758064,,,,1274,758,ok,0,-406,0.5002368430792382,6.994405055138486e-14,True,False,False,0,0.1755805506574312,0.9486832980505154,False,0.2511622527231579,False,2.8000298966875667,2.8000298966875667,462.0,0.0616300911670031,0.9486832980505154,False,0.2511625967329214,False,2.8000298966875667,2.8000298966875667,462.0,0.0616300911670031,8.282006143211438,True,11815.58322694071,True,,,,,0.9486832980505152,False,0.2343245811973618,False,2.802897385230734,2.802897385230734,463.0,0.0627172981740085,0.9486832980505135,False,0.2390092764862763,False,2.8114939609796306,2.8114939609796306,466.0,0.0659766860494099,0.9486832980505157,False,0.2563146875279252,False,2.8000298966875667,2.8000298966875667,462.0,0.0616300911670031,0.9486832980505135,False,0.2389568573221636,False,2.802897385230734,2.802897385230734,463.0,0.0627172981740085,13.24872888026408,True,0.968399660286533,False,1.322847802453185,,,,1108,924,,True,2.8086294146589896,1573.0,0.0154416802881438,0,False,4.046049844154416,0.0624778081233265,0.0648905945847682,0.0661463970235851,2.6343750000000004,adam
4b,1.5,300007,teleport_reset,4b:teleport_reset,7.351120948791504,0.0475800037384033,19518,4.04319720801825,False,23.941747259188123,22.94174725918813,0.9486832980505148,0.0690473001878298,ok,2.449985217004719,,-2.293209456226447,1.0283281186914703,3.995428155254629,0.0176907775814768,0.07068223083738,0.0029926579966145,6.904730018782985,0.1368220068857592,0.7580869490313669,4.295826044510975,0,0.0,3.4186281916426253e-07,ok,0,-223,0.7000891774681304,4.476419235288631e-13,True,False,False,0,4.476419235288631e-13,0.9486832980505148,False,0.2616135224512538,False,2.6146510137600303,2.6146510137600303,279.0,0.0672109348303036,0.9486832980505148,False,0.2985518459739409,False,2.6146510137600303,2.6146510137600303,279.0,0.0672109348303036,14.322436279313877,True,21586.041097801735,True,,,,,0.948683298050516,False,0.2616453140477477,False,2.617515591679397,2.617515591679397,280.0,0.0683801573625395,0.9486832980505148,False,0.2620531261290933,False,2.626103382864145,2.626103382864145,283.0,0.0718853994044679,0.9486832980505144,False,0.2621036640058458,False,2.6146510137600303,2.6146510137600303,279.0,0.0672109348303036,0.9486832980505148,False,0.2620409995015693,False,2.617515591679397,2.617515591679397,280.0,0.0683801573625395,22.94174725918813,True,0.3798457205189642,False,1.731471301087373,,,,18705,814,ok,0,-262,0.5035172032128433,1.9118040484045198e-13,True,False,False,0,0.2174441316358528,0.9486832980505148,False,0.2576082861445062,False,2.6146510137600303,2.6146510137600303,318.0,0.0672109348303036,0.9486832980505148,False,0.2596068497181211,False,2.6146510137600303,2.6146510137600303,318.0,0.0672109348303036,13.983752141042611,True,20851.763381409513,True,,,,,0.9486832980505152,False,0.6190062194921969,False,2.617515591679397,2.617515591679397,319.0,0.0683801573625395,0.9486832980505148,False,0.2467773641483714,False,1.2470828618538532,1.2470828618538532,1.0,-0.4909835156562697,0.9486832980505154,False,0.2597661274388215,False,2.6146510137600303,2.6146510137600303,318.0,0.0672109348303036,0.9486832980505148,False,0.3304498948025098,False,1.2470828618538532,1.2470828618538532,1.0,-0.4909835156562697,22.94174725918813,True,2.254570091394526,True,1.2470828618538532,,,,18666,853,,True,2.623241773234474,18987.0,0.0170328621735349,0,False,4.046049844154416,0.0689158093427345,0.070717388426357,0.0720783747573905,2.4468750000000004,adam
