set,a,arm,n_runs,n_status_ok,n_obs,median_r_obs,n_diff_branch_start7,n_diff_branch_start5,n_branch_refined,1A_n,1A_median_pred,1A_median_pred_over_median_1A,1A_ratio_of_medians,1A_median_run_ratio,1A_slope_obs_on_pred,slaved_n,slaved_median_pred,slaved_median_pred_over_median_1A,slaved_ratio_of_medians,slaved_median_run_ratio,slaved_slope_obs_on_pred,full_7_n,full_7_median_pred,full_7_median_pred_over_median_1A,full_7_ratio_of_medians,full_7_median_run_ratio,full_7_slope_obs_on_pred,full_m0H_7_n,full_m0H_7_median_pred,full_m0H_7_median_pred_over_median_1A,full_m0H_7_ratio_of_medians,full_m0H_7_median_run_ratio,full_m0H_7_slope_obs_on_pred,a_7_n,a_7_median_pred,a_7_median_pred_over_median_1A,a_7_ratio_of_medians,a_7_median_run_ratio,a_7_slope_obs_on_pred,b_7_n,b_7_median_pred,b_7_median_pred_over_median_1A,b_7_ratio_of_medians,b_7_median_run_ratio,b_7_slope_obs_on_pred,c_7_n,c_7_median_pred,c_7_median_pred_over_median_1A,c_7_ratio_of_medians,c_7_median_run_ratio,c_7_slope_obs_on_pred,c_path_7_n,c_path_7_median_pred,c_path_7_median_pred_over_median_1A,c_path_7_ratio_of_medians,c_path_7_median_run_ratio,c_path_7_slope_obs_on_pred,d_7_n,d_7_median_pred,d_7_median_pred_over_median_1A,d_7_ratio_of_medians,d_7_median_run_ratio,d_7_slope_obs_on_pred,a_nomom_7_n,a_nomom_7_median_pred,a_nomom_7_median_pred_over_median_1A,a_nomom_7_ratio_of_medians,a_nomom_7_median_run_ratio,a_nomom_7_slope_obs_on_pred,full_5_n,full_5_median_pred,full_5_median_pred_over_median_1A,full_5_ratio_of_medians,full_5_median_run_ratio,full_5_slope_obs_on_pred,full_m0H_5_n,full_m0H_5_median_pred,full_m0H_5_median_pred_over_median_1A,full_m0H_5_ratio_of_medians,full_m0H_5_median_run_ratio,full_m0H_5_slope_obs_on_pred,a_5_n,a_5_median_pred,a_5_median_pred_over_median_1A,a_5_ratio_of_medians,a_5_median_run_ratio,a_5_slope_obs_on_pred,b_5_n,b_5_median_pred,b_5_median_pred_over_median_1A,b_5_ratio_of_medians,b_5_median_run_ratio,b_5_slope_obs_on_pred,c_5_n,c_5_median_pred,c_5_median_pred_over_median_1A,c_5_ratio_of_medians,c_5_median_run_ratio,c_5_slope_obs_on_pred,c_path_5_n,c_path_5_median_pred,c_path_5_median_pred_over_median_1A,c_path_5_ratio_of_medians,c_path_5_median_run_ratio,c_path_5_slope_obs_on_pred,d_5_n,d_5_median_pred,d_5_median_pred_over_median_1A,d_5_ratio_of_medians,d_5_median_run_ratio,d_5_slope_obs_on_pred,a_nomom_5_n,a_nomom_5_median_pred,a_nomom_5_median_pred_over_median_1A,a_nomom_5_ratio_of_medians,a_nomom_5_median_run_ratio,a_nomom_5_slope_obs_on_pred
lag2-prim,1.3,1.0,48,48,48,0.03118128556626032,0,0,0,48,0.03037623726316615,1.0,1.0265025683108673,1.0246887902769934,1.0211425233835372,48,0.0308314229294188,1.0149849259573898,1.011347599416428,1.0121502031016558,1.0086555595511866,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.000000000000003,1.0083286448697113,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030682896508669,1.0100953664157313,1.0162432206310934,1.0000000000000029,0.022939534713740883,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,
lag2-prim,1.3,2.0,48,48,48,0.03150837969560083,0,0,0,48,0.0308773689095794,1.0,1.0204360283374294,1.022785849242259,1.020710014725295,48,0.031198644782331753,1.010404897959187,1.009927832296244,1.0099185071703083,1.0072262528242908,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.017353748825159,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.017353748825159,48,0.03123842746529545,1.0116933070551888,1.0086416715631823,1.0080984194801874,1.0094727614440555,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.0177939208887095,48,0.03123842746529545,1.0116933070551888,1.0086416715631823,1.000000000000003,1.0091366858913606,48,0.03199390695155565,1.0361604010123366,0.9848243836962459,0.9800714317471289,0.9818901919472036,0,,,,,,0,,,,,,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.017353748825159,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.017353748825159,48,0.03113897519230895,1.0084724279291941,1.0118630912228326,1.000000000000003,0.024895016115293076,47,0.0309909962317755,1.0037890896193176,1.0163895641157656,1.0180104815688256,1.0177939208887095,48,0.03123842746529545,1.0116933070551888,1.0086416715631823,1.000000000000003,1.0091366858913606,48,0.03199390695155565,1.0361604010123366,0.9848243836962459,0.9800714317471289,0.9818901919472036,0,,,,,,0,,,,,
lag2-prim,1.5,0.25,48,48,48,0.053270561935518046,0,0,0,48,0.0544548510009111,1.0,0.9782519088083954,1.0285174941640736,0.9540553622373819,48,0.0552683687246985,1.0149393067621062,0.9638526188617601,1.0023246889796216,0.9407160784905111,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0308970426983906,1.0331240680997782,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0308970426983906,1.0331240680997782,48,0.0519825122844319,0.954598375148656,1.0247785186687082,1.0000000000000024,1.027395346288048,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0301357010702996,1.031309496409669,48,0.0519825122844319,0.954598375148656,1.0247785186687082,1.0068276138403176,1.0285877134147916,48,0.05445885004878345,1.0000734378627218,0.978180073354451,0.96916665463313,0.9824691301056868,27,0.0571654845242382,0.9573234848154607,1.0301398858378685,1.0267154834616683,1.021537824116419,28,0.056976686230752846,0.9269514590969671,1.033629727117152,1.0280777831829597,1.0341974701883287,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0308970426983906,1.0331240680997782,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0308970426983906,1.0331240680997782,48,0.0519825122844319,0.954598375148656,1.0247785186687082,1.0000000000000024,1.027395346288048,48,0.05200681558857505,0.9550446770610924,1.0242996294358893,1.0301357010702996,1.031309496409669,48,0.0519825122844319,0.954598375148656,1.0247785186687082,1.0068276138403176,1.0285877134147916,48,0.05445885004878345,1.0000734378627218,0.978180073354451,0.96916665463313,0.9824691301056868,27,0.0571654845242382,0.9573234848154607,1.0301398858378685,1.0267154834616683,1.021537824116419,28,0.056976686230752846,0.9269514590969671,1.033629727117152,1.0280777831829597,1.0366098978655562
lag2-prim,1.5,0.5,48,48,48,0.06266161964656258,0,0,0,48,0.06068247239785335,1.0,1.032614809029753,1.0320737446354604,0.9590727430008216,48,0.06333637131844086,1.043734192357683,0.9893465372607821,1.0134231860438885,0.9455320811091568,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.0339902900261624,1.036961219747128,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.0339902900261624,1.036961219747128,48,0.0599249892519467,0.9875172662553966,1.045667599256632,1.0164352024566083,1.0310385055697413,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.033022469668753,1.034163076891169,48,0.0599249892519467,0.9875172662553966,1.045667599256632,1.0171073604160719,1.0329594607126382,48,0.06323375300984545,1.0420431223577231,0.9909520890971981,0.9691991565758925,0.9831903170803548,28,0.062173657894868006,0.9456414105996176,1.0358200977432095,1.0300686612136378,1.0289539046316436,32,0.0607411815002747,0.9535805590694756,1.0576625893427336,1.0266448218753694,1.0311504027442862,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.0339902900261624,1.036961219747128,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.0339902900261624,1.036961219747128,48,0.0599249892519467,0.9875172662553966,1.045667599256632,1.0164352024566083,1.0310385055697413,48,0.060385115639806,0.995099791648274,1.0376997540310398,1.0325936879685091,1.0334067820426682,48,0.0599249892519467,0.9875172662553966,1.045667599256632,1.0171073604160719,1.0329594607126382,48,0.06323375300984545,1.0420431223577231,0.9909520890971981,0.9691991565758925,0.9831903170803548,28,0.062173657894868006,0.9456414105996176,1.0358200977432095,1.0300686612136378,1.0289539046316436,32,0.05975168609334295,0.9380463932855191,1.0751776143179834,1.0266448218753694,1.0340908743138089
lag2-prim,1.5,1.0,48,48,48,0.06609514144774142,0,0,0,48,0.0634038821086416,1.0,1.0424462864038575,1.0317586487852124,0.9642781241541888,48,0.0659320074226804,1.0398733520718322,1.002474276628879,1.0012782188729292,0.9476463792974443,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0164300895883387,1.0341747466018445,48,0.0638472105783214,1.0069921344708856,1.0352079730509522,1.0336518173878413,1.0352438701347582,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0168915555840061,1.0351565897066861,48,0.06687315971371716,1.0547171165186857,0.9883657618496506,0.969894763868342,0.9835157950938389,28,0.06400998072026795,0.9344629058695599,1.0387173337737254,1.0332361799376768,1.0337184678448645,32,0.0636636909948384,0.973017871017023,1.0403434204089774,1.0219723895167223,1.0364914395557412,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0164300895883387,1.0335322451623719,48,0.0638472105783214,1.0069921344708856,1.0352079730509522,1.0336518173878413,1.0352438701347582,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0168915555840061,1.0351565897066861,48,0.06687315971371716,1.0547171165186857,0.9883657618496506,0.969894763868342,0.9835157950938389,28,0.06400998072026795,0.9344629058695599,1.0387173337737254,1.0332361799376768,1.0337184678448645,32,0.0636636909948384,0.973017871017023,1.0403434204089774,1.0219723895167223,1.0364914395557412
lag2-prim,1.5,2.0,48,48,48,0.06726682103347315,0,0,0,48,0.06546915526578151,1.0,1.0274582092955644,1.0345805775927883,0.9660419649557563,48,0.06781230470042285,1.0357901278110124,0.9919559780579718,0.994606307978396,0.9477967803529046,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.0398566583000548,1.040358285108589,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.0398566583000548,1.040358285108589,48,0.06491253613810885,0.9914979943545479,1.036268570532436,1.0224851245085003,1.0364854233930076,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.037855554992552,1.039396799379075,48,0.06479293259227155,0.9896711257268443,1.0381814550171584,1.0224851245085003,1.0370038654279081,48,0.06848846420348781,1.0461180371955157,0.9821627892489309,0.9701332104919607,0.9827991840958744,28,0.06521652174234424,0.9330210976777092,1.031438341640316,1.0315595103991426,1.0307037122100924,32,0.06518414680079225,0.9668017159389416,1.0298181886057955,1.0273300019320057,1.035147050682591,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.0398566583000548,1.040358285108589,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.0398566583000548,1.040358285108589,48,0.06491253613810885,0.9914979943545479,1.036268570532436,1.0224851245085003,1.0364854233930076,48,0.06462948885273576,0.9871746258274297,1.0408069478430626,1.037855554992552,1.039396799379075,48,0.06479293259227155,0.9896711257268443,1.0381814550171584,1.0224851245085003,1.0378257327549163,48,0.06848846420348781,1.0461180371955157,0.9821627892489309,0.9701332104919607,0.9827991840958744,28,0.06521652174234424,0.9330210976777092,1.031438341640316,1.0315595103991426,1.0307037122100924,32,0.06518414680079225,0.9668017159389416,1.0298181886057955,1.0273300019320057,1.035147050682591
lag2-tstar,1.3,0.25,48,48,48,0.009925020887626701,0,0,0,48,0.01001045126422035,1.0,0.9914658815732916,1.0167781289370412,1.0193868424153045,48,0.009877801578300201,0.9867488805030928,1.0047803460063656,1.0183334549038006,1.0140515756297785,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,48,0.010106442257027101,1.0095890774824352,0.9820489382132217,1.0000000000000049,0.9939416339726821,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,48,0.010106442257027101,1.0095890774824352,0.9820489382132217,1.0000000000000049,0.9932314126638822,48,0.010106442257027101,1.0095890774824352,0.9820489382132217,1.0000000000000036,0.9783158471201452,0,,,,,,0,,,,,,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,48,0.0082949765735864,0.8286316325453328,1.1965098152574454,1.0000000000000044,-0.02481511602289515,45,0.0098727546892749,0.9899452035249952,1.0000000000000056,1.0000000000000082,1.0060257759795266,48,0.010106442257027101,1.0095890774824352,0.9820489382132217,1.0000000000000049,0.9932314126638822,48,0.010106442257027101,1.0095890774824352,0.9820489382132217,1.0000000000000036,0.9783158471201452,0,,,,,,0,,,,,
lag2-tstar,1.3,0.5,48,48,48,0.027082077232957302,0,0,0,48,0.02681507887084915,1.0,1.009957023188114,1.022015196331529,1.0175384680189712,48,0.0268100478969101,0.9998123826536822,1.0101465442021293,1.0120699529859267,1.0101224076190787,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,48,0.0266544687536054,0.9940104551615416,1.0160426562354226,1.0000000000000036,1.0078734145185728,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,48,0.0266544687536054,0.9940104551615416,1.0160426562354226,1.0000000000000036,1.0072391901208997,48,0.02709713292705755,1.0105184869142796,0.9994443805497513,0.9834411589000236,0.9857513403478373,0,,,,,,0,,,,,,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,48,0.0264734999577965,0.9872616853115438,1.0229881683997577,1.000000000000003,0.012442752432640158,47,0.026352944417145,0.984638590163532,1.023619108101967,1.0191416144349643,1.0186172738231523,48,0.0266544687536054,0.9940104551615416,1.0160426562354226,1.0000000000000036,1.0072391901208997,48,0.02709713292705755,1.0105184869142796,0.9994443805497513,0.9834411589000236,0.9857513403478373,0,,,,,,0,,,,,
lag2-tstar,1.3,1.0,48,48,48,0.03118128556626032,0,0,0,48,0.03037623726316615,1.0,1.0265025683108673,1.0246887902769934,1.0211425233835372,48,0.0308314229294188,1.0149849259573898,1.011347599416428,1.0121502031016558,1.0086555595511866,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.000000000000003,1.0083286448697113,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030682896508669,1.0100953664157313,1.0162432206310934,1.0000000000000029,0.022939534713740883,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,
lag2-tstar,1.3,2.0,48,48,48,0.03156088995706097,0,0,0,48,0.0309902516164774,1.0,1.0184134787818295,1.024175384389023,1.0225532806460969,48,0.0313160597827393,1.0105132468846645,1.0078180389238054,1.0105221494178818,1.007983284609355,47,0.0309705199038563,0.9996457429950654,1.0190193643119463,1.018586388991159,1.0193557849939638,47,0.0309705199038563,0.9996457429950654,1.0190193643119463,1.018586388991159,1.0193557849939638,48,0.03146246868496545,1.0152376003374228,1.0031282120001774,1.0000000000000027,1.0071305109689208,47,0.0309490863631658,0.99895392549329,1.019725077971894,1.0186299591470205,1.01987074163566,48,0.03146246868496545,1.0152376003374228,1.0031282120001774,1.0000000000000027,1.0064899688917388,48,0.0321606910273433,1.03776798669952,0.9813498699461285,0.9822145869062244,0.9827260369710128,0,,,,,,0,,,,,,47,0.0309705199038563,0.9996457429950654,1.0190193643119463,1.018586388991159,1.0193557849939638,47,0.0309705199038563,0.9996457429950654,1.0190193643119463,1.018586388991159,1.0193557849939638,48,0.03143308466766155,1.0142894306462713,1.0040659480528458,1.0000000000000027,0.02575016242522708,47,0.0309490863631658,0.99895392549329,1.019725077971894,1.0186299591470205,1.01987074163566,48,0.03146246868496545,1.0152376003374228,1.0031282120001774,1.0000000000000027,1.0064899688917388,48,0.0321606910273433,1.03776798669952,0.9813498699461285,0.9822145869062244,0.9827260369710128,0,,,,,,0,,,,,
lag2-tstar,1.5,0.25,48,48,48,0.021344658321605037,0,0,0,48,0.021752759901044298,1.0,0.9812390896007789,0.9918878598746786,1.020178372799213,48,0.0216118480703542,0.9935221171322113,0.987636885662005,1.0105723535252933,1.008017925608987,48,0.0212110799849177,0.9750983360920288,1.0062975735692061,1.0000000000000173,1.0221401426903636,48,0.0212110799849177,0.9750983360920288,1.0062975735692061,1.0000000000000173,1.0221401426903636,48,0.02158138920066525,0.9921218870084242,0.9890307858841211,1.0000000000000024,1.0000200899899514,48,0.02134465832160495,0.9812390896007749,1.000000000000004,1.0000000000000135,1.0201767355566642,48,0.02158138920066525,0.9921218870084242,0.9890307858841211,1.0000000000000024,1.0000200899899514,48,0.02175307557777745,1.000014512031328,0.9812248500350155,1.0000000000000002,0.9718116181340418,10,0.0281740887954746,0.9929977546389701,1.0000000000000027,1.0000000000000095,1.0138964628941693,10,0.0281740887954746,0.9929977546389701,1.0000000000000027,1.0000000000000013,0.9977741265906099,48,0.0212110799849177,0.9750983360920288,1.0062975735692061,1.0000000000000173,1.0221401426903636,48,0.0212110799849177,0.9750983360920288,1.0062975735692061,1.0000000000000173,1.0221401426903636,48,0.02158138920066525,0.9921218870084242,0.9890307858841211,1.0000000000000024,1.0000200899899514,48,0.02134465832160495,0.9812390896007749,1.000000000000004,1.0000000000000135,1.0201767355566642,48,0.02158138920066525,0.9921218870084242,0.9890307858841211,1.0000000000000024,1.0000200899899514,48,0.02175307557777745,1.000014512031328,0.9812248500350155,1.0000000000000002,0.9718116181340418,10,0.0281740887954746,0.9929977546389701,1.0000000000000027,1.0000000000000095,1.0138964628941693,10,0.0281740887954746,0.9929977546389701,1.0000000000000027,1.0000000000000013,0.9977741265906099
lag2-tstar,1.5,0.5,48,48,48,0.05500042495473134,0,0,0,48,0.05892417134905045,1.0,0.933410240577234,1.017576387076701,0.9501708274175696,48,0.05822326406868045,0.9881049276668139,0.944646883586818,1.0053164850186975,0.9535139901307337,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0327622323730448,1.0337419555438856,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0327622323730448,1.0337419555438856,48,0.05319942023823715,0.9028454540853623,1.0338538410461797,1.0169634375840821,1.0273654223135926,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0325632117493746,1.0331752046912526,48,0.05319942023823715,0.9028454540853623,1.0338538410461797,1.0170684807556056,1.028445749258852,48,0.05511105956761455,0.9352878166271005,0.9979925152274114,0.978785466229704,0.9848267122041227,26,0.0542898388257366,0.896844355501175,1.0130887500196055,1.02814422672282,1.0223832190719049,27,0.0532430287576013,0.8723269441715259,1.0350289188051014,1.0308522109141218,1.0320090081854356,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0327622323730448,1.0337419555438856,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0327622323730448,1.0337419555438856,48,0.05319942023823715,0.9028454540853623,1.0338538410461797,1.0169634375840821,1.0273654223135926,48,0.05314181193502705,0.901867785636385,1.0349745887847537,1.0325632117493746,1.0331752046912526,48,0.05319942023823715,0.9028454540853623,1.0338538410461797,1.0170684807556056,1.0294982003020945,48,0.05511105956761455,0.9352878166271005,0.9979925152274114,0.978785466229704,0.9848267122041227,26,0.0542898388257366,0.896844355501175,1.0130887500196055,1.02814422672282,1.0223832190719049,27,0.053921084968973,0.8834361300432623,1.0220134576409026,1.0308522109141218,1.0293542334342038
lag2-tstar,1.5,1.0,48,48,48,0.06609514144774142,0,0,0,48,0.0634038821086416,1.0,1.0424462864038575,1.0317586487852124,0.9642781241541888,48,0.0659320074226804,1.0398733520718322,1.002474276628879,1.0012782188729292,0.9476463792974443,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0164300895883387,1.0341747466018445,48,0.0638472105783214,1.0069921344708856,1.0352079730509522,1.0336518173878413,1.0352438701347582,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0168915555840061,1.0351565897066861,48,0.06687315971371716,1.0547171165186857,0.9883657618496506,0.969894763868342,0.9835157950938389,28,0.06400998072026795,0.9344629058695599,1.0387173337737254,1.0332361799376768,1.0337184678448645,32,0.0636636909948384,0.973017871017023,1.0403434204089774,1.0219723895167223,1.0364914395557412,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06378902810163509,1.0060744859807407,1.0361521944249097,1.0352322594196206,1.0386716500592033,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0164300895883387,1.0335322451623719,48,0.0638472105783214,1.0069921344708856,1.0352079730509522,1.0336518173878413,1.0352438701347582,48,0.06367748966506609,1.0043153123645594,1.0379671339965162,1.0168915555840061,1.0351565897066861,48,0.06687315971371716,1.0547171165186857,0.9883657618496506,0.969894763868342,0.9835157950938389,28,0.06400998072026795,0.9344629058695599,1.0387173337737254,1.0332361799376768,1.0337184678448645,32,0.0636636909948384,0.973017871017023,1.0403434204089774,1.0219723895167223,1.0364914395557412
lag2-tstar,1.5,2.0,48,48,48,0.0675340822832865,0,0,0,48,0.0654689705182679,1.0,1.0315433670129632,1.039845890111497,0.9725924038282983,48,0.0677819556752916,1.0353294872168228,0.9963430770101628,1.0003606075918774,0.9512687192417659,48,0.06469497974211764,0.9881777463426847,1.043884433575617,1.0384612299494402,1.0390738375398965,48,0.06469497974211764,0.9881777463426847,1.043884433575617,1.038950132292116,1.0399061679565558,48,0.06531966501391845,0.9977194462786337,1.033901234320418,1.0161946109380557,1.0320044247768043,48,0.06483827478641119,0.9903664938235017,1.041577409419911,1.03679490747744,1.0378483831909282,48,0.06518801649429559,0.9957085926088617,1.035989218803677,1.0187654289608619,1.0348880119451942,48,0.06862337405144009,1.0481816577869054,0.9841265198161627,0.9686575722997504,0.9791757202886898,29,0.0661020578763058,0.9132596489131736,1.0258179168522061,1.0329142477497342,1.0326348652250736,32,0.06577496725107265,0.9333599942149879,1.0299891806701793,1.030880353262345,1.0335233735104576,48,0.06469497974211764,0.9881777463426847,1.043884433575617,1.0384612299494402,1.0390738375398965,48,0.06469497974211764,0.9881777463426847,1.043884433575617,1.0384612299494402,1.0390738375398965,48,0.06531966501391845,0.9977194462786337,1.033901234320418,1.0161946109380557,1.0320044247768043,48,0.06483827478641119,0.9903664938235017,1.041577409419911,1.0361136854983422,1.037190823952741,48,0.06518801649429559,0.9957085926088617,1.035989218803677,1.0187654289608619,1.0348880119451942,48,0.06862337405144009,1.0481816577869054,0.9841265198161627,0.9686575722997504,0.9791757202886898,29,0.0661020578763058,0.9132596489131736,1.0258179168522061,1.0329142477497342,1.0326348652250736,32,0.0658663666045429,0.9346569693955395,1.0285599179060767,1.0246272932670482,1.0330155203388511
4b,1.3,control,48,48,48,0.03118128556626032,0,0,0,48,0.03037623726316615,1.0,1.0265025683108673,1.0246887902769934,1.0211425233835372,48,0.0308314229294188,1.0149849259573898,1.011347599416428,1.0121502031016558,1.0086555595511866,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.000000000000003,1.0083286448697113,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030682896508669,1.0100953664157313,1.0162432206310934,1.0000000000000029,0.022939534713740883,47,0.0306626219262207,1.0087343600840666,1.0151861884203495,1.018471133474373,1.0187397099207018,48,0.030729078340261,1.011615694005745,1.0147159384668833,1.0000000000000029,1.0076484102088654,48,0.0314853579050212,1.0365127725414485,0.9903424207633863,0.9837767088940359,0.9841615078186507,0,,,,,,0,,,,,
