opt,seed,s_frozen,t_rule,s_rule,s_run,branch_b1_rule,branch_w1_rule,winding_rule_agrees,branch_lo,branch_hi,P_w1,P_b1,P_b2,r_cf,kappa,chi,sdot,status_cf,traj_rho_max,traj_max_abs_delta,traj_T,delta0_norm,s_traj,r_traj,t_traj,status_traj,status,path_sha256,crossed,step_obs,s_obs,w2_own,r_obs,r_obs_vs_global_own,rule_before_cross
adam,1650010,1.91480685428356,10515.0,0.969284817528513,1.787229960832577,-2.0662664853063597,1.2678905285715325,True,0.5782716699936311,3.2513420385735077,69.57009630798228,66.23319110690424,180.45451856085072,0.1182992446280809,3.1573027111712593,0.0374684518559184,0.0170071240567467,ok,0.9486832980505158,0.231896707296398,289.0,0.2181744150939186,1.9002537497923409,0.0632396453935406,10585.0,ok,ok,1dccc8f774921c764b2711f73369ef5a7c3eaf040bc631cbc2dd6420565ac54e,True,10594.0,1.9797496271743507,1.786682,0.10771958313192598,0.10805931171543137,True
adam,1650011,1.6783160339622016,8099.0,0.83958854953263,1.6783160339594554,-2.0419964181661547,-1.2927049944450009,True,0.503494810188665,2.8531372577357166,50.04740908335823,112.09701118716656,162.9580568179964,0.1163051386085283,3.0468459020714453,0.0381723074768751,0.0148306512500777,ok,0.9486832980505154,0.3033045678403181,250.0,0.2689112567214728,1.7894108936610824,0.0661942431900228,8178.0,ok,ok,fb4b331dd8698b2abda8749aad76e55f000c7eaa831820f2860dcc6daddad201,True,8187.0,1.8628807655633197,1.681441,0.10997018908795275,0.10790730424874839,True
adam,1650012,1.87136043810938,257.0,0.9368362358414256,1.8713604381089652,-2.0457749070951197,-1.274237715428107,True,0.5614081314328159,3.1813127447859295,22.157435459135197,52.61708420216283,18.3418803708998,0.1268791384970763,2.9818434912009737,0.0425505694284357,0.0021884847657197,ok,0.9486832980505157,0.2716650479218225,1039.0,0.2716650479218225,2.127076929853129,0.1366473751056576,794.0,ok,ok,a05eb405c61e29b2662bbeb87f86110a4d62ef010f1a1633ea1be5d8eeeb0b03,True,765.0,2.064487809961151,1.874485,0.10320158955980907,0.10136267292677781,True
adam,1650013,2.0508516410619513,847.0,1.02826808061153,2.0508516410605435,-2.040260480488374,-1.28051808203037,True,0.6152554923185858,3.482346086523253,19.982927025792225,22.28691695664788,37.98181885860808,0.0788231010027441,3.100271450826482,0.0254245804772131,0.0028744310496697,ok,0.9486832980505152,0.2679615889678519,897.0,0.2679615889678519,2.234018376923383,0.0893125237319065,1231.0,ok,ok,0fc0b0fcb529f33347a46d07925c57374e0f55a5f07ddedb7eae2b58b6d20775,True,1234.0,2.242055807864681,2.047727,0.09323159363456512,0.09489976342778172,True
adam,1650014,1.721118913144462,216.0,0.8624274745657544,1.9650256106431907,-2.001729742632975,1.3120345233285506,True,0.5197779117696258,2.922459914519304,13.99977890685788,16.08630367580673,19.072734399622636,0.1183596580763895,3.0614971012813292,0.0386607121159293,0.0021355040867579,ok,0.9486832980505157,0.2458865534063967,972.0,0.2458865534063967,2.194865102060312,0.1169651378446361,841.0,ok,ok,bccf2af66841c8bf816b81202133858c3052048b385840723bd860f2fa6b1c06,True,806.0,2.1205090111068285,1.967994,0.07912538117645451,0.07749770126678657,True
adam,1650015,2.2552936612997425,415.0,1.130667909825137,2.2552936612958097,-2.047104285853157,-1.2376891179042775,True,0.6765880983899255,3.829488636887037,35.341161653432046,42.36398137520444,35.739375894301624,0.0704522215175098,3.0313902168267663,0.0232408949288153,0.0027856637181559,ok,0.9486832980505152,0.2331509871510921,1007.0,0.2331509871510921,2.4150620602942947,0.0708415058049194,836.0,ok,ok,8acf29b4420cc2252cdb4edeef640638ab1c52be95f1d26f91e66e43ac037f55,True,838.0,2.4203545478990556,2.2521690000000003,0.07318820135751536,0.07467714363311773,True
adam,1650016,2.063302344268758,2391.0,1.0348788981610026,2.0633023442663587,-2.043187888151881,-1.28020371705044,True,0.6231173079691628,3.507613985256821,42.6493167235707,181.0113107687872,58.8199875175444,0.0705379100842271,2.976428235280191,0.023698844557422,0.0042791917118865,ok,0.948683298050515,0.2789109799001554,663.0,0.2789109799001554,2.224306776462697,0.0780323991991518,2641.0,ok,ok,280bc7237cdc286da2de15d282e9a6afcb9cd3265be598301bd9bff99bb0179d,True,2652.0,2.2650444761349178,2.066427,0.09777633046808365,0.09611637678704255,True
adam,1650017,1.7416189055686466,174.0,0.872482971745208,1.7416189055690627,-2.044059402540036,-1.268939759179627,True,0.5224856716705992,2.960752139466669,30.944967830128945,11.33513184832688,28.088386116548858,0.1238947684875319,3.166645589849188,0.0391249241420264,0.0027770332135619,ok,0.9486832980505152,0.2762381704887628,775.0,0.2762381704887628,1.93353464353043,0.1101938761388559,535.0,ok,ok,647d275352583f2c56142a723de3cd3afe2a7da0c4bbea80977cda45fe87fa82,True,532.0,1.925622383626093,1.907244,0.10565082720947405,0.009636094608814094,True
adam,1650018,2.07391699157462,1062.0,1.038750789763042,2.073916991578022,-2.034392465191317,-1.2612706835726633,True,0.6221750974723872,3.521511051693758,12.910468294299248,17.561416828921995,43.3542278606933,0.0668929072658813,3.119833385216334,0.0214411793856879,0.0026874171937799,ok,0.9486832980505157,0.199847042327689,959.0,0.199847042327689,2.2282112198039634,0.0743974946212966,1473.0,ok,ok,a94670088a411f5857d2da1d0e99517d15364ddf20b5cf1b771f3f9d1f5dd5dd,True,1472.0,2.225648616527823,2.070792,0.0731618601737527,0.07478134768138145,True
adam,1650019,1.724122441187519,290.0,0.8635520202575578,1.7241224411887033,-2.042296719986565,-1.2898068996621872,True,0.5206849772386294,2.931008150018728,12.985363490417948,435.88052325914566,25.845850146163222,0.1083322135861131,2.9417645319782872,0.0368255896787434,0.0024248444756712,ok,0.9486832980505152,0.2326642118575865,864.0,0.2326642118575865,1.911559453629379,0.1087144439181746,708.0,ok,ok,860237b3b58fe62adc4a974f81eac941f0a6500f2a0d9fc4bbe99a060e5a8476,True,698.0,1.887888087121202,1.727247,0.09498492799594316,0.09300411992100854,True
adam,1650020,1.5916539821933298,215.0,0.7966109859061227,1.591653982191468,-2.0420873740749457,-1.2758034646731928,True,0.4806795026223814,2.702628461764291,19.533187906344708,74.18714141065335,19.13075222962071,0.1505987312800582,2.971772175655827,0.0506764053159032,0.0023097595637316,ok,0.9486832980505152,0.2528862488412084,835.0,0.2528862488412084,1.7900256595608333,0.1246324135703398,638.0,ok,ok,419a0545089ba1f3471abf6a30e73207a1a0d0b24a708b3d27e05a9a4183fc50,True,621.0,1.7513649759681507,2.1197790000000003,0.10034278528099727,-0.1737983176698371,True
adam,1650021,2.1152663925266126,257.0,1.0595070838366665,2.11526639253004,-2.036720856261106,-1.2809493234677498,True,0.6388104505430356,3.595952867295192,26.18116082063656,22.49461428508707,27.030163725478975,0.0883544332274732,3.0653965029653665,0.0288231663153533,0.0024392011926029,ok,0.9486832980505152,0.2717041475423598,1063.0,0.2717041475423598,2.329052200370147,0.1010680302940003,754.0,ok,ok,667e33b1910a889825450196388b470973995ee47c3017c6c74e270088d5c2f8,True,741.0,2.298303019071707,2.118391,0.08653124126022704,0.08492861755535563,True
